strategy,T0_C,parameters,dt_s,grid_scale,status,end_time_s,charge_C_cm2,max_current_A_cm2,min_voltage_V,max_ice_bulk,max_pore_ice_saturation,min_end_temperature_C,max_temperature_spread_K,energy_balance_J_m2,water_balance_kg_m2,min_gas_porosity,max_current_limiting_ratio,min_kappa_S_m,max_thermal_iteration_error_K,heat_gen_J_m2,heat_phase_J_m2,heat_loss_J_m2,heat_sensible_J_m2,end_voltage_V,center_temperature_C,failure_cell,max_pore_ice_bulk,max_mem_ice_bulk
constant,-10,[0.5],0.003125,8,success,16.395649705083763,8.197824852541881,0.5,0.4971353928498507,0.019577657720316798,0.017525452348504746,1.0011698954510604e-07,10.007494133669029,2.9340299079194665e-09,4.688420875489929e-14,0.3722438120835009,0.018326592448179774,0.4501379062331668,1.7479351299698465e-12,382393.84050255857,13.03369612987456,7705.692314232272,374701.1818844591,0.5665632365123475,10.00749423378602,0.0,0.0073729578030159474,0.019577657720316798
ramp,-10,"[2.5, 0.5]",0.003125,8,success,16.502071453632535,8.201035726816269,0.5,0.497142773671072,0.019597645113012464,0.01754782518535053,1.002508756469369e-07,10.007443817129992,3.597961040213704e-09,4.697875118434003e-14,0.3722263367325416,0.018327229500825548,0.4501937229365212,9.241158949180317e-10,382407.81607144227,11.848559225056112,7706.124697962319,374713.5399327086,0.5665653587975107,10.007443917380868,0.0,0.007382370055476969,0.019597645113012464
step,-10,"[0.5, 0.5, 0.5, 8.0, 16.0]",0.003125,8,success,16.395649705082267,8.197824852541133,0.5,0.4971353928498507,0.01957765772031677,0.017525452348504757,1.0011642897098837e-07,10.007494133668436,3.2996467780321836e-09,4.6832004420294115e-14,0.37224381208350354,0.018326592448182792,0.4501379062331668,1.7479351299698465e-12,382393.84050252486,13.033696129940763,7705.692314231074,374701.18188442703,0.5665632365123728,10.007494233784865,0.0,0.007372957803015953,0.01957765772031677
