time_s,cell,j_A_cm2,charge_C_cm2,temperature_C,V,Erev,eta_act,eta_ohm,eta_con,jlim_A_m2,j_over_jlim,lambda_mean,lambda_min,kappa_min,cO2,active_area,ice_bulk,pore_ice_bulk,mem_ice_bulk,pore_ice_saturation,liquid_saturation,gas_porosity_min,inventory_min,water_kg_m2,ice_kg_m2
0.0,1,0.5,0.0,-16.42578125,0.4739258720676724,1.2555806599764938,0.6705505579552067,0.1101543157059573,0.0009499142476574353,293607.46894252935,0.017029539534563744,3.0000000000000004,3.0,0.5705899905028897,9.968743170831697,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.3916,0.0,0.0013932000000000005,0.0
0.0,2,0.5,0.0,-16.42578125,0.4747807948905641,1.2555806599764938,0.6705505579552067,0.1101543157059573,9.499142476574353e-05,293607.46894252935,0.017029539534563744,3.0000000000000004,3.0,0.5705899905028897,9.968743170831697,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.3916,0.0,0.0013932000000000005,0.0
0.0,3,0.5,0.0,-16.42578125,0.4747807948905641,1.2555806599764938,0.6705505579552067,0.1101543157059573,9.499142476574353e-05,293607.46894252935,0.017029539534563744,3.0000000000000004,3.0,0.5705899905028897,9.968743170831697,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.3916,0.0,0.0013932000000000005,0.0
0.0,4,0.5,0.0,-16.42578125,0.4747807948905641,1.2555806599764938,0.6705505579552067,0.1101543157059573,9.499142476574353e-05,293607.46894252935,0.017029539534563744,3.0000000000000004,3.0,0.5705899905028897,9.968743170831697,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.3916,0.0,0.0013932000000000005,0.0
0.0,5,0.5,0.0,-16.42578125,0.4739258720676724,1.2555806599764938,0.6705505579552067,0.1101543157059573,0.0009499142476574353,293607.46894252935,0.017029539534563744,3.0000000000000004,3.0,0.5705899905028897,9.968743170831697,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.3916,0.0,0.0013932000000000005,0.0
0.05000000000000001,1,0.5,0.025000000000000005,-16.371270346269974,0.4737976246457855,1.2554258645832421,0.6703993552810775,0.11026213392822855,0.0009667507281505717,288598.66037310543,0.017325097744861018,3.000114199627034,2.721054942110512,0.5038365962033837,9.802141188445871,0.9999704283997254,2.5426228375220285e-05,3.5715167664861068e-06,2.5426228375220285e-05,8.489462245034719e-06,0.004946958147943467,0.3916,0.0,0.0014164531603582716,6.236602347558603e-08
0.05000000000000001,2,0.5,0.025000000000000005,-16.34441174910557,0.4747736519307514,1.2554022469183874,0.6703242087481043,0.11020770703242437,9.667920710740009e-05,288616.3491672939,0.01732403591974547,3.0001142540965424,2.7211456234204747,0.5041187828203756,9.801204157578661,0.999970458621004,2.53969071806697e-05,3.5678646417195203e-06,2.53969071806697e-05,8.480781178320703e-06,0.0049469661428948025,0.3916,0.0,0.0014164531583139286,6.230220649537887e-08
0.05000000000000001,3,0.5,0.025000000000000005,-16.344330609914916,0.47477397221132583,1.2554021758840463,0.6703239817332597,0.11020754272189022,9.667921757058924e-05,288616.4085991705,0.01732403235238085,3.0001142542179378,2.7211458491232263,0.5041196238004482,9.801201530721794,0.9999704586882244,2.5396845363945714e-05,3.5678565159553745e-06,2.5396845363945714e-05,8.480761863454656e-06,0.004946966160697978,0.3916,0.0,0.001416453158309749,6.230206453595032e-08
0.05000000000000001,4,0.5,0.025000000000000005,-16.34441174910557,0.4747736519307514,1.2554022469183874,0.6703242087481043,0.11020770703242437,9.667920710740009e-05,288616.3491672939,0.01732403591974547,3.0001142540965424,2.7211456234204747,0.5041187828203756,9.801204157578661,0.999970458621004,2.53969071806697e-05,3.5678646417195203e-06,2.53969071806697e-05,8.480781178320703e-06,0.0049469661428948025,0.3916,0.0,0.0014164531583139286,6.230220649537887e-08
0.05000000000000001,5,0.5,0.025000000000000005,-16.371270346269974,0.4737976246457855,1.2554258645832421,0.6703993552810775,0.11026213392822855,0.0009667507281505717,288598.66037310543,0.017325097744861018,3.000114199627034,2.721054942110512,0.5038365962033837,9.802141188445871,0.9999704283997254,2.5426228375220285e-05,3.5715167664861068e-06,2.5426228375220285e-05,8.489462245034719e-06,0.004946958147943467,0.3916,0.0,0.0014164531603582716,6.236602347558603e-08
0.10000000000000005,1,0.5,0.050000000000000024,-16.3170021070761,0.4736124700385126,1.2553778570182097,0.6702512510820087,0.11054662679709183,0.0009675091005966323,288434.83049818827,0.01733493833377868,3.000633187292343,2.6035145500663988,0.47595252882116895,9.800010960599945,0.999886210736323,7.489150387691826e-05,1.3821467671843094e-05,7.489150387691826e-05,3.285350052731898e-05,0.009879164142264765,0.3916,0.0,0.0014397056159748936,2.404795080197706e-07
0.10000000000000005,2,0.5,0.050000000000000024,-16.263185094501573,0.47469594044828745,1.2553304132023633,0.6701006715407591,0.11043704122265136,9.675999066533662e-05,288467.90418618615,0.017332950832453252,3.000633648255257,2.6037845127596877,0.4765103795687407,9.79805487944516,0.9998864514808189,7.471113069776401e-05,1.3792178695610154e-05,7.471113069776401e-05,3.2783880902329814e-05,0.009879228540091208,0.3916,0.0,0.0014397056078221666,2.3996757053119265e-07
0.10000000000000005,3,0.5,0.050000000000000024,-16.262871485320716,0.4746971795690429,1.2553301373792984,0.6700997940808407,0.11043640369005116,9.67600393636623e-05,288468.1093624462,0.017332938504192652,3.0006336502457516,2.603785843133538,0.4765135728862747,9.798043906107674,0.9998864525245488,7.471039313199654e-05,1.3792051592254208e-05,7.471039313199654e-05,3.278357877883101e-05,0.00987922881968425,0.3916,0.0,0.001439705607790131,2.399653527917514e-07
0.10000000000000005,4,0.5,0.050000000000000024,-16.263185094501573,0.47469594044828745,1.2553304132023633,0.6701006715407591,0.11043704122265136,9.675999066533662e-05,288467.90418618615,0.017332950832453252,3.000633648255257,2.6037845127596877,0.4765103795687407,9.79805487944516,0.9998864514808189,7.471113069776401e-05,1.3792178695610154e-05,7.471113069776401e-05,3.2783880902329814e-05,0.009879228540091208,0.3916,0.0,0.0014397056078221666,2.3996757053119265e-07
0.10000000000000005,5,0.5,0.050000000000000024,-16.3170021070761,0.4736124700385126,1.2553778570182097,0.6702512510820087,0.11054662679709183,0.0009675091005966323,288434.83049818827,0.01733493833377868,3.000633187292343,2.6035145500663988,0.47595252882116895,9.800010960599945,0.999886210736323,7.489150387691826e-05,1.3821467671843094e-05,7.489150387691826e-05,3.285350052731898e-05,0.009879164142264765,0.3916,0.0,0.0014397056159748936,2.404795080197706e-07
0.15312499999999996,1,0.5,0.07656249999999998,-16.25959831320552,0.47330833976342945,1.2553270780150478,0.6700971395743217,0.11095331803048582,0.0009682806468108764,288270.85733465455,0.01734479872932658,3.0016977213326195,2.512520689380065,0.4544599885259164,9.797762842547204,0.9997395887582096,0.00014597127695460926,3.1956118459755585e-05,0.00014597127695460926,7.595939733718939e-05,0.015096097055479499,0.3916,0.0,0.0014644110730872473,5.514087623792433e-07
0.15312499999999996,2,0.5,0.07656249999999998,-16.177027300303806,0.4745074101979018,1.255254221087463,0.6698660872079067,0.11078388125557823,9.684242607629174e-05,288320.31627980235,0.01734182337379138,3.001699427495516,2.513036737855035,0.45530641499414826,9.794721026924254,0.9997404425117922,0.00014542192587989084,3.185096068492969e-05,0.00014542192587989084,7.570943828126857e-05,0.015096327443782118,0.3916,0.0,0.0014644110545045097,5.49574934532577e-07
0.15312499999999996,3,0.5,0.07656249999999998,-16.176303116053813,0.4745102799445684,1.2552535830937057,0.6698640608605461,0.11078239974305802,9.684254553320182e-05,288320.7691714632,0.017341796133411812,3.001699438545826,2.5130406009175315,0.45531368263040545,9.794695007954214,0.9997404481023687,0.00014541853317012792,3.1850270449896604e-05,0.00014541853317012792,7.570779759899358e-05,0.015096328957556747,0.3916,0.0,0.001464411054394734,5.495629517576148e-07
0.15312499999999996,4,0.5,0.07656249999999998,-16.177027300303806,0.4745074101979018,1.255254221087463,0.6698660872079067,0.11078388125557823,9.684242607629174e-05,288320.31627980235,0.01734182337379138,3.001699427495516,2.513036737855035,0.45530641499414826,9.794721026924254,0.9997404425117922,0.00014542192587989084,3.185096068492969e-05,0.00014542192587989084,7.570943828126857e-05,0.015096327443782118,0.3916,0.0,0.0014644110545045097,5.49574934532577e-07
0.15312499999999996,5,0.5,0.07656249999999998,-16.25959831320552,0.47330833976342945,1.2553270780150478,0.6700971395743217,0.11095331803048582,0.0009682806468108764,288270.85733465455,0.01734479872932658,3.0016977213326195,2.512520689380065,0.4544599885259164,9.797762842547204,0.9997395887582096,0.00014597127695460926,3.1956118459755585e-05,0.00014597127695460926,7.595939733718939e-05,0.015096097055479499,0.3916,0.0,0.0014644110730872473,5.514087623792433e-07
0.20312499999999978,1,0.5,0.10156249999999989,-16.205806624450123,0.4729724501444573,1.2552794971091874,0.6699549621042094,0.11138313446576399,0.000968950394756761,288133.1345291954,0.01735308925219557,3.003231490326405,2.44392313879807,0.4383140433691316,9.795662154844775,0.9995517830799064,0.00022759466914496233,5.563704099185326e-05,0.00022759466914496233,0.00013224873066758558,0.019726629376843434,0.3916,0.0,0.0014876629124657961,9.522114467017805e-07
0.20312499999999978,2,0.5,0.10156249999999989,-16.09606925483795,0.47428203936995067,1.2551826302395168,0.6696478591231009,0.11115581735296587,9.691439349940334e-05,288198.05529478926,0.01734918021874106,3.003235542712006,2.4447168326232993,0.4394310852424233,9.791595663635274,0.9995537420277463,0.0002264429702704881,5.539248859055511e-05,0.0002264429702704881,0.00013166743187676517,0.019727126920485647,0.3916,0.0,0.0014876628799637395,9.479538581445412e-07
0.20312499999999978,3,0.5,0.10156249999999989,-16.09480674999395,0.47428706177200164,1.2551815171194334,0.6696443262211718,0.11115321451870046,9.691460755952667e-05,288198.82740546996,0.01734913373872076,3.0032355769669574,2.444724647133801,0.439443628398857,9.791549759119674,0.999553758872969,0.00022643361738182744,5.5390378351596137e-05,0.00022643361738182744,0.00013166241585832214,0.01972713126366825,0.3916,0.0,0.001487662879709787,9.47917358489396e-07
