cell,time_s,x_um,layer,temperature_C,mv_kg_m3,ml_kg_m3,mi_kg_m3,ice_bulk
2,16.502071453632535,153.0458333333334,aCL,7.728831789043831,1.1172826678225852e-06,0.0,0.0,0.0
2,16.502071453632535,153.18750000000009,aCL,7.728831789043831,1.120191350623823e-06,0.0,0.0,0.0
2,16.502071453632535,153.32916666666674,aCL,7.728831789043831,1.1231000334356196e-06,0.0,0.0,0.0
2,16.502071453632535,153.52500000000012,PEM,7.728831789043831,0.0,172.05276076908206,0.001938486119976614,2.1070501304093632e-06
2,16.502071453632535,153.77500000000012,PEM,7.728831789043831,0.0,173.4937871430481,0.0036757317715121513,3.99536062120886e-06
2,16.502071453632535,154.02500000000012,PEM,7.728831789043831,0.0,174.9468786742676,0.006245737231875827,6.788844817256334e-06
2,16.502071453632535,154.27500000000012,PEM,7.728831789043831,0.0,176.42100065856962,0.00985803261213735,1.0715252839279729e-05
2,16.502071453632535,154.52500000000015,PEM,7.728831789043831,0.0,177.9166123504638,0.01472765348696846,1.6008319007574415e-05
2,16.502071453632535,154.77500000000015,PEM,7.728831789043831,0.0,179.4341388328154,0.02108721703701756,2.292088808371474e-05
2,16.502071453632535,155.02500000000015,PEM,7.728831789043831,0.0,180.9739894294092,0.029188732884006023,3.1726883569571764e-05
2,16.502071453632535,155.27500000000015,PEM,7.728831789043831,0.0,182.53656801057562,0.03930495930552587,4.2722781853832465e-05
2,16.502071453632535,155.52500000000015,PEM,7.728831789043831,0.0,184.12227877288174,0.051731962812055624,5.623039436093003e-05
2,16.502071453632535,155.77500000000018,PEM,7.728831789043831,0.0,185.73152949298043,0.06679116335605645,7.259909060440919e-05
2,16.502071453632535,156.02500000000018,PEM,7.728831789043831,0.0,187.36473337187604,0.08483198568986068,9.220868009767465e-05
2,16.502071453632535,156.27500000000018,PEM,7.728831789043831,0.0,189.02231009179516,0.1062353648172999,0.00011547322262749989
2,16.502071453632535,156.52500000000018,PEM,7.728831789043831,0.0,190.7046864319224,0.13141695779697857,0.00014284451934454192
2,16.502071453632535,156.7750000000002,PEM,7.728831789043831,0.0,192.41229663557,0.16083206419469995,0.0001748174610811956
2,16.502071453632535,157.0250000000002,PEM,7.728831789043831,0.0,194.14558263528954,0.19498043939871096,0.00021193526021599018
2,16.502071453632535,157.2750000000002,PEM,7.728831789043831,0.0,195.90499419487327,0.2344130714772421,0.00025479681682308926
2,16.502071453632535,157.5250000000002,PEM,7.728831789043831,0.0,197.69098900036806,0.27974034349398724,0.00030406559075433397
2,16.502071453632535,157.7750000000002,PEM,7.728831789043831,0.0,199.50403271743625,0.33164208620052166,0.0003604805284788279
2,16.502071453632535,158.02500000000023,PEM,7.728831789043831,0.0,201.34459902418362,0.39088158128110145,0.00042487128400119724
2,16.502071453632535,158.27500000000023,PEM,7.728831789043831,0.0,203.21316962379237,0.45832448304297474,0.0004981787859162769
