cell,x_um,time_s,T_C,vapor_kg_m3,liquid_kg_m3,ice_kg_m3,ice_bulk
1,4.6875,85.7412287951,-7.55343752856,8.5391603086e-08,0,0,0
1,14.0625,85.7412287951,-7.55343752856,2.56174808823e-07,0,0,0
1,23.4375,85.7412287951,-7.55343752856,4.26958013255e-07,0,0,0
1,32.8125,85.7412287951,-7.55343752856,5.97741215511e-07,0,0,0
1,42.1875,85.7412287951,-7.55343752856,7.6852441472e-07,0,0,0
1,51.5625,85.7412287951,-7.55343752856,9.39307610011e-07,0,0,0
1,60.9375,85.7412287951,-7.55343752856,1.11009080051e-06,0,0,0
1,70.3125,85.7412287951,-7.55343752856,1.28087398535e-06,0,0,0
1,79.6875,85.7412287951,-7.55343752856,1.45165716365e-06,0,0,0
1,89.0625,85.7412287951,-7.55343752856,1.62244033454e-06,0,0,0
1,98.4375,85.7412287951,-7.55343752856,1.79322349713e-06,0,0,0
1,107.8125,85.7412287951,-7.55343752856,1.96400665056e-06,0,0,0
1,117.1875,85.7412287951,-7.55343752856,2.13478979394e-06,0,0,0
1,126.5625,85.7412287951,-7.55343752856,2.30557292638e-06,0,0,0
1,135.9375,85.7412287951,-7.55343752856,2.47635604702e-06,0,0,0
1,145.3125,85.7412287951,-7.55343752856,2.64713915494e-06,0,0,0
1,150.283333333,85.7412287951,-7.55343752856,1.34495103588e-06,0,0,0
1,150.85,85.7412287951,-7.55343752856,1.35970555023e-06,0,0,0
1,151.416666667,85.7412287951,-7.55343752856,1.37446006455e-06,0,0,0
1,151.983333333,85.7412287951,-7.55343752856,1.38921457883e-06,0,0,0
1,152.55,85.7412287951,-7.55343752856,1.40396909307e-06,0,0,0
1,153.116666667,85.7412287951,-7.55343752856,1.41872360727e-06,0,0,0
1,153.9,85.7412287951,-7.55343752856,0,200.898061281,113.666617752,0.12355067147
1,154.9,85.7412287951,-7.55343752856,0,208.008139286,123.850394086,0.134619993572
1,155.9,85.7412287951,-7.55343752856,0,215.521340465,134.576525828,0.146278832422
1,156.9,85.7412287951,-7.55343752856,0,223.491065099,145.947531506,0.158638621203
1,157.9,85.7412287951,-7.55343752856,0,231.952541623,158.016878508,0.171757476639
1,158.9,85.7412287951,-7.55343752856,0,240.942814076,170.843445186,0.185699396942
1,159.9,85.7412287951,-7.55343752856,0,250.501094471,184.497156459,0.200540387456
1,160.9,85.7412287951,-7.55343752856,0,260.66918139,199.063512994,0.216373383689
1,161.9,85.7412287951,-7.55343752856,0,271.492852932,214.548029601,0.233204380002
1,162.9,85.7412287951,-7.55343752856,0,283.026861247,231.007971398,0.251095621085
1,163.9,85.7412287951,-7.55343752856,0,295.351991779,248.518592176,0.27012890454
1,164.9,85.7412287951,-7.55343752856,0,309.62499552,270.013533297,0.293492970975
1,166.10625,85.7412287951,-7.55343752856,2.28140958759e-05,36.3917273972,54.0810414063,0.058783740659
1,167.51875,85.7412287951,-7.55343752856,2.23632170046e-05,37.1272083139,56.9091204484,0.0618577396179
1,168.93125,85.7412287951,-7.55343752856,2.2159757765e-05,37.1340027342,57.1484271862,0.0621178556371
1,170.34375,85.7412287951,-7.55343752856,2.19682106295e-05,37.1286049123,57.2380095879,0.0622152278129
1,171.75625,85.7412287951,-7.55343752856,2.1785170113e-05,37.1111649171,57.2215617241,0.0621973497001
