cooling_min,cv,x_mm,dx_mm,layer,material,node,capacity_J_m2K,k_W_mK,temperature_C
30.0,23,11.16666666666667,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-17.16758265712484
30.0,24,11.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-17.167317095385222
30.0,25,11.833333333333336,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-17.16706999195421
30.0,26,12.018750000000004,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-17.16288293465903
30.0,27,12.056250000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-17.15474238436558
30.0,28,12.093750000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-17.146606756721752
30.0,29,12.131250000000001,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-17.138476054845327
30.0,30,12.150850000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-17.134208519251168
30.0,31,12.152550000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-17.13379924705158
30.0,32,12.156400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-17.132782149870245
30.0,33,12.162400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-17.13116073476465
30.0,34,12.168225000000003,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-17.129674680548348
30.0,35,12.173875000000002,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-17.128320740967034
30.0,36,12.195450000000001,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-17.123600926731037
30.0,37,12.23295,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-17.115519885149176
30.0,38,12.27045,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-17.10744378124805
30.0,39,12.30795,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-17.099372618122644
30.0,40,12.493366666666665,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-17.09522629839951
30.0,41,12.826699999999999,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-17.095018440212613
30.0,42,13.160033333333331,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-17.094829144327463
30.0,43,13.493366666666665,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-17.094658411016333
30.0,44,13.826699999999997,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-17.094506240524808
30.0,45,14.160033333333331,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-17.094372633071764
30.0,46,14.345449999999998,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-17.09226588574941
30.0,47,14.382949999999997,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-17.088172381919378
30.0,48,14.420449999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-17.084083826250378
30.0,49,14.457949999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-17.080000220309266
30.0,50,14.477549999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-17.077858171312492
30.0,51,14.479249999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-17.07765275407672
30.0,52,14.483099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-17.07714229671975
30.0,53,14.489099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-17.076330321463097
30.0,54,14.494924999999997,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-17.075587766566173
30.0,55,14.500574999999996,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-17.074911371926582
30.0,56,14.522149999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-17.072553975183435
30.0,57,14.559649999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-17.0685202420161
30.0,58,14.597149999999994,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-17.064491464541035
30.0,59,14.634649999999993,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-17.06046764430217
30.0,60,14.820066666666659,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-17.05840180849873
30.0,61,15.153399999999992,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-17.05830761332294
30.0,62,15.486733333333326,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-17.0582320332531
30.0,63,15.820066666666664,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-17.05817506839793
30.0,64,16.153399999999998,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-17.058136718839368
30.0,65,16.486733333333333,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-17.058116984632576
30.0,66,16.672149999999995,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-17.05809649611983
30.0,67,16.709649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-17.058061597607903
30.0,68,16.747149999999994,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-17.058031658796274
30.0,69,16.784649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-17.058006679696426
30.0,70,16.804249999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-17.05799616581542
30.0,71,16.805949999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-17.057995183581518
30.0,72,16.809799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,-17.057992807430857
30.0,73,16.815799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,-17.057992564803264
30.0,74,16.821624999999994,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,-17.05799560598309
30.0,75,16.827274999999993,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,-17.05799866622543
30.0,76,16.84884999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-17.058010343572548
30.0,77,16.88634999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-17.05803530889986
30.0,78,16.92384999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-17.058065233937555
30.0,79,16.96134999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-17.058100118674155
30.0,80,17.14676666666666,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-17.058120600105184
30.0,81,17.480099999999997,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-17.05814033392006
30.0,82,17.81343333333333,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-17.05817868308151
30.0,83,18.146766666666664,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-17.058235647534367
30.0,84,18.4801,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-17.058311227196697
30.0,85,18.813433333333332,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-17.058405421959794
30.0,86,18.998849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-17.060471250110503
30.0,87,19.03635,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-17.064495055460405
30.0,88,19.073849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-17.068523818045144
30.0,89,19.111349999999995,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-17.072557536320772
30.0,90,19.13095,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,-17.074678587243937
30.0,91,19.132649999999998,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,-17.074882042785475
30.0,92,19.136499999999998,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,-17.075387754550732
30.0,93,19.142499999999995,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,-17.076199245237387
30.0,94,19.148324999999993,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,-17.076947873906636
30.0,95,19.153974999999992,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,-17.077630380389742
30.0,96,19.175549999999994,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-17.080011098853966
30.0,97,19.213049999999992,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-17.084094692181583
30.0,98,19.25054999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-17.088183235232922
30.0,99,19.28804999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-17.092276726441142
30.0,100,19.47346666666666,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-17.094383467273307
30.0,101,19.806799999999996,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-17.094517074356354
30.0,102,20.14013333333333,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-17.094669244462295
30.0,103,20.473466666666667,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-17.094839977372256
30.0,104,20.8068,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-17.095029272840662
30.0,105,21.140133333333335,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-17.095237130595226
30.0,106,21.32555,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-17.099383442115986
30.0,107,21.363049999999998,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-17.107454589280415
30.0,108,21.40055,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-17.115530677216416
30.0,109,21.438049999999997,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-17.123611702829017
30.0,110,21.457649999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-17.127858329330024
30.0,111,21.459349999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-17.128265648148165
30.0,112,21.463199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-17.12927801984749
30.0,113,21.469199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-17.13089895243647
30.0,114,21.475024999999995,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-17.132391054687137
30.0,115,21.480674999999994,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-17.133751080212676
30.0,116,21.502249999999993,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-17.138494117342596
30.0,117,21.539749999999994,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-17.14662480779944
30.0,118,21.577249999999992,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-17.15476042401677
30.0,119,21.61474999999999,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-17.162900962876805
30.0,120,21.800166666666662,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-17.167088014291256
30.0,121,22.133499999999998,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-17.16733511737521
30.0,122,22.46683333333333,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-17.167600678741856
30.0,123,22.800166666666666,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-17.16788469800921
30.0,124,23.1335,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-17.168187174768747
30.0,125,23.466833333333337,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-17.168508108585385
30.0,126,23.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.170289908249032
30.0,127,24.3835,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.17419898896189
30.0,128,24.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.178792732799053
30.0,129,25.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.18407089453863
30.0,130,25.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.190033192423357
30.0,131,26.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.196679308175604
30.0,132,26.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.204008887014382
30.0,133,27.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.212021537674282
30.0,134,27.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.220716832426344
30.0,135,28.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.230094307100913
30.0,136,28.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.240153461112406
30.0,137,29.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.25089375748603
30.0,138,29.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.26231462288645
30.0,139,30.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.274415447648405
30.0,140,30.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.287195585809236
30.0,141,31.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.30065435514338
30.0,142,31.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.314791037198788
30.0,143,32.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.329604877335264
30.0,144,32.88350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.345095084764772
30.0,145,33.38350000000001,0.5,EP_R,EP,TER_C,1975.0,15.0,-17.36126083259363
35.0,0,0.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.09009968216791
35.0,1,0.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.077424292049855
35.0,2,1.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.06527858593979
35.0,3,1.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.05366321219622
35.0,4,2.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.04257879086759
35.0,5,2.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.03202591365922
35.0,6,3.2500000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.022005143901676
35.0,7,3.75,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.012517016520732
35.0,8,4.25,0.5,EP_L,EP,TEL_C,1975.0,15.0,-20.003562038008816
35.0,9,4.750000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.99514068639793
35.0,10,5.250000000000001,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.9872534112342
35.0,11,5.750000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.97990063355381
35.0,12,6.250000000000002,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.973082745860566
35.0,13,6.750000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.96680011210494
35.0,14,7.250000000000003,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.961053067664633
35.0,15,7.7500000000000036,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.955841919326673
35.0,16,8.250000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.951166945271048
35.0,17,8.750000000000004,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.94702839505584
35.0,18,9.250000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.943426489603908
35.0,19,9.750000000000005,0.5,EP_L,EP,TEL_C,1975.0,15.0,-19.94036142119112
35.0,20,10.166666666666671,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-19.938964331115947
35.0,21,10.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-19.938712690339955
35.0,22,10.833333333333337,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-19.938475521545197
35.0,23,11.16666666666667,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-19.938252825072816
35.0,24,11.500000000000004,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-19.938044601243124
35.0,25,11.833333333333336,0.3333333333333333,BP0,BP,T1_C,505.56,95.0,-19.937850850355638
35.0,26,12.018750000000004,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-19.93456782808603
35.0,27,12.056250000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-19.928184918558863
35.0,28,12.093750000000002,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-19.921805868823235
35.0,29,12.131250000000001,0.0375,cell1_aGDL,aGDL,T1_C,3.7809375,0.3,-19.915430681323766
35.0,30,12.150850000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-19.912084556968587
35.0,31,12.152550000000002,0.0017000000000000001,cell1_aCL,aCL,T1_C,0.39576,0.27,-19.911763651461246
35.0,32,12.156400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-19.91096615755054
35.0,33,12.162400000000003,0.006,cell1_PEM,PEM,T1_C,13.545,0.24,-19.909694825078912
35.0,34,12.168225000000003,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-19.908529627484995
35.0,35,12.173875000000002,0.0056500000000000005,cell1_cCL,cCL,T1_C,1.31532,0.27,-19.907468019419046
35.0,36,12.195450000000001,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-19.9037672687121
35.0,37,12.23295,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-19.897431019264225
35.0,38,12.27045,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-19.89109864139361
35.0,39,12.30795,0.0375,cell1_cGDL,cGDL,T1_C,3.7809375,0.3,-19.884770137526996
35.0,40,12.493366666666665,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-19.88151905710744
35.0,41,12.826699999999999,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-19.881356077953253
35.0,42,13.160033333333331,0.3333333333333333,BP1,BP,T1_C,505.56,95.0,-19.88120765328106
35.0,43,13.493366666666665,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-19.88107378330435
35.0,44,13.826699999999997,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-19.880954468215677
35.0,45,14.160033333333331,0.3333333333333333,BP1,BP,T2_C,505.56,95.0,-19.880849708186666
35.0,46,14.345449999999998,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-19.879197832444866
35.0,47,14.382949999999997,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-19.87598816434464
35.0,48,14.420449999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-19.87278237603916
35.0,49,14.457949999999995,0.0375,cell2_aGDL,aGDL,T2_C,3.7809375,0.3,-19.869580468756965
35.0,50,14.477549999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-19.86790091338838
35.0,51,14.479249999999995,0.0017000000000000001,cell2_aCL,aCL,T2_C,0.39576,0.27,-19.8677398481552
35.0,52,14.483099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-19.86733960455871
35.0,53,14.489099999999997,0.006,cell2_PEM,PEM,T2_C,13.545,0.24,-19.866702944331266
35.0,54,14.494924999999997,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-19.866120715789588
35.0,55,14.500574999999996,0.0056500000000000005,cell2_cCL,cCL,T2_C,1.31532,0.27,-19.86559036272581
35.0,56,14.522149999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-19.86374195572774
35.0,57,14.559649999999996,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-19.860579153099586
35.0,58,14.597149999999994,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-19.857420236171315
35.0,59,14.634649999999993,0.0375,cell2_cGDL,cGDL,T2_C,3.7809375,0.3,-19.85426520615352
35.0,60,14.820066666666659,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-19.85264540865145
35.0,61,15.153399999999992,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-19.852571551324452
35.0,62,15.486733333333326,0.3333333333333333,BP2,BP,T2_C,505.56,95.0,-19.85251228988261
35.0,63,15.820066666666664,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-19.852467624411158
35.0,64,16.153399999999998,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-19.852437554974347
35.0,65,16.486733333333333,0.3333333333333333,BP2,BP,T3_C,505.56,95.0,-19.85242208161543
35.0,66,16.672149999999995,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-19.85240601681422
35.0,67,16.709649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-19.852378653302637
35.0,68,16.747149999999994,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-19.8523551786336
35.0,69,16.784649999999996,0.0375,cell3_aGDL,aGDL,T3_C,3.7809375,0.3,-19.852335592816097
35.0,70,16.804249999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-19.852327349006067
35.0,71,16.805949999999996,0.0017000000000000001,cell3_aCL,aCL,T3_C,0.39576,0.27,-19.852326578848057
35.0,72,16.809799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,-19.852324715736366
35.0,73,16.815799999999996,0.006,cell3_PEM,PEM,T3_C,13.545,0.24,-19.85232452549498
35.0,74,16.821624999999994,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,-19.852326910048276
35.0,75,16.827274999999993,0.0056500000000000005,cell3_cCL,cCL,T3_C,1.31532,0.27,-19.85232930954826
35.0,76,16.84884999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-19.85233846561863
35.0,77,16.88634999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-19.852358040637746
35.0,78,16.92384999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-19.852381504507306
35.0,79,16.96134999999999,0.0375,cell3_cGDL,cGDL,T3_C,3.7809375,0.3,-19.852408857218315
35.0,80,17.14676666666666,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-19.852424916467086
35.0,81,17.480099999999997,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-19.852440389518726
35.0,82,17.81343333333333,0.3333333333333333,BP3,BP,T3_C,505.56,95.0,-19.85247045864418
35.0,83,18.146766666666664,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-19.852515123800195
35.0,84,18.4801,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-19.852574384922534
35.0,85,18.813433333333332,0.3333333333333333,BP3,BP,T4_C,505.56,95.0,-19.852648241925948
35.0,86,18.998849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-19.854268033427854
35.0,87,19.03635,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-19.85742305177188
35.0,88,19.073849999999997,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-19.860581957025307
35.0,89,19.111349999999995,0.0375,cell4_aGDL,aGDL,T4_C,3.7809375,0.3,-19.863744747977545
35.0,90,19.13095,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,-19.86540783900439
35.0,91,19.132649999999998,0.0017000000000000001,cell4_aCL,aCL,T4_C,0.39576,0.27,-19.865567366096265
35.0,92,19.136499999999998,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,-19.865963888730292
35.0,93,19.142499999999995,0.006,cell4_PEM,PEM,T4_C,13.545,0.24,-19.86660016901221
35.0,94,19.148324999999993,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,-19.867187159927262
35.0,95,19.153974999999992,0.0056500000000000005,cell4_cCL,cCL,T4_C,1.31532,0.27,-19.867722305215583
35.0,96,19.175549999999994,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-19.86958899850052
35.0,97,19.213049999999992,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-19.872790895893118
35.0,98,19.25054999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-19.875996674305735
35.0,99,19.28804999999999,0.0375,cell4_cGDL,cGDL,T4_C,3.7809375,0.3,-19.879206332509835
35.0,100,19.47346666666666,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-19.880858203163008
35.0,101,19.806799999999996,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-19.88096296290192
35.0,102,20.14013333333333,0.3333333333333333,BP4,BP,T4_C,505.56,95.0,-19.88108227768827
35.0,103,20.473466666666667,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-19.881216147350447
35.0,104,20.8068,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-19.881364571695887
35.0,105,21.140133333333335,0.3333333333333333,BP4,BP,T5_C,505.56,95.0,-19.8815275505111
35.0,106,21.32555,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-19.88477862449951
35.0,107,21.363049999999998,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-19.891107115851778
35.0,108,21.40055,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-19.897439481204792
35.0,109,21.438049999999997,0.0375,cell5_aGDL,aGDL,T5_C,3.7809375,0.3,-19.903775718131826
35.0,110,21.457649999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-19.907105447913786
35.0,111,21.459349999999997,0.0017000000000000001,cell5_aCL,aCL,T5_C,0.39576,0.27,-19.907424821797775
35.0,112,21.463199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-19.9082186105138
35.0,113,21.469199999999997,0.006,cell5_PEM,PEM,T5_C,13.545,0.24,-19.90948956464993
35.0,114,21.475024999999995,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-19.91065950443639
35.0,115,21.480674999999994,0.0056500000000000005,cell5_cCL,cCL,T5_C,1.31532,0.27,-19.911725884419543
35.0,116,21.502249999999993,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-19.915444843924142
35.0,117,21.539749999999994,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-19.92182002247012
35.0,118,21.577249999999992,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-19.92819906324683
35.0,119,21.61474999999999,0.0375,cell5_cGDL,cGDL,T5_C,3.7809375,0.3,-19.934581963809656
35.0,120,21.800166666666662,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-19.937864981468486
35.0,121,22.133499999999998,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-19.938058732083867
35.0,122,22.46683333333333,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-19.938266955621124
35.0,123,22.800166666666666,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-19.93848965178075
35.0,124,23.1335,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-19.93872682024243
35.0,125,23.466833333333337,0.3333333333333333,BP5,BP,T5_C,505.56,95.0,-19.93897846066502
35.0,126,23.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.940375548778142
35.0,127,24.3835,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.943440612886402
35.0,128,24.8835,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.947042513279875
35.0,129,25.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.951181057682973
35.0,130,25.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.955856025173148
35.0,131,26.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.961067166192656
35.0,132,26.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.966814202561913
35.0,133,27.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.973096827494317
35.0,134,27.883500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.97991470561263
35.0,135,28.383500000000005,0.5,EP_R,EP,TER_C,1975.0,15.0,-19.987267472966906
