python,platform,numpy,solver_dt,mesh_scale,controller_period,charge_budget,horizon_s
"3.12.14 (main, Aug 25 2026, 14:01:42) [MSC v.1944 64 bit (AMD64)]",Windows-11-10.0.26200-SP0,2.5.3,0.025,2,0.2,20,96.6666666667
