case,scale,dt_s,period_s,elapsed_wall_s,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,feasible
case1,4,0.0125,0.2,2.695264199981466,94.64009795188906,96.64009795188906,96.64009795188906,2827.432819946584,2246.206512869945,17.037978582621236,296.1718860337228,4794.505425365463,3.5925040720030665e-11,1.0459298357967662e-16,0.5509928540177743,0.3495931993684489,6.6155903847174935,0.0425413276529216,6.5480467158440785,-13.421180699861576,0.27751707066066356,0.012521584384227152,0.4318206478365421,0.0,9.740155348936241e-10,0.9225419262241373,19.392029385566715,0.0425413276529216,0.5769691360231455,0.3494027008263606,0.0,2751.8488812084233,1.0459298357967662e-16,True
case1,8,0.00625,0.2,6.036531699995976,94.64028913226917,96.64028913226917,96.64028913226917,2826.9932595812975,2246.597784927958,16.96727341175352,296.1543256016921,4794.403992320096,7.793801160005387e-10,1.3973468649536303e-16,0.5508032440949004,0.3535310752781359,6.618207295688055,0.04244280371788089,6.549659870037971,-13.421837200718429,0.2772412313659075,0.012525413256355677,0.43114876619828235,0.0,9.984795212858444e-10,0.9225189691668885,19.39208673968075,0.04244280371788089,0.5767489187702634,0.3533384092504203,0.0,2751.403199019278,3.2683545540118654e-16,True
case1,16,0.003125,0.2,18.607808500004467,94.64038163045312,96.64038163045312,96.64038163045312,2826.8079647969716,2246.7970943857367,16.931392758179935,296.14552547849013,4794.39092646265,2.518163455533795e-10,4.593585711462622e-16,0.5507071114667272,0.35551876193753873,6.61934362500154,0.0423935084877771,6.550335777777666,-13.42196180380214,0.2771033175398755,0.012527414802877971,0.4307965227007237,0.0,9.995879679536301e-10,0.9225092564519728,19.392114489135935,0.0423935084877771,0.5766381076482352,0.3553250016826155,0.0,2751.214730806597,4.593585711462622e-16,True
