t_s,x_um,dx_um,layer,T_C,lambda_unfrozen,mv_kg_m3,ml_kg_m3,mi_kg_m3,ice_bulk,gas_porosity
0.0,4.6875,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,14.0625,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,23.4375,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,32.8125,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,42.18749999999999,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,51.56249999999999,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,60.9375,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,70.3125,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,79.68749999999999,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,89.06249999999999,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,98.43749999999999,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,107.81249999999999,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,117.18749999999999,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,126.5625,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,135.9375,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,145.3125,9.375,aGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,150.28333333333333,0.5666666666666668,aCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.3916
0.0,150.85,0.5666666666666668,aCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.3916
0.0,151.41666666666663,0.5666666666666668,aCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.3916
0.0,151.9833333333333,0.5666666666666668,aCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.3916
0.0,152.54999999999995,0.5666666666666668,aCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.3916
0.0,153.11666666666662,0.5666666666666668,aCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.3916
0.0,153.89999999999995,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,154.89999999999995,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,155.89999999999995,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,156.89999999999995,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,157.89999999999995,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,158.89999999999992,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,159.89999999999992,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,160.89999999999992,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,161.89999999999992,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,162.89999999999992,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,163.89999999999992,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,164.89999999999992,1.0,PEM,-20.0,3.0,0.0,116.1,0.0,0.0,0.0
0.0,166.1062499999999,1.4125,cCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.4207
0.0,167.5187499999999,1.4125,cCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.4207
0.0,168.9312499999999,1.4125,cCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.4207
0.0,170.34374999999986,1.4125,cCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.4207
0.0,171.75624999999985,1.4125,cCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.4207
0.0,173.16874999999985,1.4125,cCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.4207
0.0,174.58124999999984,1.4125,cCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.4207
0.0,175.9937499999998,1.4125,cCL,-20.0,0.0,0.0,0.0,0.0,0.0,0.4207
0.0,181.38749999999982,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,190.76249999999982,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,200.13749999999982,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,209.51249999999982,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,218.88749999999982,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,228.26249999999982,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,237.63749999999982,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,247.0124999999998,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,256.3874999999998,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,265.7624999999998,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,275.1374999999998,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,284.5124999999998,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,293.8874999999998,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,303.26249999999976,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,312.63749999999976,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,322.01249999999976,9.375,cGDL,-20.0,0.0,0.0,0.0,0.0,0.0,0.8
0.2,4.6875,9.375,aGDL,-19.931875651569698,0.0,5.197730831599504e-08,0.0,0.0,0.0,0.8
0.2,14.0625,9.375,aGDL,-19.93177349200036,0.0,1.5593189486311388e-07,0.0,0.0,0.0,0.8
0.2,23.4375,9.375,aGDL,-19.93170088698821,0.0,2.598864296193326e-07,0.0,0.0,0.0,0.8
0.2,32.8125,9.375,aGDL,-19.931657831389572,0.0,3.6384092934046726e-07,0.0,0.0,0.0,0.8
0.2,42.18749999999999,9.375,aGDL,-19.931644320099394,0.0,4.677954107786215e-07,0.0,0.0,0.0,0.8
0.2,51.56249999999999,9.375,aGDL,-19.93166034805182,0.0,5.717498906822344e-07,0.0,0.0,0.0,0.8
0.2,60.9375,9.375,aGDL,-19.93170591021979,0.0,6.757043857961287e-07,0.0,0.0,0.0,0.8
0.2,70.3125,9.375,aGDL,-19.931781001615178,0.0,7.796589128615587e-07,0.0,0.0,0.0,0.8
0.2,79.68749999999999,9.375,aGDL,-19.931885617289026,0.0,8.836134886162586e-07,0.0,0.0,0.0,0.8
0.2,89.06249999999999,9.375,aGDL,-19.932019752331627,0.0,9.875681297944904e-07,0.0,0.0,0.0,0.8
0.2,98.43749999999999,9.375,aGDL,-19.93218340187235,0.0,1.091522853127092e-06,0.0,0.0,0.0,0.8
0.2,107.81249999999999,9.375,aGDL,-19.93237656107999,0.0,1.1954776753415265e-06,0.0,0.0,0.0,0.8
0.2,117.18749999999999,9.375,aGDL,-19.932599225162818,0.0,1.2994326131619282e-06,0.0,0.0,0.0,0.8
0.2,126.5625,9.375,aGDL,-19.932851389368295,0.0,1.4033876833091538e-06,0.0,0.0,0.0,0.8
0.2,135.9375,9.375,aGDL,-19.93313304898362,0.0,1.5073429025008276e-06,0.0,0.0,0.0,0.8
0.2,145.3125,9.375,aGDL,-19.93344419933547,0.0,1.6112982874513933e-06,0.0,0.0,0.0,0.8
0.2,150.28333333333333,0.5666666666666668,aCL,-19.933623553926083,0.0,8.186641430009394e-07,0.0,0.0,0.0,0.3916
0.2,150.85,0.5666666666666668,aCL,-19.93364141504844,0.0,8.276452080028134e-07,0.0,0.0,0.0,0.3916
0.2,151.41666666666663,0.5666666666666668,aCL,-19.933659064539484,0.0,8.366262739069138e-07,0.0,0.0,0.0,0.3916
0.2,151.9833333333333,0.5666666666666668,aCL,-19.933676502372577,0.0,8.456073407010215e-07,0.0,0.0,0.0,0.3916
0.2,152.54999999999995,0.5666666666666668,aCL,-19.933693728521632,0.0,8.545884083729167e-07,0.0,0.0,0.0,0.3916
0.2,153.11666666666662,0.5666666666666668,aCL,-19.93371074296121,0.0,8.635694769103777e-07,0.0,0.0,0.0,0.3916
0.2,153.89999999999995,1.0,PEM,-19.933732780667555,2.9918097560523274,0.0,115.78303755922505,0.0,0.0,0.0
0.2,154.89999999999995,1.0,PEM,-19.93375002044189,2.9944923344612464,0.0,115.88685334365022,0.0,0.0,0.0
0.2,155.89999999999995,1.0,PEM,-19.933764253016676,2.9963677981022547,0.0,115.95943378655724,0.0,0.0,0.0
0.2,156.89999999999995,1.0,PEM,-19.933775477725078,2.997747176994946,0.0,116.0128157497044,0.0,0.0,0.0
0.2,157.89999999999995,1.0,PEM,-19.933783694054398,2.9987507312590935,0.0,116.05165329972691,0.0,0.0,0.0
0.2,158.89999999999992,1.0,PEM,-19.933788901623046,2.999510407878868,0.0,116.08105278491217,0.0,0.0,0.0
0.2,159.89999999999992,1.0,PEM,-19.933791100154394,3.0001593722827824,0.0,116.10616770734366,4.1705997655167754e-09,4.533260614692147e-12,0.0
0.2,160.89999999999992,1.0,PEM,-19.933790289451082,3.0008271914801723,0.0,116.13201231028265,1.9757933291738396e-08,2.1476014447541734e-11,0.0
0.2,161.89999999999992,1.0,PEM,-19.93378646936995,3.0016383192879394,0.0,116.16340295644324,4.164953500302727e-08,4.527123369894268e-11,0.0
0.2,162.89999999999992,1.0,PEM,-19.933779639797507,3.002710304705238,0.0,116.20488879209269,7.602189296450538e-08,8.263249235272324e-11,0.0
0.2,163.89999999999992,1.0,PEM,-19.933769800627203,3.004148964088985,0.0,116.2605649102437,1.3104778371001177e-07,1.4244324316305627e-10,0.0
0.2,164.89999999999992,1.0,PEM,-19.933756951738616,3.005925010499466,0.0,116.32929790632933,2.0914995185870366e-07,2.273369041942431e-10,0.0
0.2,166.1062499999999,1.4125,cCL,-19.93372201209226,0.0,7.851470206526974e-06,0.07898219160056974,6.551810243877071e-08,7.121532873779425e-11,0.420620219937269
0.2,167.5187499999999,1.4125,cCL,-19.933672462642193,0.0,7.784005288859725e-06,0.09898397332210461,7.684201930410337e-08,8.352393402619931e-11,0.42060001610503966
0.2,168.9312499999999,1.4125,cCL,-19.933621081990594,0.0,7.716858649972957e-06,0.0989840070979856,7.684180734506422e-08,8.352370363593937e-11,0.4206000160709228
0.2,170.34374999999986,1.4125,cCL,-19.933567868868636,0.0,7.649655566391343e-06,0.09898399317841915,7.684157428992036e-08,8.352345031513082e-11,0.4206000160849832
0.2,171.75624999999985,1.4125,cCL,-19.93351282387846,0.0,7.582396026883443e-06,0.09898397923413958,7.684133297346702e-08,8.352318801463806e-11,0.4206000160990686
0.2,173.16874999999985,1.4125,cCL,-19.933455947661372,0.0,7.5150800210688025e-06,0.09898396526522672,7.684108339516316e-08,8.3522916733873e-11,0.4206000161131789
0.2,174.58124999999984,1.4125,cCL,-19.93339724089762,0.0,7.447707538532754e-06,0.09898395127152508,7.684082555446317e-08,8.352263647224258e-11,0.42060001612731424
0.2,175.9937499999998,1.4125,cCL,-19.93333670430647,0.0,7.380278569726738e-06,0.09898388679358733,7.684054438417033e-08,8.352233085235906e-11,0.42060001619244375
0.2,181.38749999999982,9.375,cGDL,-19.932892942651307,0.0,5.100897609150598e-06,0.0,0.0,0.0,0.8
0.2,190.76249999999982,9.375,cGDL,-19.93214010419925,0.0,4.769889796015638e-06,0.0,0.0,0.0,0.8
0.2,200.13749999999982,9.375,cGDL,-19.931459612190196,0.0,4.440926530111692e-06,0.0,0.0,0.0,0.8
0.2,209.51249999999982,9.375,cGDL,-19.93085149365436,0.0,4.111964685644977e-06,0.0,0.0,0.0,0.8
0.2,218.88749999999982,9.375,cGDL,-19.93031577586052,0.0,3.783004111655713e-06,0.0,0.0,0.0,0.8
0.2,228.26249999999982,9.375,cGDL,-19.92985248631524,0.0,3.4540446571191314e-06,0.0,0.0,0.0,0.8
0.2,237.63749999999982,9.375,cGDL,-19.92946165276166,0.0,3.125086170944712e-06,0.0,0.0,0.0,0.8
0.2,247.0124999999998,9.375,cGDL,-19.92914330317882,0.0,2.796128501975417e-06,0.0,0.0,0.0,0.8
0.2,256.3874999999998,9.375,cGDL,-19.928897465780352,0.0,2.4671714989869327e-06,0.0,0.0,0.0,0.8
0.2,265.7624999999998,9.375,cGDL,-19.92872416901369,0.0,2.138215010686908e-06,0.0,0.0,0.0,0.8
0.2,275.1374999999998,9.375,cGDL,-19.928623441558813,0.0,1.8092588857142017e-06,0.0,0.0,0.0,0.8
0.2,284.5124999999998,9.375,cGDL,-19.928595312327417,0.0,1.4803029726381244e-06,0.0,0.0,0.0,0.8
0.2,293.8874999999998,9.375,cGDL,-19.92863981046179,0.0,1.1513471199576872e-06,0.0,0.0,0.0,0.8
0.2,303.26249999999976,9.375,cGDL,-19.92875696533369,0.0,8.22391176100852e-07,0.0,0.0,0.0,0.8
0.2,312.63749999999976,9.375,cGDL,-19.92894680654331,0.0,4.934349894237826e-07,0.0,0.0,0.0,0.8
0.2,322.01249999999976,9.375,cGDL,-19.929209363918375,0.0,1.6447840821009898e-07,0.0,0.0,0.0,0.8
0.4,4.6875,9.375,aGDL,-19.875830011532827,0.0,5.188715539569709e-08,0.0,0.0,0.0,0.8
0.4,14.0625,9.375,aGDL,-19.875625340319516,0.0,1.5566140464337416e-07,0.0,0.0,0.0,0.8
0.4,23.4375,9.375,aGDL,-19.875456077267785,0.0,2.5943554095940004e-07,0.0,0.0,0.0,0.8
0.4,32.8125,9.375,aGDL,-19.87532221776584,0.0,3.6320958465365957e-07,0.0,0.0,0.0,0.8
0.4,42.18749999999999,9.375,aGDL,-19.875223757493757,0.0,4.66983556032792e-07,0.0,0.0,0.0,0.8
0.4,51.56249999999999,9.375,aGDL,-19.875160692423947,0.0,5.707574754004183e-07,0.0,0.0,0.0,0.8
0.4,60.9375,9.375,aGDL,-19.87513301882069,0.0,6.745313630573703e-07,0.0,0.0,0.0,0.8
