model,condition,t_s,n_scenarios,objective_tolerance_fraction,V_model_V_min,V_model_V_max,T_model_C_min,T_model_C_max,ice_max_bulk_min,ice_max_bulk_max,ice_pore_max_bulk_min,ice_pore_max_bulk_max,ice_mem_max_bulk_min,ice_mem_max_bulk_max,water_ice_kg_m2_min,water_ice_kg_m2_max
main,minus20,32.8,8,0.05,0.9499221800071634,0.9629331350119422,-0.37051399208797875,0.15349013969284897,2.978189056305974e-06,0.055090381806217295,1.234342841320731e-06,0.029215430610485673,2.978189056305974e-06,0.055090381806217295,7.579095131045648e-08,0.0013146154836324768
main,minus20,33.0,8,0.05,0.9501006560876296,0.9630526923347218,-0.36823823371554454,0.15373189010824717,2.9805475292131495e-06,0.05507768250903578,1.2348112244621806e-06,0.029208706742712916,2.9805475292131495e-06,0.05507768250903578,7.58964366103341e-08,0.0013143352902092742
main,minus20,33.2,8,0.05,0.950271019445551,0.9631655141838954,-0.3674559833725084,0.15240850589515276,2.9829072959102057e-06,0.0550650073839463,1.2352771953052188e-06,0.02920199576222422,2.9829072959102057e-06,0.0550650073839463,7.600339383742585e-08,0.0013140583251821528
main,minus20,33.4,8,0.05,0.9504342666746409,0.9632728044703808,-0.3678310658998498,0.14978842291372985,2.985283982569625e-06,0.0550524154866703,1.235744101234999e-06,0.029195328983248683,2.985283982569625e-06,0.0550524154866703,7.61123207383697e-08,0.0013137873972451372
main,minus20,33.6,8,0.05,0.9508184955429895,0.9635893646118637,-0.37669979986566204,0.1380554592046792,2.987708294369452e-06,0.05504002507518067,1.2362184601020846e-06,0.02918876928104784,2.987708294369452e-06,0.05504002507518067,7.622424504235884e-08,0.0013135280995276713
main,minus20,33.8,8,0.05,0.9506958666581922,0.9634293435709295,-0.3834602039561332,0.12892051622577583,2.9902760250613846e-06,0.05502818105075614,1.2367203196169787e-06,0.02918249953694405,2.9902760250613846e-06,0.05502818105075614,7.634223332658931e-08,0.0013132953422179102
main,minus20,34.0,8,0.05,0.9510812095648994,0.9637476077925969,-0.39082060269834074,0.11924332553536487,2.992922826180288e-06,0.05501662907172878,1.2372358276849564e-06,0.029176384402382214,2.992922826180288e-06,0.05501662907172878,7.646410075570594e-08,0.0013130795808962252
main,minus20,34.2,8,0.05,0.9509607387152158,0.9635899492211181,-0.39644592552417635,0.11165503264891186,2.995700555610467e-06,0.055005548208075294,1.2377757159549917e-06,0.029170519287960432,2.995700555610467e-06,0.055005548208075294,7.659164813838448e-08,0.0013128904041932517
main,minus20,34.4,8,0.05,0.9511196506135555,0.9636956790583208,-0.39537884410140123,0.11120591423195947,2.998528363484432e-06,0.054994633273492306,1.2383228803130092e-06,0.02916474177325053,2.998528363484432e-06,0.054994633273492306,7.672209683538465e-08,0.0013127148029909155
main,minus20,34.6,8,0.05,0.9512723379475568,0.96379644448893,-0.3954986266053879,0.10948995842773002,3.0013730949014982e-06,0.05498376707566988,1.2388705386498722e-06,0.029158990124036024,3.0013730949014982e-06,0.05498376707566988,7.685449990521991e-08,0.0013125489640413547
main,minus20,34.8,8,0.05,0.9516443014790726,0.9641052644540596,-0.4039401101265412,0.098943000704935,3.0042658633995714e-06,0.05497306071666244,1.2394251609855063e-06,0.029153323417326658,3.0042658633995714e-06,0.05497306071666244,7.698990768380506e-08,0.0013123990314212314
main,minus20,35.0,8,0.05,0.9515153271147051,0.9639415469418401,-0.4103598764212961,0.09076404855534292,3.00730518494114e-06,0.054962852073558534,1.2400067954538432e-06,0.029147920845368436,3.00730518494114e-06,0.054962852073558534,7.713150182070499e-08,0.0013122824147759897
main,minus25,0.0,8,0.05,1.0667223045571546,1.0697404415577048,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,minus25,0.2,8,0.05,1.0648711560388517,1.067887731880976,-24.91619008502886,-24.91568944022896,3.054792101200346e-10,8.93702322582922e-06,1.342211851414229e-10,4.022296689595032e-06,3.054792101200346e-10,8.93702322582922e-06,2.1706802438287943e-12,6.4462291352984e-08
main,minus25,0.4,8,0.05,1.067284713008892,1.0702997076324499,-24.8569319666,-24.85589658922089,9.722447313576428e-10,2.8034985347198735e-05,4.897207819281202e-10,1.4284241937828516e-05,9.722447313576428e-10,2.8034985347198735e-05,7.631928332541732e-12,2.2144571666407403e-07
main,minus25,0.6,8,0.05,1.067454742919472,1.0704678888552366,-24.814974348791736,-24.81340225351059,1.875630022294581e-09,5.333508624397927e-05,1.0609447199794264e-09,3.026258857505242e-05,1.875630022294581e-09,5.333508624397927e-05,1.5896485930730385e-11,4.520052405904563e-07
main,minus25,0.8,8,0.05,1.065417714994701,1.0684283887448796,-24.78097479018811,-24.77859705577012,2.9563172350205693e-09,8.295557901187975e-05,1.8487606405567245e-09,5.1684112557015203e-05,2.9563172350205693e-09,8.295557901187975e-05,2.6694641098210693e-11,7.449787246455801e-07
main,minus25,1.0,8,0.05,1.0676909801138554,1.070698304880729,-24.75616611556245,-24.7527760408438,4.176187187407012e-09,0.00011570171381208412,2.8573190564798934e-09,7.838319383107711e-05,4.176187187407012e-09,0.00011570171381208412,3.988870055572234e-11,1.093578551265489e-06
main,minus25,1.2,8,0.05,1.0677551935125158,1.0707584148615679,-24.739883633754687,-24.73547893903836,5.4845783157382936e-09,0.0001500580599065079,4.0806941271073675e-09,0.0001099112876064036,5.4845783157382936e-09,0.0001500580599065079,5.522204606671486e-11,1.4878988349333356e-06
main,minus25,1.4,8,0.05,1.065638369114031,1.0686366318402543,-24.725028185562337,-24.71964149666556,6.866248910673602e-09,0.0001855896005936993,5.52019686386137e-09,0.00014605477809241223,6.866248910673602e-09,0.0001855896005936993,7.261427917452361e-11,1.9236320690528983e-06
main,minus25,1.6,8,0.05,1.0725124875340655,1.0755049390106315,-24.719889492125475,-24.713542245096534,8.300135344478544e-09,0.00022168678402224466,7.1752176116391405e-09,0.00018655205496720994,8.300135344478544e-09,0.00022168678402224466,9.197646849595779e-11,2.396325101980223e-06
main,minus25,1.8,8,0.05,1.0636077814299711,1.066593754351709,-24.711820669728723,-24.704593255172142,9.757131635766418e-09,0.0002575332766053853,9.036371835843337e-09,0.00023090390276732503,9.757131635766418e-09,0.0002575332766053853,1.1309672605622438e-10,2.8982160108482255e-06
main,minus25,2.0,8,0.05,1.067893112946693,1.070871798968234,-24.702468495046617,-24.694375987271172,1.1281462869405075e-08,0.00029445091467422707,1.1122515420189326e-08,0.00027945869110601503,1.1281462869405075e-08,0.00029445091467422707,1.3627050484744588e-10,3.4365917579394492e-06
main,minus25,2.2,8,0.05,1.0657349760710462,1.0687057333705576,-24.697248608906875,-24.68834636830337,1.3426962999889717e-08,0.0003318017983927702,1.3426962999889717e-08,0.0003318017983927702,1.2838501992971618e-08,0.00033141327448652695,1.6133249321257886e-10,4.0049309172263355e-06
main,minus25,2.4,8,0.05,1.067918034920904,1.0708801904882388,-24.693840745997647,-24.68418557512112,1.595180170067302e-08,0.00038779760246530383,1.595180170067302e-08,0.00038779760246530383,1.4430470229428787e-08,0.00036849591110851094,1.882872152583805e-10,4.601991045786917e-06
main,minus25,2.6,8,0.05,1.0679136525718005,1.070866563094607,-24.693500849056022,-24.683158029972645,1.8691314866830376e-08,0.00044709084616983784,1.8691314866830376e-08,0.00044709084616983784,1.6038596551367355e-08,0.00040515185272214357,2.1701215850776523e-10,5.222879745599403e-06
main,minus25,2.8,8,0.05,1.0679083776839298,1.0708514558835471,-24.69322579005734,-24.68225833425791,2.1644207867246685e-08,0.0005094777421065553,2.1644207867246685e-08,0.0005094777421065553,1.7663058954546713e-08,0.00044139695053561977,2.4747792821095696e-10,5.865672535108755e-06
main,minus25,3.0,8,0.05,1.0636718501351614,1.0666044480509287,-24.687604075110414,-24.676052278890324,2.481490116973761e-08,0.0005749393601542532,2.481490116973761e-08,0.0005749393601542532,1.9319257882097274e-08,0.0004776815736000561,2.7976086322961956e-10,6.5318453880449095e-06
main,minus25,3.2,8,0.05,1.065765633861858,1.0686874808640479,-24.68175820211991,-24.669619847757588,2.8213418841628245e-08,0.0006436309339777524,2.8213418841628245e-08,0.0006436309339777524,2.1029431987564244e-08,0.0005146209562467683,3.140265473592551e-10,7.225498677870305e-06
main,minus25,3.4,8,0.05,1.0679304867538137,1.07084125587423,-24.68234093509497,-24.66963034347947,3.1831862729551707e-08,0.0007151792950004182,3.1831862729551707e-08,0.0007151792950004182,2.276521363075718e-08,0.0005513258393911582,3.5011701728380035e-10,7.94090332853871e-06
main,minus25,3.6,8,0.05,1.0657479936000573,1.0686471534447763,-24.682226965666644,-24.66898762572879,3.5663667723650976e-08,0.0007892818332840215,3.5663667723650976e-08,0.0007892818332840215,2.4517796059627086e-08,0.0005875056656387543,3.87922820021535e-10,8.674203393135506e-06
main,minus25,3.8,8,0.05,1.0657484661081877,1.0686357168203218,-24.67994003849975,-24.666197439976173,3.9712173225305315e-08,0.0008659644865347966,3.9712173225305315e-08,0.0008659644865347966,2.6306641605095588e-08,0.0006236899149416501,4.275295940687442e-10,9.427277413041111e-06
main,minus25,4.0,8,0.05,1.0679100936755512,1.0707852543920797,-24.680965457788147,-24.66673927434067,4.3973157206369764e-08,0.0009450476987617402,4.3973157206369764e-08,0.0009450476987617402,2.812585028845394e-08,0.0006596387856940697,4.689223570459176e-10,1.0198107996540716e-05
main,minus25,4.2,8,0.05,1.070159785709895,1.073022634456572,-24.68660041122328,-24.671930726482202,4.843427188911596e-08,0.0010261379641209115,4.843427188911596e-08,0.0010261379641209115,2.9955187348054384e-08,0.000694698018384938,5.119567682865314e-10,1.0981233761174751e-05
main,minus25,4.4,8,0.05,1.0678532434459524,1.0707033184959476,-24.690256590825726,-24.675198252041042,5.3086197154680183e-08,0.001108972841040895,5.3086197154680183e-08,0.001108972841040895,3.1793830303858854e-08,0.000728799719901758,5.565536231316281e-10,1.1773943545175606e-05
main,minus25,4.6,8,0.05,1.067840681811206,1.070677849752584,-24.690792426634033,-24.675374205785545,5.792912019483303e-08,0.00119361473298206,5.792912019483303e-08,0.00119361473298206,3.3666460052722e-08,0.000762611835895549,6.028212302361444e-10,1.257898799150303e-05
main,minus25,4.8,8,0.05,1.0678283703593654,1.070652457477099,-24.691215416558407,-24.675455342338154,6.295807672334561e-08,0.0012799917706347507,6.295807672334561e-08,0.0012799917706347507,3.557770249958848e-08,0.0007961884419436166,6.507747725721768e-10,1.3396258727300887e-05
main,minus25,5.0,8,0.05,1.0678161579640635,1.0706270082285365,-24.691532151676,-24.675447317608416,6.816651934122036e-08,0.0013680066621898778,6.816651934122036e-08,0.0013680066621898778,3.7530591121528144e-08,0.0008295330792692018,7.004063342350713e-10,1.4225064394344722e-05
main,minus25,5.2,8,0.05,1.0635734373224934,1.0663705352748327,-24.68635673777581,-24.669958490583554,7.355202876608213e-08,0.0014577097690302398,7.355202876608213e-08,0.0014577097690302398,3.954221232857782e-08,0.0008630593928418449,7.517896362754829e-10,1.506716666565153e-05
main,minus25,5.4,8,0.05,1.0678254986864415,1.0706093603129205,-24.683554790624527,-24.666825857889023,7.91145286576337e-08,0.001549246204273104,7.91145286576337e-08,0.001549246204273104,4.162994587325117e-08,0.0008971651351018935,8.050427470430366e-10,1.5925475534584204e-05
main,minus25,5.6,8,0.05,1.0700754841281883,1.0728459027133526,-24.6885605824109,-24.671524064759353,8.483306012119385e-08,0.0016421217168957913,8.483306012119385e-08,0.0016421217168957913,4.375360800009079e-08,0.0009305582634016863,8.59903877355121e-10,1.6791824233272457e-05
main,minus25,5.8,8,0.05,1.0677686774685824,1.0705251834432927,-24.691727009489938,-24.67442690174886,9.069392932193947e-08,0.001736079635757546,9.069392932193947e-08,0.001736079635757546,4.5910690969165675e-08,0.0009630978809588173,9.162656279295585e-10,1.7663089466097298e-05
main,minus25,6.0,8,0.05,1.0677554012077004,1.0704980457966622,-24.69189994419429,-24.674354758747114,9.669414017693532e-08,0.0018312132704774921,9.669414017693532e-08,0.0018312132704774921,4.8126015814756577e-08,0.0009954432356812449,9.742269844970131e-10,1.854221013396903e-05
main,minus25,6.2,8,0.05,1.0635116113032985,1.0662398466593583,-24.686642074845167,-24.66885543957278,1.0283100386508781e-07,0.0019276236907697752,1.0283100386508781e-07,0.0019276236907697752,5.0417761672984176e-08,0.0010280382006671621,1.0339144736566415e-09,1.9431701535587445e-05
main,minus25,6.4,8,0.05,1.0401482239173634,1.0428583349507565,-24.636685058523454,-24.61857028676974,1.0914285722533068e-07,0.0020266835383167584,1.0914285722533068e-07,0.0020266835383167584,5.29191893189341e-08,0.001064678063687226,1.0961599533329415e-09,2.035514670955678e-05
main,minus25,6.6,8,0.05,1.0238319991614546,1.0265224947206222,-24.518877485426856,-24.50005145899729,1.1574594301651378e-07,0.0021322699279942253,1.1574594301651378e-07,0.0021322699279942253,5.5939279947297066e-08,0.0011141220955047419,1.1630911730126644e-09,2.1375136200192344e-05
main,minus25,6.8,8,0.05,1.0125203535033969,1.0151899666721869,-24.348707284225668,-24.328552483405673,1.227601843602253e-07,0.0022484816100780064,1.227601843602253e-07,0.0022484816100780064,5.972095497820869e-08,0.0011828375976618674,1.2368401230449823e-09,2.255115940468902e-05
main,minus25,7.0,8,0.05,0.997881454692921,1.0005250290611933,-24.10909796790449,-24.086814067222917,1.303054746956875e-07,0.002379593974214918,1.303054746956875e-07,0.002379593974214918,6.449170143796608e-08,0.0012765474559984574,1.3196491676783252e-09,2.3945783372086467e-05
main,minus25,7.2,8,0.05,0.9903632920853254,0.9929795766835272,-23.815184321549452,-23.78977547374123,1.3850893934152446e-07,0.0025305742381498313,1.3850893934152446e-07,0.0025305742381498313,7.051143296636965e-08,0.0014016075027922402,1.4140628208976503e-09,2.5628556569001406e-05
main,minus25,7.4,8,0.05,0.9882141551325913,0.9908022553713516,-23.531801649040574,-23.502371570996075,1.474018203245001e-07,0.0027038319893699526,1.474018203245001e-07,0.0027038319893699526,7.77947820768977e-08,0.0015568592984618389,1.5211962933663644e-09,2.7622574373162517e-05
main,minus25,7.6,8,0.05,0.9824361814694286,0.9849879651188069,-23.252400048464153,-23.21827030368209,1.5695051168888693e-07,0.0028998015028932596,1.5695051168888693e-07,0.0028998015028932596,8.628014288262505e-08,0.0017389018813147735,1.6413316001113698e-09,2.9924728832471877e-05
main,minus25,7.8,8,0.05,0.9773726283112156,0.9798817727254101,-22.951694189124737,-22.912203718304795,1.671394642276076e-07,0.003119319886456697,1.671394642276076e-07,0.003119319886456697,9.60619264012959e-08,0.001949157659405578,1.7754684511013748e-09,3.2555227432559957e-05
main,minus25,8.0,8,0.05,0.9732124503411383,0.9756724133492574,-22.637898222426713,-22.59240938185627,1.779405000329295e-07,0.003362248451877567,1.779405000329295e-07,0.003362248451877567,1.0721126957266085e-07,0.0021886534964857484,1.924538226500991e-09,3.5532860517839675e-05
main,minus25,8.2,8,0.05,0.9685290474900681,0.9709307602082613,-22.30644249492721,-22.254338630770036,1.8932472275795661e-07,0.003627484501499769,1.8932472275795661e-07,0.003627484501499769,1.197792894263854e-07,0.002458283757736924,2.0893511499153393e-09,3.8872760382908375e-05
main,minus25,8.4,8,0.05,0.9655154152583234,0.9678534444947171,-21.96654895915563,-21.907239495508946,2.0127221793471324e-07,0.00391337091537723,2.0127221793471324e-07,0.00391337091537723,1.338021890187592e-07,0.0027590935146178325,2.2707341718655456e-09,4.2589179579748073e-05
main,minus25,8.6,8,0.05,0.9616323727989007,0.9638966655547041,-21.617309589425474,-21.55025190027385,2.1376251620763e-07,0.004217755057885387,2.1376251620763e-07,0.004217755057885387,1.492621603416036e-07,0.003091009515693908,2.4694944837462613e-09,4.6687911133468974e-05
main,minus25,8.8,8,0.05,0.9566384894009199,0.9589001307586089,-21.22928303244106,-21.153833000846504,2.2679473819955754e-07,0.004539308649398813,2.2679473819955754e-07,0.004539308649398813,1.6620013756523476e-07,0.0034560236781745273,2.6865728414191003e-09,5.1185753039685694e-05
main,minus25,9.0,8,0.05,0.9548778790829526,0.9571885880220321,-20.83309769384138,-20.74865573147156,2.403505045077519e-07,0.004876860053350535,2.403505045077519e-07,0.004876860053350535,1.8461004763094372e-07,0.003854884779219407,2.922715411642697e-09,5.609640574573483e-05
main,minus25,9.2,8,0.05,0.9524695026393541,0.9548343327721017,-20.450663028208453,-20.356782609856282,2.5437442384367914e-07,0.005228636436808232,2.5437442384367914e-07,0.005228636436808232,2.043595401872948e-07,0.004284329077766303,3.1780758420243144e-09,6.141143069164459e-05
main,minus25,9.4,8,0.05,0.9513259224872305,0.9537442848930606,-20.086808306492372,-19.983191921635665,2.688097402611434e-07,0.005593215845520576,2.688097402611434e-07,0.005593215845520576,2.2534919435787598e-07,0.004741847701615354,3.4528518745058252e-09,6.712376000307202e-05
main,minus25,9.6,8,0.05,0.9490902663533243,0.9515688943491533,-19.733219233564142,-19.619620385554754,2.8359806585727886e-07,0.005969151027302539,2.8359806585727886e-07,0.005969151027302539,2.4748015391588187e-07,0.005224714179988153,3.747196798165079e-09,7.322459280245113e-05
main,minus25,9.8,8,0.05,0.9472302827126193,0.9497707473683246,-19.376530379900288,-19.252651806279033,2.9869451864143535e-07,0.006355305413237562,2.9869451864143535e-07,0.006355305413237562,2.7071301700658664e-07,0.00573191856431083,4.061409146766566e-09,7.971318944467392e-05
main,minus25,10.0,8,0.05,0.9449005952051105,0.9475077518913861,-19.0098853715794,-18.875410383639462,3.140582670758692e-07,0.006750480909375204,3.140582670758692e-07,0.006750480909375204,2.9500421801147924e-07,0.0062622979378177766,4.39570772161883e-09,8.658875858113217e-05
main,minus25,10.2,8,0.05,0.9435406235318491,0.946212967705997,-18.64126089082518,-18.495897420013875,3.296520432416178e-07,0.007153445539929943,3.296520432416178e-07,0.007153445539929943,3.2030568721208404e-07,0.0068145832080761404,4.750178646977835e-09,9.384960311046458e-05
main,minus25,10.4,8,0.05,0.9415014845784638,0.9442449841043131,-18.268374154869832,-18.11178330828696,3.465528577117487e-07,0.007562958332878064,3.4544382895991313e-07,0.007562958332878064,3.465528577117487e-07,0.007386914903473991,5.124870046017329e-09,0.00010149140568600925
main,minus25,10.6,8,0.05,0.9401790652377903,0.9429926604894371,-17.891421384948416,-17.723272279880092,3.737002061405532e-07,0.007978048503481933,3.6140886014286963e-07,0.007977949010082586,3.737002061405532e-07,0.007978048503481933,5.5198818503498705e-09,0.00010951088222345193
main,minus25,10.8,8,0.05,0.9377314456397566,0.9406244367715475,-17.495361060007326,-17.315174807406322,4.0170309494968794e-07,0.008586735939789189,3.775287857042317e-07,0.008397488465182233,4.0170309494968794e-07,0.008586735939789189,5.935200752981736e-09,0.00011790893999641828
main,minus25,11.0,8,0.05,0.9377184215751934,0.9406783585139528,-17.11105957895603,-16.918608243720485,4.3049382256742407e-07,0.009211226504092663,3.937781063870186e-07,0.008820479560396747,4.3049382256742407e-07,0.009211226504092663,6.370456665614414e-09,0.00012668704050476453
main,minus25,11.2,8,0.05,0.9367446451989236,0.9397796002262029,-16.754716649656018,-16.549977135202084,4.599672081623226e-07,0.009848253373236365,4.101397200811123e-07,0.00924590639296079,4.599672081623226e-07,0.009848253373236365,6.825570614037902e-09,0.00013583596303864433
main,minus25,11.4,8,0.05,0.9350236518366375,0.9381412882161837,-16.386953169110313,-16.169486212526465,4.901163070599739e-07,0.010497422677297238,4.266171727902911e-07,0.0096734100510143,4.901163070599739e-07,0.010497422677297238,7.301176313496703e-09,0.0001453539365106482
main,minus25,11.6,8,0.05,0.9339530456861681,0.9371511070806491,-16.007384895251164,-15.776778408853602,5.209160267176183e-07,0.011158152419048925,4.4320026984409493e-07,0.01010240536800829,5.209160267176183e-07,0.011158152419048925,7.79709184169769e-09,0.0001552312985308508
main,minus25,11.8,8,0.05,0.9328083562864318,0.9360898439020812,-15.624247390810751,-15.380225451271542,5.523087899644675e-07,0.011828906655928445,4.5987367926219625e-07,0.010532232274257486,5.523087899644675e-07,0.011828906655928445,8.312778419751108e-09,0.00016545591698549368
main,minus25,12.0,8,0.05,0.9324870695635749,0.9358470135199979,-15.253289869942193,-14.995807682221994,5.842304314086718e-07,0.012507959296822626,4.7661991389391637e-07,0.010962258881709212,5.842304314086718e-07,0.012507959296822626,8.84768603500817e-09,0.0001760146907775166
main,minus25,12.2,8,0.05,0.9301379828549201,0.933597143894074,-14.856149492360714,-14.584608350129088,6.166580371616292e-07,0.013194664375308623,4.934324655192262e-07,0.011392265946392035,6.166580371616292e-07,0.013194664375308623,9.401567166922175e-09,0.00018690141936284884
main,minus25,12.4,8,0.05,0.9298869456388174,0.9334803219134128,-14.446011729630186,-14.16005427843669,6.49532739726856e-07,0.013888014094874794,5.102717230047506e-07,0.011821414603379902,6.49532739726856e-07,0.013888014094874794,9.972869803322784e-09,0.00019809026932765452
main,minus25,12.6,8,0.05,0.9289350769705454,0.9327684041723752,-14.049546421648301,-13.749218542197013,6.827522826659981e-07,0.014585395213561362,5.271041321644998e-07,0.01224900270463739,6.827522826659981e-07,0.014585395213561362,1.0560860313873951e-08,0.00020956435064229417
main,minus25,12.8,8,0.05,0.9279192479623477,0.9319982136559918,-13.647996453756548,-13.333121860731183,7.16272640779557e-07,0.0152858635718458,5.43906061779082e-07,0.012674691472902852,7.16272640779557e-07,0.0152858635718458,1.116488888766642e-08,0.00022131108076156342
main,minus25,13.0,8,0.05,0.9282964478937167,0.932585547970198,-13.275412944313189,-12.946453516689871,7.500116065508427e-07,0.015987545620253348,5.606414024861669e-07,0.013097841910405543,7.500116065508427e-07,0.015987545620253348,1.1783980058639229e-08,0.00023331069535683204
main,minus25,13.2,8,0.05,0.9272045087385897,0.9317457061474628,-12.917334990853362,-12.574399331825703,7.839465548631829e-07,0.016689753390912183,5.773058866380739e-07,0.013518570311364358,7.839465548631829e-07,0.016689753390912183,1.2418408637686498e-08,0.00024556541820638624
main,minus25,13.4,8,0.05,0.9267455438752387,0.9315222031314452,-12.555695901913339,-12.198567736858024,8.180618345865666e-07,0.017392449393260224,5.938774709800252e-07,0.013936597592426273,8.180618345865666e-07,0.017392449393260224,1.3067255810999113e-08,0.00025805964535966674
main,minus25,13.6,8,0.05,0.9259207559995822,0.9309452547493742,-12.192621990077384,-11.821197595218848,8.523087187914682e-07,0.01809472432176669,6.103285858797986e-07,0.014351425112434884,8.523087187914682e-07,0.01809472432176669,1.3729464052925172e-08,0.0002707746003603762
main,minus25,13.8,8,0.05,0.9267604292949108,0.9319790076857992,-11.8656684660059,-11.480720719090755,8.866190810930988e-07,0.01879512668125868,6.266309115915834e-07,0.014762419615974508,8.866190810930988e-07,0.01879512668125868,1.4404654726678824e-08,0.0002836897269078608
main,minus25,14.0,8,0.05,0.927348698269727,0.9327659843432197,-11.601865225770212,-11.204644856825553,9.209973498342409e-07,0.019493367888334244,6.428065489422883e-07,0.015170063077348686,9.209973498342409e-07,0.019493367888334244,1.509474926600171e-08,0.00029682554473267506
main,minus25,14.2,8,0.05,0.9287173795603701,0.9343017136521081,-11.411914126987995,-11.003597039439171,9.555244329773038e-07,0.020190893013867395,6.589022852037877e-07,0.015575411082134089,9.555244329773038e-07,0.020190893013867395,1.5802099926346303e-08,0.00031021990344209867
main,minus25,14.4,8,0.05,0.9289265551273742,0.9347126014398164,-11.274247179218037,-10.85510241022672,9.9034967368962e-07,0.02089058845363269,6.749882364525069e-07,0.015980076024362487,9.9034967368962e-07,0.02089058845363269,1.6530131292509155e-08,0.00032394461630088777
main,minus25,14.6,8,0.05,0.9297797387850485,0.9357401438286268,-11.176105541321476,-10.746063352522413,1.0255985395630483e-06,0.02159502653895685,6.91106628131357e-07,0.01638497005441423,1.0255985395630483e-06,0.02159502653895685,1.72807331087806e-08,0.0003380341191236352
main,minus25,14.8,8,0.05,0.9299631742012581,0.9361183383287909,-11.110066932021653,-10.668896160602003,1.0613871088905598e-06,0.0223063824186479,7.072999313903575e-07,0.016790979698529794,1.0613871088905598e-06,0.0223063824186479,1.8056137542558276e-08,0.0003525211824682135
main,minus25,15.0,8,0.05,0.9299742784039196,0.9363282966257279,-11.053129205989762,-10.600108328660724,1.0978145425417141e-06,0.023026599449255794,7.235937085415156e-07,0.017198584896411587,1.0978145425417141e-06,0.023026599449255794,1.8857539276822528e-08,0.00036741986884862414
main,minus25,15.2,8,0.05,0.9306850442815042,0.9372088113346095,-11.020732860795135,-10.555728666505729,1.1349247767459292e-06,0.023756319186803394,7.399952574453492e-07,0.01760780142510202,1.1349247767459292e-06,0.023756319186803394,1.9685483767482838e-08,0.0003827302408357336
main,minus25,15.4,8,0.05,0.9306547372567184,0.9373752610184687,-11.005939808002154,-10.528595468178423,1.1727969267522225e-06,0.024496783658241428,7.565324220357827e-07,0.018019178879078303,1.1727969267522225e-06,0.024496783658241428,2.0541787112523074e-08,0.00039847496284766575
main,minus25,15.6,8,0.05,0.9305059394341028,0.9374280285512666,-10.986890348219902,-10.496501905213279,1.2114920202645697e-06,0.025249055720658515,7.732140550603055e-07,0.018432851028034408,1.2114920202645697e-06,0.025249055720658515,2.1426954557428845e-08,0.0004146537015621072
main,minus25,15.8,8,0.05,0.9307351163028867,0.9378436669280085,-10.972202911663487,-10.46855742805866,1.251017607251597e-06,0.0260130302711452,7.900304862870679e-07,0.018848517904554087,1.251017607251597e-06,0.0260130302711452,2.2340687101949502e-08,0.0004312507089022834
main,minus25,16.0,8,0.05,0.9306773602688011,0.9379851767492813,-10.962158940171719,-10.445126280820148,1.2913963435373192e-06,0.026788840947434167,8.069836377057895e-07,0.019266196135533722,1.2913963435373192e-06,0.026788840947434167,2.3283461459417683e-08,0.00044826474270463773
main,minus25,16.2,8,0.05,0.9306247216140473,0.9381328017453547,-10.950073179465448,-10.419396064322314,1.3326465543804737e-06,0.02757661812337577,8.240703488531752e-07,0.019685808733492703,1.3326465543804737e-06,0.02757661812337577,2.4255287387891396e-08,0.0004656873626758259
main,minus25,16.4,8,0.05,0.9308111618787331,0.9385100012676137,-10.943190524553984,-10.39894545175531,1.374769077760654e-06,0.028376098103847405,8.412833639505379e-07,0.020107183988215132,1.374769077760654e-06,0.028376098103847405,2.525598994348392e-08,0.0004835073697404519
main,minus25,16.6,8,0.05,0.9309560972582926,0.9388485025988943,-10.945514004756149,-10.387871994791169,1.4177828486491966e-06,0.029187338237676014,8.586259404186172e-07,0.02053041152290838,1.4177828486491966e-06,0.029187338237676014,2.6286276729342282e-08,0.0005017331173400476
main,minus25,16.8,8,0.05,0.9305976820364574,0.9387088126695667,-10.941354556846136,-10.369883654361615,1.46172063275309e-06,0.03001075992284245,8.761025654775126e-07,0.020955620476220013,1.46172063275309e-06,0.03001075992284245,2.734681836398021e-08,0.0005203752733543419
main,minus25,17.0,8,0.05,0.9310044436549353,0.9392994448185599,-10.941520143864125,-10.35634796842345,1.5065666260989082e-06,0.03084580778077157,8.9369863884979e-07,0.02138245149029559,1.5065666260989082e-06,0.03084580778077157,2.8436915432741087e-08,0.0005394105666811698
main,minus25,17.2,8,0.05,0.9309757770791506,0.9394769870324051,-10.951067730271348,-10.352455385467124,1.5523429250593841e-06,0.031692536405383526,9.114224657306545e-07,0.021811092760832124,1.5523429250593841e-06,0.031692536405383526,2.955759617031362e-08,0.0005588475645892996
main,minus25,17.4,8,0.05,0.9309469793776924,0.9396559225872446,-10.95946809975743,-10.347277988902022,1.599078902630777e-06,0.03255126862523122,9.292784212326849e-07,0.02224163865087794,1.599078902630777e-06,0.03255126862523122,3.0709288672668184e-08,0.0005786837935015728
main,minus25,17.6,8,0.05,0.9307998681355437,0.9397244430734466,-10.963814475321726,-10.337876531977088,1.6467809314936453e-06,0.03342186504914336,9.472624323252128e-07,0.02267396283191268,1.6467809314936453e-06,0.03342186504914336,3.189187454950203e-08,0.0005989068628528265
