t_s,j_A_m2,T_model_C,T_MEA_C,T_min_C,T_max_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,s_ice_pore_max,s_liquid_pore_max,gas_porosity_min,ice_max_x_um,ice_max_layer,water_produced_kg_m2,water_stored_kg_m2,water_initial_kg_m2,water_vapor_kg_m2,water_liquid_pore_kg_m2,water_unfrozen_mem_kg_m2,water_ice_kg_m2,water_out_kg_m2,water_balance_kg_m2,heat_gen_J_m2,heat_phase_J_m2,heat_loss_J_m2,heat_sensible_integral_J_m2,energy_balance_J_m2,H2_balance_mol_m2,O2_balance_mol_m2,model_valid,thermal_iterations_max,ever_invalid,min_gas_porosity_all_steps,min_kappa_all_steps,max_j_over_jlim_all_steps,V_model_V,E_rev_V,eta_act_V,eta_ohm_V,eta_con_V,j_lim_A_m2,j_over_jlim,lambda_mean,lambda_min,kappa_min_S_m,cO2_cCL_mol_m3,active_area_factor,I_exp_A,I_consistent_25cm2_A,V_exp_V,T_exp_C,V_rel_error_pct,T_rel_error_pct,T_rel_error_K_pct
5.4,66.006600660066,-24.959758089467925,-24.950096456368613,-24.96515753315805,-24.945446677290107,7.99174883681497e-08,7.99174883681497e-08,3.636238941557044e-08,1.8996312899488875e-07,0.006947202263683871,0.3916,171.75624999999985,cCL,3.386357187825322e-05,0.0014202681427375426,0.0013931999999999998,6.438278637809448e-10,2.8533763306578452e-05,0.0013917329065218054,8.290812949688393e-10,6.795429140715295e-06,4.882297907973787e-18,267.61743080259504,-16.989905839927445,8.577595614937598,242.049929361729,1.399900462217829e-08,4.078116967384804e-12,-4.3426633816734395e-14,1,3,0,0.3916,0.47601741421531846,0.0002513397290968241,0.7437290092676523,1.2631083330100692,0.5176651694065139,0.0017129303396163544,1.2239962867130964e-06,288374.43262186134,0.0002288920000984238,2.9968408839832157,2.9731942926366735,0.4761494353371688,10.309384892616874,0.9999994194195373,2.0,0.165016501650165,0.801,-24.9593484385975,7.149936421017198,0.0016412722929504487,0.0001650549155846482
5.6,62.7062706270627,-24.95845743991194,-24.949350380902814,-24.963874500984986,-24.94500130324633,8.574508843698725e-08,8.574508843698725e-08,3.800753380823384e-08,2.038152803351254e-07,0.007129975996097504,0.3916,171.75624999999985,cCL,3.5064189426664006e-05,0.0014212169835035294,0.0013931999999999998,6.438333861572672e-10,2.936923770856067e-05,0.001391846215634508,8.863270745243433e-10,7.047205923139912e-06,5.4557392132649485e-18,277.07975174063654,-17.61932871260286,9.219001438343126,250.24142160306025,1.3369694684683964e-08,4.1882497903850124e-12,-4.486526167940541e-14,1,3,0,0.3916,0.47601741421531846,0.0002513397290968241,0.7460102040272629,1.263107940654514,0.5154694680531431,0.0016271057646027338,1.1628095052387131e-06,288370.0899567994,0.00021745067470921377,2.9970848743206457,2.973758316849095,0.47626909564201775,10.309452852545514,0.9999993785272681,1.9,0.15676567656765675,0.801,-24.9580790687409,6.865143067757443,0.0015160268143882714,0.00015245104257166167
5.8,66.006600660066,-24.95709501937887,-24.94760717500995,-24.96260528254365,-24.943096136829837,9.171709126350169e-08,9.171709126350169e-08,3.966532695709002e-08,2.1801067569170833e-07,0.007302055564342605,0.3916,171.75624999999985,cCL,3.626480697507479e-05,0.001422165800850284,0.0013931999999999998,6.438985076127152e-10,3.0190341563694457e-05,0.001391973870263652,9.45124429874409e-10,7.29900612479618e-06,5.632769099241097e-18,286.54203035558714,-18.248809764749417,9.881608258119671,258.4116123514577,1.873962141019092e-08,4.34937242471678e-12,-4.5161140452276705e-14,1,3,0,0.3916,0.47601741421531846,0.0002513397290968241,0.7437356014592121,1.2631062430645135,0.5176569297423308,0.0017124878005227424,1.2240624477941877e-06,288361.5759088131,0.00022890220533729807,2.9973597550896907,2.974024530208548,0.47634161788970636,10.30929141966877,0.9999993366731192,2.0,0.165016501650165,0.801,-24.9568132021896,7.149113425816219,0.0011292194519600218,0.00011354751228446617
6.0,66.006600660066,-24.955715525758592,-24.946147794790306,-24.961299347028245,-24.941580463050542,9.78300038625995e-08,9.78300038625995e-08,4.136706763412854e-08,2.3254101227145114e-07,0.007469931957065844,0.3916,171.75624999999985,cCL,3.7496209588829495e-05,0.0014231453772470923,0.0013931999999999998,6.439922562825408e-10,3.102539423211762e-05,0.0013921183334491185,1.0055736000183371e-09,7.550832341742355e-06,5.3371546006493464e-18,296.2616609321368,-18.87835537564336,10.565920568012107,266.817385010886,2.2404687882726648e-08,4.520759634696336e-12,-4.599684348682853e-14,1,3,0,0.3916,0.47601741421531846,0.0002513397290968241,0.7437398736244842,1.2631049021819836,0.5176515839634681,0.0017122204978152755,1.224096215967436e-06,288355.39187118964,0.00022890711434850368,2.9976708299937953,2.974162338244664,0.47638463204399956,10.30923266020246,0.9999992938558344,2.0,0.165016501650165,0.802,-24.9555127513403,7.264354909665312,0.0008125435863071761,8.169980749327871e-05
6.2,72.6072607260726,-24.95419844244182,-24.94374075764344,-24.959938738193642,-24.938751132061498,1.0408048851686857e-07,1.0408048851686857e-07,4.313202890266903e-08,2.473983563510068e-07,0.007640123658268554,0.3916,171.75624999999985,cCL,3.8789182333271885e-05,0.0014241864947209589,0.0013931999999999998,6.441655269199076e-10,3.190315934408067e-05,0.0013922816234520333,1.0677593180313644e-09,7.802687612318596e-06,5.7801528320633455e-18,306.4975524680192,-19.507973240105006,11.272534361605643,275.71704488690057,2.0592022309529057e-08,4.6686209585755645e-12,-4.6547184509582173e-14,1,3,0,0.3916,0.47601741421531846,0.0002513397290968241,0.7394991726298238,1.2631023806204713,0.521718787687069,0.0018830737167650346,1.3465868135091912e-06,288344.59704947815,0.0002518072523953471,2.9980224449871518,2.9738773855842626,0.476353620718909,10.308950220465958,0.9999992500773134,2.2,0.1815181518151815,0.797,-24.9541394625192,7.214658390235415,0.00023635326198718113,2.3763459427877055e-05
6.4,122.112211221122,-24.951541791961347,-24.93423343855082,-24.958089514743307,-24.92574030330593,1.1050180108144421e-07,1.1050180108144421e-07,4.511515385811756e-08,2.626617567897414e-07,0.007908548685521138,0.3916,171.75624999999985,cCL,4.060550118856002e-05,0.001425750924634375,0.0013931999999999998,6.448540061586897e-10,3.327223221254563e-05,0.001392476915162993,1.1324048303206588e-09,8.054576554190271e-06,5.5040200912584436e-18,321.1831178454658,-20.137675750239367,12.005852334220014,289.03958978320907,2.2202646832170103e-08,4.84823552832081e-12,-4.701707773113739e-14,1,3,0,0.3916,0.4756725473939334,0.0004181911554664187,0.7160084251637788,1.2630909555201073,0.5439145467466979,0.0031657182492047186,2.2653604258262127e-06,288301.60547915695,0.00042355716687103297,2.998442969773887,2.9699471290603037,0.4756725473939334,10.30717100199897,0.9999992050409178,3.7,0.305280528052805,0.765,-24.9521054808169,6.404127429571396,0.0022590833306108827,0.00022711266614310939
6.6,174.917491749175,-24.947430032125084,-24.92168581597943,-24.955190995485452,-24.908725772968808,1.172202620372784e-07,1.172202620372784e-07,4.7689516155297506e-08,2.7863147619985357e-07,0.008357656371547749,0.3916,171.75624999999985,cCL,4.337615706950802e-05,0.0014282696530361952,0.0013931999999999998,6.460752689569534e-10,3.552280340830688e-05,0.0013927450017123767,1.20184024265873e-09,8.306504033319423e-06,6.820309291291626e-18,344.1521946292595,-20.767474337565684,12.782649637590369,310.6020706818966,2.7793133128284353e-08,4.967833869967686e-12,-4.7826759913549566e-14,1,3,0,0.3916,0.4742368346705369,0.0006010993869302783,0.6993078438673452,1.263075988633761,0.5592325958597271,0.0045323028438888704,3.2460627998879743e-06,288250.7127773389,0.0006068241429962782,2.999020244858692,2.962121049593489,0.4742368346705369,10.305177578493105,0.9999991576984226,5.3,0.43729372937293753,0.739,-24.9488051436863,5.371063076137315,0.005511733140312763,0.0005540309997349851
6.8,224.422442244224,-24.94195834682796,-24.90795508067535,-24.951184579427064,-24.890628999274952,1.243796805711392e-07,1.243796805711392e-07,5.114234883066422e-08,2.956493476851419e-07,0.008972568639510568,0.3916,171.75624999999985,cCL,4.7101149976115886e-05,0.0014317426683474555,0.0013931999999999998,6.476847451869465e-10,3.8608844933650613e-05,0.001393131897166758,1.2785623017883172e-09,8.55848162866716e-06,6.911788849595091e-18,375.5845070498886,-21.397396755146662,13.62478983446326,340.5623204939413,3.366260692416745e-08,5.109743791281707e-12,-4.9306262198123285e-14,1,3,0,0.3916,0.4723753968968691,0.0007733448464985117,0.6874086327062001,1.2630600389918778,0.5698358447985922,0.00581139529059565,4.166196489908452e-06,288196.6739034617,0.0007787128116523635,2.9998533530722606,2.952154137265643,0.4723753968968691,10.303245370646582,0.9999991068818155,6.8,0.56105610561056,0.717,-24.9441735627157,4.127108409177106,0.008880694652687152,0.0008924914936679892
7.0,306.930693069307,-24.934340030897744,-24.887196634105266,-24.945788858795936,-24.86302817132443,1.3212155856990646e-07,1.3212155856990646e-07,5.5752164794225096e-08,3.1405171991895994e-07,0.00978880371833533,0.3916,171.75624999999985,cCL,5.205754549647842e-05,0.0014364470102175644,0.0013931999999999998,6.500645081683193e-10,4.275616659990647e-05,0.0013936888285336945,1.3650194551066664e-09,8.810535278920376e-06,6.545870616381233e-18,418.14960680382995,-22.027507988080796,14.555884560262685,381.5662142924239,3.693744865529425e-08,5.272188501742603e-12,-5.107459594144714e-14,1,3,0,0.3916,0.4698639138580593,0.001056358952155722,0.6719452153105985,1.2630358077409376,0.5831441421537625,0.00794074933108994,5.700945486692224e-06,288114.4800353415,0.0010653081130516501,3.00105260235507,2.9385840480917347,0.4698639138580593,10.300128277476615,0.9999990514399067,9.3,0.7673267326732675,0.698,-24.9377337624151,3.732777176132017,0.013608820872371585,0.001367269864941959
7.2,363.036303630363,-24.92500143912403,-24.867554965890434,-24.93878763682133,-24.837923818060517,1.4061408186818568e-07,1.4061408186818568e-07,6.187677024135952e-08,3.3423836907103797e-07,0.010778700578172654,0.3916,171.75624999999985,cCL,5.830691376128335e-05,0.0014424442097384033,0.0013931999999999998,6.53269018228968e-10,4.795341585749729e-05,0.0013944886762756949,1.4643361930240467e-09,9.062704022886525e-06,6.625491713423137e-18,472.5882086463936,-22.657904727207544,15.607433589417075,434.3228703700967,4.032776068640942e-08,5.433261913295739e-12,-5.183028485566954e-14,1,3,0,0.3916,0.4670604619963998,0.001254262391603092,0.6633764708978939,1.2630136195200876,0.5902477201026889,0.009382682487449686,6.746032055169126e-06,288044.19690729084,0.0012603493058643668,3.0027749273809103,2.923683554949781,0.4670604619963998,10.297803532365005,0.9999989899650747,11.0,0.9075907590759076,0.682,-24.9292996921439,2.7307227422443083,0.017241772023074746,0.0017316255310445949
7.4,386.138613861386,-24.91493567444917,-24.85250574638684,-24.93077802666545,-24.820258692089595,1.4992996080402118e-07,1.4992996080402118e-07,6.958019612877483e-08,3.5638212694086324e-07,0.011777718359995663,0.3916,171.75624999999985,cCL,6.529512359434108e-05,0.0014491800782079187,0.0013931999999999998,6.579254041311497e-10,5.358692420775621e-05,0.0013955909177366579,1.5783381004504978e-09,9.315045386428954e-06,6.711889074043076e-18,533.8889688872589,-23.288731745992052,16.8049671506508,493.79527003566477,4.5048725638707765e-08,5.596794729056942e-12,-5.4621238088081725e-14,1,3,0,0.3916,0.46472528267815016,0.001338276008496581,0.6601913069570066,1.2629978620025994,0.5928308170256055,0.009968560664208287,7.1773557791926355e-06,287994.90106651746,0.00134078281397142,3.00514840167239,2.911410138964026,0.46472528267815016,10.296601393516516,0.9999989217557823,11.7,0.965346534653465,0.666,-24.9197055043265,0.8721761325816026,0.019140795530286376,0.001921534149175249
7.6,438.943894389439,-24.903551009469027,-24.8324263352323,-24.92191316960944,-24.79578479078873,1.600407373135623e-07,1.600407373135623e-07,7.882445859962861e-08,3.804153489744766e-07,0.012746202985446849,0.3916,171.75624999999985,cCL,7.299138993030771e-05,0.0014566237298333047,0.0013931999999999998,6.674267430603453e-10,5.9589188602592685e-05,0.0013970321662067553,1.7075972136180557e-09,9.567660097010064e-06,7.209944447028604e-18,601.8203003772006,-23.92024915495199,18.163755775061816,559.7362954933368,4.614997806129395e-08,5.7600304734228835e-12,-5.685599560600885e-14,1,3,0,0.3916,0.4625756790629372,0.0015187657862467464,0.6534139018172989,1.2629762408238068,0.5982394811923762,0.011314695473609762,8.162340521973553e-06,287927.03478895273,0.0015244969778929578,3.0082518652169576,2.8997675872265223,0.4625756790629372,10.294389306987323,0.9999988468352966,13.3,1.0973597359735974,0.652,-24.9089823155497,0.21685610694767407,0.02180460852181378,0.0021879164576973343
7.8,491.749174917492,-24.89062394401833,-24.810012876911713,-24.91180549288603,-24.768482736708307,1.7093948739329565e-07,1.7093948739329565e-07,8.979503300765767e-08,4.063215768797139e-07,0.013717700771329435,0.3916,171.75624999999985,cCL,8.167277835727811e-05,0.0014650520439050553,0.0013931999999999998,6.90290189016835e-10,6.619477240878381e-05,0.0013988547276707155,1.853535367139559e-09,9.82073445222989e-06,7.220108842395656e-18,679.0453083977824,-24.55294351664842,19.70452118797247,634.7878437456927,5.253123802617665e-08,5.871717174976698e-12,-5.778407266565644e-14,1,3,0,0.3916,0.4603675482467168,0.0017025653572937654,0.6472745058936655,1.2629520776069267,0.6030158845947554,0.012652538847477765,9.148271028047711e-06,287859.14608294703,0.0017082979005843147,3.012176416172944,2.887713615818127,0.4603675482467168,10.292085694605328,0.9999987649940929,14.9,1.22937293729373,0.64,-24.8966369295883,1.136641545885237,0.02415179844159813,0.002422116460216976
8.0,541.254125412541,-24.876274113349183,-24.786558199349827,-24.900458421261646,-24.740355393533207,1.826183829762448e-07,1.826183829762448e-07,1.0264984913724884e-07,4.3408220341394053e-07,0.014675260824157774,0.3916,171.75624999999985,cCL,9.130850380990837e-05,0.0014744339330198465,0.0013931999999999998,7.161904158472501e-10,7.334352456260474e-05,0.0014010876745079066,2.01775891905203e-09,1.00745707900691e-05,7.442031474576283e-18,765.3467630307416,-25.1875443268366,21.45088475273237,718.7083340081947,5.702205641000546e-08,6.000562893793138e-12,-5.967839070142311e-14,1,3,0,0.3916,0.45824238420214625,0.0018753261891696895,0.6419870749831638,1.2629271492361012,0.6070337679812153,0.013896232741469684,1.0073530252373204e-05,287793.71760841744,0.0018807016703157886,3.016984656563107,2.876035366766481,0.45824238420214625,10.289843072497115,0.9999986760562198,16.4,1.3531353135313526,0.627,-24.8826915344138,2.390283091413678,0.025790702970147183,0.00258488364991808
8.2,600.660066006601,-24.860262858235814,-24.759905539855083,-24.887807423462874,-24.708271243887538,1.950675440156716e-07,1.950675440156716e-07,1.1752130302745714e-07,4.6367374379765055e-07,0.01563835371805465,0.3916,171.75624999999985,cCL,0.00010196013641888619,0.0014848311743703986,0.0013931999999999998,7.19574739447324e-10,8.109174132185889e-05,0.001403736511689473,2.201784327198939e-09,1.032896204849476e-05,7.33699938911675e-18,861.3860748186166,-25.82346954283358,23.42625640143491,812.1363489303188,5.5970684087469635e-08,6.147070699680235e-12,-5.964239518929659e-14,1,3,0,0.3916,0.4561368857478945,0.0020811918616497993,0.6361126212063595,1.262898759943592,0.6113924933532815,0.015382460825642472,1.1184558308499091e-05,287721.4933410084,0.0020876440582584385,3.0226884403304752,2.8642927434425265,0.4561368857478945,10.287210787234034,0.9999985799562084,18.2,1.5016501650165026,0.616,-24.8670092636456,3.265035910123293,0.027129942882389027,0.002717224160131566
8.4,646.864686468647,-24.842857175214135,-24.73353070358351,-24.873829918754723,-24.677307608250317,2.082953240230418e-07,2.082953240230418e-07,1.3453938307401008e-07,4.951160542501587e-07,0.016608786658666042,0.3916,171.75624999999985,cCL,0.00011359689111886781,0.001496213001053461,0.0013931999999999998,7.231353198450563e-10,8.941793759164744e-05,0.0014067919329143908,2.40741210279047e-09,1.0583890065413642e-05,7.074419175467916e-18,966.933043875737,-26.460729889155825,25.655980715343464,914.8163333287415,5.750381149027817e-08,6.27847513562374e-12,-6.108308303609533e-14,1,3,0,0.3916,0.45420144910226806,0.002243717227591657,0.6318708445452165,1.262871261944048,0.614469100481313,0.016519266833274884,1.205008424380875e-05,287656.9222459382,0.0022487367292193883,3.0292677280671643,2.853431254066724,0.45420144910226806,10.284962202508819,0.9999984765991898,19.6,1.6171617161716176,0.606,-24.8496233679612,4.269116261586879,0.027228552509125547,0.002725003014027724
8.6,706.270627062706,-24.82380517511845,-24.703697617344602,-24.85856064113716,-24.64202199456173,2.223024529727837e-07,2.223024529727837e-07,1.5375535970381306e-07,5.284108699139142e-07,0.01759465060585905,0.3916,171.75624999999985,cCL,0.00012621876790985305,0.0015085793300745655,0.0013931999999999998,7.269851377275928e-10,9.834729421217067e-05,0.001410228672846127,2.636031129976445e-09,1.0839437835294793e-05,7.389515431846516e-18,1082.0530814288736,-27.099532671095925,28.163369448685213,1026.7901793666283,5.7535835651378875e-08,6.398727901701928e-12,-6.305199418132901e-14,1,3,0,0.3916,0.4523805202685204,0.0024494361136424983,0.6267246911107075,1.2628400103659374,0.6181226960558658,0.0179794598334154,1.316336594870285e-05,287582.1857511609,0.002455891435757526,3.0366681155170694,2.8429582755066134,0.4523805202685204,10.282224518486592,0.9999983660523566,21.4,1.7656765676567652,0.595,-24.8305172389075,5.331880858942442,0.027031510155300746,0.002702995235982608
8.8,785.478547854785,-24.802489797931003,-24.66808532141684,-24.841621398962786,-24.599125587538197,2.3711839097082166e-07,2.3711839097082166e-07,1.7533274576525406e-07,5.636282171875961e-07,0.0186551433724937,0.3916,171.75624999999985,cCL,0.0001401336174452807,0.0015222379262903592,0.0013931999999999998,7.313599030126958e-10,0.00010820584769700338,0.001414028457724551,2.889508901401807e-09,1.1095691154928838e-05,7.482689056044489e-18,1209.8323409855243,-27.740092346909698,30.97574635832106,1151.1165023330614,5.2767823888189014e-08,6.521385861879558e-12,-6.419387590939074e-14,1,3,0,0.3916,0.4503627994776698,0.002723573066568365,0.6203176052788552,1.2628021114426768,0.6225440343089917,0.01992582306042118,1.4648794408733478e-05,287491.2040882357,0.002732182886589146,3.044850253498172,2.8312113503854293,0.4503627994776698,10.278720575418188,0.9999982481810521,23.8,1.9636963696369625,0.586,-24.8090830422651,5.856246634616927,0.0265759291581475,0.002654916642359206
9.0,828.382838283829,-24.77974980846713,-24.63609541504033,-24.823066096955273,-24.56239141412712,2.5278372206959945e-07,2.5278372206959945e-07,1.9942495169263812e-07,6.008645639876383e-07,0.019774316721915482,0.3916,171.75624999999985,cCL,0.0001551875143984314,0.0015370347872718329,0.0013931999999999998,7.357293604727047e-10,0.00011885022651549561,0.001418180654904781,3.1701221957202065e-09,1.1352727126605575e-05,7.213332578817622e-18,1348.8353200047993,-28.382599587150207,34.12572420885438,1286.3269962601319,5.1337138984308694e-08,6.668094895689869e-12,-6.596286017401809e-14,1,3,0,0.3916,0.4485908644765085,0.002877459242877014,0.6171074813114584,1.2627694050690272,0.6247086241223838,0.020937843465027684,1.545617015728013e-05,287420.9534870788,0.002882124035264776,3.053791246564989,2.8209193092915097,0.4485908644765085,10.276367047100816,0.999998122743353,25.1,2.0709570957095726,0.576,-24.7856011553827,7.136715505461541,0.023607847471148132,0.0023559523598350425
9.2,881.188118811881,-24.755569136085796,-24.601916175428414,-24.803276051002598,-24.523238492277102,2.692742437666408e-07,2.692742437666408e-07,2.2595479343142104e-07,6.400623811900185e-07,0.020845693134793064,0.3916,171.75624999999985,cCL,0.00017113417824655419,0.0015527235676922083,0.0013931999999999998,7.401579210810811e-10,0.00013006490105542655,0.0014226544474289372,3.479049923485884e-09,1.1610610554352889e-05,7.221802908290165e-18,1496.683741433675,-29.027216169630012,37.63756172223264,1430.0189635939082,5.209576414699768e-08,6.784323103303791e-12,-6.885117476151947e-14,1,3,0,0.3916,0.4471786261072002,0.003060934665477066,0.6132968545448754,1.2627346350538315,0.6272362444696763,0.02218508604355362,1.6449995726272964e-05,287342.9360369229,0.0030666775072509538,3.0634247360657563,2.8122979160735047,0.4471786261072002,10.273670671935502,0.999997990026745,26.7,2.2029702970297027,0.567,-24.760557849607,8.165230078461274,0.020147823613283704,0.0020084241415475957
9.4,917.491749174918,-24.73026184945823,-24.568907206012284,-24.782280153647122,-24.48640763069818,2.8656177759915387e-07,2.8656177759915387e-07,2.548875749132423e-07,6.811546888499022e-07,0.021862778850852922,0.3916,171.75624999999985,cCL,0.00018791203885896155,0.0015692426317842733,0.0013931999999999998,7.445237968999984e-10,0.0001418170892278807,0.0014274209806641649,3.8173684310696205e-09,1.1869407074697509e-05,9.459663954936026e-18,1652.799593109343,-29.674105522126975,41.53373180727117,1581.591755834938,5.499320820945286e-08,6.890956555372085e-12,-6.986165118627596e-14,1,3,0,0.3916,0.44615902736950797,0.003189832617797572,0.6108279888331136,1.2627017973315307,0.6288528787918962,0.02300379426525424,1.7135441266528062e-05,287274.40293051244,0.003193781763413311,3.0736885888547905,2.805685890240416,0.44615902736950797,10.27147661767108,0.9999978503375552,27.8,2.293729372937295,0.559,-24.7340827000465,9.271554352972016,0.015447714938957998,0.0015380860573663507
9.6,970.29702970297,-24.703505803040656,-24.532195110805475,-24.760136299184325,-24.444791613038745,3.0460897223476466e-07,3.0460897223476466e-07,2.8615101741971233e-07,7.24052703196493e-07,0.022844144462101087,0.3916,171.75624999999985,cCL,0.0002055210962356532,0.0015865919228281481,0.0013931999999999998,7.490529650652605e-10,0.0001541346144363755,0.0014324523734511854,4.185887622176853e-09,1.2129173407514031e-05,9.158120225713495e-18,1817.2182052104695,-30.323409739086525,45.83367773590638,1741.0611177929413,5.746476006152079e-08,7.069837770767862e-12,-7.161892606744047e-14,1,3,0,0.3916,0.4453662507142497,0.0033727966521056524,0.6073019839272035,1.2626648357500956,0.631124288314756,0.024220432070110636,1.8131438025505624e-05,287193.9712350387,0.003378542472637358,3.0845227679827416,2.799990264770083,0.4453662507142497,10.268690977124889,0.9999977040391783,29.4,2.4257425742574252,0.551,-24.7061837464223,10.218145903303705,0.010839162410232042,0.0010778869130362192
9.8,1019.80198019802,-24.675260265804354,-24.49404554084299,-24.73664657230202,-24.401711721204748,3.234103325171218e-07,3.234103325171218e-07,3.197907770449231e-07,7.687433622940856e-07,0.02382621234360727,0.3916,171.75624999999985,cCL,0.00022408449063800482,0.001604894520673581,0.0013931999999999998,7.539612847022299e-10,0.00016715337732137474,0.0014377358035155827,4.5858753386475264e-09,1.2389969964433579e-05,9.945860866659995e-18,1991.2114904293383,-30.975279966282258,50.56006695888786,1909.676143561614,5.7445888046459004e-08,7.216963138212407e-12,-7.340482388595859e-14,1,3,0,0.3916,0.44468353434965885,0.003546523010612358,0.604142418550418,1.2626265338958118,0.6331260379290988,0.025339010605608097,1.9066810686943804e-05,287113.58912605233,0.0035519112254568117,3.095899663039584,2.79476721990771,0.44468353434965885,10.265940522498507,0.9999975512127128,30.9,2.54950495049505,0.544,-24.6766182570565,11.05559164529741,0.00550314973469844,0.0005465338953492623
10.0,1079.20792079208,-24.645305808482533,-24.452616378197064,-24.71174482865746,-24.354574523589292,3.558564695415492e-07,3.429728683106958e-07,3.558564695415492e-07,8.152433285255426e-07,0.02482957050698894,0.3916,164.89999999999992,PEM,0.00024366379219670388,0.0016242119295749378,0.0013931999999999998,7.612858975681131e-10,0.00018094063268686388,0.0014432655168520958,5.018750080197924e-09,1.2651862621775676e-05,9.803559331521272e-18,2175.4455020355936,-31.62988551415587,55.73698783740727,2088.078628745511,6.148077602574631e-08,7.336714569206038e-12,-7.516643557581304e-14,1,3,0,0.3916,0.44403092373045305,0.0037535184122309564,0.6004679041397166,1.2625846969152235,0.635410641502614,0.026685961580197513,2.0189692695342695e-05,287024.4306349821,0.003759986278535788,3.1078068838331094,2.789527796558858,0.44403092373045305,10.262796166306899,0.9999973918251518,32.7,2.6980198019802,0.537,-24.6452668796771,11.818976562330835,0.00015795651807863086,1.566521689366582e-05
10.2,1125.41254125413,-24.61392691240829,-24.411558512220637,-24.685414314734032,-24.30870229586941,3.9442003641675083e-07,3.6331500476501833e-07,3.9442003641675083e-07,8.635963983004951e-07,0.02584724174595987,0.3916,164.89999999999992,PEM,0.0002642282158464067,0.0016445132166383772,0.0013931999999999998,7.841441768132586e-10,0.00019546518076803728,0.0014490417653708234,5.486355339617563e-09,1.2914999208038586e-05,9.234353190966382e-18,2369.6491894099,-32.287628132396705,61.39050602045242,2275.9710553192144,6.21636360165212e-08,7.439684285293069e-12,-7.588374373312945e-14,1,3,0,0.3916,0.4435245804896336,0.003917065007919244,0.5977629808730203,1.2625438719653643,0.6370690190064223,0.027690806309930243,2.10657759914853e-05,286941.53520360996,0.003922097023895658,3.1202449728053905,2.7850474021573883,0.4435245804896336,10.260031784634844,0.9999972257455727,34.1,2.813531353135325,0.53,-24.612201248928,12.785468089249102,0.0070114146347026104,0.0006943263716671801
10.4,1184.81848184818,-24.580864548580564,-24.366961826547765,-24.657698667425905,-24.258408397504212,4.354982439513917e-07,3.844404006791014e-07,4.354982439513917e-07,9.138112685502767e-07,0.026880298691422028,0.3916,164.89999999999992,PEM,0.00028577776158711344,0.001665797924054244,0.0013931999999999998,8.257482008993838e-10,0.0002107297323788681,0.0014550613757337732,5.99019340200471e-09,1.3179837532878553e-05,9.332609012847881e-18,2573.8646432702308,-32.949659874179204,67.544479150414,2473.370504301775,5.613730991171906e-08,7.568203008734287e-12,-7.581435479409038e-14,1,3,0,0.3916,0.44309237437509663,0.0041239976809556165,0.5943515919747157,1.2624992220488915,0.6391236032294465,0.029001835089655294,2.219175507409996e-05,286848.3781325734,0.0041304695168978426,3.133207096756617,2.780751950080323,0.44309237437509663,10.256774773371696,0.9999970529672406,35.9,2.96204620462045,0.525,-24.5774298614072,13.209827042802976,0.01397496480605263,0.0013817643561592095
10.6,1234.32343234323,-24.546279971128968,-24.32203886019866,-24.628506361058356,-24.20835753830579,4.791675443258038e-07,4.063588038254696e-07,4.791675443258038e-07,9.659111096398136e-07,0.027930050291191628,0.3916,164.89999999999992,PEM,0.0003083432144841675,0.0016880971123884544,0.0013931999999999998,8.312705503275258e-10,0.00022676471715714727,0.0014613250321333258,6.531827431113947e-09,1.3446102095722005e-05,9.078499128671591e-18,2788.4443508286768,-33.61515439804927,74.22492146935961,2680.604275018596,5.732825059112656e-08,7.704822890808316e-12,-7.68447805388206e-14,1,3,0,0.3916,0.4427655234787193,0.004298984368018291,0.591649771837536,1.2624547007589004,0.6407284684874734,0.030053327630925948,2.3132802965100902e-05,286759.91748454113,0.004304379228347947,3.146694728969263,2.776972572619014,0.4427655234787193,10.25377838203964,0.9999968734322482,37.4,3.085808580858075,0.519,-24.5408981444579,13.998029255787275,0.021930031408751105,0.0021647745922819925
10.8,1306.93069306931,-24.50962883837977,-24.271476535503865,-24.59773356793093,-24.150896902209837,5.254908753919791e-07,4.2906803195593266e-07,5.254908753919791e-07,1.0198907343853877e-06,0.029001561326950868,0.3916,164.89999999999992,PEM,0.0003320477147989449,0.001711534048859779,0.0013931999999999998,8.37210078033742e-10,0.0002436958928208841,0.0014678302060532043,7.112775612707228e-09,1.3713665939174517e-05,8.893845946170154e-18,3014.7015717040845,-34.283885051186424,81.4576906766506,2898.959996031409,5.516153578355443e-08,7.832547110897536e-12,-7.842858307238743e-14,1,3,0,0.3916,0.442350421096333,0.004551331878701786,0.5877250784317548,1.262403775176706,0.6430090648022749,0.03164512064221226,2.4511300464100892e-05,286654.9289180281,0.004559247238490849,3.160702424748502,2.772470434906145,0.442350421096333,10.249937483566928,0.9999966871798832,39.6,3.2673267326732756,0.512,-24.502356050682,14.790054381202108,0.029681993367190105,0.002924937305760738
