t_s,x_um,dx_um,layer,T_C,lambda_unfrozen,mv_kg_m3,ml_kg_m3,mi_kg_m3,ice_bulk,gas_porosity
0.0,265.7624999999998,9.375,cGDL,-25.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,275.1374999999998,9.375,cGDL,-25.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,284.5124999999998,9.375,cGDL,-25.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,293.8874999999998,9.375,cGDL,-25.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,303.26249999999976,9.375,cGDL,-25.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,312.63749999999976,9.375,cGDL,-25.0,0.0,0.0,0.0,0.0,0.0,0.8
0.0,322.01249999999976,9.375,cGDL,-25.0,0.0,0.0,0.0,0.0,0.0,0.8
0.2,4.6875,9.375,aGDL,-24.91561153930283,0.0,5.301585141340771e-08,0.0,0.0,0.0,0.8
0.2,14.0625,9.375,aGDL,-24.91548461711821,0.0,1.5904751540010707e-07,0.0,0.0,0.0,0.8
0.2,23.4375,9.375,aGDL,-24.915393932340493,0.0,2.6507911233330873e-07,0.0,0.0,0.0,0.8
0.2,32.8125,9.375,aGDL,-24.915339478518064,0.0,3.7111066346403775e-07,0.0,0.0,0.0,0.8
0.2,42.18749999999999,9.375,aGDL,-24.91532124933653,0.0,4.771421900384983e-07,0.0,0.0,0.0,0.8
0.2,51.56249999999999,9.375,aGDL,-24.91533923861857,0.0,5.831737132982043e-07,0.0,0.0,0.0,0.8
0.2,60.9375,9.375,aGDL,-24.915393440324294,0.0,6.892052544801112e-07,0.0,0.0,0.0,0.8
0.2,70.3125,9.375,aGDL,-24.91548384855119,0.0,7.952368348167456e-07,0.0,0.0,0.0,0.8
0.2,79.68749999999999,9.375,aGDL,-24.91561045753423,0.0,9.012684755363373e-07,0.0,0.0,0.0,0.8
0.2,89.06249999999999,9.375,aGDL,-24.915773261645796,0.0,1.0073001978629492e-06,0.0,0.0,0.0,0.8
0.2,98.43749999999999,9.375,aGDL,-24.915972255396042,0.0,1.1133320230166088e-06,0.0,0.0,0.0,0.8
0.2,107.81249999999999,9.375,aGDL,-24.91620743343273,0.0,1.2193639722134401e-06,0.0,0.0,0.0,0.8
0.2,117.18749999999999,9.375,aGDL,-24.91647879054122,0.0,1.325396066665793e-06,0.0,0.0,0.0,0.8
0.2,126.5625,9.375,aGDL,-24.91678632164468,0.0,1.4314283275823768e-06,0.0,0.0,0.0,0.8
0.2,135.9375,9.375,aGDL,-24.91713002180424,0.0,1.5374607761683888e-06,0.0,0.0,0.0,0.8
0.2,145.3125,9.375,aGDL,-24.91750988621891,0.0,1.6434934336256471e-06,0.0,0.0,0.0,0.8
0.2,150.28333333333333,0.5666666666666668,aCL,-24.91772893445753,0.0,8.350218175184732e-07,0.0,0.0,0.0,0.3916
0.2,150.85,0.5666666666666668,aCL,-24.917750729725697,0.0,8.441823492913696e-07,0.0,0.0,0.0,0.3916
0.2,151.41666666666663,0.5666666666666668,aCL,-24.917772247764844,0.0,8.533428822027747e-07,0.0,0.0,0.0,0.3916
0.2,151.9833333333333,0.5666666666666668,aCL,-24.917793488548767,0.0,8.625034162361645e-07,0.0,0.0,0.0,0.3916
0.2,152.54999999999995,0.5666666666666668,aCL,-24.91781445205183,0.0,8.71663951375014e-07,0.0,0.0,0.0,0.3916
0.2,153.11666666666662,0.5666666666666668,aCL,-24.917835138249018,0.0,8.808244876027966e-07,0.0,0.0,0.0,0.3916
0.2,153.89999999999995,1.0,PEM,-24.917861905642184,2.990179543247375,0.0,115.7199483236734,0.0,0.0,0.0
0.2,154.89999999999995,1.0,PEM,-24.91788419978809,2.9936430197599018,0.0,115.85398486470818,0.0,0.0,0.0
0.2,155.89999999999995,1.0,PEM,-24.91790261736145,2.9960036585757037,0.0,115.94534158687972,0.0,0.0,0.0
0.2,156.89999999999995,1.0,PEM,-24.917917157474818,2.9976430849583555,0.0,116.00878738788835,0.0,0.0,0.0
0.2,157.89999999999995,1.0,PEM,-24.917927819477086,2.9987572713383788,0.0,116.05190640079525,0.0,0.0,0.0
0.2,158.89999999999992,1.0,PEM,-24.917934602904467,2.9995456231654156,0.0,116.08241561650156,0.0,0.0,0.0
0.2,159.89999999999992,1.0,PEM,-24.91793750743045,3.0001977675077307,0.0,116.10765360254916,5.6510505801987015e-09,6.142446282824676e-12,0.0
0.2,160.89999999999992,1.0,PEM,-24.91793653281863,3.000893404352209,0.0,116.13457474843048,2.484636445715885e-08,2.700691788821614e-11,0.0
0.2,161.89999999999992,1.0,PEM,-24.91793167887778,3.0018086299453812,0.0,116.16999397888624,5.435233850101332e-08,5.907862880544926e-11,0.0
