t_s,j_A_m2,T_model_C,T_MEA_C,T_min_C,T_max_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,s_ice_pore_max,s_liquid_pore_max,gas_porosity_min,ice_max_x_um,ice_max_layer,water_produced_kg_m2,water_stored_kg_m2,water_initial_kg_m2,water_vapor_kg_m2,water_liquid_pore_kg_m2,water_unfrozen_mem_kg_m2,water_ice_kg_m2,water_out_kg_m2,water_balance_kg_m2,heat_gen_J_m2,heat_phase_J_m2,heat_loss_J_m2,heat_sensible_integral_J_m2,energy_balance_J_m2,H2_balance_mol_m2,O2_balance_mol_m2,model_valid,thermal_iterations_max,ever_invalid,min_gas_porosity_all_steps,min_kappa_all_steps,max_j_over_jlim_all_steps,V_model_V,E_rev_V,eta_act_V,eta_ohm_V,eta_con_V,j_lim_A_m2,j_over_jlim,lambda_mean,lambda_min,kappa_min_S_m,cO2_cCL_mol_m3,active_area_factor,phase_cond_kg_m2,rate_cond_kg_m2_s,phase_evap_kg_m2,rate_evap_kg_m2_s,phase_dep_kg_m2,rate_dep_kg_m2_s,phase_sub_kg_m2,rate_sub_kg_m2_s,phase_frz_kg_m2,rate_frz_kg_m2_s,phase_mlt_kg_m2,rate_mlt_kg_m2_s,phase_frz_pore_kg_m2,rate_frz_pore_kg_m2_s,phase_frz_mem_kg_m2,rate_frz_mem_kg_m2_s,phase_mlt_pore_kg_m2,rate_mlt_pore_kg_m2_s,phase_mlt_mem_kg_m2,rate_mlt_mem_kg_m2_s,heat_adsorption_J_m2,phase_heat_balance_J_m2,ice_balance_kg_m2,ice_to_produced_water_ratio,I_exp_A,I_consistent_25cm2_A,V_exp_V,T_exp_C,V_rel_error_pct,T_rel_error_pct,T_rel_error_K_pct
0.0,66.006600660066,-25.0,-25.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.3916,4.6875,aGDL,0.0,0.0013931999999999998,0.0013931999999999998,0.0,0.0,0.0013931999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3916,0.48106890949899367,0.0,1.0669055206324443,1.2631570173555453,0.1945377691795338,0.0017125050383697451,1.2225051974459396e-06,288662.7990634451,0.00022866334309173806,2.999999999999999,3.0,0.48106890949899367,10.313188806976289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.165016501650165,0.799,-24.9954164846888,33.53010270743982,0.01833742323920803,0.0018470403593884679
0.2,69.3069306930693,-24.914427560498183,-24.914427560498183,-24.917613280781296,-24.91127500816745,3.5065730970757736e-06,1.1606222961883032e-06,3.5065730970757736e-06,2.758788438764685e-06,0.00026548364417816074,0.3916,164.89999999999992,PEM,1.2621876790985312e-06,0.0013942072728104814,0.0013931999999999998,6.074864688341722e-10,1.2182118493282136e-06,0.0013929696142568168,1.8839217867306377e-08,2.5491486861667395e-07,-2.6909177943085054e-19,5.602233406114918,-0.6325211246332273,0.805621878524241,4.164090400539789,-2.4176606272519052e-09,1.5005059911601948e-13,-1.7691333424260658e-15,1,3,0,0.3916,0.4798842303474459,0.00023975820289595778,1.0650586852897272,1.2630825912492896,0.19622705226560316,0.0017955695267085252,1.2841672506852362e-06,288639.94868016546,0.00024011551765437203,2.9995039066684255,2.9901720884520127,0.4798842303474459,10.30733198827317,0.9999905210954174,0.0,0.0,6.576867035486109e-10,3.2884335177430546e-09,0.0,0.0,4.800258163935648e-14,2.4001290819678236e-13,1.8839265869888013e-08,9.419632934944006e-08,0.0,0.0,1.1844919782187735e-08,5.922459891093867e-08,6.99434608770028e-09,3.49717304385014e-08,0.0,0.0,0.0,0.0,-0.6371615509484352,1.1102230246251565e-16,3.308722450212111e-24,0.014925845164929483,2.1,0.17326732673267325,0.799,-24.9954164846888,33.29895936041642,0.3240151018896908,0.03263648127846083
0.4,66.006600660066,-24.85457835027583,-24.85457835027583,-24.85612586270463,-24.852804184597062,1.0874111532635791e-05,4.504719253794156e-06,1.0874111532635791e-05,1.0707675906332673e-05,0.000526143289251196,0.3916,164.89999999999992,PEM,2.5243753581970623e-06,0.0013952152047233357,0.0013931999999999998,6.084608327570426e-10,2.3702020730918336e-06,0.001392773800667985,7.059352142631351e-08,5.091706348605906e-07,-5.722766349886867e-19,11.200654046894368,-1.2508977404855275,2.7093872515935944,7.240369052437997,-2.377248620177852e-09,2.752387347985247e-13,-3.433329467082691e-15,1,3,0,0.3916,0.47956432087608697,0.00023975820289595778,1.0674729877956817,1.2630284776070855,0.19384597305616438,0.0017082935611833256,1.2231940561174613e-06,288667.7698262634,0.0002286594055851559,2.999082258113662,2.9856269352753824,0.47956432087608697,10.30501216675677,0.9999636953946288,0.0,0.0,1.3224717148558811e-09,3.3239250565363508e-09,0.0,0.0,9.954411782995399e-14,2.5770768095298753e-13,7.059362097043134e-08,2.5877177550271666e-07,0.0,0.0,4.536689788744948e-08,1.6760989052630871e-07,2.5226723082981875e-08,9.116188497640797e-08,0.0,0.0,0.0,0.0,-1.2711413110859116,2.220446049250313e-16,0.0,0.027964748268154625,2.0,0.165016501650165,0.799,-24.9939652961073,33.6011248805609,0.5576824012521963,0.05616907362248618
0.6,66.006600660066,-24.812396031058825,-24.812396031058825,-24.814876677321053,-24.810968615297213,2.0460293578325974e-05,9.929952371783726e-06,2.0460293578325974e-05,2.3603404734451453e-05,0.0007756641187451153,0.3916,164.89999999999992,PEM,3.7557779719517236e-06,0.0013961923347172154,0.0013931999999999998,6.105938930797084e-10,3.4446417016683602e-06,0.001392597626389516,1.4945603213800975e-07,7.634432547357798e-07,-3.5554207960999257e-19,16.645314737534644,-1.8602760892508814,5.383193328700589,9.401845315595939,-3.987235430713554e-09,4.3450665157887536e-13,-5.475803729719508e-15,1,3,0,0.3916,0.4793886929132124,0.00023975820289595778,1.0676417992965692,1.2629904321727763,0.19364029722106194,0.001707112312254336,1.2233428907975865e-06,288682.78336380544,0.00022864751368592283,2.9987028992022307,2.9826808324328438,0.4793886929132124,10.303311839089533,0.9999208544935282,0.0,0.0,2.006408627270898e-09,3.4196845620750855e-09,0.0,0.0,1.513327806494126e-13,2.5894331409729303e-13,1.4945618347079038e-07,3.9431281250179526e-07,0.0,0.0,9.890314603710134e-08,2.6768124074825935e-07,5.055303743368906e-08,1.2663157175353594e-07,0.0,0.0,0.0,0.0,-1.9051182216719926,0.0,2.6469779601696886e-23,0.0397936281788094,2.0,0.165016501650165,0.799,-24.9925613010652,33.62225272798112,0.7208755750804067,0.07260119662379087
0.8,69.3069306930693,-24.77827035603636,-24.77827035603636,-24.78196890118565,-24.776808454687057,3.154675440915416e-05,1.7397679210357353e-05,3.154675440915416e-05,4.135412220194284e-05,0.0010272139192668494,0.3916,164.89999999999992,PEM,5.017965651050254e-06,0.001397200207473187,0.0013931999999999998,6.155845668979054e-10,4.513422062460298e-06,0.0013924341953397636,2.519744863961144e-07,1.0177581778630646e-06,-2.3928680759933985e-20,22.23902195788223,-2.4618757174131183,8.637759193817972,11.139387051144833,4.493694305551799e-09,5.913663113886469e-13,-6.709395409046359e-15,1,3,0,0.3916,0.47925411092591236,0.00023975820289595778,1.0656029789647599,1.262959803297156,0.19556402980768145,0.0017915098592392543,1.2846654754628105e-06,288689.77305984125,0.000240074076606458,2.998350980490447,2.9803496351061924,0.47925411092591236,10.301825673914479,0.9998625967002867,0.0,0.0,2.7410206268921888e-09,3.673059998106452e-09,0.0,0.0,2.0330202284383353e-13,2.5984621097210465e-13,2.519746896981372e-07,5.125925311367341e-07,0.0,0.0,1.7170785073798071e-07,3.6402352350439676e-07,8.026683896015655e-08,1.485690076323374e-07,0.0,0.0,0.0,0.0,-2.5390813462525736,-8.881784197001252e-16,0.0,0.05021447014954685,2.1,0.17326732673267325,0.799,-24.9911229816268,33.36708122212263,0.8517129292146122,0.08577272276045984
1.0,66.006600660066,-24.753535039986758,-24.753535039986758,-24.758629094667157,-24.751983085516656,4.367985167186448e-05,2.6919034859166597e-05,4.367985167186448e-05,6.398629631368337e-05,0.0012742271036225608,0.3916,164.89999999999992,PEM,6.280153330148784e-06,0.0013982079849535634,0.0013931999999999998,6.253265413577185e-10,5.550772271475386e-06,0.0013922800213475623,3.765660079845089e-07,1.2721683765851553e-06,-2.583450489125616e-20,27.83114723607538,-3.056361837552596,12.357576425191514,12.417208972145708,-1.1855618708978e-09,7.353168096115026e-13,-7.058589823749628e-15,1,3,0,0.3916,0.47919557074136193,0.00023975820289595778,1.0678740558806181,1.2629373554766408,0.19335649639158706,0.0017055796239256065,1.2235805099716744e-06,288696.6376391515,0.00022863654111056588,2.9980189951497893,2.978832089490213,0.47919557074136193,10.30092733649307,0.9997890087640715,0.0,0.0,3.587006935867442e-09,4.229931544876267e-09,0.0,0.0,2.554148737557562e-13,2.605642545596133e-13,3.765662633993826e-07,6.22957868506227e-07,0.0,0.0,2.6367512732216326e-07,4.5983638292091283e-07,1.128911360772194e-07,1.6312148558531433e-07,0.0,0.0,0.0,0.0,-3.173016101939374,-1.3322676295501878e-15,5.293955920339377e-23,0.05996127613266213,2.0,0.165016501650165,0.8,-24.9896887304606,33.48425698507726,0.9450045297522552,0.09516174817227044
1.2,66.006600660066,-24.737352990661606,-24.737352990661606,-24.743184002913694,-24.735653684451364,5.625301555730684e-05,3.840211920725384e-05,5.625301555730684e-05,9.128148135786508e-05,0.0015103655491712493,0.3916,164.89999999999992,PEM,7.5115559439034455e-06,0.0013991848087929577,0.0013931999999999998,6.4152752249966e-10,6.532652175196012e-06,0.0013921309647404,5.205503498392007e-07,1.52674715094567e-06,7.263307522705625e-20,33.271299886120545,-3.6448160994640055,16.37959978911823,13.24688400034081,2.8025013421029144e-09,8.367595895689139e-13,-8.086765848971944e-15,1,3,0,0.3916,0.47915482334361487,0.00023975820289595778,1.067935650909837,1.2629227569902997,0.1932806297665007,0.0017052526497496252,1.2236642124970347e-06,288696.1256604033,0.00022863694657859854,2.9976980291567616,2.9778350080112084,0.47915482334361487,10.300278933408872,0.9997009558187449,0.0,0.0,4.6298848271393124e-09,5.214389456359353e-09,0.0,0.0,3.0761866971947466e-13,2.610189798185924e-13,5.205506574578703e-07,7.199219702924388e-07,0.0,0.0,3.737268908223279e-07,5.502588175008233e-07,1.4682376663554255e-07,1.6966315279161573e-07,0.0,0.0,0.0,0.0,-3.806896215055838,-2.220446049250313e-15,1.0587911840678754e-22,0.06929993648808427,2.0,0.165016501650165,0.799,-24.9882968823982,33.65903015141889,1.0042456791577448,0.10112111924766777
1.4,69.3069306930693,-24.72248743783169,-24.72248743783169,-24.72867682559081,-24.72068754582466,6.911788254051701e-05,5.1814821028394816e-05,6.911788254051701e-05,0.0001231633492474324,0.0017487825796664656,0.3916,164.89999999999992,PEM,8.773743623001975e-06,0.0014001921389035954,0.0013931999999999998,6.675576191860658e-10,7.522805911378671e-06,0.0013919858779278076,6.827875067898292e-07,1.7816047194067002e-06,3.1763735522036263e-19,38.861638741929255,-4.227902780299563,20.63590251788244,13.997833450560647,6.813394293203601e-09,9.633318448498684e-13,-1.0277884229456524e-14,1,3,0,0.3916,0.4790920594865946,0.00023975820289595778,1.0658165479674417,1.262909496710425,0.19530144100903984,0.0017902227816859947,1.2849522575548857e-06,288691.6060807064,0.00024007255227813555,2.9973856113863215,2.9768081531443404,0.4790920594865946,10.299571751617158,0.9995987496359782,0.0,0.0,5.992836654546082e-09,6.8147591370338515e-09,0.0,0.0,3.598860316027865e-13,2.6133680941655926e-13,6.827878666758607e-07,8.111860460899521e-07,0.0,0.0,5.014771135841236e-07,6.387511138089788e-07,1.81310753091737e-07,1.7243493228097233e-07,0.0,0.0,0.0,0.0,-4.440697701213201,-4.440892098500626e-15,1.0587911840678754e-22,0.077821684349173,2.1,0.17326732673267325,0.8,-24.9868705327381,33.22706849593021,1.0580880649299895,0.1065360093878443
1.6,59.4059405940594,-24.717610670158194,-24.717610670158194,-24.72491541105188,-24.715376601438976,8.206517757905309e-05,6.71343510858482e-05,8.206517757905309e-05,0.0001595777301779135,0.0019699052577681095,0.3916,164.89999999999992,PEM,9.974361171412772e-06,0.0014011375748761682,0.0013931999999999998,6.786354997861398e-10,8.430222606451849e-06,0.0013918441217567693,8.625518774473704e-07,2.0367862952439706e-06,-4.701032857261367e-19,44.150622003146076,-4.8059150205428685,25.06493373046385,14.279773266491333,1.4351975607951317e-08,1.1493223907310668e-12,-1.1036744435033441e-14,1,3,0,0.3916,0.47908587310005396,0.00023975820289595778,1.0726881748237838,1.2629046685439047,0.18868089407794,0.001534498252611169,1.1013895697312134e-06,288692.7570134836,0.00020577565301122122,2.9970803655399854,2.976652419086623,0.47911655568040706,10.29968953633684,0.9994826161832638,0.0,0.0,7.701573536491283e-09,8.543684409725994e-09,0.0,0.0,4.605577995839608e-13,5.033588399058712e-13,8.625523380051698e-07,8.988223566465446e-07,0.0,0.0,6.466481698997695e-07,7.258552815782289e-07,2.1590416810540025e-07,1.7296707506831606e-07,0.0,0.0,0.0,0.0,-5.074407241623581,-3.552713678800501e-15,2.117582368135751e-22,0.08647690439759745,1.8,0.1485148514851485,0.8,-24.985524800531,34.08602185297296,1.0722773786489024,0.10795829264340188
1.8,72.6072607260726,-24.70930288491371,-24.70930288491371,-24.715803263723444,-24.707415316233693,9.474424994196896e-05,8.421262786706041e-05,9.474424994196896e-05,0.0002001726357667231,0.0021936841112321416,0.3916,164.89999999999992,PEM,1.1205763785167437e-05,0.001402113788320871,0.0013931999999999998,6.786742246444164e-10,9.352604226121022e-06,0.0013917033240333169,1.0571813872083177e-06,2.291975464295773e-06,-4.760325163569168e-19,49.590393916965105,-5.378959635528257,29.547837330759336,14.66359697176168,2.1084165524598575e-08,1.2838223322972353e-12,-1.2247581421265252e-14,1,3,0,0.3916,0.47901517649026837,0.0002500886083032538,1.0637813135310288,1.2628977426876855,0.1972396247865372,0.001875458079940783,1.3462901788237708e-06,288676.5613266355,0.00025151768606498676,2.996777183534274,2.9757945198595945,0.47901517649026837,10.29894360854057,0.9993537788774893,0.0,0.0,9.433268939604478e-09,8.658477015565981e-09,0.0,0.0,5.957217346015025e-13,6.758196750877085e-13,1.0571819829300522e-06,9.731482246244124e-07,0.0,0.0,8.077223433085332e-07,8.053708670438184e-07,2.4945963962151887e-07,1.677773575805931e-07,0.0,0.0,0.0,0.0,-5.708050684647601,-2.6645352591003757e-15,2.117582368135751e-22,0.09434264432806097,2.2,0.1815181518151815,0.8,-24.9841445358099,32.97266419137859,1.1000642847797206,0.11074918037459347
