model,condition,parameter,multiplier,kind,t_s,V_model_V,T_model_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,water_ice_kg_m2,model_valid,ever_invalid
main,minus25,km,0.1,phase_one_at_a_time,28.2,0.9297838704013768,-4.455391997170864,0.042178362361184024,0.01756635190711237,0.042178362361184024,0.0009507522377168961,1,0
main,minus25,km,0.1,phase_one_at_a_time,28.4,0.9307627339049247,-4.238931772396882,0.04249947009340769,0.017654505147359233,0.04249947009340769,0.0009594028900337751,1,0
main,minus25,km,0.1,phase_one_at_a_time,28.6,0.9316858628467621,-4.082908765640468,0.04280853241194086,0.01773922153339672,0.04280853241194086,0.000967806834501424,1,0
main,minus25,km,0.1,phase_one_at_a_time,28.8,0.9321822804264996,-3.968073509892804,0.04310961044179395,0.017821570772505606,0.04310961044179395,0.0009760668500331908,1,0
main,minus25,km,0.1,phase_one_at_a_time,29.0,0.9326622179343367,-3.879830008683143,0.04340531418207173,0.017902203121691787,0.04340531418207173,0.0009842445441888325,1,0
main,minus25,km,0.1,phase_one_at_a_time,29.2,0.9330537086138948,-3.814015032639702,0.043697619666143134,0.01798161466763686,0.043697619666143134,0.000992388443268444,1,0
main,minus25,km,0.1,phase_one_at_a_time,29.4,0.9332251680615427,-3.7591150199175445,0.04398802013949604,0.018060170307445902,0.04398802013949604,0.001000534164801092,1,0
main,minus25,km,0.1,phase_one_at_a_time,29.6,0.9340697803588787,-3.7341883115525434,0.04427754194931653,0.01813813166743277,0.04427754194931653,0.0010087091422004793,1,0
main,minus25,km,0.1,phase_one_at_a_time,29.8,0.9336732698879977,-3.7122117914323667,0.04456850678579441,0.01821610681853269,0.04456850678579441,0.0010169772804179524,1,0
main,minus25,km,0.1,phase_one_at_a_time,30.0,0.9341554183347706,-3.6882616393294256,0.04486030386247305,0.018293868114743383,0.04486030386247305,0.001025311932387566,1,0
main,minus25,km,0.1,phase_one_at_a_time,30.2,0.9341701481453724,-3.672247007066403,0.04515356836764872,0.018371592852009344,0.04515356836764872,0.0010337344803484556,1,0
main,minus25,km,0.1,phase_one_at_a_time,30.4,0.9343575714535949,-3.6559375815245403,0.04544844644985877,0.018449295712431465,0.04544844644985877,0.0010422456649245087,1,0
main,minus25,km,0.1,phase_one_at_a_time,30.6,0.9346773373575256,-3.6499847361430966,0.04574521900364869,0.01852705157269844,0.04574521900364869,0.0010508551088570352,1,0
main,minus25,km,0.1,phase_one_at_a_time,30.8,0.9347957549030574,-3.6507619037006407,0.04604473803028034,0.01860508041373249,0.04604473803028034,0.001059588064236902,1,0
main,minus25,km,0.1,phase_one_at_a_time,31.0,0.9349101205050709,-3.651879979053774,0.04634731937595089,0.01868344386646386,0.04634731937595089,0.0010684515139555667,1,0
main,minus25,km,0.1,phase_one_at_a_time,31.2,0.9348703576851747,-3.6475285280366734,0.0466529152659471,0.018762110346386016,0.0466529152659471,0.0010774422024809193,1,0
main,minus25,km,0.1,phase_one_at_a_time,31.4,0.9350127721304414,-3.6400712968302287,0.04696101076277305,0.01884093341459044,0.04696101076277305,0.0010865437917122393,1,0
main,minus25,km,0.1,phase_one_at_a_time,31.6,0.9350694554703838,-3.6321765987909203,0.04727150440110567,0.01891988911784765,0.04727150440110567,0.0010957545270358108,1,0
main,minus25,km,0.1,phase_one_at_a_time,31.8,0.9353594922161506,-3.630085736065041,0.04758438068091542,0.018998975926661218,0.04758438068091542,0.0011050750245369815,1,0
main,minus25,km,0.1,phase_one_at_a_time,32.0,0.9354549173990191,-3.6336365505478625,0.04790028150274788,0.019078362628988692,0.04790028150274788,0.0011145262715184226,1,0
main,minus25,km,0.1,phase_one_at_a_time,32.2,0.9356241303282491,-3.6396108144019195,0.048219492466701576,0.019158109934261786,0.048219492466701576,0.0011241156394220697,1,0
main,minus25,km,0.1,phase_one_at_a_time,32.3999999999999,0.9355511513855228,-3.6413129930214723,0.04854217631637723,0.01923824637881836,0.04854217631637723,0.0011338468776020565,1,0
main,minus25,km,0.1,phase_one_at_a_time,32.6,0.9356637794929464,-3.6384373280005207,0.048867783325455556,0.019318619402238314,0.048867783325455556,0.0011437014518414497,1,0
main,minus25,km,0.1,phase_one_at_a_time,32.7999999999999,0.9358450312373411,-3.6394879348047198,0.04919619908853585,0.019399207992895906,0.04919619908853585,0.0011536782602418678,1,0
main,minus25,km,0.1,phase_one_at_a_time,33.0,0.935855670232119,-3.6402619136131307,0.04952772068890573,0.019480085788710643,0.04952772068890573,0.0011637868128561652,1,0
main,minus25,km,0.1,phase_one_at_a_time,33.1999999999999,0.936104915340527,-3.6446229022569696,0.04986226479430307,0.019561228264545386,0.04986226479430307,0.001174024532412166,1,0
main,minus25,km,0.1,phase_one_at_a_time,33.3999999999999,0.9360197402392711,-3.6473999750265307,0.05020023800316639,0.019642734214914703,0.05020023800316639,0.0011844044895937573,1,0
main,minus25,km,0.1,phase_one_at_a_time,33.5999999999999,0.9361195684200427,-3.645342116533641,0.05054117379353531,0.019724474688472028,0.05054117379353531,0.0011949097405286049,1,0
main,minus25,km,0.1,phase_one_at_a_time,33.7999999999999,0.9360669269947063,-3.638669354287458,0.05088477062827615,0.019806377507462142,0.05088477062827615,0.0012055316193868495,1,0
main,minus25,km,0.1,phase_one_at_a_time,33.9999999999999,0.9364121299101933,-3.6376061935013695,0.051230649634879485,0.019888357940738604,0.051230649634879485,0.0012162598643169287,1,0
main,minus25,km,0.1,phase_one_at_a_time,34.1999999999999,0.9363286367499452,-3.6384807767706207,0.051579550284705296,0.019970604736242282,0.051579550284705296,0.0012271199592217032,1,0
main,minus25,km,0.1,phase_one_at_a_time,34.3999999999999,0.9365743772570116,-3.6404207444387566,0.05193128577215295,0.020053061997600766,0.05193128577215295,0.0012381038733194536,1,0
main,minus25,km,0.1,phase_one_at_a_time,34.5999999999999,0.9366341806423997,-3.6468574425305746,0.052286301336371216,0.02013584275064998,0.052286301336371216,0.0012492280059335967,1,0
main,minus25,km,0.1,phase_one_at_a_time,34.7999999999999,0.93669606937416,-3.6521365448908227,0.05264476164471746,0.020218975470629463,0.05264476164471746,0.0012604957754298806,1,0
main,minus25,km,0.1,phase_one_at_a_time,34.9999999999999,0.9365395255020985,-3.648426456992297,0.05300640900595281,0.020302387384683592,0.05300640900595281,0.0012718969538655892,1,0
main,minus20,km,1.0,phase_one_at_a_time,0.0,1.0909967561932785,-19.999999999999943,0.0,0.0,0.0,0.0,1,0
main,minus20,km,1.0,phase_one_at_a_time,0.2,1.091259093719994,-19.931108447152326,2.295656004255711e-06,8.789725723368608e-07,2.295656004255711e-06,1.3993671602843806e-08,1,0
main,minus20,km,1.0,phase_one_at_a_time,0.4,1.08452743208636,-19.8743723081042,7.148369873761545e-06,3.349785751204083e-06,7.148369873761545e-06,5.107191676393254e-08,1,0
main,minus20,km,1.0,phase_one_at_a_time,0.6,1.0847213616162121,-19.825821224147063,1.3924757222068432e-05,7.552764534734204e-06,1.3924757222068432e-05,1.1039166062598573e-07,1,0
main,minus20,km,1.0,phase_one_at_a_time,0.8,1.091794376596307,-19.79782244804261,2.1678297628504143e-05,1.3441111608778294e-05,2.1678297628504143e-05,1.8866617580571947e-07,1,0
main,minus20,km,1.0,phase_one_at_a_time,1.0,1.091850742927145,-19.78331864802604,2.9560423034002886e-05,2.081996510524885e-05,2.9560423034002886e-05,2.8122320009878727e-07,1,0
main,minus20,km,1.0,phase_one_at_a_time,1.2,1.0849610699603134,-19.76444668051431,3.7634539458700915e-05,2.968366862690756e-05,3.7634539458700915e-05,3.875856902968465e-07,1,0
main,minus20,km,1.0,phase_one_at_a_time,1.4,1.0850395880774875,-19.74401405031537,4.619045598599618e-05,4.017657056961801e-05,4.619045598599618e-05,5.0993741291305e-07,1,0
main,minus20,km,1.0,phase_one_at_a_time,1.6,1.0850966210114832,-19.728834431198123,5.5001900926114646e-05,5.230859741793271e-05,5.5001900926114646e-05,6.479341984095152e-07,1,0
main,minus20,km,1.0,phase_one_at_a_time,1.8,1.0920690692959596,-19.725569107640126,6.600656992058152e-05,6.600656992058152e-05,6.373425143658092e-05,7.999589754748099e-07,1,0
main,minus20,km,1.0,phase_one_at_a_time,2.0,1.0851170315067484,-19.721394849921865,8.113489496973706e-05,8.113489496973706e-05,7.213302466225345e-05,9.637049902328907e-07,1,0
main,minus20,km,1.0,phase_one_at_a_time,2.2,1.0920814628087951,-19.719878434334532,9.775332802501257e-05,9.775332802501257e-05,8.049918022940245e-05,1.1404955848968292e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,2.4,1.0920547280249162,-19.725049695175244,0.00011571175303356109,0.00011571175303356109,8.839725430023189e-05,1.327856732237316e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,2.6,1.0920331718621283,-19.728792049116436,0.00013495808602656003,0.00013495808602656003,9.594620500513927e-05,1.5253292095251418e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,2.8,1.092015388545049,-19.73150829309205,0.00015547313828212663,0.00015547313828212663,0.00010324106313750928,1.7330047324574533e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,3.0,1.092000311809923,-19.733463741853512,0.00017723803539576745,0.00017723803539576745,0.00011034177168663692,1.9508751497126323e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,3.2,1.091987152938326,-19.734855292151536,0.0002002341362646365,0.0002002341362646365,0.00011729036682187203,2.1788968275470105e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,3.4,1.0919753299365704,-19.735828862475216,0.0002244429011953827,0.0002244429011953827,0.00012411757623193077,2.417042435703643e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,3.6,1.0919644112910762,-19.736493314419988,0.00024984569591765093,0.00024984569591765093,0.0001308468499204983,2.6651622238951107e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,3.8,1.0850224151838852,-19.728917441452495,0.0002764720534705393,0.0002764720534705393,0.00013768109710460345,2.923922195399593e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,4.0,1.0919935891567774,-19.724916319032502,0.0003044107558255552,0.0003044107558255552,0.00014480606351048022,3.1947992505224913e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,4.2,1.0919710111484024,-19.728249059142144,0.00033351528050644706,0.00033351528050644706,0.00015170241106888385,3.475113441534483e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,4.4,1.0919517441586812,-19.730635482585058,0.0003637314558900966,0.0003637314558900966,0.0001584395590905654,3.7642628851996703e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,4.6,1.0850030542493236,-19.72434368611627,0.0003950816708656098,0.0003950816708656098,0.00016526441776992595,4.063028905810159e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,4.8,1.0919692279401338,-19.721299350125662,0.00042764458866860743,0.00042764458866860743,0.00017238601843913277,4.372951471609312e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,5.0,1.085010510987559,-19.717335800802573,0.00046131372366314756,0.00046131372366314756,0.00017948362469846806,4.6922510481523645e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,5.2,1.0850373060899414,-19.70793935358475,0.0004961776762572616,0.0004961776762572616,0.0001869893290387011,5.022829882271718e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,5.4,1.0850543267114143,-19.700941051605156,0.0005322284867960102,0.0005322284867960102,0.000194793402685002,5.36465405960866e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,5.6,1.0850639928568322,-19.695689331717034,0.0005694247727961949,0.0005694247727961949,0.00020281743467966332,5.717228358795865e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,5.8,1.0920005520024967,-19.69978116888916,0.0006076747640190501,0.0006076747640190501,0.00021083860432863857,6.079335282950821e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,6.0,1.0919510061458664,-19.70909301926065,0.0006467817303802338,0.0006467817303802338,0.00021848348854960287,6.448202882435961e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,6.2,1.100069794356683,-19.723836142126345,0.0006866228077266764,0.0006866228077266764,0.0002257364314329417,6.82271836541531e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,6.4,1.0687118375551088,-19.70071407520075,0.0007272371411489825,0.0007272371411489825,0.0002332802298774907,7.2046946204233684e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,6.6,1.0501674796257014,-19.60819443498832,0.0007695196463867575,0.0007695196463867575,0.00024404887723038332,7.610380773279833e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,6.8,1.0369717425660534,-19.46119251209251,0.0008144922888635782,0.0008144922888635782,0.00025997200219512307,8.05657652722717e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,7.0,1.0267553014211002,-19.271537106764043,0.0008630924804118427,0.0008630924804118427,0.0002822628862034509,8.557393103372856e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,7.2,1.0152246071012347,-19.029809196275636,0.0009162100016516239,0.0009162100016516239,0.00031207105560137894,9.125843847427266e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,7.4,1.0073871334863505,-18.74203094916058,0.0009747342095659902,0.0009747342095659902,0.000350764392776316,9.776864405191157e-06,1,0
main,minus20,km,1.0,phase_one_at_a_time,7.6,1.0057282224247184,-18.464772505171595,0.001038993805784147,0.001038993805784147,0.0003982149444701126,1.0518823286074303e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,7.8,0.9992631498920302,-18.18646024644923,0.0011086809920320786,0.0011086809920320786,0.0004536955024109356,1.1352159228846519e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,8.0,0.9957891262536874,-17.895371456916052,0.0011835436401021436,0.0011835436401021436,0.0005180176892317713,1.2283222311264786e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,8.2,0.9905997593299325,-17.59007721706911,0.0012631095032850526,0.0012631095032850526,0.0005913875240387256,1.331601602920684e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,8.4,0.9869364584598187,-17.26782344873277,0.0013469927004268697,0.0013469927004268697,0.0006743973855802318,1.4456027303394819e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,8.6,0.983599997973939,-16.94043529156113,0.0014347918598451974,0.0014347918598451974,0.0007669446239681731,1.570622349759865e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,8.8,0.9781653609569068,-16.57818341137812,0.0015262650544227967,0.0015262650544227967,0.000869199379831304,1.707084040543435e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,9.0,0.9764038124472217,-16.206261493830937,0.001621252461074171,0.001621252461074171,0.0009812556851019547,1.8555462855666305e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,9.2,0.9739577604284768,-15.848963492460996,0.0017193888661087954,0.0017193888661087954,0.0011019167998524396,2.0159343407239336e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,9.4,0.9703266965452974,-15.473195570595067,0.001820408695718886,0.001820408695718886,0.0012308483020060294,2.1883359788859903e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,9.6,0.9703265415520953,-15.119101091177924,0.0019239907696523826,0.0019239907696523826,0.0013674460873825186,2.3727693104296438e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,9.8,0.96821838961624,-14.790602536348104,0.0020297590134191116,0.0020297590134191116,0.0015104484301790273,2.5690277433851408e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,10.0,0.9662655587285219,-14.456006324782663,0.0021375079870211435,0.0021375079870211435,0.001659785855155781,2.7771959441338283e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,10.2,0.9650390508025672,-14.127340634293489,0.002247028065036523,0.002247028065036523,0.001815091744047281,2.9974018590312715e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,10.4,0.9621393462697848,-13.779670667135804,0.0023581748053518497,0.0023581748053518497,0.0019761406077984526,3.229593780603316e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,10.6,0.9612079713552912,-13.424592481958712,0.002470769076730815,0.002470769076730815,0.0021427822322890627,3.473531130357178e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,10.8,0.9576455124347629,-13.03613885421322,0.002584632956178915,0.002584632956178915,0.0023146282742682643,3.728968423510993e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,11.0,0.95658624920561,-12.623687971857066,0.0026994427497672464,0.0026994427497672464,0.0024914625030535184,3.9952807623672135e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,11.2,0.9565276227877201,-12.24834080977189,0.0028148344989337767,0.0028148344989337767,0.00267201618830148,4.2720023109810815e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,11.4,0.9534755372920015,-11.85290837825562,0.002930630713434222,0.002930630713434222,0.0028559378467060657,4.559212333918268e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,11.6,0.9545389592288075,-11.477691163107977,0.003046396933535833,0.003046396933535833,0.003042741764168072,4.856040790467518e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,11.8,0.9530082413081042,-11.131269030872943,0.0032316216406680265,0.003162002492694653,0.0032316216406680265,5.16257647506264e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,12.0,0.9525285667309222,-10.785122098398745,0.00342259232482519,0.0032772572830368136,0.00342259232482519,5.478401431669568e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,12.2,0.9503107305326914,-10.413562918692207,0.0036153989077925297,0.0033919353834789114,0.0036153989077925297,5.802932627054576e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,12.4,0.9496714125912045,-10.021876397384005,0.0038095020066652423,0.003505576792405049,0.0038095020066652423,6.134842305784792e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,12.6,0.9490485114179382,-9.640905251361858,0.0040039996270100344,0.003617875480011129,0.0040039996270100344,6.473314818626158e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,12.8,0.9488459124089542,-9.278517416190937,0.0041983518859955195,0.0037286742154978214,0.0041983518859955195,6.817771358595871e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,13.0,0.9485926237150699,-8.938190393290995,0.004392240642864149,0.0038379168931114848,0.004392240642864149,7.167937910699688e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,13.2,0.9479277621548813,-8.603394893332165,0.004585545835016116,0.003945540349951956,0.004585545835016116,7.523457290777113e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,13.4,0.9477012855061355,-8.275077805938906,0.0047779682327172305,0.004051350211161505,0.0047779682327172305,7.883581393514313e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,13.6,0.9467212026388968,-7.93879194716186,0.004969219818644121,0.004155182900725317,0.004969219818644121,8.247716448857795e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,13.8,0.9466063615629933,-7.601386807141807,0.005158714501174162,0.004256702840776116,0.005158714501174162,8.614334153831342e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,14.0,0.9475236505675674,-7.311850048529834,0.005345989739587138,0.0043558561771349525,0.005345989739587138,8.983074455584002e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,14.2,0.9482087505504734,-7.08212582030319,0.0055315424785336124,0.004453094305072581,0.0055315424785336124,9.3555500000783e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,14.4,0.9494297464446241,-6.9169899280148,0.005716292088161513,0.004548961079791466,0.005716292088161513,9.73394863004034e-05,1,0
main,minus20,km,1.0,phase_one_at_a_time,14.6,0.9503975362332673,-6.815315277322725,0.005901529947711974,0.004644158595257481,0.005901529947711974,0.00010121143844114502,1,0
main,minus20,km,1.0,phase_one_at_a_time,14.8,0.9508255140119437,-6.749345745787593,0.006088598373059792,0.004739281376327712,0.006088598373059792,0.00010519540959686249,1,0
main,minus20,km,1.0,phase_one_at_a_time,15.0,0.9508273680098164,-6.6909032676528,0.006278340826523257,0.004834589820644448,0.006278340826523257,0.00010930153860765255,1,0
main,minus20,km,1.0,phase_one_at_a_time,15.2,0.9511890004879773,-6.640211404943329,0.00647102494008688,0.004930091348579449,0.00647102494008688,0.00011352968113286513,1,0
main,minus20,km,1.0,phase_one_at_a_time,15.4,0.9518442862079418,-6.613646553039871,0.006666942203628282,0.005025907239178254,0.006666942203628282,0.00011788649782389858,1,0
main,minus20,km,1.0,phase_one_at_a_time,15.6,0.9520453357665078,-6.602490854504879,0.006866687221350371,0.005122296665378558,0.006866687221350371,0.0001223853117657937,1,0
main,minus20,km,1.0,phase_one_at_a_time,15.8,0.9518819268882512,-6.584293286129025,0.0070705996232845085,0.0052193190573663825,0.0070705996232845085,0.00012702872991810936,1,0
main,minus20,km,1.0,phase_one_at_a_time,16.0,0.9521159361016656,-6.563212482393112,0.007278544435178588,0.005316838199511316,0.007278544435178588,0.0001318097155143371,1,0
main,minus20,km,1.0,phase_one_at_a_time,16.2,0.9519793097840644,-6.537800104774533,0.007490488285037485,0.005414820936102325,0.007490488285037485,0.00013672680967077256,1,0
main,minus20,km,1.0,phase_one_at_a_time,16.4,0.9525750667109639,-6.521452343071246,0.007706281985593565,0.005513187267388614,0.007706281985593565,0.00014177599214460645,1,0
main,minus20,km,1.0,phase_one_at_a_time,16.6,0.9530801871543175,-6.527754675033805,0.007926257572919405,0.005612137123989318,0.007926257572919405,0.00014696978992877468,1,0
main,minus20,km,1.0,phase_one_at_a_time,16.8,0.9528273366232136,-6.530413936903074,0.00815094607866483,0.005711858344882105,0.00815094607866483,0.0001523188563887471,1,0
main,minus20,km,1.0,phase_one_at_a_time,17.0,0.9529883387052304,-6.524548513455841,0.008380199918299748,0.0058121951459963895,0.008380199918299748,0.00015781408743813382,1,0
main,minus20,km,1.0,phase_one_at_a_time,17.2,0.9531403232084127,-6.520421835282889,0.008613882932481576,0.0059130809397996385,0.008613882932481576,0.00016345272099440092,1,0
main,minus20,km,1.0,phase_one_at_a_time,17.4,0.9532847503496565,-6.517565878961932,0.008852016995317943,0.006014514587275543,0.008852016995317943,0.00016923523422467321,1,0
main,minus20,km,1.0,phase_one_at_a_time,17.6,0.9534226811857653,-6.515692434393316,0.009094627899533043,0.006116494698548066,0.009094627899533043,0.00017516188531216945,1,0
main,minus20,km,1.0,phase_one_at_a_time,17.8,0.9535555676233722,-6.514425309769422,0.00934173533040955,0.0062190173184536604,0.00934173533040955,0.00018123267940047354,1,0
main,minus20,km,1.0,phase_one_at_a_time,18.0,0.9540241990778595,-6.523500922443304,0.009593386502078634,0.00632210644515596,0.009593386502078634,0.0001874498556397581,1,0
main,minus20,km,1.0,phase_one_at_a_time,18.2,0.9540897707112987,-6.538132881265142,0.009849940373330188,0.006425910216909213,0.009849940373330188,0.0001938237288730939,1,0
main,minus20,km,1.0,phase_one_at_a_time,18.4,0.9541666193321054,-6.548995488737148,0.010111506338300583,0.006530423921252786,0.010111506338300583,0.00020035389128121762,1,0
main,minus20,km,1.0,phase_one_at_a_time,18.6,0.9539132769980061,-6.5472731245668,0.01037796336345358,0.0066355545672847635,0.01037796336345358,0.00020703415158885799,1,0
main,minus20,km,1.0,phase_one_at_a_time,18.8,0.9543993335090596,-6.548069581170637,0.010648895929994505,0.006741124257958861,0.010648895929994505,0.00021385299575072693,1,0
main,minus20,km,1.0,phase_one_at_a_time,19.0,0.9541415447259766,-6.546744000634192,0.010924453419763428,0.006847213304087789,0.010924453419763428,0.00022081689518200142,1,0
main,minus20,km,1.0,phase_one_at_a_time,19.2,0.9542838742430175,-6.5381023155132425,0.011204386124177172,0.006953686339418304,0.011204386124177172,0.00022791551022668127,1,0
main,minus20,km,1.0,phase_one_at_a_time,19.4,0.9544153067879871,-6.531786466348251,0.011488528371315544,0.007060647996488609,0.011488528371315544,0.00023514645062575903,1,0
main,minus20,km,1.0,phase_one_at_a_time,19.6,0.9545381419021872,-6.52710542093655,0.011776908954289523,0.007167986998761824,0.011776908954289523,0.0002425110700741232,1,0
main,minus20,km,1.0,phase_one_at_a_time,19.8,0.9546540012633072,-6.5236272968083995,0.01206955972633808,0.007275695865900977,0.01206955972633808,0.00025001021452710143,1,0
main,minus20,km,1.0,phase_one_at_a_time,20.0,0.9550977649990511,-6.530676281928663,0.012366553477564284,0.007383813576811772,0.012366553477564284,0.0002576473259634891,1,0
main,minus20,km,1.0,phase_one_at_a_time,20.2,0.954812639166018,-6.533941258775712,0.01266827323810639,0.0074924727774833754,0.01266827323810639,0.00026543234058554774,1,0
main,minus20,km,1.0,phase_one_at_a_time,20.4,0.9549277176564335,-6.528657048161563,0.012974427111480594,0.00760151888220278,0.012974427111480594,0.00027335222780708644,1,0
main,minus20,km,1.0,phase_one_at_a_time,20.6,0.9550358378689766,-6.524721904840078,0.013284807788042198,0.0077108912326068835,0.013284807788042198,0.0002814031430561787,1,0
main,minus20,km,1.0,phase_one_at_a_time,20.8,0.9551381122493948,-6.521756115448284,0.013599419842337753,0.007820597216871311,0.013599419842337753,0.0002895857742024249,1,0
main,minus20,km,1.0,phase_one_at_a_time,21.0,0.9555660444643628,-6.529092390931453,0.013918326678758811,0.007930674116713199,0.013918326678758811,0.0002979037251616622,1,0
main,minus20,km,1.0,phase_one_at_a_time,21.2,0.9552721239126611,-6.532637600074622,0.014241927823679777,0.008041256412643378,0.014241927823679777,0.00030636768768471846,1,0
main,minus20,km,1.0,phase_one_at_a_time,21.4,0.9553751271757503,-6.527603465237746,0.014569899771118526,0.008152188921915719,0.014569899771118526,0.0003149635514754063,1,0
main,minus20,km,1.0,phase_one_at_a_time,21.6,0.9554718128999576,-6.523797018500204,0.014902017689850207,0.008263411412467102,0.014902017689850207,0.0003236871143970599,1,0
main,minus20,km,1.0,phase_one_at_a_time,21.8,0.9558918697972165,-6.53028449687514,0.015238337226552918,0.008374964633776221,0.015238337226552918,0.00033254244267337963,1,0
main,minus20,km,1.0,phase_one_at_a_time,22.0,0.9555947543804167,-6.533152752564774,0.01557927045463726,0.008486986006905806,0.01557927045463726,0.00034154094335735283,1,0
main,minus20,km,1.0,phase_one_at_a_time,22.2,0.9556912714898156,-6.527645922727572,0.015924477453215177,0.00859932238549855,0.015924477453215177,0.00035066794245222914,1,0
main,minus20,km,1.0,phase_one_at_a_time,22.4,0.9557813157017564,-6.523444888880647,0.016273728766645283,0.008711915386714113,0.016273728766645283,0.0003599192157810084,1,0
main,minus20,km,1.0,phase_one_at_a_time,22.6,0.9561926303516989,-6.529510611395494,0.016627087830465664,0.008824807479529732,0.016627087830465664,0.000369299204732748,1,0
main,minus20,km,1.0,phase_one_at_a_time,22.8,0.9562174032176343,-6.541408547550134,0.01698504703198853,0.008938170552642535,0.01698504703198853,0.0003788236433689754,1,0
main,minus20,km,1.0,phase_one_at_a_time,23.0,0.9556010155159317,-6.531669913847452,0.01734761955110586,0.009051953207962007,0.01734761955110586,0.00038848540284142725,1,0
main,minus20,km,1.0,phase_one_at_a_time,23.2,0.9564011474216415,-6.52791332756766,0.01771383791966204,0.009165842941061026,0.01771383791966204,0.0003982563654534464,1,0
main,minus20,km,1.0,phase_one_at_a_time,23.4,0.9560958815655339,-6.5306104651501755,0.01808427274710335,0.009280081301181206,0.01808427274710335,0.00040816097051320097,1,0
main,minus20,km,1.0,phase_one_at_a_time,23.6,0.9561796012984602,-6.52499801403485,0.018458810606720784,0.00939459051302039,0.018458810606720784,0.00041818931714286537,1,0
main,minus20,km,1.0,phase_one_at_a_time,23.8,0.9565810915329643,-6.529851929332949,0.018837288598726416,0.009509347405497807,0.018837288598726416,0.0004283407083325931,1,0
main,minus20,km,1.0,phase_one_at_a_time,24.0,0.9562756295655855,-6.531527761050029,0.019220165622563356,0.009624497065663514,0.019220165622563356,0.000438628534909512,1,0
main,minus20,km,1.0,phase_one_at_a_time,24.2,0.9566797516568939,-6.534365863842311,0.019607134362021075,0.009739923978606293,0.019607134362021075,0.0004490407406560658,1,0
