model,condition,parameter,multiplier,kind,t_s,V_model_V,T_model_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,water_ice_kg_m2,model_valid,ever_invalid
bp,minus25,km,10.0,phase_one_at_a_time,9.0,0.6246109317788048,-24.78037620349673,0.002203579108269156,0.002203579108269156,0.0017755019199743366,2.6662997507215198e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,9.2,0.6207164247187796,-24.756256782479767,0.002357080010987225,0.002357080010987225,0.0020163375072115297,2.931728471780892e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,9.4,0.6181624217869298,-24.73099364387599,0.0025181004385135238,0.0025181004385135238,0.0022789979288968965,3.222316726884893e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,9.6,0.6145400646629972,-24.704288909344967,0.0026862122505283406,0.0026862122505283406,0.0025625874963824628,3.5384859065504414e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,9.8,0.6112791687231268,-24.676081000667182,0.0028673447786712355,0.002861269735173721,0.0028673447786712355,3.8811134917597986e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,10.0,0.6074929972561361,-24.646163330568385,0.003193538194020322,0.0030432286417906135,0.003193538194020322,4.251204077293505e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,10.2,0.6046745908331812,-24.61480304613002,0.003541610302153147,0.0032321596239997187,0.003541610302153147,4.649908784746425e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,10.4,0.6011368067791542,-24.581760699380652,0.003911491170130499,0.003428041536443105,0.003911491170130499,5.078108256498877e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,10.6,0.5983056127953371,-24.54717642975757,0.004303681659530696,0.0036309859652323773,0.004303681659530696,5.536887233965796e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,10.8,0.594232335559262,-24.510529898484293,0.0047186130182037345,0.003841066267093632,0.0047186130182037345,6.027293928511827e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,11.0,0.5926983374024187,-24.47277753538239,0.005156846589456593,0.004058385172416721,0.005156846589456593,6.55059468570931e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,11.2,0.5902797523515974,-24.433826032988463,0.005616754764141949,0.004282485472375978,0.005616754764141949,7.106994531801569e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,11.4,0.5870381392760856,-24.393028086326837,0.006098573492160482,0.004513143878909454,0.006098573492160482,7.697018924358065e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,11.6,0.5844122007058987,-24.350563729981246,0.006603221817862762,0.004750353844837785,0.006603221817862762,8.321955915755784e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,11.8,0.5816826783790731,-24.30644635439387,0.0071308265064762765,0.004993968233184396,0.0071308265064762765,8.982939703659735e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,12.0,0.5798539514025435,-24.261077247762586,0.007681206986397184,0.00524378475899189,0.007681206986397184,9.680740497705219e-05,1,0
bp,minus25,km,10.0,phase_one_at_a_time,12.2,0.5757825671531668,-24.21332468897924,0.008254477562340132,0.005499631780078228,0.008254477562340132,0.00010416011737027466,1,0
bp,minus25,km,10.0,phase_one_at_a_time,12.4,0.5739035694883236,-24.16398647958303,0.008852254668597397,0.005761709843030455,0.008852254668597397,0.00011190216491938322,1,0
bp,minus25,km,10.0,phase_one_at_a_time,12.6,0.5714323725429858,-24.11310928080144,0.00947353948279092,0.006029798670287176,0.00947353948279092,0.00012004058212716326,1,0
bp,minus25,km,10.0,phase_one_at_a_time,12.8,0.5688671887366078,-24.060414584447187,0.010118411919963568,0.006303783928456326,0.010118411919963568,0.00012858168047706283,1,0
bp,minus25,km,10.0,phase_one_at_a_time,13.0,0.5678741153655091,-24.006813569002986,0.010786313358905423,0.00658350334051235,0.010786313358905423,0.0001375316637076639,1,0
bp,minus25,km,10.0,phase_one_at_a_time,13.2,0.5653986107069081,-23.95164648606226,0.011475799667420053,0.006869537901953614,0.011475799667420053,0.00014689038589624432,1,0
bp,minus25,km,10.0,phase_one_at_a_time,13.4,0.5635697405091876,-23.894963459041634,0.01218739614447792,0.007161176515279563,0.01218739614447792,0.00015666255460732815,1,0
bp,minus25,km,10.0,phase_one_at_a_time,13.6,0.5613403495414184,-23.83665871099859,0.012920983499433682,0.007457876832140854,0.012920983499433682,0.00016685363576706387,1,0
bp,minus25,km,10.0,phase_one_at_a_time,13.8,0.5610197795644993,-23.777822796815684,0.013675861426700388,0.007759388187461793,0.013675861426700388,0.00017746737572718282,1,0
bp,minus25,km,10.0,phase_one_at_a_time,14.0,0.5607045802650418,-23.718798828485916,0.014449108848739182,0.008065100875098994,0.014449108848739182,0.00018849786909469474,1,0
bp,minus25,km,10.0,phase_one_at_a_time,14.2,0.5615403603870699,-23.660227448020407,0.015238031856319204,0.008374409418705812,0.015238031856319204,0.00019993383863358978,1,0
bp,minus25,km,10.0,phase_one_at_a_time,14.4,0.5613767285170018,-23.60166423824603,0.016039968122081034,0.00868671601205462,0.016039968122081034,0.00021176049210326254,1,0
bp,minus25,km,10.0,phase_one_at_a_time,14.6,0.5620709899421305,-23.543428067286044,0.016853921830482448,0.00900168987347538,0.016853921830482448,0.0002239669038422361,1,0
bp,minus25,km,10.0,phase_one_at_a_time,14.8,0.562192733665705,-23.485350411306143,0.017678487228067474,0.009318978127199548,0.017678487228067474,0.000236547128491745,1,0
bp,minus25,km,10.0,phase_one_at_a_time,15.0,0.5621725425860216,-23.427197942191043,0.018513489842032004,0.00963838413654323,0.018513489842032004,0.0002494929556792815,1,0
bp,minus25,km,10.0,phase_one_at_a_time,15.2,0.5629963319579399,-23.36952203827053,0.01935849549008204,0.009959720052454086,0.01935849549008204,0.00026279709274814494,1,0
bp,minus25,km,10.0,phase_one_at_a_time,15.4,0.5631086452481278,-23.312021915435736,0.02021246519148625,0.010282689672804596,0.02021246519148625,0.00027644949259528174,1,0
bp,minus25,km,10.0,phase_one_at_a_time,15.6,0.5630788842664982,-23.254438734473695,0.021075652531641665,0.010607161890742267,0.021075652531641665,0.0002904416096809377,1,0
bp,minus25,km,10.0,phase_one_at_a_time,15.8,0.5634654264163481,-23.197056749994942,0.021948156027542205,0.01093304277350091,0.021948156027542205,0.0003047677329135323,1,0
bp,minus25,km,10.0,phase_one_at_a_time,16.0,0.5635669855116359,-23.139775710629294,0.022829588556128697,0.011260179034589226,0.022829588556128697,0.0003194209219893278,1,0
bp,minus25,km,10.0,phase_one_at_a_time,16.2,0.563665533435152,-23.082523957275868,0.023719999499782145,0.011588480276739985,0.023719999499782145,0.00033439435270148045,1,0
bp,minus25,km,10.0,phase_one_at_a_time,16.4,0.5640374482155711,-23.02549752997976,0.024619228998362063,0.01191786157616032,0.024619228998362063,0.00034968278144317767,1,0
bp,minus25,km,10.0,phase_one_at_a_time,16.6,0.5644038363473498,-22.96874473886436,0.025526749960606634,0.01224819303711233,0.025526749960606634,0.0003652845940155211,1,0
bp,minus25,km,10.0,phase_one_at_a_time,16.8,0.564213215769514,-22.91188814758783,0.026442493729373295,0.012579392133518318,0.026442493729373295,0.00038119335503594785,1,0
bp,minus25,km,10.0,phase_one_at_a_time,17.0,0.5648464210711279,-22.855371025254698,0.027366616236640728,0.012911434305599547,0.027366616236640728,0.0003974035001063417,1,0
bp,minus25,km,10.0,phase_one_at_a_time,17.2,0.5650597536912995,-22.79910026749215,0.028298332891975458,0.013244175634148026,0.028298332891975458,0.00041390844111235443,1,0
bp,minus25,km,10.0,phase_one_at_a_time,17.4,0.5652698180961091,-22.742956475004092,0.029237587097981063,0.013577536197551756,0.029237587097981063,0.00043070048004709177,1,0
bp,minus25,km,10.0,phase_one_at_a_time,17.6,0.5653384285276993,-22.68687062472162,0.030184413919650082,0.013911470780135094,0.030184413919650082,0.00044777362719211785,1,0
bp,minus25,km,10.0,phase_one_at_a_time,17.8,0.5655397224015489,-22.630907767712444,0.031138879153917914,0.01424594642686692,0.031138879153917914,0.00046512255040712883,1,0
bp,minus25,km,10.0,phase_one_at_a_time,18.0,0.5660087041748715,-22.575280230231044,0.03210063086610731,0.014580888813972463,0.03210063086610731,0.00048274190219712486,1,0
bp,minus25,km,10.0,phase_one_at_a_time,18.2,0.5662002561725894,-22.51984981543771,0.03306917877069596,0.01491619497047211,0.03306917877069596,0.0005006262662923216,1,0
bp,minus25,km,10.0,phase_one_at_a_time,18.4,0.5663880484215161,-22.46455092846847,0.03404451529291062,0.015251821159568439,0.03404451529291062,0.0005187741272847564,1,0
bp,minus25,km,10.0,phase_one_at_a_time,18.6,0.5663007163773529,-22.409217743206796,0.03502677460058684,0.015587757154927802,0.03502677460058684,0.0005371804840097647,1,0
bp,minus25,km,10.0,phase_one_at_a_time,18.8,0.5664804812831159,-22.353979486490715,0.03601618965150898,0.01592401811605877,0.03601618965150898,0.0005558407163271232,1,0
bp,minus25,km,10.0,phase_one_at_a_time,19.0,0.5667901175275336,-22.29899086094008,0.037012425092546576,0.01626056069883699,0.037012425092546576,0.0005747506522047288,1,0
bp,minus25,km,10.0,phase_one_at_a_time,19.2,0.5668265769466861,-22.244082347956095,0.03801517388573061,0.016597326110164772,0.03801517388573061,0.0005939047062866002,1,0
bp,minus25,km,10.0,phase_one_at_a_time,19.4,0.5669944289908421,-22.189285413977274,0.039024471564748774,0.016934299433030778,0.039024471564748774,0.0006132975298074393,1,0
bp,minus25,km,10.0,phase_one_at_a_time,19.6,0.5670244334564466,-22.134550021056867,0.04004021209773709,0.017271458035165072,0.04004021209773709,0.0006329246545710972,1,0
bp,minus25,km,10.0,phase_one_at_a_time,19.8,0.5673184560128607,-22.080022572511893,0.041062283851663106,0.017608777953819925,0.041062283851663106,0.0006527815773867496,1,0
bp,minus25,km,10.0,phase_one_at_a_time,20.0,0.5676080314256996,-22.025760484048305,0.04209021385563688,0.017946193318824997,0.04209021385563688,0.0006728638264763692,1,0
bp,minus25,km,10.0,phase_one_at_a_time,20.2,0.5676276255100041,-21.971569118879557,0.043123795765566006,0.018283654112190118,0.043123795765566006,0.0006931693973220717,1,0
bp,minus25,km,10.0,phase_one_at_a_time,20.4,0.5679100885976118,-21.917576164079122,0.04416305840066747,0.01862114926281097,0.04416305840066747,0.0007136955277497392,1,0
bp,minus25,km,10.0,phase_one_at_a_time,20.6,0.5679226983263256,-21.863668005940866,0.045207791802426255,0.018958645823575777,0.045207791802426255,0.0007344379074558979,1,0
bp,minus25,km,10.0,phase_one_at_a_time,20.8,0.5679329771071369,-21.809779040845143,0.0462581529741507,0.01929614802631955,0.0462581529741507,0.0007553914736038884,1,0
bp,minus25,km,10.0,phase_one_at_a_time,21.0,0.5684682895666532,-21.756280841009158,0.047313894064771655,0.019633634961125274,0.047313894064771655,0.0007765529746083407,1,0
bp,minus25,km,10.0,phase_one_at_a_time,21.2,0.5683386844207301,-21.70282813030667,0.04837448657881518,0.01997103466008023,0.04837448657881518,0.0007979180023097165,1,0
bp,minus25,km,10.0,phase_one_at_a_time,21.4,0.5686032806577546,-21.64953112869935,0.04944017047798711,0.02030835776799492,0.04944017047798711,0.0008194807638468713,1,0
bp,minus25,km,10.0,phase_one_at_a_time,21.6,0.5687317163503642,-21.596413596981478,0.05051065438605567,0.020645578648507863,0.05051065438605567,0.0008412382117829523,1,0
bp,minus25,km,10.0,phase_one_at_a_time,21.8,0.5687263014162843,-21.543338585453057,0.05158592730806907,0.0209826847576266,0.05158592730806907,0.0008631855558187669,1,0
bp,minus25,km,10.0,phase_one_at_a_time,22.0,0.5689803872242601,-21.49046549927243,0.05266597494469739,0.021319676503934053,0.05266597494469739,0.0008853190848893077,1,0
bp,minus25,km,10.0,phase_one_at_a_time,22.2,0.5688383790479242,-21.43758572252034,0.05375063591895138,0.02165653403899123,0.05375063591895138,0.0009076352116994057,1,0
bp,minus25,km,10.0,phase_one_at_a_time,22.4,0.569347865081095,-21.385051903521344,0.0548398788387611,0.021993255067987917,0.0548398788387611,0.0009301301870625643,1,0
bp,minus25,km,10.0,phase_one_at_a_time,22.6,0.5693303957840737,-21.332658267619422,0.0559331047082586,0.022329773211602903,0.0559331047082586,0.0009528011267590568,1,0
bp,minus25,km,10.0,phase_one_at_a_time,22.8,0.5695725413104906,-21.28044239715274,0.05703038878804078,0.022666078637581546,0.05703038878804078,0.0009756425711813498,1,0
bp,minus25,km,10.0,phase_one_at_a_time,23.0,0.5695506528099415,-21.228307137732003,0.05813159843556588,0.023002157286733105,0.05813159843556588,0.000998651282358786,1,0
bp,minus25,km,10.0,phase_one_at_a_time,23.2,0.5697868268997688,-21.176363496927905,0.05923677727123612,0.023338010235150045,0.05923677727123612,0.00102182338623506,1,0
bp,minus25,km,10.0,phase_one_at_a_time,23.4,0.5695009454535959,-21.12432278908082,0.060345903420068306,0.023673633664470495,0.060345903420068306,0.0010451556062210249,1,0
bp,minus25,km,10.0,phase_one_at_a_time,23.6,0.5698616691143633,-21.072510315757967,0.061459211473321125,0.02400905823404942,0.061459211473321125,0.0010686445940564593,1,0
bp,minus25,km,10.0,phase_one_at_a_time,23.8,0.5702180706299961,-21.021084157654087,0.06257597572616908,0.024344222058260843,0.06257597572616908,0.001092289441752943,1,0
bp,minus25,km,10.0,phase_one_at_a_time,24.0,0.5697970723159096,-20.969475575144912,0.0636961107720978,0.024679091184953664,0.0636961107720978,0.001116084691966666,1,0
bp,minus25,km,10.0,phase_one_at_a_time,24.2,0.5689944906954228,-20.91726369764575,0.06482083633491345,0.025013788023486184,0.06482083633491345,0.0011400247763746212,1,0
bp,minus25,km,10.0,phase_one_at_a_time,24.4,0.5673116745521393,-20.863795389738527,0.06595203447544708,0.025348545330981163,0.06595203447544708,0.0011641078696460901,1,0
bp,minus25,km,10.0,phase_one_at_a_time,24.6,0.5655292581977,-20.80882202347354,0.06709217343976319,0.02568369408216453,0.06709217343976319,0.0011883351656920408,1,0
bp,minus25,km,10.0,phase_one_at_a_time,24.8,0.5634044736707491,-20.752102103098252,0.06824323580103316,0.026019551547703475,0.06824323580103316,0.0012127128754170335,1,0
bp,minus25,km,10.0,phase_one_at_a_time,25.0,0.5604731985622575,-20.692937878796414,0.06940746692734555,0.026356456776743024,0.06940746692734555,0.0012372470086938541,1,0
bp,minus25,km,10.0,phase_one_at_a_time,25.2,0.5589079881975069,-20.632149521581454,0.0705865953113924,0.026694734829520686,0.0705865953113924,0.0012619481956971542,1,0
bp,minus25,km,10.0,phase_one_at_a_time,25.4,0.5581865294051312,-20.570710174044734,0.07177926570610331,0.027034408005123085,0.07177926570610331,0.001286833399910715,1,0
bp,minus25,km,10.0,phase_one_at_a_time,25.6,0.5563048080612583,-20.50782631515804,0.07298396474645732,0.027375368391401672,0.07298396474645732,0.001311908427755336,1,0
bp,minus25,km,10.0,phase_one_at_a_time,25.8,0.5545725054869141,-20.443268181020358,0.07420124767533823,0.027717684768355948,0.07420124767533823,0.0013371729110517841,1,0
bp,minus25,km,10.0,phase_one_at_a_time,26.0,0.5528660624078177,-20.377138074678726,0.07543137293893602,0.028061448436196436,0.07543137293893602,0.0013626341082294759,1,0
bp,minus25,km,10.0,phase_one_at_a_time,26.2,0.5510732385106951,-20.309338831496262,0.07667446647109452,0.02840671598622581,0.07667446647109452,0.0013882985535309533,1,0
bp,minus25,km,10.0,phase_one_at_a_time,26.4,0.549753742627255,-20.240206288659436,0.07793038769151622,0.028753515445105123,0.07793038769151622,0.0014141733291669636,1,0
bp,minus25,km,10.0,phase_one_at_a_time,26.6,0.5476812867089682,-20.169221995808613,0.0791988337657728,0.029101838804700218,0.0791988337657728,0.0014402645026997593,1,0
bp,minus25,km,10.0,phase_one_at_a_time,26.8,0.5454283771054286,-20.09598247943606,0.08048078423860876,0.029451770176754554,0.08048078423860876,0.0014665737406342268,1,0
bp,minus25,km,10.0,phase_one_at_a_time,27.0,0.5436419543766661,-20.020850710344064,0.08177688377515337,0.02980340907826845,0.08177688377515337,0.0014931091408465153,1,0
bp,minus25,km,10.0,phase_one_at_a_time,27.2,0.5423068708964027,-19.944318727390623,0.08308647903937681,0.030156742886305446,0.08308647903937681,0.0015198819019657502,1,0
bp,minus25,km,10.0,phase_one_at_a_time,27.4,0.5418360336243937,-19.867199637867287,0.08440774826004394,0.030511631440094368,0.08440774826004394,0.0015469017955185864,1,0
bp,minus25,km,10.0,phase_one_at_a_time,27.6,0.5401162423523057,-19.788585778652077,0.08573900123009316,0.030867886551405817,0.08573900123009316,0.0015741718103782607,1,0
bp,minus25,km,10.0,phase_one_at_a_time,27.8,0.5385297051827024,-19.708175090661086,0.08708086419755962,0.031225475833832273,0.08708086419755962,0.0016016862517534362,1,0
bp,minus25,km,10.0,phase_one_at_a_time,28.0,0.5372726298165034,-19.626365195536806,0.08843345216771555,0.0315844081465091,0.08843345216771555,0.0016294507832509035,1,0
bp,minus25,km,10.0,phase_one_at_a_time,28.2,0.5374628594444504,-19.544522286278266,0.08979521272856822,0.03194456807658868,0.08979521272856822,0.0016574752135101352,1,0
bp,minus25,km,10.0,phase_one_at_a_time,28.4,0.5376583868013561,-19.46301514853951,0.09116284599394545,0.03230566791379606,0.09116284599394545,0.0016857680696135433,1,0
bp,minus25,km,10.0,phase_one_at_a_time,28.6,0.538065909168803,-19.381917470461616,0.09253391839710998,0.0326673987966606,0.09253391839710998,0.0017143246468373033,1,0
bp,minus25,km,10.0,phase_one_at_a_time,28.8,0.5381705171560485,-19.301008819754344,0.0939068458244467,0.033029519537229546,0.0939068458244467,0.0017431386194304988,1,0
bp,minus25,km,10.0,phase_one_at_a_time,29.0,0.5383789958244238,-19.220280878712288,0.09528101583344543,0.03339186242181215,0.09528101583344543,0.0017722016483905081,1,0
bp,minus25,km,10.0,phase_one_at_a_time,29.2,0.5385866221411443,-19.13978479178394,0.09665593758839466,0.03375429834288355,0.09665593758839466,0.0018015085594510851,1,0
bp,minus25,km,10.0,phase_one_at_a_time,29.4,0.5385903652787772,-19.05932949434947,0.09803141112550368,0.03411671771205853,0.09803141112550368,0.0018310528740070721,1,0
bp,minus25,km,10.0,phase_one_at_a_time,29.6,0.5395047270992246,-18.97968078271549,0.0994069760651626,0.03447901733619025,0.0994069760651626,0.0018608308023370245,1,0
bp,minus25,km,10.0,phase_one_at_a_time,29.8,0.53899849781673,-18.899827879918718,0.10078196436032384,0.034841071131543715,0.10078196436032384,0.0018908377774923498,1,0
bp,minus25,km,10.0,phase_one_at_a_time,30.0,0.5395035214884515,-18.82021836877604,0.10215723479894728,0.03520283282097679,0.10215723479894728,0.001921060666635276,1,0
bp,minus25,km,10.0,phase_one_at_a_time,30.2,0.5394991293664072,-18.740787589458137,0.10353237393551183,0.03556426041399917,0.10353237393551183,0.001951500873641435,1,0
bp,minus25,km,10.0,phase_one_at_a_time,30.4,0.5396955400846576,-18.661497723567805,0.1049075299400301,0.035925290685294084,0.1049075299400301,0.001982150039157276,1,0
bp,minus25,km,10.0,phase_one_at_a_time,30.6,0.5400896045607647,-18.58262556411927,0.10628243408257083,0.03628587507195964,0.10628243408257083,0.002013005613063992,1,0
bp,minus25,km,10.0,phase_one_at_a_time,30.8,0.5402806678060655,-18.504029366662195,0.10765670203664353,0.036645942997640776,0.10765670203664353,0.002044063181983591,1,0
bp,minus25,km,10.0,phase_one_at_a_time,31.0,0.5404700146683961,-18.425635789089796,0.10903034710527995,0.03700544179144316,0.10903034710527995,0.002075315569851873,1,0
bp,minus25,km,10.0,phase_one_at_a_time,31.2,0.5404571748347988,-18.34727833084517,0.11040353275083645,0.037364344970250214,0.11040353275083645,0.0021067569685251533,1,0
bp,minus25,km,10.0,phase_one_at_a_time,31.4,0.5406417623838442,-18.269081417767637,0.11177649461002181,0.037722639005051316,0.11177649461002181,0.002138382069054763,1,0
bp,minus25,km,10.0,phase_one_at_a_time,31.6,0.540724183068109,-18.191026628609052,0.11314916116320921,0.038080304161875425,0.11314916116320921,0.0021701880621143657,1,0
bp,minus25,km,10.0,phase_one_at_a_time,31.8,0.5411026752506628,-18.11334107742823,0.11452137484789766,0.038437307574776106,0.11452137484789766,0.002202171055666876,1,0
bp,minus25,km,10.0,phase_one_at_a_time,32.0,0.5412801414859454,-18.035936207160006,0.11589273972482066,0.03879360496382036,0.11589273972482066,0.0022343283053982135,1,0
bp,minus25,km,10.0,phase_one_at_a_time,32.2,0.541555147529498,-17.95882114636339,0.1172631675725038,0.03914915467723982,0.1172631675725038,0.0022666536272527575,1,0
bp,minus25,km,10.0,phase_one_at_a_time,32.3999999999999,0.5415311275807764,-17.881768755166718,0.1186326822125161,0.0395039341784897,0.1186326822125161,0.0022991420393352682,1,0
bp,minus25,km,10.0,phase_one_at_a_time,32.6,0.5417030117205831,-17.80486515651566,0.12000155701262381,0.03985793670995912,0.12000155701262381,0.002331787527842959,1,0
bp,minus25,km,10.0,phase_one_at_a_time,32.7999999999999,0.5419704515610531,-17.728280648631113,0.12136964581311846,0.04021115350862747,0.12136964581311846,0.002364588645947416,1,0
bp,minus25,km,10.0,phase_one_at_a_time,33.0,0.5420392313622714,-17.651847453935886,0.12273678748450818,0.04056355714084547,0.12273678748450818,0.002397541469822518,1,0
bp,minus25,km,10.0,phase_one_at_a_time,33.1999999999999,0.5424010335918961,-17.57576959603091,0.12410293982763766,0.04091512715632141,0.12410293982763766,0.0024306413548089503,1,0
bp,minus25,km,10.0,phase_one_at_a_time,33.3999999999999,0.54236795369447,-17.499788312747825,0.1254679363872502,0.041265843989899804,0.1254679363872502,0.002463885354132221,1,0
bp,minus25,km,10.0,phase_one_at_a_time,33.5999999999999,0.5425298894920313,-17.423944504855854,0.12683202900008306,0.041615697536716074,0.12683202900008306,0.002497266625856997,1,0
bp,minus25,km,10.0,phase_one_at_a_time,33.7999999999999,0.542494062102135,-17.34814697379258,0.12819527806999884,0.041964692852514904,0.12819527806999884,0.002530782766618637,1,0
bp,minus25,km,10.0,phase_one_at_a_time,33.9999999999999,0.5429443229715827,-17.272770957328305,0.12955762066376678,0.0423128220322147,0.12955762066376678,0.0025644308989413375,1,0
bp,minus25,km,10.0,phase_one_at_a_time,34.1999999999999,0.5429048725589644,-17.197527224780515,0.1309186693179015,0.0426600622521313,0.1309186693179015,0.0025982101453523167,1,0
bp,minus25,km,10.0,phase_one_at_a_time,34.3999999999999,0.5432541163508307,-17.122590183535237,0.13227850948996459,0.0430063903365197,0.13227850948996459,0.002632113635377718,1,0
bp,minus25,km,10.0,phase_one_at_a_time,34.5999999999999,0.5434060054793616,-17.04793473176244,0.13363686496741595,0.04335179568719405,0.13363686496741595,0.00266614089684024,1,0
bp,minus25,km,10.0,phase_one_at_a_time,34.7999999999999,0.5435568193580949,-16.973471455472804,0.13499374394540023,0.043696255988812736,0.13499374394540023,0.002700286291720054,1,0
bp,minus25,km,10.0,phase_one_at_a_time,34.9999999999999,0.5434156566173295,-16.89894669131712,0.13634935935123038,0.04403977170001047,0.13634935935123038,0.002734544907210675,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,0.0,0.769731108516351,-20.000000000000057,0.0,0.0,0.0,0.0,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,0.2,0.7697635792559168,-19.998187550785104,2.299701947484805e-06,8.802756645479053e-07,2.299701947484805e-06,1.4015010671762787e-08,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,0.4,0.7628103688936066,-19.996682876309677,7.177833574796774e-06,3.3610401859981517e-06,7.177833574796774e-06,5.1252140017013364e-08,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,0.6,0.7628142996608817,-19.995128424507953,1.4015239381007272e-05,7.59150547032533e-06,1.4015239381007272e-05,1.1099569539533029e-07,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,0.8,0.7697726564959289,-19.993804685376887,2.186536629834405e-05,1.352977086254484e-05,2.186536629834405e-05,1.900101843340063e-07,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,1.0,0.7697724893893669,-19.99253771857053,2.9865675465615698e-05,2.0978387076518253e-05,2.9865675465615698e-05,2.8355863761512513e-07,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,1.2,0.7628167145578152,-19.991046682041457,3.8075569339528516e-05,2.9931109269207847e-05,3.8075569339528516e-05,3.9113920914143294e-07,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,1.4,0.7628185347951937,-19.989504459227504,4.679064720760044e-05,4.0538101286958594e-05,4.679064720760044e-05,5.150024869120146e-07,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,1.6,0.7628186287534491,-19.987981967059767,5.5781614838214724e-05,5.281118528061638e-05,5.5781614838214724e-05,6.548168368733577e-07,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,1.8,0.7697746786413011,-19.986674211287834,6.66744209837609e-05,6.66744209837609e-05,6.47052655702234e-05,8.089176554724963e-07,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,2.0,0.7628154013030204,-19.98521236191624,8.198399535098081e-05,8.198399535098081e-05,7.329557748341388e-05,9.748860153309167e-07,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,2.2,0.7697717858069593,-19.983894435908496,9.880279335628549e-05,9.880279335628549e-05,8.185782438637495e-05,1.1540811040140147e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,2.4,0.7697681187609529,-19.98264941158763,0.00011697342490163691,0.00011697342490163691,8.994521318782391e-05,1.3439351052940248e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,2.6,0.7697652115210888,-19.98139113564136,0.00013643955852983035,0.00013643955852983035,9.767530481727972e-05,1.5439396680464863e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,2.8,0.7697619066199742,-19.980135578699958,0.00015718209691243794,0.00015718209691243794,0.00010514413309077772,1.7541894147475335e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,3.0,0.7697582081464406,-19.978882797476018,0.00017918225973657912,0.00017918225973657912,0.00011241261807032546,1.9746799420772225e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,3.2,0.7697541259272479,-19.977632784265467,0.00020242141179009098,0.00020242141179009098,0.00011952371817251759,2.205360162100525e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,3.4,0.7697496698572006,-19.976385529768947,0.000226880943910761,0.000226880943910761,0.00012650897360894363,2.4462107106113093e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,3.6,0.7697448498134553,-19.975141034575216,0.000252542090521473,0.000252542090521473,0.00013339249621870507,2.6970889209693975e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,3.8,0.7627826656474582,-19.973688511239203,0.0002794367008497093,0.0002794367008497093,0.00014038101196441654,2.95868941356604e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,4.0,0.7697359842478364,-19.97239595363709,0.000307664197552753,0.000307664197552753,0.00014766705598487926,3.232604731399418e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,4.2,0.7697288719755175,-19.971176359631045,0.00033706677238008227,0.00033706677238008227,0.00015472133322223434,3.516031438325058e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,4.4,0.769722612602603,-19.969943488286987,0.00036758383515429386,0.00036758383515429386,0.00016161175690714263,3.808300667644411e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,4.6,0.762758864313731,-19.968502537268506,0.0003992410625078678,0.0003992410625078678,0.00016858899724912587,4.1102300383128634e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,4.8,0.7697110127852483,-19.967221548782817,0.0004321299226625442,0.0004321299226625442,0.00017586891392045806,4.423493723976017e-06,1,0
bp,minus20,kcond,0.1,phase_one_at_a_time,5.0,0.7627453351769619,-19.965802760318013,0.00046613448097655507,0.00046613448097655507,0.0001831243624946339,4.746212961143494e-06,1,0
