t_s,j_A_m2,T_model_C,T_MEA_C,T_min_C,T_max_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,s_ice_pore_max,s_liquid_pore_max,gas_porosity_min,ice_max_x_um,ice_max_layer,water_produced_kg_m2,water_stored_kg_m2,water_initial_kg_m2,water_vapor_kg_m2,water_liquid_pore_kg_m2,water_unfrozen_mem_kg_m2,water_ice_kg_m2,water_out_kg_m2,water_balance_kg_m2,heat_gen_J_m2,heat_phase_J_m2,heat_loss_J_m2,heat_sensible_integral_J_m2,energy_balance_J_m2,H2_balance_mol_m2,O2_balance_mol_m2,model_valid,thermal_iterations_max,ever_invalid,min_gas_porosity_all_steps,min_kappa_all_steps,max_j_over_jlim_all_steps,V_model_V,E_rev_V,eta_act_V,eta_ohm_V,eta_con_V,j_lim_A_m2,j_over_jlim,lambda_mean,lambda_min,kappa_min_S_m,cO2_cCL_mol_m3,active_area_factor,phase_cond_kg_m2,rate_cond_kg_m2_s,phase_evap_kg_m2,rate_evap_kg_m2_s,phase_dep_kg_m2,rate_dep_kg_m2_s,phase_sub_kg_m2,rate_sub_kg_m2_s,phase_frz_kg_m2,rate_frz_kg_m2_s,phase_mlt_kg_m2,rate_mlt_kg_m2_s,phase_frz_pore_kg_m2,rate_frz_pore_kg_m2_s,phase_frz_mem_kg_m2,rate_frz_mem_kg_m2_s,phase_mlt_pore_kg_m2,rate_mlt_pore_kg_m2_s,phase_mlt_mem_kg_m2,rate_mlt_mem_kg_m2_s,heat_adsorption_J_m2,phase_heat_balance_J_m2,ice_balance_kg_m2,ice_to_produced_water_ratio,I_exp_A,I_consistent_25cm2_A,V_exp_V,T_exp_C,V_rel_error_pct,T_rel_error_pct,T_rel_error_K_pct
8.4,610.0,-17.260566178794335,-17.260566178794335,-17.319165437974846,-17.2435030787488,0.001345230185102107,0.001345230185102107,0.0006491282946332672,0.003197599679348959,0.014983005170678477,0.3916,171.75624999999985,cCL,0.00010493859149090526,0.0014872331777579329,0.0013931999999999998,8.40226108399368e-10,7.421748670242802e-05,0.0013986352000262144,1.4379650803181835e-05,1.0905413732992563e-05,2.0332178865892225e-17,498.82190889772664,-22.468583389810533,337.7398816897755,138.61344379417494,-2.3965696982486406e-08,5.7933120106712366e-12,-5.912848335953846e-14,1,3,0,0.3916,0.5282180734297399,0.002084516265207602,0.9869576264096875,1.256299345665564,0.2557317454261878,0.013598441010933892,1.1532818754756663e-05,291884.26598312065,0.002089869414322167,3.0117037037601526,2.8834583398530538,0.5339190797510784,9.984200643652226,0.9902231020976315,0.0,0.0,1.0327279232543076e-07,1.873959993263525e-08,0.0,0.0,8.19701774553734e-12,1.3310484982695808e-12,1.4379659000199588e-05,5.668645649612966e-06,0.0,0.0,1.271986690994252e-05,4.510619339378195e-06,1.659792090257061e-06,1.1580263102347515e-06,0.0,0.0,0.0,0.0,-27.007432424394064,7.105427357601002e-15,-6.776263578034403e-21,0.13702919582666667,19.6,1.5250000000000001,0.606,-19.8512215782306,62.86429478707716,13.05035757737574,1.022766637714513
8.6,660.0,-16.93273155622029,-16.93273155622029,-17.000263786260348,-16.913321367684603,0.0014330226128178149,0.0014330226128178149,0.0007385871113360676,0.0034062814661702276,0.015945031054613173,0.3916,171.75624999999985,cCL,0.00011678499248587851,0.0014988152735032254,0.0013931999999999998,9.189618730362981e-10,8.201872010139125e-05,0.0014011723982714423,1.562323616851868e-05,1.1169718982672385e-05,1.945634679843128e-17,561.6510812569032,-22.71468327554531,383.60538135214165,155.33101660487597,-2.434029511277913e-08,5.939303736324231e-12,-6.109435873868918e-14,1,3,0,0.3916,0.5282180734297399,0.0022551031100690043,0.983622290443899,1.2560065535982055,0.2577764330782391,0.014595338706032444,1.2491370034946845e-05,291976.6715145232,0.002260454565005105,3.0171670936077573,2.8769391400346844,0.5357867203385034,9.97013597057857,0.9895474520978819,0.0,0.0,1.0815747070935432e-07,2.4423391919617902e-08,0.0,0.0,8.509027048648953e-12,1.5600465155580692e-12,1.5623244677545737e-05,6.217928386730768e-06,0.0,0.0,1.3700045552774154e-05,4.90089321415819e-06,1.923199124771572e-06,1.317035172572559e-06,0.0,0.0,0.0,0.0,-27.656179912022143,7.105427357601002e-15,-6.776263578034403e-21,0.13377777260556678,21.4,1.6500000000000001,0.595,-19.8325221554474,65.31467066284019,14.621390948153431,1.1447258293825888
8.8,740.0,-16.56977531035176,-16.56977531035176,-16.644402174965023,-16.54828238013016,0.0015244827839189128,0.0015244827839189128,0.0008374552332057092,0.00362368144501762,0.01695254773336676,0.3916,171.75624999999985,cCL,0.00012984401720474677,0.0015116088147857304,0.0013931999999999998,9.307742923152225e-10,9.0552598230472e-05,0.0014040749542858066,1.6980331495159495e-05,1.1435202419034894e-05,1.8732980661476106e-17,631.5350186560196,-22.925694396532382,434.8523951183732,173.75692911745742,-2.3656639314140193e-08,6.066949026495294e-12,-6.121665674374555e-14,1,3,0,0.3916,0.5282180734297399,0.002525164909280247,0.978189025061904,1.2556838441421792,0.26126105837907726,0.016219737421201492,1.4023279996336786e-05,292060.13329648494,0.0025337247903286708,3.02341721422439,2.869629836992135,0.5378006326532522,9.953859846952659,0.988836025503973,0.0,0.0,1.1355526514574627e-07,2.6988972181959577e-08,0.0,0.0,8.965917177171955e-12,2.2844506426149997e-12,1.6980340461076683e-05,6.7854789176546906e-06,0.0,0.0,1.476047625030805e-05,5.302153487669447e-06,2.2198642107686224e-06,1.4833254299852444e-06,0.0,0.0,0.0,0.0,-28.3064224056603,1.4210854715202004e-14,-1.0164395367051604e-20,0.1307748470873615,23.8,1.85,0.586,-19.8115715300036,66.92645478872082,16.363145219157953,1.2796306660739303
9.0,780.0,-16.197429102183037,-16.197429102183037,-16.28389602373693,-16.172798271010095,0.0016194647297958767,0.0016194647297958767,0.0009458925130941547,0.003849452649859464,0.017974859841301805,0.3916,171.75624999999985,cCL,0.0001440223868995179,0.0015255208454569209,0.0013931999999999998,9.433282260551447e-10,9.973329571465406e-05,0.0014073297224561716,1.8456883957869068e-05,1.1701541442615634e-05,1.8792272967783907e-17,707.9386159271098,-23.098995438758653,491.99597034375336,192.8436501197508,-2.4846997348504374e-08,6.2122459953961595e-12,-6.241361594216954e-14,1,3,0,0.3916,0.5282180734297399,0.0026653312578861794,0.9764292884790805,1.2553504163573639,0.261969502087545,0.016936827724669895,1.4798066068563053e-05,292177.56618275243,0.0026696094782038206,3.0304257589495514,2.864094392838128,0.5403719481003865,9.938453735011917,0.9880906850905653,0.0,0.0,1.1911568203668699e-07,2.780208445470369e-08,0.0,0.0,9.438364452509725e-12,2.362236376688859e-12,1.845689339623354e-05,7.382764675784309e-06,0.0,0.0,1.5904144826261324e-05,5.718342879766392e-06,2.5527485699722e-06,1.6644217960178935e-06,0.0,0.0,0.0,0.0,-28.958399126100936,3.552713678800501e-15,-2.0328790734103208e-20,0.12815288202900108,25.1,1.95,0.576,-19.7886399100623,69.51897369428482,18.147840499402758,1.4174264010125552
9.2,830.0,-15.83982856446545,-15.83982856446545,-15.936530456107846,-15.81243962058926,0.0017176201088432658,0.0017176201088432658,0.001062746995585712,0.004082767075928847,0.018994531180648474,0.3916,171.75624999999985,cCL,0.0001590402653262163,0.0015402714704628568,0.0013931999999999998,9.55651601171292e-10,0.00010931490001588906,0.0014109031706610016,2.0052444134364875e-05,1.1968794863378062e-05,1.8734674727370615e-17,789.2077190701425,-23.234880924223493,554.8193797612678,211.1534583564667,-2.8184558686916716e-08,6.348034944925196e-12,-6.347006253903942e-14,1,3,0,0.3916,0.5282180734297399,0.0028344189633787717,0.9739838689845168,1.2550308080178565,0.26317630471463443,0.017854869590483952,1.5764728221171434e-05,292277.7157165424,0.002839764906350072,3.0381205225258436,2.860538036560093,0.5432586274286597,9.923406001289122,0.9873152476167742,0.0,0.0,1.2483804120169544e-07,2.8611795825042396e-08,0.0,0.0,9.926369267858036e-12,2.44002407674156e-12,2.0052454060734165e-05,7.97780332250316e-06,0.0,0.0,1.713203796099135e-05,6.139465673650152e-06,2.920416099742795e-06,1.8383376488529823e-06,0.0,0.0,0.0,0.0,-29.612256368520224,1.0658141036401503e-14,-2.371692252312041e-20,0.12608407118306925,26.7,2.075,0.568,-19.7641935453112,71.47603327192199,19.855932759658472,1.5487706417950127
9.4,900.0,-15.463641345212238,-15.463641345212238,-15.569041455520278,-15.433806141990317,0.0018186704796317428,0.0018186704796317428,0.001187687786377668,0.004322962870529457,0.020045570492529904,0.3916,171.75624999999985,cCL,0.00017517748872881777,0.0015561404626513494,0.0013931999999999998,9.688482553354418e-10,0.00011960487673961586,0.001414767025007781,2.1767592055697176e-05,1.2237026077486526e-05,1.836706242826225e-17,877.0652648371661,-23.333318604573602,623.3682372350244,230.3637089673242,-3.024388206540607e-08,6.454331860639151e-12,-6.505213034913027e-14,1,3,0,0.3916,0.5282180734297399,0.0030708416416725223,0.970353535992248,1.2546956568490735,0.2651539327977797,0.019171071825150446,1.7116233895354938e-05,292366.9159022494,0.003078323678390848,3.0464406223251093,2.8569024088250967,0.5463073707804729,9.907077863160199,0.986512890332731,0.0,0.0,1.3072583435753238e-07,2.9438965779184508e-08,0.0,0.0,1.0430333674479795e-11,2.519822033108783e-12,2.176760248603087e-05,8.575742126483476e-06,0.0,0.0,1.844550048502814e-05,6.5673126201839165e-06,3.32210200100271e-06,2.008429506299564e-06,0.0,0.0,0.0,0.0,-30.268146652626182,1.0658141036401503e-14,-2.0328790734103208e-20,0.12426021296260467,27.8,2.25,0.559,-19.7383556279195,73.58739463188694,21.65689160378064,1.6868657686585087
9.6,920.0,-15.109604505365496,-15.109604505365496,-15.228335604942345,-15.075529496669333,0.0019223099659350389,0.0019223099659350389,0.0013201843333075405,0.004569312968707009,0.021037682922088182,0.3916,171.75624999999985,cCL,0.0001921542208633464,0.001572847918797801,0.0013931999999999998,9.81774483068326e-10,0.00013034114944026712,0.001418902969230301,2.360281835274993e-05,1.2506302065563467e-05,1.8155304191448673e-17,969.8094641406238,-23.394309397638477,697.7636008134888,248.65155390051126,-2.898536877182778e-08,6.548789288629564e-12,-6.743303831990843e-14,1,3,0,0.3916,0.5282180734297399,0.003143353900946761,0.9703539032520297,1.2543775521503606,0.26459903036195326,0.019407103814988003,1.7514721389627994e-05,292482.17953539634,0.003145490783272357,3.0553466176363067,2.8561882423305764,0.5498944724947353,9.89311491729141,0.9856867374981685,0.0,0.0,1.3678875978064284e-07,3.0314627115552434e-08,0.0,0.0,1.0951263112868947e-11,2.6046471919457697e-12,2.3602829304013057e-05,9.176134089910968e-06,0.0,0.0,1.9845676633743004e-05,7.000880743574343e-06,3.757152670270036e-06,2.175253346336638e-06,0.0,0.0,0.0,0.0,-30.926210322506485,1.7763568394002505e-14,-1.3552527156068805e-20,0.12283268224191368,29.4,2.3000000000000003,0.551,-19.7111325575219,76.10778643412517,23.344818156582434,1.815636290751967
9.8,970.0,-14.78116779545445,-14.78116779545445,-14.908875285059253,-14.7444117695444,0.0020281596569938372,0.0020281596569938372,0.0014589894772225175,0.004820916703099209,0.021956817565638748,0.3916,171.75624999999985,cCL,0.00020978390423381855,0.0015902072631513659,0.0013931999999999998,9.939676773639475e-10,0.00014137505938895565,0.0014232750493039653,2.5556160490767906e-05,1.2776641082470846e-05,1.835350990110618e-17,1066.328566614417,-23.418552485649847,777.3937424158056,265.5162716855161,-2.744548055488849e-08,6.701474444814615e-12,-6.80185074930506e-14,1,3,0,0.3916,0.5282180734297399,0.0033102362586705,0.9682448508919309,1.2540842431346066,0.2655507884779122,0.020270116691543594,1.8487073219925746e-05,292558.42312263034,0.0033155770722533926,3.064761088079168,2.8569032770806913,0.5535474540437991,9.879312475243838,0.984840480522645,0.0,0.0,1.4301253932563674e-07,3.1118897724969325e-08,0.0,0.0,1.1487840669403227e-11,2.682887782671386e-12,2.5556171978608587e-05,9.766713372977599e-06,0.0,0.0,2.13331435758886e-05,7.437334710727936e-06,4.223028402719973e-06,2.329378662249674e-06,0.0,0.0,0.0,0.0,-31.586527557454282,2.1316282072803006e-14,-1.0164395367051604e-20,0.121821359861259,30.9,2.4250000000000003,0.544,-19.6822898265502,77.98618582572257,24.901178035110714,1.9336277696839081
10.0,1020.0,-14.44662388146071,-14.44662388146071,-14.58340440096805,-14.40715673460602,0.002135988541391299,0.002135988541391299,0.00160403173325286,0.005077224961709767,0.022872639726286254,0.3916,171.75624999999985,cCL,0.0002283463750842097,0.0016084982878616606,0.0013931999999999998,1.0066942188635512e-09,0.0001530037180488678,0.0014278655876502622,2.7627975468311972e-05,1.3048087222567316e-05,1.840263781204693e-17,1168.3580027674245,-23.406042175736065,862.235553635938,282.716406922617,-3.3133460419776384e-08,6.8449464846187524e-12,-7.03898744847109e-14,1,3,0,0.3916,0.5282180734297399,0.0034802518814467266,0.9662915661465722,1.2537854950173026,0.2663643472243422,0.021110119565853028,1.9462080535166414e-05,292633.2733068266,0.003485591328948188,3.074645968239152,2.8577668608187814,0.5573174497430892,9.865269420486392,0.9839764115104341,0.0,0.0,1.4939798398191417e-07,3.192722328138727e-08,0.0,0.0,1.2040199584877476e-11,2.7617945773712553e-12,2.7627987508511563e-05,1.0359077649514914e-05,0.0,0.0,2.2908490008506486e-05,7.876732163089466e-06,4.719497500005063e-06,2.4823454864254566e-06,0.0,0.0,0.0,0.0,-32.249209731511215,2.1316282072803006e-14,-6.776263578034403e-21,0.12099152201616213,32.7,2.5500000000000003,0.538,-19.6517115275147,79.60809779676062,26.48668864676879,2.0533028753047975
10.2,1060.0,-14.118073669807757,-14.118073669807757,-14.264807814466565,-14.075504406262269,0.0022455816750342225,0.0022455816750342225,0.00175497272580093,0.0053377268244217315,0.023774249650032896,0.3916,171.75624999999985,cCL,0.00024774835466652813,0.0016276276692848172,0.0013931999999999998,1.0196706102644431e-09,0.00016514288072227892,0.0014326640271904566,2.981974170147184e-05,1.3320685381729308e-05,1.857035033560328e-17,1275.3295993024788,-23.35639679923741,952.3026306498307,299.6705718219156,-3.1495119401370175e-08,6.966342433467609e-12,-7.203439233993691e-14,1,3,0,0.3916,0.5282180734297399,0.003617058903482112,0.9650646597470144,1.253491555284833,0.2666806050815751,0.02172604313275153,2.0247323491880064e-05,292710.19030979794,0.00362132933902342,3.08497852538858,2.8596675072118205,0.5613102520581073,9.851787722489114,0.9830965454295946,0.0,0.0,1.5595062857262058e-07,3.276322295353213e-08,0.0,0.0,1.2608849106666215e-11,2.843247608943704e-12,2.9819754310320955e-05,1.0958834009047002e-05,0.0,0.0,2.4571799699766408e-05,8.316548456299637e-06,5.247954610554529e-06,2.6422855527473382e-06,0.0,0.0,0.0,0.0,-32.91435453729413,3.197442310920451e-14,-6.776263578034403e-21,0.12036302619086824,34.1,2.65,0.531,-19.6194645915181,81.74475701450365,28.040474275168076,2.169912556231794
10.4,1130.0,-13.770216038728677,-13.770216038728677,-13.924314715313585,-13.725702457346472,0.0023567747792675718,0.0023567747792675718,0.0019115710483934806,0.0056020318023949885,0.02471012271847209,0.3916,171.75624999999985,cCL,0.00026817640047675773,0.0016477819175872974,0.0013931999999999998,1.03487295298767e-09,0.00017798534059624405,0.0014376646690811882,3.2130873036912165e-05,1.3594482889479114e-05,1.9014195599964534e-17,1388.4187642715651,-23.269935160965836,1047.615745263079,317.53308381670263,-3.081777322222479e-08,7.076046346088383e-12,-7.308823685159282e-14,1,3,0,0.3916,0.5282180734297399,0.003852224171257181,0.9621648737789578,1.253182007658667,0.2680676512731107,0.02292787087068432,2.1611735914306887e-05,292769.17693809385,0.0038596959277545084,3.095746488116253,2.860860438864865,0.5653227130500108,9.836735703352472,0.9822024494780469,0.0,0.0,1.626825535894042e-07,3.3659625083917904e-08,0.0,0.0,1.3194132884706172e-11,2.9264188901997686e-12,3.213088623104506e-05,1.1555659603620452e-05,0.0,0.0,2.6322993217356077e-05,8.755967587948298e-06,5.8078930136889595e-06,2.7996920156721397e-06,0.0,0.0,0.0,0.0,-33.58205503677402,7.105427357601002e-15,-6.776263578034403e-21,0.1198124554576415,35.9,2.825,0.525,-19.5855556675234,83.26949976742051,29.69198182330701,2.2934365439539253
10.6,1170.0,-13.415087339412196,-13.415087339412196,-13.58021379585972,-13.367058567273261,0.0024693870071368744,0.0024693870071368744,0.0020737030362417246,0.005869710024095256,0.02566926953819878,0.3916,171.75624999999985,cCL,0.0002896305125148984,0.0016689609120280947,0.0013931999999999998,1.060067385773922e-09,0.00019152478548561502,0.0014428760589452654,3.455900752982829e-05,1.386960048682313e-05,1.9607118663042544e-17,1507.6178019595422,-23.14776647357101,1148.5441380681377,335.92589737936186,-3.8471625884994864e-08,7.227343723492652e-12,-7.534597945557664e-14,1,3,0,0.3916,0.5282180734297399,0.003990920670821116,0.9612340895224387,1.2528641361321937,0.26811418089323313,0.023493462804203866,2.240291231802472e-05,292852.2254388816,0.003995189035174942,3.1069682578494087,2.8629947381010044,0.5697032030178751,9.822313757909924,0.9812957554112639,0.0,0.0,1.6967882991733042e-07,3.498138163963125e-08,0.0,0.0,1.3797762702571455e-11,3.0181490893264284e-12,3.4559021327591005e-05,1.214067548272978e-05,0.0,0.0,2.8160502429437513e-05,9.187546060407212e-06,6.398518898153471e-06,2.9531294223225675e-06,0.0,0.0,0.0,0.0,-34.25241981632164,-7.105427357601002e-15,-1.3552527156068805e-20,0.11932101776759656,37.4,2.9250000000000003,0.52,-19.5499304519921,84.8527095235459,31.380383309521058,2.4191015103087525
10.8,1260.0,-13.026100489241514,-13.026100489241514,-13.198053120467705,-12.976549931777015,0.002583229405048495,0.002583229405048495,0.002240954945307469,0.006140312348582113,0.026687383235111634,0.3916,171.75624999999985,cCL,0.00031229724827693374,0.0016913508184751235,0.0013931999999999998,1.1357312525657484e-09,0.00020594782295865006,0.0014483003926993613,3.710146708585955e-05,1.4146429801829508e-05,1.944279427127521e-17,1634.115781172969,-22.991864412861894,1255.209406671808,355.91451004604016,-4.2259216570528224e-08,7.382101874231495e-12,-7.624109676918067e-14,1,3,0,0.3916,0.5282180734297399,0.004292074205079156,0.9576725084612541,1.2525187342816606,0.26979895406628496,0.02502311034999349,2.41614041280707e-05,292909.07843864016,0.004301676160795235,3.1186485630907863,2.8638243996291184,0.5740925949514756,9.805229878651746,0.9803781868431906,0.0,0.0,1.7733900475706371e-07,3.830087419866628e-08,0.0,0.0,1.4420518092196745e-11,3.1137769481264342e-12,3.710148150637765e-05,1.2712300893933172e-05,0.0,0.0,3.0083055852924736e-05,9.612767117436063e-06,7.018425653452889e-06,3.099533776497075e-06,0.0,0.0,0.0,0.0,-34.925530269516734,-2.1316282072803006e-14,-1.3552527156068805e-20,0.11880177392072097,39.6,3.15,0.513,-19.5123469549534,86.68080086964017,33.24175446801026,2.5572884734743684
11.0,1310.0,-12.613280270227392,-12.613280270227392,-12.797568593835194,-12.559893418957756,0.0026979816709409785,0.0026979816709409785,0.0024131394838536224,0.0064130774208247645,0.02775580363309522,0.3916,171.75624999999985,cCL,0.0003362698865108559,0.0017150435849511705,0.0013931999999999998,1.2682915731445607e-09,0.00022133423857531375,0.0014539561246217471,3.9751953462536666e-05,1.4426301559705372e-05,2.010856216781709e-17,1768.4775218389805,-22.807672953093512,1368.3181879672604,377.35166087855697,-4.00696080760099e-08,7.513111660584215e-12,-7.67476360241659e-14,1,3,0,0.3916,0.5282180734297399,0.004465565866191951,0.9566152273826268,1.2521494690467314,0.2697942724912897,0.0257148148779119,2.5154294903067274e-05,293005.97935548506,0.004470898521871673,3.1308271417350277,2.8654147386819275,0.5790035049542667,9.788447997494943,0.9794524773504908,0.0,0.0,1.869661634721208e-07,4.813579357528562e-08,0.0,0.0,1.5149292739779564e-11,3.6438732379141074e-12,3.9751968611829415e-05,1.3252435527258858e-05,0.0,0.0,3.208604094065178e-05,1.001492543863525e-05,7.665927671177612e-06,3.2375100886236277e-06,0.0,0.0,0.0,0.0,-35.601471346283574,-1.7763568394002505e-14,-6.776263578034403e-21,0.11821443149430907,40.5,3.275,0.511,-19.4731881161943,87.2045454760522,35.227451226962,2.704191918459235
11.2,1340.0,-12.237952031583632,-12.237952031583632,-12.435460964830725,-12.179612477125602,0.002813312938928977,0.002813312938928977,0.002589047579258485,0.0066872187756809535,0.028751937437824848,0.3916,171.75624999999985,cCL,0.0003609887547287133,0.0017394804725305753,0.0013931999999999998,1.2900593189494393e-09,0.00023713686842488483,0.0014598359523863896,4.250636165998203e-05,1.4708282198156346e-05,1.8500893633928428e-17,1907.1657625743217,-22.593808393917683,1487.6216108218564,396.9503433131594,-4.538810571830254e-08,7.673039287281469e-12,-7.77572450871844e-14,1,3,0,0.3916,0.5282180734297399,0.0045686316902138965,0.9565570629041431,1.251812711545255,0.2692195490894678,0.026010338484799153,2.5761066844998713e-05,293099.24520032946,0.004571830265492931,3.1434882695658692,2.870027776626014,0.584337420365166,9.773751268713657,0.9785214924652088,0.0,0.0,1.9741701666459002e-07,5.2254265962346287e-08,0.0,0.0,1.607357805153603e-11,4.621426558782348e-12,4.250637773356009e-05,1.3772045608653428e-05,0.0,0.0,3.4167625632320994e-05,1.0407923458346115e-05,8.338752101239063e-06,3.3641221503072627e-06,0.0,0.0,0.0,0.0,-36.280347918081084,-3.552713678800501e-15,-1.3552527156068805e-20,0.11774982212929594,41.9,3.35,0.507,-19.4329621612014,88.67003213099468,37.02477301161457,2.8358403483289845
11.4,1430.0,-11.842136196232957,-11.842136196232957,-12.046776167392181,-11.78271091293766,0.0029290242298090066,0.0029290242298090066,0.0027682751869941365,0.006962263441428587,0.029766809613260132,0.3916,171.75624999999985,cCL,0.0003868269679224744,0.001765035186445564,0.0013931999999999998,1.3130530027080566e-09,0.00025374431545406134,0.0014659245332002582,4.536502473824181e-05,1.4991781476928207e-05,1.7945240020529607e-17,2052.584606294161,-22.34896407214927,1612.8263443456929,417.4092978246053,-5.171341399545781e-08,7.842362176324613e-12,-7.868185269988004e-14,1,3,0,0.3916,0.5282180734297399,0.00486843624814952,0.9535052833036796,1.2514611591931308,0.27049002623685964,0.027438317247925326,2.753240466626676e-05,293151.1120316025,0.004878030276227785,3.1565989086999537,2.8733470433351664,0.5895316883276768,9.756585468857214,0.9775870473261158,0.0,0.0,2.0816799538623408e-07,5.3754893608219985e-08,0.0,0.0,1.7028001314692496e-11,4.7721163157823035e-12,4.536504176624313e-05,1.429332016341512e-05,0.0,0.0,3.632749512701374e-05,1.0799347473463684e-05,9.037546639229364e-06,3.493972689951486e-06,0.0,0.0,0.0,0.0,-36.962273766357875,1.0658141036401503e-14,-6.776263578034403e-21,0.11727472099963207,43.8,3.575,0.504,-19.3910488519049,89.18755621104754,38.92988312971202,2.9748360093379937
11.6,1440.0,-11.46717354701974,-11.46717354701974,-11.687170859066327,-11.401271096237906,0.003044696437251808,0.003044696437251808,0.0029504019030971835,0.007237215206208243,0.03073359137564104,0.3916,171.75624999999985,cCL,0.00041359796859615416,0.001791521092249892,0.0013931999999999998,1.3360443666634695e-09,0.00027097213573742187,0.0014722279965648265,4.831962390327727e-05,1.5276876346279097e-05,1.72150976199964e-17,2203.512896581464,-22.076104442480535,1744.291880590779,437.14491149070733,-5.7496890804031864e-08,7.973535026684075e-12,-7.953533665006063e-14,1,3,0,0.3916,0.5282180734297399,0.004909360096993922,0.954569276570296,1.2511235651435666,0.2692118541936283,0.027314678141613553,2.7756238028667228e-05,293253.5954902845,0.0049104257275771656,3.17017225789153,2.879441451469087,0.5953414672328651,9.742523551497344,0.9766526495122975,0.0,0.0,2.1924877110268305e-07,5.540387858224505e-08,0.0,0.0,1.8015681472647568e-11,4.938400789775376e-12,4.8319641918958766e-05,1.4773000763578234e-05,0.0,0.0,3.85594489654441e-05,1.1159769192151831e-05,9.760192953514636e-06,3.6132315714263767e-06,0.0,0.0,0.0,0.0,-37.647364009653465,1.4210854715202004e-14,-2.0328790734103208e-20,0.1168275174737562,45.4,3.6,0.501,-19.3473300657778,90.53278973459003,40.7299430565706,3.1048359423485787
11.8,1500.0,-11.120857034802498,-11.120857034802498,-11.349406799293149,-11.052555751816499,0.0031602082943709532,0.0031602082943709532,0.0031346254052705483,0.007511785819755058,0.03163694922731145,0.3916,171.75624999999985,cCL,0.0004410219205057777,0.0018186583706290417,0.0013931999999999998,1.3574027817358491e-09,0.0002885642669346027,0.0014787213500677176,5.1371396223939977e-05,1.556354987675257e-05,1.6723818510588906e-17,2358.2075838335963,-21.774770418528814,1881.2306298968879,455.2021834544535,-6.372624739015009e-08,8.088217595680902e-12,-8.1303019872081e-14,1,3,0,0.3916,0.5282180734297399,0.005107811371795436,0.9530374205984334,1.2508147712158506,0.26960772626068685,0.028140674794443245,2.8949562287013873e-05,293300.7683628289,0.005114204126954141,3.18415450057648,2.886335930356881,0.6010296126223881,9.728171524115414,0.9757194251329482,0.0,0.0,2.3062582929430793e-07,5.68852909581241e-08,0.0,0.0,1.903337569473368e-11,5.0884711104305244e-12,5.1371415257315696e-05,1.5258866691784565e-05,0.0,0.0,4.086562824401072e-05,1.1530896392833021e-05,1.0505787013304948e-05,3.7279702989515362e-06,0.0,0.0,0.0,0.0,-38.3356560421602,1.4210854715202004e-14,-2.710505431213761e-20,0.11648263688350378,47.1,3.75,0.498,-19.3019396153692,91.37297602378182,42.38476932158933,3.22282650817608
12.0,1540.0,-10.774949823265558,-10.774949823265558,-11.014129123019188,-10.702911379020293,0.0033209486672339298,0.003275352717293534,0.0033209486672339298,0.007785483045622852,0.03253303125125357,0.3916,164.89999999999992,PEM,0.00046937865989532,0.0018467268159974687,0.0013931999999999998,1.3794384782989484e-09,0.00030680845553554634,0.0014854012118312547,5.451576919218972e-05,1.5851843897868294e-05,1.7232038278941486e-17,2518.4628341774314,-21.446597738351404,2023.662489274248,473.3537470983453,-6.648679118370637e-08,8.220320257823488e-12,-8.341764778929672e-14,1,3,0,0.3916,0.5282180734297399,0.005245269643432018,0.9525571998563135,1.2505052058439714,0.2693471657534592,0.02857108295078109,2.9757283417713787e-05,293359.5610145187,0.005249530626083066,3.1985383545031323,2.8935699915230826,0.6068619845756408,9.714387557170912,0.974789148062303,0.0,0.0,2.423035251782122e-07,5.838847941952159e-08,0.0,0.0,2.008164221926567e-11,5.241332622659982e-12,5.451578927383197e-05,1.5721870082581424e-05,0.0,0.0,4.3242623493692375e-05,1.188497624840833e-05,1.127316578013955e-05,3.836893834173027e-06,0.0,0.0,0.0,0.0,-39.027249323814836,1.0658141036401503e-14,-2.710505431213761e-20,0.11614454139084153,48.3,3.85,0.495,-19.2551373840846,92.43579795077041,44.04116881465811,3.340039051379947
12.2,1620.0,-10.40318543489883,-10.40318543489883,-10.649508584071555,-10.329857922338192,0.00350910149554654,0.003389892104823498,0.00350910149554654,0.008057742107971232,0.03345960285046707,0.3916,164.89999999999992,PEM,0.0004988547442607652,0.0018759129428236334,0.0013931999999999998,1.4035213781188443e-09,0.00032589914761692676,0.0014922657443301626,5.7746647355166053e-05,1.61418014371498e-05,1.8180715179866302e-17,2685.4827948546986,-21.093730838635814,2171.6423922338518,492.7466717104393,-7.177141014835797e-08,8.367036230527702e-12,-8.417225250134663e-14,1,4,0,0.3916,0.5282180734297399,0.005513021101652466,0.9503393740171411,1.2501747653397077,0.27009445658035847,0.02970958682103051,3.1347921177687986e-05,293396.3012612392,0.00552154199980032,3.2133198628987136,2.8995139927426505,0.6126400064409033,9.698551279935229,0.9738638067689651,0.0,0.0,2.5429092859300847e-07,5.993701707398152e-08,0.0,0.0,2.1161366235125913e-11,5.398620079301227e-12,5.774666851653232e-05,1.6154396213501805e-05,0.0,0.0,4.5686048903928185e-05,1.2217127051179092e-05,1.2060619612604083e-05,3.93726916232268e-06,0.0,0.0,0.0,0.0,-39.72223217142112,7.105427357601002e-15,-2.710505431213761e-20,0.11575844074759421,50.9,4.05,0.493,-19.2063637815846,92.76660730570813,45.83469545196479,3.46658749861887
