model,condition,kf_s_inv,j0_A_m2,training_objective,t_s,j_A_m2,T_model_C,T_MEA_C,T_min_C,T_max_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,s_ice_pore_max,s_liquid_pore_max,gas_porosity_min,ice_max_x_um,ice_max_layer,water_produced_kg_m2,water_stored_kg_m2,water_initial_kg_m2,water_vapor_kg_m2,water_liquid_pore_kg_m2,water_unfrozen_mem_kg_m2,water_ice_kg_m2,water_out_kg_m2,water_balance_kg_m2,heat_gen_J_m2,heat_phase_J_m2,heat_loss_J_m2,heat_sensible_integral_J_m2,energy_balance_J_m2,H2_balance_mol_m2,O2_balance_mol_m2,model_valid,thermal_iterations_max,ever_invalid,min_gas_porosity_all_steps,min_kappa_all_steps,max_j_over_jlim_all_steps,V_model_V,E_rev_V,eta_act_V,eta_ohm_V,eta_con_V,j_lim_A_m2,j_over_jlim,lambda_mean,lambda_min,kappa_min_S_m,cO2_cCL_mol_m3,active_area_factor,phase_cond_kg_m2,rate_cond_kg_m2_s,phase_evap_kg_m2,rate_evap_kg_m2_s,phase_dep_kg_m2,rate_dep_kg_m2_s,phase_sub_kg_m2,rate_sub_kg_m2_s,phase_frz_kg_m2,rate_frz_kg_m2_s,phase_mlt_kg_m2,rate_mlt_kg_m2_s,phase_frz_pore_kg_m2,rate_frz_pore_kg_m2_s,phase_frz_mem_kg_m2,rate_frz_mem_kg_m2_s,phase_mlt_pore_kg_m2,rate_mlt_pore_kg_m2_s,phase_mlt_mem_kg_m2,rate_mlt_mem_kg_m2_s,heat_adsorption_J_m2,phase_heat_balance_J_m2,ice_balance_kg_m2,ice_to_produced_water_ratio,I_exp_A,I_consistent_25cm2_A,V_exp_V,T_exp_C,V_rel_error_pct,T_rel_error_pct,T_rel_error_K_pct
main,minus25,1.0,161.21689292240654,0.7520104932836366,34.3999999999999,3062.70627062706,-3.638432589343779,-3.638432589343779,-4.0981170971734855,-3.4712716847382694,0.049550273968722525,0.01980985089485703,0.049550273968722525,0.04708783193453061,0.0713910529658996,0.3708734899416396,164.39999999999992,PEM,0.005529120876019787,0.0068650165334134,0.0013931999999999998,2.2502332826141424e-08,0.003191667389768115,0.0024322934953032453,0.0012410331460092133,5.7304342606401676e-05,1.4629953064976275e-17,32272.891980652515,270.69154516060473,31358.909856228336,1184.673669508547,-7.623748388141394e-08,3.718525487528268e-12,-4.2743586448068527e-14,1,4,0,0.3708734899416396,0.4794799777114091,0.010931901895098446,0.9365909633663198,1.244090990878911,0.2770849549005742,0.030351308147447114,6.3764464569958e-05,280571.85886553844,0.010915942471959865,5.2374967599122435,4.444475614144789,1.1498670935544364,9.412461317395673,0.8487492950098267,0.0,0.0,5.335738367761836e-06,4.284139713356061e-07,0.0,0.0,4.88429540860333e-10,4.12493085385218e-11,0.0012410336344387542,5.495569746648524e-05,0.0,0.0,0.0009226476262899685,4.18042542873823e-05,0.0003183860081487868,1.3151443179102945e-05,0.0,0.0,0.0,0.0,-129.97654535481226,1.1368683772161603e-13,0.0,0.22445397267252146,92.8,7.65676567656765,0.644,-17.7713730337817,45.43337940470803,79.52644074024295,5.534112471482368
main,minus25,1.0,161.21689292240654,0.7520104932836366,34.5999999999999,3062.70627062706,-3.6447318714994026,-3.6447318714994026,-4.102628002615575,-3.4778910676301393,0.04989272943266817,0.019892032422232687,0.04989272943266817,0.047283176663258104,0.07156819806761629,0.3707166281769118,164.39999999999992,PEM,0.005586257957298003,0.006921633381384762,0.0013931999999999998,2.248927918378798e-08,0.0032272237787253607,0.0024422239415158283,0.0012521631718643892,5.7824575913255454e-05,1.502297635250227e-17,32605.728825339145,273.10397115286287,31694.619447846344,1184.2133485718336,-7.382914191111922e-08,3.67095243092308e-12,-4.288236432614667e-14,1,4,0,0.3707166281769118,0.4794799777114091,0.010931901895098446,0.9366528996229142,1.2440967840496246,0.2771452169674235,0.030234867467198646,6.379999208827491e-05,280409.6317178521,0.01092225774080668,5.258880149689554,4.462063067895643,1.1548592449725184,9.4125937198655,0.8481472384525893,0.0,0.0,5.421362767979638e-06,4.2812200108900337e-07,0.0,0.0,4.966734225266369e-10,4.121940833151857e-11,0.0012521636685378118,5.5650170495287204e-05,0.0,0.0,0.0009311185860201313,4.2354798650813155e-05,0.0003210450825176816,1.3295371844473778e-05,0.0,0.0,0.0,0.0,-131.06301437759214,1.7053025658242404e-13,-2.168404344971009e-19,0.2241506177187069,92.8,7.65676567656765,0.644,-17.7100291967992,45.442996835856235,79.41995560256824,5.506302432259578
main,minus25,1.0,161.21689292240654,0.7520104932836366,34.7999999999999,3062.70627062706,-3.6498862566163552,-3.6498862566163552,-4.105983907753512,-3.4834051633937406,0.05023856574040059,0.019974565038155218,0.05023856574040059,0.04747935592620684,0.07174436087442652,0.3705598291145905,164.39999999999992,PEM,0.0056433950385762184,0.006978248433005567,0.0013931999999999998,2.2477718991009722e-08,0.0032626777515504645,0.002452111610643618,0.0012634365930924941,5.834660557066551e-05,1.4677386910022516e-17,32938.526942492106,275.5597392315155,32030.255828909845,1183.8308527421611,-7.161361281760037e-08,3.654798685914784e-12,-4.232725281383409e-14,1,4,0,0.3705598291145905,0.4794799777114091,0.010931901895098446,0.936716836740746,1.2441015848624897,0.2772010634720414,0.03011984883103201,6.383581867023503e-05,280247.4234112589,0.010928579586377087,5.280171426881176,4.4793303251009755,1.1597718313463568,9.412662601389805,0.8475428968977129,0.0,0.0,5.506921029605814e-06,4.277913081308873e-07,0.0,0.0,5.049104712730983e-10,4.118524373230787e-11,0.0012634370980029656,5.6367147325770064e-05,0.0,0.0,0.0009397029661057094,4.2921900427891385e-05,0.0003237341318972572,1.344524689787841e-05,0.0,0.0,0.0,0.0,-132.15414337394802,1.7053025658242404e-13,-2.168404344971009e-19,0.22387881487227035,92.8,7.65676567656765,0.644,-17.6489579867738,45.45292495974317,79.31953682845415,5.479066394348707
main,minus25,1.0,161.21689292240654,0.7520104932836366,34.9999999999999,3072.60726072607,-3.6462493555377478,-3.6462493555377478,-4.100389426720142,-3.4805486329193513,0.05058757321722344,0.02005738811950722,0.05058757321722344,0.047676225622788726,0.07192764295891656,0.3703997448189746,164.39999999999992,PEM,0.0057006244750504665,0.007034954036313807,0.0013931999999999998,2.2474660345539857e-08,0.0032981285979933775,0.0024619581338372453,0.0012748448298228394,5.887043873667524e-05,1.633079522306291e-17,33271.891222822574,278.055951736348,32365.896954921427,1184.0502195659367,-7.1559043135494e-08,3.615829857750441e-12,-4.1217029789208937e-14,1,4,0,0.3703997448189746,0.4794799777114091,0.010965878436467406,0.9365621301942199,1.2440989537297742,0.27737247221764844,0.030100269787774664,6.408153013112514e-05,280084.2317155138,0.010970297192049597,5.301374103870038,4.4957827688796845,1.1646041252110668,9.412254747449367,0.8469367165213171,0.0,0.0,5.592430428374805e-06,4.2754699384495103e-07,0.0,0.0,5.131425903612909e-10,4.1160595440962525e-11,0.00127484534296543,5.704122481232145e-05,0.0,0.0,0.0009483943080403827,4.345670967336588e-05,0.00032645103492504827,1.3584515138955033e-05,0.0,0.0,0.0,0.0,-133.24992456513846,1.1368683772161603e-13,-4.336808689942018e-19,0.2236324871779163,93.1,7.681518151815175,0.644,-17.5879985360918,45.428902204071406,79.26853730368813,5.4553294702236785
main,minus20,3.0,173.00861582258955,0.7659556193189342,0.0,60.0,-20.0,-20.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.3916,9.375,aGDL,0.0,0.0013931999999999998,0.0013931999999999998,0.0,0.0,0.0013931999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3916,0.5321551728569524,0.0,1.0938864724469688,1.2587389137358707,0.16343833008376615,0.0014129888211639012,1.1223839719215878e-06,291556.44395714183,0.0002057920558559833,3.0000000000000004,3.0,0.5321551728569524,10.109491615449995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15,0.799,-19.9953547791121,36.906942734288954,0.023231500212010894,0.0018349340909184623
main,minus20,3.0,173.00861582258955,0.7659556193189342,0.2,60.0,-19.93214171645016,-19.93214171645016,-19.934774972977664,-19.929553218808366,5.875301934269702e-06,2.8853041983490385e-06,5.875301934269702e-06,6.85834133194447e-06,0.0002312568895823635,0.3916,164.39999999999992,PEM,1.11934497590299e-06,0.0013940753116985104,0.0013931999999999998,7.21442182929903e-10,1.0535937249154402e-06,0.001392975637806606,4.535872480612363e-08,2.4403327739297964e-07,5.325190260269379e-19,4.631365367352659,-0.5967551283444495,0.737068810376299,3.29754142906903,4.3711934072376835e-10,5.635686958337799e-14,-3.0676822844119545e-16,1,3,0,0.3916,0.5313257775469306,0.000205808624489041,1.0941451235398025,1.258680533210685,0.16312276195105097,0.001411524995843573,1.1227239880871367e-06,291543.5469563477,0.0002058011594713283,2.9995168772752074,2.993265393120673,0.5313257775469306,10.105240680711347,0.9999766182524841,0.0,0.0,9.686921410466506e-10,4.843460705233253e-09,0.0,0.0,5.912122473485498e-14,2.9560612367427487e-13,4.535878392734837e-08,2.2679391963674183e-07,0.0,0.0,2.921811662025761e-08,1.4609058310128804e-07,1.614066730709076e-08,8.07033365354538e-08,0.0,0.0,0.0,0.0,-0.609464920784094,0.0,0.0,0.04052256076776702,2.1,0.15,0.799,-19.9953547791121,36.93931458570744,0.3161387400236174,0.02497013736673927
main,minus20,3.0,173.00861582258955,0.7659556193189342,0.4,70.0,-19.87565486987606,-19.87565486987606,-19.877643556898732,-19.873631533872157,1.8582463717522995e-05,1.0399540205023277e-05,1.8582463717522995e-05,2.471961066085875e-05,0.00047210744972219035,0.3916,164.39999999999992,PEM,2.331968699797896e-06,0.0013950530626309437,0.0013931999999999998,7.233360653669055e-10,2.106170457918621e-06,0.001392789061940198,1.57106896761795e-07,4.789060688538516e-07,-1.9958213819679452e-19,9.69307968175371,-1.1466626515383056,2.383590148935298,6.162826878917423,-2.3626833822731896e-09,8.671958550560133e-14,9.559952655890935e-17,1,3,0,0.3916,0.53099595706625,0.0002358015967559075,1.0874123589149554,1.258629943568378,0.16957099546492152,0.0016452790938533829,1.3100946475846585e-06,291558.6702797746,0.00024008889851510583,2.99911512045693,2.9891399752331065,0.53099595706625,10.102751841328669,0.9999169770413464,0.0,0.0,1.943736394935378e-09,4.875221269443637e-09,0.0,0.0,1.3831827629312882e-13,3.9598525779136913e-13,1.5710703508007132e-07,5.587412557636147e-07,0.0,0.0,1.0374865367416577e-07,3.726526852695408e-07,5.335838140590554e-08,1.8608857049407386e-07,0.0,0.0,0.0,0.0,-1.1942138255150112,0.0,-5.293955920339377e-23,0.06737092859583017,2.0,0.17500000000000002,0.8,-19.9939052077991,35.92654486436941,0.5914319223485868,0.04671044480288112
main,minus20,3.0,173.00861582258955,0.7659556193189342,0.6,70.0,-19.826901314824653,-19.826901314824653,-19.828313032058986,-19.82536567260746,3.6558369067611e-05,2.2821040180889212e-05,3.6558369067611e-05,5.424540095290994e-05,0.0007219368744704908,0.3916,164.39999999999992,PEM,3.6378711716847174e-06,0.001396124105789071,0.0013931999999999998,7.272672808078692e-10,3.1621280254771236e-06,0.0013926297925560762,3.31457940237167e-07,7.137653826145724e-07,1.0035222842595323e-18,15.187561621958862,-1.6756572558753242,4.855819935741816,8.656084426223634,-4.118088092752714e-09,1.0801328906816232e-13,3.55726732792494e-16,1,3,0,0.3916,0.5308411229071369,0.00024008602554912082,1.0876045877933442,1.2585858687368856,0.1693359969224944,0.0016439737296438525,1.3102914032290557e-06,291572.13930443826,0.00024007780773220973,2.9987721631267794,2.986139057202275,0.5308411229071369,10.100706933679799,0.9998202074519169,0.0,0.0,2.9301745886297034e-09,4.9321909684716276e-09,0.0,0.0,2.1790500413680198e-13,3.979336392183659e-13,3.3145815814217116e-07,8.717556153104994e-07,0.0,0.0,2.2468340531941646e-07,6.046737582262535e-07,1.0677475282275472e-07,2.6708185708424594e-07,0.0,0.0,0.0,0.0,-1.7789056435043586,0.0,0.0,0.09111316058057853,2.0,0.17500000000000002,0.8,-19.992502715072,35.950573474168024,0.8283175078550966,0.06541437722500593
main,minus20,3.0,173.00861582258955,0.7659556193189342,0.8,60.0,-19.79818762019289,-19.79818762019289,-19.801607971019536,-19.796937914154796,5.746483413467779e-05,3.9828471159646595e-05,5.746483413467779e-05,9.467190672604372e-05,0.000941816051538051,0.3916,164.39999999999992,PEM,4.850494895579623e-06,0.0013971018748753982,0.0013931999999999998,7.344263428875282e-10,4.051080092607862e-06,0.0013924933828258538,5.566775305939154e-07,9.486200201819987e-07,7.955756957086016e-19,20.24471213751538,-2.1876784921060746,7.901424133285419,10.155609506917967,-5.2059174748819714e-09,1.5242288767952639e-13,4.91035163918685e-16,1,3,0,0.3916,0.5308192002971183,0.00024008602554912082,1.0946759272911948,1.2585593128275074,0.16247376355300067,0.0014084987983027752,1.1231850091989505e-06,291581.36111439334,0.00020577446984500758,2.9984784298575664,2.98467843394027,0.530826253820794,10.099695934670468,0.9996900701735406,0.0,0.0,3.940022764598769e-09,5.049240879845327e-09,0.0,0.0,2.977927838318888e-13,3.99438898475434e-13,5.566778283866992e-07,1.1260983512226396e-06,0.0,0.0,3.8733184947142603e-07,8.132422207600476e-07,1.693459789152732e-07,3.128561304625922e-07,0.0,0.0,0.0,0.0,-2.363535314918749,8.881784197001252e-16,0.0,0.11476716140887593,2.1,0.15,0.8,-19.991066017965,36.83449091139934,0.9648229744165642,0.07618865932884526
main,minus20,3.0,173.00861582258955,0.7659556193189342,1.0,60.0,-19.782859573122153,-19.782859573122153,-19.78705637519292,-19.781461577612674,7.915172253726368e-05,6.0731731219325824e-05,7.915172253726368e-05,0.00014435876210916525,0.0011332695898816799,0.3916,164.39999999999992,PEM,5.969839871482614e-06,0.0013979863593786843,0.0013931999999999998,7.455722122089226e-10,4.7943289123622004e-06,0.0013923734048739886,8.178800201213569e-07,1.1834804927997405e-06,1.6027980944419498e-18,24.868165842650413,-2.6877203878173757,11.235087976516164,10.94535746967804,-8.63883364843332e-09,1.653901082927789e-13,-7.139471305817047e-17,1,3,0,0.3916,0.5308192002971183,0.00024008602554912082,1.0947315951794694,1.258545366809235,0.162404413139843,0.0014082352339715898,1.123255951152772e-06,291581.08823080873,0.00020577466242428387,2.9982200794013543,2.983992934860163,0.5308368722892817,10.099110104304373,0.9995328899617504,0.0,0.0,4.9875383769933144e-09,5.237578061972728e-09,0.0,0.0,3.7783534203824703e-13,4.002127910317912e-13,8.17880397956699e-07,1.3060128478499995e-06,0.0,0.0,5.838000488815807e-07,9.823409970507733e-07,2.340803490751183e-07,3.2367185079922564e-07,0.0,0.0,0.0,0.0,-2.948095371999022,4.440892098500626e-16,0.0,0.13700200302327972,2.0,0.15,0.8,-19.9896333486865,36.84144939743367,1.0344050436419534,0.0816769932432369
main,minus20,3.0,173.00861582258955,0.7659556193189342,1.2,70.0,-19.763396009591474,-19.763396009591474,-19.767628982260334,-19.761915863548637,0.0001016945401552398,8.546295495886066e-05,0.0001016945401552398,0.00020314465167307026,0.0013360867225990507,0.3916,164.39999999999992,PEM,7.18246359537752e-06,0.001398964086429126,0.0013931999999999998,7.652755012834435e-10,5.5824725942258315e-06,0.0013922675219967275,1.1133265626710877e-06,1.4183771662531676e-06,1.773051716840064e-18,29.923607271711866,-3.176450363079037,14.832769250750463,11.914387649785585,-8.096780135247172e-09,2.0356340311306065e-13,-5.715642802800458e-16,1,3,0,0.3916,0.5307969673357528,0.00024008602554912082,1.0878406199944561,1.2585282996758254,0.1690438616888636,0.00164250738503601,1.310607469666054e-06,291576.6385664498,0.000240074103138572,2.9979920800963136,2.9829229956580483,0.5307969673357528,10.098144396718759,0.9993495469216087,0.0,0.0,6.098075937360214e-09,5.5526878018344996e-09,0.0,0.0,4.579791382013424e-13,4.007189808154768e-13,1.1133270206502259e-06,1.4772331134676346e-06,0.0,0.0,8.129998729027932e-07,1.1459991201060628e-06,3.003271477474326e-07,3.3123399336157143e-07,0.0,0.0,0.0,0.0,-3.532609769594866,0.0,0.0,0.15500622424144286,2.0,0.17500000000000002,0.8,-19.9882428989544,35.980077499307015,1.1248957224483587,0.08881550354905371
main,minus20,3.0,173.00861582258955,0.7659556193189342,1.4,70.0,-19.742369260975238,-19.742369260975238,-19.74736550192506,-19.740711056796158,0.00012579821684694133,0.00011434342125615036,0.00012579821684694133,0.0002717932523321853,0.0015495572511786937,0.3916,164.39999999999992,PEM,8.488366067264342e-06,0.0014000350068133916,0.0013931999999999998,7.981775985389622e-10,6.410173571675683e-06,0.001392175880695633,1.4481543684843195e-06,1.6533592538752385e-06,2.7187640024494905e-18,35.41315327701453,-3.6522892813580587,18.77337188537585,12.98749210370153,-6.579089273373029e-09,2.3455591852475366e-13,-2.126879401764814e-15,1,3,0,0.3916,0.5307726524657365,0.00024008602554912082,1.0879158297536977,1.258509330658047,0.16895020259089624,0.001641987589851887,1.3107236012306e-06,291575.42649404233,0.0002400751011211512,2.9977947474066178,2.981822902159225,0.5307726524657365,10.097239823092853,0.999137714272478,0.0,0.0,7.31894438506267e-09,6.104342238512279e-09,0.0,0.0,5.382632799712445e-13,4.014207088495105e-13,1.4481549067475996e-06,1.6741394304868691e-06,0.0,0.0,1.0778546087303694e-06,1.3242736791378812e-06,3.703002980172301e-07,3.498657513489875e-07,0.0,0.0,0.0,0.0,-4.117094872063571,4.440892098500626e-16,-2.117582368135751e-22,0.17060460835556723,2.1,0.17500000000000002,0.8,-19.9868180776747,35.98947871921221,1.223050191128289,0.09655780704101945
main,minus20,3.0,173.00861582258955,0.7659556193189342,1.6,70.0,-19.726565926141916,-19.726565926141916,-19.732232335134995,-19.72476311435554,0.00015093379973033644,0.00014727468110949988,0.00015093379973033644,0.0003500705517221295,0.0017540779615991147,0.3916,164.39999999999992,PEM,9.794268539151163e-06,0.0014011057942602395,0.0013931999999999998,8.449982301991386e-10,7.188674990296577e-06,0.0013920963814200733,1.8198928516397372e-06,1.8884742789152728e-06,3.827318372168556e-18,40.90184436491755,-4.116181937556645,22.988252620957176,13.797409799698276,-6.705455746214284e-09,2.7516790929160706e-13,-2.493014475413169e-15,1,3,0,0.3916,0.5307722698893531,0.00024008602554912082,1.0879691424058864,1.2584950220373021,0.16888295629036632,0.0016416125211385477,1.3108199107285976e-06,291572.59182603046,0.00024007743513068664,2.9976235603360752,2.9810885465106627,0.5307759950782354,10.096592290738805,0.9988985139974181,0.0,0.0,8.70352098042688e-09,6.922882976821043e-09,0.0,0.0,6.186721953793033e-13,4.0204457704029413e-13,1.819893470311933e-06,1.8586928178216651e-06,0.0,0.0,1.376978763031652e-06,1.4956207715064118e-06,4.4291470728028083e-07,3.630720463152535e-07,0.0,0.0,0.0,0.0,-4.701537843732105,-8.881784197001252e-16,-4.235164736271502e-22,0.18581202305868788,1.8,0.17500000000000002,0.8,-19.985473550325,35.99614280073579,1.2954790564813725,0.10226852387810786
main,minus20,3.0,173.00861582258955,0.7659556193189342,1.8,60.0,-19.722450769443725,-19.722450769443725,-19.72908217711978,-19.720216970591082,0.000183910883047614,0.000183910883047614,0.00017622662023615318,0.00043715446410176845,0.0019305912234681537,0.3916,172.46249999999995,cCL,1.1006892263046068e-05,0.0014020831203435118,0.0013931999999999998,9.005759921574693e-10,7.834030957734348e-06,0.0013920258409544257,2.2223478553594e-06,2.1237719195383303e-06,4.222459242062687e-18,45.955112828929465,-4.570305994278304,27.348096172995508,14.036710654756977,-6.898677185063207e-09,3.2219973217229025e-13,-1.918062063344106e-15,1,3,0,0.3916,0.5307722698893531,0.00024008602554912082,1.0949370023762024,1.258490739957216,0.16214555193593908,0.001407062068255233,1.1235768192567992e-06,291568.76135973993,0.00020578336211392518,2.997471664415215,2.9810734911929337,0.5308235729406616,10.096592191284785,0.99863497089382,0.0,0.0,1.0299286345135924e-08,7.978826823545227e-09,0.0,0.0,6.991589647585867e-13,4.0243384689641686e-13,2.222348554518365e-06,2.0122754210321613e-06,0.0,0.0,1.70660821498626e-06,1.6481472597730406e-06,5.157403395321052e-07,3.6412816125912217e-07,0.0,0.0,0.0,0.0,-5.285931275065947,-1.7763568394002505e-15,-4.235164736271502e-22,0.2019051156538152,2.2,0.15,0.8,-19.9840946143707,36.8671252970253,1.3092604392436469,0.103348768282377
main,minus20,3.0,173.00861582258955,0.7659556193189342,2.0,70.0,-19.717741021753284,-19.717741021753284,-19.723910137060216,-19.71576234365088,0.0002237954197307572,0.0002237954197307572,0.00020101043933145606,0.0005319596380574214,0.002099922274794812,0.3916,172.46249999999995,cCL,1.2219515986940974e-05,0.001403060238267119,0.0013931999999999998,9.699626421224592e-10,8.449844218680375e-06,0.00139196089961477,2.648524471026478e-06,2.359277719825966e-06,4.125050453128443e-18,51.00843784400806,-5.0170714426357685,31.737184828529315,14.254181566483991,-6.358980897402944e-09,3.6544552106665407e-13,-3.770909366013209e-15,1,3,0,0.3916,0.5307722698893531,0.00024008602554912082,1.0879810793797822,1.258486963752364,0.16886302980694043,0.0016415436311684184,1.3109344726599176e-06,291557.60567256244,0.0002400897751870497,2.9973318251825374,2.980835415810782,0.5308144067678685,10.096274973991523,0.9983508075391466,0.0,0.0,1.2139577539118375e-08,9.201455969912252e-09,0.0,0.0,7.796437013957454e-13,4.024236831857937e-13,2.6485252506701793e-06,2.130883480759071e-06,0.0,0.0,2.0621050008668527e-06,1.777483929402964e-06,5.864202498033274e-07,3.5339955135611085e-07,0.0,0.0,0.0,0.0,-5.87026831321315,-2.6645352591003757e-15,0.0,0.216745448335021,2.0,0.17500000000000002,0.8,-19.9826430118958,35.99763492247276,1.3256604243233374,0.10463512883099016
main,minus20,3.0,173.00861582258955,0.7659556193189342,2.2,60.0,-19.71555070436645,-19.71555070436645,-19.722474928562406,-19.713178064665243,0.0002670166328176048,0.0002670166328176048,0.00022594011345142723,0.0006346960608928092,0.0022618701929457436,0.3916,172.46249999999995,cCL,1.343213971083588e-05,0.001404037064553512,0.0013931999999999998,1.0539122077956963e-09,9.032890991928902e-06,0.0013919018082091494,3.10131144022581e-06,2.595075157327789e-06,4.053476169085454e-18,56.06163240198622,-5.455725177379608,36.215482775231365,14.39042444223695,-7.138304169984622e-09,3.881714828041227e-13,-4.728422514643782e-15,1,3,0,0.3916,0.5307722698893531,0.00024008602554912082,1.0949391122212886,1.258484493708637,0.16213721389876307,0.001407043914212541,1.1236743726090952e-06,291551.56782305514,0.00020579549768161238,2.9972045827070413,2.9807712362369094,0.530829163931457,10.09631140660936,0.9980452095325858,0.0,0.0,1.4301287758527423e-08,1.0808551097045233e-08,0.0,0.0,8.601560954353635e-13,4.0256197019809026e-13,3.1013123003819056e-06,2.2639352485586292e-06,0.0,0.0,2.444506245723657e-06,1.912006224284019e-06,6.568060546582494e-07,3.5192902427460947e-07,0.0,0.0,0.0,0.0,-6.454567304052379,-2.6645352591003757e-15,0.0,0.2308873721529223,2.1,0.15,0.8,-19.9812337391118,36.86738902766107,1.3296628136895052,0.1049430538645382
main,minus20,3.0,173.00861582258955,0.7659556193189342,2.4,60.0,-19.72015573205414,-19.72015573205414,-19.72701144845425,-19.717790269896966,0.00031303528154269977,0.00031303528154269977,0.00024995639820634004,0.0007440819623073443,0.0023977996147675424,0.3916,172.46249999999995,cCL,1.4551484686738868e-05,0.0014049203102285972,0.0013931999999999998,1.1391152265751837e-09,9.501418426879306e-06,0.0013918452172007418,3.572535485749515e-06,2.8311744581464825e-06,4.986059444012439e-18,60.68261129859203,-5.888986095386581,40.634876263999786,14.158748931286643,-7.919013000901032e-09,4.2792440597960724e-13,-5.732014255604989e-15,1,3,0,0.3916,0.5307722698893531,0.00024008602554912082,1.0949066212346488,1.2584885963209858,0.16217360861319138,0.001407242777136679,1.1236960089778562e-06,291540.6511760523,0.00020580320362860091,2.9970827243771367,2.9810491105498236,0.5308437189196774,10.096544137503296,0.9977224924625034,0.0,0.0,1.679251297036624e-08,1.2456126059194093e-08,0.0,0.0,9.4064061993713e-13,4.0242262250883317e-13,3.5725364263901344e-06,2.356120630041147e-06,0.0,0.0,2.848430444308019e-06,2.019620992921813e-06,7.241059820821165e-07,3.364996371193363e-07,0.0,0.0,0.0,0.0,-7.0388002994051515,-2.6645352591003757e-15,4.235164736271502e-22,0.24551003300750857,2.0,0.15,0.8,-19.9798283691447,36.86332765433109,1.299674012673594,0.10256841689438274
main,minus20,3.0,173.00861582258955,0.7659556193189342,2.6,60.0,-19.72344377722132,-19.72344377722132,-19.730160324758373,-19.721147186750898,0.000361657757956241,0.000361657757956241,0.0002732614253411222,0.0008596571379991466,0.0025279484693815297,0.3916,172.46249999999995,cCL,1.5670829662641856e-05,0.001405803224534414,0.0013931999999999998,1.2351305071884243e-09,9.950938397082473e-06,0.0013917903168949712,4.060734111853229e-06,3.0676051282333792e-06,5.725519206965443e-18,65.3039469417821,-6.317439747137154,44.99629483890027,13.99021234755996,-8.184713351511164e-09,4.596993358890744e-13,-6.792635030838934e-15,1,3,0,0.3916,0.5307722698893531,0.00024008602554912082,1.094878393329935,1.2584915741516793,0.16220465041011262,0.0014074066865827429,1.1237250488131092e-06,291529.25348118466,0.0002058112497580707,2.9969645066644515,2.981147612092418,0.5308307531224377,10.096680188822795,0.9973839960732944,0.0,0.0,1.9647089727233023e-08,1.4272883784333911e-08,0.0,0.0,1.021077344183251e-12,4.021836212306043e-13,4.0607351329305715e-06,2.4409935327021834e-06,0.0,0.0,3.2722176610056334e-06,2.118936083488071e-06,7.885174719249404e-07,3.2205744921411905e-07,0.0,0.0,0.0,0.0,-7.622980369839945,-2.6645352591003757e-15,1.6940658945086007e-21,0.2591269383479887,2.0,0.15,0.8,-19.9784650696349,36.85979916624188,1.2764809084416866,0.10073063406742164
main,minus20,3.0,173.00861582258955,0.7659556193189342,2.8,60.0,-19.725816087681892,-19.725816087681892,-19.73243232944759,-19.72356883185475,0.0004127717590803219,0.0004127717590803219,0.0002960641214348713,0.0009811546448308102,0.0026525524555960542,0.3916,172.46249999999995,cCL,1.6790174638544843e-05,0.001406685765853042,0.0013931999999999998,1.3416106122802143e-09,1.03817498703271e-05,0.0013917368947617848,4.565779610317914e-06,3.3044087855087323e-06,6.043580078659433e-18,69.92559739235996,-6.741231912300444,49.31575136972723,13.868614102003399,-8.328889578024246e-09,4.927255435258071e-13,-7.07788862241987e-15,1,3,0,0.3916,0.5307722698893531,0.00024008602554912082,1.0948532215855622,1.258493722755986,0.16223183347723125,0.0014075439367389152,1.123756453640414e-06,291518.3194957147,0.00020581896912616498,2.9968494719246017,2.981162021214639,0.5308085826999875,10.096778575408436,0.9970303988492567,0.0,0.0,2.2906840905511605e-08,1.6298755891392933e-08,0.0,0.0,1.1014744846821609e-12,4.0198570249455e-13,4.565780711792398e-06,2.5252278943091363e-06,0.0,0.0,3.7150351703556847e-06,2.2140875467502595e-06,8.507455414367155e-07,3.1114034755887573e-07,0.0,0.0,0.0,0.0,-8.207106134352506,-3.552713678800501e-15,8.470329472543003e-22,0.27193163314908897,2.0,0.15,0.8,-19.9771055344316,36.85665269819527,1.257887166469629,0.09925606265242765
