model,condition,kf_s_inv,j0_A_m2,training_objective,t_s,j_A_m2,T_model_C,T_MEA_C,T_min_C,T_max_C,ice_max_bulk,ice_pore_max_bulk,ice_mem_max_bulk,s_ice_pore_max,s_liquid_pore_max,gas_porosity_min,ice_max_x_um,ice_max_layer,water_produced_kg_m2,water_stored_kg_m2,water_initial_kg_m2,water_vapor_kg_m2,water_liquid_pore_kg_m2,water_unfrozen_mem_kg_m2,water_ice_kg_m2,water_out_kg_m2,water_balance_kg_m2,heat_gen_J_m2,heat_phase_J_m2,heat_loss_J_m2,heat_sensible_integral_J_m2,energy_balance_J_m2,H2_balance_mol_m2,O2_balance_mol_m2,model_valid,thermal_iterations_max,ever_invalid,min_gas_porosity_all_steps,min_kappa_all_steps,max_j_over_jlim_all_steps,V_model_V,E_rev_V,eta_act_V,eta_ohm_V,eta_con_V,j_lim_A_m2,j_over_jlim,lambda_mean,lambda_min,kappa_min_S_m,cO2_cCL_mol_m3,active_area_factor,phase_cond_kg_m2,rate_cond_kg_m2_s,phase_evap_kg_m2,rate_evap_kg_m2_s,phase_dep_kg_m2,rate_dep_kg_m2_s,phase_sub_kg_m2,rate_sub_kg_m2_s,phase_frz_kg_m2,rate_frz_kg_m2_s,phase_mlt_kg_m2,rate_mlt_kg_m2_s,phase_frz_pore_kg_m2,rate_frz_pore_kg_m2_s,phase_frz_mem_kg_m2,rate_frz_mem_kg_m2_s,phase_mlt_pore_kg_m2,rate_mlt_pore_kg_m2_s,phase_mlt_mem_kg_m2,rate_mlt_mem_kg_m2_s,heat_adsorption_J_m2,phase_heat_balance_J_m2,ice_balance_kg_m2,ice_to_produced_water_ratio,I_exp_A,I_consistent_25cm2_A,V_exp_V,T_exp_C,V_rel_error_pct,T_rel_error_pct,T_rel_error_K_pct
main,minus25,0.3,162.21358264479417,0.7451963343672219,15.4,2039.60396039604,-10.899039024259139,-10.899039024259139,-11.25744611734416,-10.772166360184315,0.003350753826768659,0.00220758786217206,0.003350753826768659,0.0052474158834610405,0.045430638578063724,0.3916,164.39999999999992,PEM,0.0011088780536860753,0.0024827787859262864,0.0013931999999999998,6.4658881087442715e-09,0.0007693140344408418,0.0016551160601662642,5.834222543107161e-05,1.9299267759788696e-05,-3.3881317890172014e-21,6367.384466279693,-28.80136771593793,5604.700878076515,733.8822204421765,-4.5062733988743275e-08,2.6079208237383966e-12,-2.5961871541468895e-14,1,4,0,0.3916,0.4795978097668618,0.007037129761927444,0.9350403252250987,1.2505606758812255,0.2818888402557404,0.03359175323955385,3.975716083244602e-05,290987.16371947073,0.007009257502376778,3.5639880709867886,3.1333591776809513,0.6703983860819805,9.706202734677788,0.9828161827113994,0.0,0.0,5.42406576312623e-07,1.1163127446446618e-07,0.0,0.0,4.465391636648548e-11,9.21768659593064e-12,5.834227008498801e-05,1.2065406810573655e-05,0.0,0.0,4.3524810697935166e-05,9.006055219008261e-06,1.4817459387052835e-05,3.059351591565386e-06,0.0,0.0,0.0,0.0,-46.90820604417094,-1.4210854715202004e-14,-3.3881317890172014e-20,0.05261374344738214,61.8,5.0990099009901,0.526,-23.2655894165557,77.76432038499975,53.15382374751517,4.948908322621022
main,minus25,0.3,162.21358264479417,0.7451963343672219,15.6,2046.20462046205,-10.87793457680209,-10.87793457680209,-11.236369792292123,-10.751241422914063,0.0034600547809027094,0.002256286432053512,0.0034600547809027094,0.00536317193262066,0.04587312841468342,0.3916,164.39999999999992,PEM,0.001146989964581782,0.0025205792870293254,0.0013931999999999998,7.416289480871188e-09,0.0007950035650434184,0.0016647333989122906,6.0834906784135356e-05,1.9610677552456327e-05,-7.115076756936123e-20,6590.024934569505,-28.750709701655257,5826.2445688471225,735.0296559745533,-4.6174136514309794e-08,2.634004125923184e-12,-2.5680846338360652e-14,1,4,0,0.3916,0.4795978097668618,0.007037129761927444,0.935069342091596,1.250542126593699,0.2819648004705989,0.03346808037473293,3.990365677107083e-05,290884.02018549823,0.007034434614720928,3.584697241413202,3.1509031181985403,0.6753553756903875,9.705259808367721,0.9824212527315497,0.0,0.0,5.680894228665684e-07,1.28414232769727e-07,0.0,0.0,4.6499175333331514e-11,9.226294834230204e-12,6.083495328331072e-05,1.2463415991613609e-05,0.0,0.0,4.538395413944937e-05,9.295717207571053e-06,1.5450999143861345e-05,3.167698784042564e-06,0.0,0.0,0.0,0.0,-47.62489479973805,-1.7763568394002505e-14,-3.3881317890172014e-20,0.053038743722851237,62.0,5.115511551155125,0.53,-23.2085088864539,76.42817775313131,53.129541281511585,4.933384311150702
main,minus25,0.3,162.21358264479417,0.7451963343672219,15.8,2042.90429042904,-10.861171434600521,-10.861171434600521,-11.220399804842373,-10.733949172134942,0.003571609269157642,0.0023053587811340047,0.003571609269157642,0.005479816451471368,0.04629705924784458,0.3916,164.39999999999992,PEM,0.0011851326605428329,0.0025584065648332896,0.0013931999999999998,7.4283240135703565e-09,0.0008205920052695543,0.001674400960760711,6.340617047901064e-05,1.992609570954259e-05,-5.353248226647178e-19,6812.757136878547,-28.68151161209227,6048.100943538545,735.9746816787107,-4.919820639770478e-08,2.66406341431491e-12,-2.526451270412622e-14,1,4,0,0.3916,0.4795978097668618,0.007037129761927444,0.93546319967424,1.2505267605308688,0.2818372572941581,0.033186447896837556,3.985566563313016e-05,290782.38786553865,0.007025543415558249,3.6055145580549337,3.1685270108509793,0.6802906451819858,9.704597113652426,0.9820233898213705,0.0,0.0,5.950307567370921e-07,1.3470666935261794e-07,0.0,0.0,4.8909901268763554e-11,1.2053629677160133e-11,6.340621938891194e-05,1.285633052800602e-05,0.0,0.0,4.730015063566197e-05,9.58098248106294e-06,1.6106068753249968e-05,3.2753480469430977e-06,0.0,0.0,0.0,0.0,-48.34611091729432,-7.105427357601002e-15,-2.710505431213761e-20,0.05350132739567599,61.9,5.1072607260726,0.534,-23.1516906025147,75.18037447083145,53.08691870035271,4.916240912802673
main,minus25,0.3,162.21358264479417,0.7451963343672219,16.0,2046.20462046205,-10.849004473098205,-10.849004473098205,-11.20829862870329,-10.721808010757172,0.003685475468415889,0.002354811594096363,0.003685475468415889,0.0055973653294422695,0.046703339747123186,0.3916,164.39999999999992,PEM,0.0012232753565038835,0.002596231984842421,0.0013931999999999998,7.435404101600973e-09,0.0008460546092252806,0.0016841127091086177,6.605723110442097e-05,2.024337166146179e-05,-3.1848438816761693e-19,7035.387738045133,-28.59032536747344,6270.1539141187495,736.6434985091008,-4.980938683729619e-08,2.7460811402590934e-12,-2.5306146067549662e-14,1,4,0,0.3916,0.4795978097668618,0.007037998722834898,0.9355813010325053,1.2505159938005934,0.28187750234560166,0.03301725392046337,3.993650202307596e-05,290678.0975350733,0.007039417960326902,3.6264270221977135,3.186189870968498,0.6851731384203502,9.704064816973201,0.981622543332205,0.0,0.0,6.219883406491518e-07,1.347879195602993e-07,0.0,0.0,5.13224253159492e-11,1.206262023592826e-11,6.605728242684631e-05,1.325531518967189e-05,0.0,0.0,4.92741539057379e-05,9.870016350379703e-06,1.6783128521108407e-05,3.3852988392922036e-06,0.0,0.0,0.0,0.0,-49.071918506222104,-1.0658141036401503e-14,-2.710505431213761e-20,0.05400029580683477,62.0,5.115511551155125,0.537,-23.0951876329309,74.22370596508476,53.02482644640282,4.8973995116942035
main,minus25,0.3,162.21358264479417,0.7451963343672219,16.2,2049.50495049505,-10.834719854490515,-10.834719854490515,-11.194051632360413,-10.70759223315764,0.0038016997435749334,0.00240463616923386,0.0038016997435749334,0.005715797882657143,0.04709873360753499,0.3916,164.39999999999992,PEM,0.0012614796225956218,0.0026341171091955077,0.0013931999999999998,7.443538026137294e-09,0.0008714565168889753,0.0016938650868401491,6.878806192835729e-05,2.056251340011296e-05,-9.215718466126788e-19,7258.327739559299,-28.47719488604755,6492.421458158102,737.4290864647294,-5.041965778218582e-08,2.7771812627364056e-12,-2.578492974691926e-14,1,4,0,0.3916,0.4795978097668618,0.007051866406498519,0.9357055020575361,1.250503376341585,0.28190901953934777,0.03284883711734205,4.001762735899591e-05,290574.4793112673,0.007053286150087504,3.6474269742466614,3.203671442173724,0.6900340807969199,9.703424528900669,0.9812187848851862,0.0,0.0,6.489605415390476e-07,1.3486100444947922e-07,0.0,0.0,5.3736581702762985e-11,1.2070781934068982e-11,6.878811566493903e-05,1.3654166190463663e-05,0.0,0.0,5.130582293122477e-05,1.0158345127434371e-05,1.748229273371426e-05,3.4958210630292742e-06,0.0,0.0,0.0,0.0,-49.80235665004567,-1.0658141036401503e-14,-4.0657581468206416e-20,0.05452966555798888,62.1,5.123762376237624,0.541,-23.0388738306811,72.95850315296416,52.9720075116614,4.879492633178055
main,minus25,0.3,162.21358264479417,0.7451963343672219,16.4,2046.20462046205,-10.825628635340195,-10.825628635340195,-11.185452260426132,-10.698119207261698,0.003920277884787157,0.0024548110638686624,0.003920277884787157,0.005835063142069556,0.04747234720669629,0.3916,164.39999999999992,PEM,0.00129968388868736,0.002672000358720285,0.0013931999999999998,7.450512901804152e-09,0.0008967409742431305,0.001703653680925602,7.159825303865077e-05,2.0883529967073376e-05,-1.3755815063409838e-18,7481.169074505711,-28.342273986243853,6714.87658223913,737.9502182316114,-4.872617864748463e-08,2.812750032887834e-12,-2.6492696925117798e-14,1,4,0,0.3916,0.4795978097668618,0.007052490948765431,0.936060665345914,1.2504949414108215,0.28181498084823764,0.03257932657495018,3.9968641719600555e-05,290471.29366280034,0.007044429742642415,3.668504911553838,3.2214282837151713,0.6949093643084351,9.703068405601725,0.9808122907937199,0.0,0.0,6.75948016559998e-07,1.3493737510475253e-07,0.0,0.0,5.6152437581430254e-11,1.2079279393336389e-11,7.159830919108838e-05,1.4050967630746807e-05,0.0,0.0,5.33947437451903e-05,1.0444604069827708e-05,1.8203565445898083e-05,3.606363560919134e-06,0.0,0.0,0.0,0.0,-50.537440777443805,-7.105427357601002e-15,-2.710505431213761e-20,0.05508897483599859,62.0,5.115511551155125,0.544,-22.9828684661874,72.06997524741065,52.896964748908715,4.859647131223566
main,minus25,0.3,162.21358264479417,0.7451963343672219,16.6,2042.90429042904,-10.825763361847748,-10.825763361847748,-11.185789682130519,-10.698000457899866,0.004041256838856277,0.0025053450784452754,0.004041256838856277,0.005955182026254517,0.047821878702714336,0.3916,164.39999999999992,PEM,0.0013378265846484116,0.0027098201755814564,0.0013931999999999998,7.45250161185284e-09,0.0009218512268058588,0.001713472093668048,7.448940260593737e-05,2.1206409066953976e-05,-9.893344823930228e-19,7703.516333464809,-28.184989212073667,6937.3768426347015,737.9545015672718,-5.0761627790052444e-08,2.8602814561295986e-12,-2.6346980153135746e-14,1,4,0,0.3916,0.4795978097668618,0.007052490948765431,0.9363768271380661,1.2504948030994427,0.2817604064261698,0.03231765094471399,3.991859049277404e-05,290365.2384392542,0.0070356365707199674,3.6896470578554017,3.239529861237624,0.6997569978241134,9.703091245319893,0.9804029937338566,0.0,0.0,7.029345573545928e-07,1.3493270397297226e-07,0.0,0.0,5.856834309579847e-11,1.2079527571840892e-11,7.448946117428051e-05,1.4455759915960434e-05,0.0,0.0,5.5541962366368584e-05,1.0736093105891253e-05,1.8947498807911927e-05,3.719666810069164e-06,0.0,0.0,0.0,0.0,-51.27717110717016,-7.105427357601002e-15,-4.0657581468206416e-20,0.05567941574842722,61.9,5.1072607260726,0.547,-22.9272916543083,71.1840634621693,52.782197195046955,4.836302976843275
main,minus25,0.3,162.21358264479417,0.7451963343672219,16.8,2052.80528052805,-10.819323769227879,-10.819323769227879,-11.178474674750419,-10.69229728434857,0.00416472375527919,0.0025562501467732523,0.00416472375527919,0.006076182901766703,0.04816883021826209,0.3916,164.39999999999992,PEM,0.0013760308507401496,0.0027476997052309693,0.0013931999999999998,7.454771715238053e-09,0.0009469131647141596,0.0017233163574660651,7.746272827902927e-05,2.15311455091782e-05,-2.0057740190981832e-18,7926.193984174245,-28.00493454834923,7159.9103631357675,738.2786864366648,-5.3463736549019814e-08,2.9161534298438596e-12,-2.683964162031316e-14,1,4,0,0.3916,0.4795978097668618,0.007068083525176766,0.9362114800191426,1.2504897520394693,0.28197393641677954,0.032264207107055125,4.012849649219225e-05,290257.9814539424,0.00707234740021709,3.710844869651304,3.2571291171025027,0.7045407663127984,9.702689554807671,0.9799907985234942,0.0,0.0,7.299095121934904e-07,1.3487477419448808e-07,0.0,0.0,6.098321370516595e-11,1.2074353046837442e-11,7.746278926224302e-05,1.486664043981258e-05,0.0,0.0,5.7748259481152456e-05,1.10314855739194e-05,1.971452978109055e-05,3.8351548658931295e-06,0.0,0.0,0.0,0.0,-52.02157446371541,-1.0658141036401503e-14,-4.0657581468206416e-20,0.05629432525975929,62.2,5.132013201320125,0.551,-22.8719054033521,69.91133938641424,52.69601033046332,4.815675799972966
main,minus25,0.3,162.21358264479417,0.7451963343672219,17.0,2042.90429042904,-10.817217728707703,-10.817217728707703,-11.17710263015158,-10.689502446073561,0.00429062676404613,0.0026074814804225507,0.00429062676404613,0.006197959306923106,0.04849503054645545,0.3916,164.39999999999992,PEM,0.0014142351168318877,0.0027855773523912707,0.0013931999999999998,7.459436519779225e-09,0.00097186932815409,0.0017331845528232002,8.05160119774606e-05,2.185776444061414e-05,-2.6969529040576923e-18,8148.78448110973,-27.80291809715373,7382.553226839022,738.4283361174395,-5.611582309938967e-08,2.933639442481706e-12,-2.7873536811995336e-14,1,4,0,0.3916,0.4795978097668618,0.007068716132462059,0.9367813363312926,1.2504872021830264,0.28176273753734365,0.03190317935065045,3.994896373970663e-05,290154.6108247468,0.007040743845573259,3.7320942136589164,3.2750900491740187,0.7093831214044384,9.702660738924642,0.9795760690303013,0.0,0.0,7.568888690503337e-07,1.3489678428421736e-07,0.0,0.0,6.339867484511873e-11,1.2077305699763952e-11,8.051607537613548e-05,1.526643056946238e-05,0.0,0.0,6.0011920987261314e-05,1.1318307530544327e-05,2.050415438887417e-05,3.948123038918122e-06,0.0,0.0,0.0,0.0,-52.77067902352164,-1.0658141036401503e-14,-4.0657581468206416e-20,0.05693255033705379,61.9,5.1072607260726,0.553,-22.8168337558885,69.3998799875755,52.59106568230122,4.7934583368307715
main,minus25,0.3,162.21358264479417,0.7451963343672219,17.2,2042.90429042904,-10.824531643118974,-10.824531643118974,-11.18406746906345,-10.696932483074136,0.004419020736365838,0.0026590613570430517,0.004419020736365838,0.006320564195490971,0.04880093244329278,0.3916,164.39999999999992,PEM,0.0014523470277275942,0.0028233607862923693,0.0013931999999999998,7.456857047405168e-09,0.000996631581165413,0.0017430698202912098,8.365192797869873e-05,2.2186241435223096e-05,-1.5754812818929986e-18,8370.694010224037,-27.577962556982143,7605.102633373722,738.013414237695,-5.5638338380958885e-08,2.979116953127914e-12,-2.7623736631454676e-14,1,4,0,0.3916,0.4795978097668618,0.007068716132462059,0.9369351064813131,1.2504937697632055,0.28181336246138444,0.03170533801016102,3.996281034686449e-05,290046.2466755918,0.007043374337175851,3.7533803193178517,3.293374014297129,0.7141768482672995,9.702940688934554,0.9791586303903502,0.0,0.0,7.838495673312794e-07,1.3480349140472873e-07,0.0,0.0,6.581236181233761e-11,1.2068434836094449e-11,8.365199379106057e-05,1.567959207462549e-05,0.0,0.0,6.233479626658578e-05,1.1614376396622367e-05,2.1317197524474807e-05,4.065215678003191e-06,0.0,0.0,0.0,0.0,-53.52445728144332,0.0,-2.710505431213761e-20,0.05759775479389675,61.9,5.1072607260726,0.556,-22.7622594931437,68.51350835994839,52.44526736733025,4.767696623588421
main,minus25,0.3,162.21358264479417,0.7451963343672219,17.4,2042.90429042904,-10.830653350808348,-10.830653350808348,-11.189721492133401,-10.703276432280859,0.004549982270692339,0.002711000437394876,0.004549982270692339,0.006444022907998279,0.04910041955478377,0.3916,164.39999999999992,PEM,0.0014904589386233007,0.002861142364854424,0.0013931999999999998,7.455188298760541e-09,0.001021294130451001,0.0017529693346989583,8.687144451616596e-05,2.2516573768875852e-05,-5.116079001415974e-19,8592.540363193119,-27.329758502343353,7827.551315697403,737.6592889384154,-5.495621735462919e-08,2.9913849175500218e-12,-2.7609858843646862e-14,1,4,0,0.3916,0.4795978097668618,0.007068716132462059,0.9370901628223703,1.2504993551637886,0.28185952254970154,0.031509692928758166,3.9976862958560064e-05,289937.66968023893,0.007046011967613868,3.774697103141599,3.311453453665788,0.7189271161720683,9.703134762034907,0.978738397544288,0.0,0.0,8.107854535993093e-07,1.3467943134014984e-07,0.0,0.0,6.82235378517473e-11,1.2055880197048497e-11,8.687151273970383e-05,1.609759474321638e-05,0.0,0.0,6.471748484779947e-05,1.1913442906068477e-05,2.2154027891904374e-05,4.184151837147853e-06,0.0,0.0,0.0,0.0,-54.282938200093426,3.552713678800501e-15,-2.710505431213761e-20,0.05828503037890257,61.9,5.1072607260726,0.559,-22.7080085728985,67.636880648009,52.3046976310618,4.742557409965096
main,minus25,0.3,162.21358264479417,0.7451963343672219,17.6,2046.20462046205,-10.832660636017124,-10.832660636017124,-11.19109572919433,-10.705694308097407,0.0046835220344206485,0.0027632845143826922,0.0046835220344206485,0.006568301674311129,0.04939629704515992,0.3916,164.39999999999992,PEM,0.0015286016345843522,0.0028989528614299133,0.0013931999999999998,7.457391635030964e-09,0.0010458901652980837,0.001762881260152361,9.01739785878336e-05,2.2848773154437132e-05,-1.5687050183149642e-18,8814.5253704814,-27.0585371082789,8049.939841415534,737.5269919042456,-5.334186425898224e-08,3.0108415760565777e-12,-2.7373936450914016e-14,1,4,0,0.3916,0.4795978097668618,0.007068716132462059,0.9371338295498275,1.250501471376253,0.2819622264732294,0.031365359135346375,4.005621784991134e-05,289830.13051912433,0.007060013452697362,3.796040611869856,3.3292883901218033,0.723661347074837,9.703127717893704,0.9783154871203567,0.0,0.0,8.37705942399189e-07,1.3460244399939704e-07,0.0,0.0,7.06325716855067e-11,1.2045169168796821e-11,9.017404922040532e-05,1.65126824035072e-05,0.0,0.0,6.715947854464396e-05,1.2209968484222297e-05,2.3014570675761363e-05,4.302713919284886e-06,0.0,0.0,0.0,0.0,-55.046134927753016,0.0,-2.710505431213761e-20,0.05899115671975135,62.0,5.115511551155125,0.562,-22.6540310058563,66.74979173484473,52.18219383024253,4.719185868462238
main,minus25,0.3,162.21358264479417,0.7451963343672219,17.8,2046.20462046205,-10.832225489883967,-10.832225489883967,-11.19039770074761,-10.705379562129565,0.004819609527342157,0.002815887401446688,0.004819609527342157,0.006693338249219605,0.049686240534467775,0.3916,164.39999999999992,PEM,0.001566775115610747,0.002936792244635409,0.0013931999999999998,7.471848459174483e-09,0.0010704222298915317,0.0017728044594091826,9.355808348623541e-05,2.3182870975336784e-05,-1.1384122811097797e-18,9036.643350021888,-26.764880408481545,8272.332648956519,737.5458206052849,-5.16029103891924e-08,3.028827189055505e-12,-2.7422508708241367e-14,1,4,0,0.3916,0.4795978097668618,0.007068716132462059,0.9373093008354381,1.250501154278311,0.2819805641485436,0.03117121841609178,4.007087823760208e-05,289724.81552884995,0.007062579768070626,3.817408396660601,3.3470861858081,0.7284202066496872,9.703058248650215,0.9778901127131724,0.0,0.0,8.646460170039192e-07,1.3470037302365137e-07,0.0,0.0,7.304041129871654e-11,1.2039198066049257e-11,9.355815652664676e-05,1.6920536531207267e-05,0.0,0.0,6.965965301706855e-05,1.2500872362123005e-05,2.389850350957822e-05,4.419664169084295e-06,0.0,0.0,0.0,0.0,-55.81405941595165,-3.552713678800501e-15,-5.421010862427522e-20,0.05971379207778992,62.0,5.115511551155125,0.565,-22.6003329305343,65.89545147529878,52.07050478778995,4.696916016011943
main,minus25,0.3,162.21358264479417,0.7451963343672219,18.0,2039.60396039604,-10.83918877494824,-10.83918877494824,-11.197487724875714,-10.712033725942604,0.004958223969631371,0.0028687994720842758,0.004958223969631371,0.006819109750616296,0.04996003240860209,0.3916,164.39999999999992,PEM,0.0016048870265064537,0.0029745680910301543,0.0013931999999999998,7.519953535239013e-09,0.0010948007419736676,0.0017827360542498412,9.702377485310996e-05,2.3518935476297985e-05,-1.2366681029912785e-18,9258.287114858964,-26.449007283585363,8494.671902439248,737.1662050851921,-5.0938979256898165e-08,3.0455776789395372e-12,-2.7172708527700706e-14,1,4,0,0.3916,0.4795978097668618,0.007068716132462059,0.937701950769941,1.2505070012282429,0.2818823612097839,0.030882734498216872,3.995475030112536e-05,289619.27564643964,0.007042362618453408,3.838794259797247,3.365329609365175,0.7332030195478628,9.70337310060675,0.9774623557107478,0.0,0.0,8.916994915400428e-07,1.3526737268061846e-07,0.0,0.0,7.5446869275364e-11,1.203228988323732e-11,9.70238502999793e-05,1.7328468866662727e-05,0.0,0.0,7.221794633289099e-05,1.2791466579112218e-05,2.4805903967088305e-05,4.537002287550442e-06,0.0,0.0,0.0,0.0,-56.58670122855956,-7.105427357601002e-15,-5.421010862427522e-20,0.0604552054136253,61.8,5.0990099009901,0.568,-22.5470949039305,65.08837161442625,51.92645074173742,4.671895612899616
main,minus25,0.3,162.21358264479417,0.7451963343672219,18.2,2039.60396039604,-10.850383451422829,-10.850383451422829,-11.208079948397824,-10.723485962076609,0.005099438300727181,0.0029220473160218702,0.005099438300727181,0.006945679382034395,0.050225662027668684,0.3916,164.39999999999992,PEM,0.0016429373672714727,0.003012280190431359,0.0013931999999999998,7.673691121110568e-09,0.0011190267832204602,0.0017926722970647597,0.00010057343645501793,2.385717684011168e-05,-1.7957098481791167e-18,9479.470104127096,-26.110827926687776,8716.840451027356,736.518825121172,-5.188121576793492e-08,3.087169408999557e-12,-2.71657696337968e-14,1,4,0,0.3916,0.4795978097668618,0.007068716132462059,0.937826925184247,1.2505171229568166,0.2819505708230014,0.030699658885161397,3.9968064406798214e-05,289510.55168728385,0.007045007335688157,3.8601901314917315,3.3836404681485934,0.7379359083542749,9.703786647566963,0.977032004602656,0.0,0.0,9.191531999440974e-07,1.3726854202027333e-07,0.0,0.0,7.785021371072575e-11,1.201672217680882e-11,0.00010057351430523169,1.7748320026262045e-05,0.0,0.0,7.483600695549063e-05,1.3090303112998246e-05,2.5737507349741064e-05,4.658016913263814e-06,0.0,0.0,0.0,0.0,-57.36404870268724,-1.7763568394002505e-14,-4.0657581468206416e-20,0.0612156241975593,61.8,5.0990099009901,0.57,-22.4943192562649,64.53103950600827,51.76389501806824,4.645390748892134
main,minus25,0.3,162.21358264479417,0.7451963343672219,18.4,2039.60396039604,-10.859423619307336,-10.859423619307336,-11.21650143119632,-10.732819145557471,0.0052432955477962565,0.0029756335327406425,0.0052432955477962565,0.007073053322416549,0.05048961001401384,0.3916,164.39999999999992,PEM,0.0016809877080364917,0.003049989460309411,0.0013931999999999998,8.116844827219324e-09,0.0011431620623937083,0.0018026120162815689,0.00010420726478930688,2.4198247727078117e-05,-2.2836008257975937e-18,9700.600688750761,-25.752367896050348,8938.857698738195,735.9906220651909,-5.132642399985343e-08,3.0939417694497706e-12,-2.7478019859472624e-14,1,4,0,0.3916,0.4795978097668618,0.007068716132462059,0.9379572299363339,1.250525354321432,0.2820099623115817,0.030518180436747457,3.998163676901948e-05,289402.36835539347,0.007047640874491236,3.8815934889784014,3.4017428331401343,0.7426380568501869,9.704090928055804,0.9765990396222309,0.0,0.0,9.478397953706402e-07,1.4343297713271464e-07,0.0,0.0,8.025029969435791e-11,1.2000429918160847e-11,0.00010420734503960663,1.816915367187475e-05,0.0,0.0,7.751389316236944e-05,1.33894310343941e-05,2.6693451877237194e-05,4.779722637480667e-06,0.0,0.0,0.0,0.0,-58.14611131558729,-1.7763568394002505e-14,-5.421010862427522e-20,0.061991687560302315,61.8,5.0990099009901,0.573,-22.4418905964999,63.6923612454335,51.61092345312029,4.619901208919915
main,minus25,0.3,162.21358264479417,0.7451963343672219,18.6,2046.20462046205,-10.860468992124652,-10.860468992124652,-11.21662182905078,-10.73452275056178,0.005389792258732629,0.003029542631774482,0.005389792258732629,0.007201194751068415,0.05075796684506829,0.3916,164.39999999999992,PEM,0.0017190996189321993,0.0030877558424077817,0.0013931999999999998,9.024710317284708e-09,0.0011672677362612295,0.001812554939437393,0.00010792414199884169,2.45437765244146e-05,-2.7850443305721395e-18,9922.080454562183,-25.3785093160159,9160.80206616464,735.8998790315503,-4.997491487301886e-08,3.0925262350933735e-12,-2.821354261328679e-14,1,4,0,0.3916,0.4795978097668618,0.007070204850434634,0.9378695074304769,1.2505268419724727,0.2821833470561747,0.03043386140702071,4.0126078800197624e-05,289295.6542593049,0.007073056889502984,3.9030037455585562,3.4194129749228726,0.7473259165747838,9.704000254528884,0.9761635871922509,0.0,0.0,9.795664083044849e-07,1.5863306466922094e-07,0.0,0.0,8.264778278729107e-11,1.1987415464665634e-11,0.00010792422464662451,1.8584398035089145e-05,0.0,0.0,8.025073165586542e-05,1.3684192467479733e-05,2.7673492990759117e-05,4.9002055676095474e-06,0.0,0.0,0.0,0.0,-58.93288044661131,-1.4210854715202004e-14,-4.0657581468206416e-20,0.06277945781052388,62.0,5.115511551155125,0.576,-22.3896928834486,62.82456726223559,51.493443663297555,4.59770687948841
main,minus25,0.3,162.21358264479417,0.7451963343672219,18.8,2046.20462046205,-10.856683881397885,-10.856683881397885,-11.212612759989838,-10.730837877319857,0.0055388476608733035,0.00308373313753974,0.0055388476608733035,0.0073300050809121465,0.05102411461318065,0.3916,164.39999999999992,PEM,0.001757273099958594,0.003125579678481462,0.0013931999999999998,9.02993903952328e-09,0.0011913478405837117,0.001822501766534511,0.00011172104142419972,2.4893421477129097e-05,-2.9680034471790684e-18,10143.897308483929,-24.98598912130831,9382.799809016764,736.111510297411,-4.8445144784636796e-08,3.101616186107492e-12,-2.8255175976710234e-14,1,4,0,0.3916,0.4795978097668618,0.007075565586590735,0.9380448306533371,1.2505235342547312,0.2821880813431819,0.03025048133288319,4.014092532895477e-05,289193.0822236906,0.007075565586590735,3.9244224085583794,3.437026308559857,0.7520710737222791,9.703789408845886,0.9757259834215801,0.0,0.0,1.0126232777121005e-06,1.6528434703807874e-07,0.0,0.0,8.55883037621664e-11,1.4702604874376658e-11,0.00011172112701250351,1.8984511829395076e-05,0.0,0.0,8.30442801393015e-05,1.3967742417180432e-05,2.8676846873202032e-05,5.016769412214593e-06,0.0,0.0,0.0,0.0,-59.724356375381674,-1.7763568394002505e-14,-2.710505431213761e-20,0.06357636808236133,62.0,5.115511551155125,0.578,-22.337724316282,62.29149319261889,51.3975384077758,4.577543265610356
main,minus25,0.3,162.21358264479417,0.7451963343672219,19.0,2042.90429042904,-10.857759975062777,-10.857759975062777,-11.21367731012316,-10.731767618176093,0.005690412471885694,0.0031381903092504034,0.005690412471885694,0.007459449273236043,0.05127800378049597,0.3916,164.39999999999992,PEM,0.0017954157959196447,0.0031633708398071453,0.0013931999999999998,9.03149325959276e-09,0.0012153138715519634,0.0018324504305940017,0.00011559750616792062,2.5244956112495987e-05,-3.3034284942917713e-18,10365.443127898292,-24.57164095677041,9604.814874503936,736.0566123859846,-5.1601091399788857e-08,3.1330632532799996e-12,-2.77416978278211e-14,1,4,0,0.3916,0.4795978097668618,0.007075565586590735,0.9383219551302382,1.2505243204212513,0.28213942537965464,0.030022849839499776,4.009007185864444e-05,289090.5552488133,0.007066658710696243,3.9458450271188674,3.4550361606259568,0.756857193895007,9.703835475497998,0.9752863507802418,0.0,0.0,1.0456741457282625e-06,1.652543400808108e-07,0.0,0.0,8.854535162040263e-11,1.4785239291181217e-11,0.00011559759471327228,1.9382338503843904e-05,0.0,0.0,8.589416619289013e-05,1.4249430267943184e-05,2.970342852038219e-05,5.132908235900807e-06,0.0,0.0,0.0,0.0,-60.52056228668902,-1.4210854715202004e-14,-4.0657581468206416e-20,0.06438481071105286,61.9,5.1072607260726,0.581,-22.2861487918866,61.50119709642655,51.280232055995214,4.555614035974829
