case,seed,noise_T_K,noise_V_V,initial_shift_K,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,feasible
case3,3000,0.2,0.005,-1,93.0953546584,95.0953546584,95.0953546584,1907.42247598,2152.88259619,10.6594717291,355.599457711,3715.36508618,3.77781361749e-10,1.80075138828e-17,0.567514462606,0.275846279061,7.38956446616,0.405775539542,7.25316675875,-10.5304037137,0.29468126594,0.0123230327633,0.50009539399,0,6.25657747833e-10,0.634302730851,18.9286063975,0.405775539542,0.589538668388,0.275247348771,0,1848.84100203,1.80075138828e-17,True
case3,3001,0.2,0.005,-1,93.5665460527,95.5665460527,95.5665460527,1915.98743761,2168.25040952,10.5449917302,358.251830898,3736.53100796,4.3860381993e-10,2.49377341693e-17,0.567915890332,0.276082191443,7.40845266586,0.472551298446,7.32014795101,-10.4455797295,0.294035869471,0.0123414600339,0.50010499614,0,6.59561294469e-10,0.653872884965,19.0699638158,0.472551298446,0.589739469645,0.275575880895,0,1856.51672875,2.49751391443e-17,True
case3,3002,0.2,0.005,-1,93.5260323405,95.5260323405,95.5260323405,1913.9318072,2167.15225656,10.590764098,357.791686833,3733.88314102,3.93129084841e-10,2.19681044189e-17,0.567843613867,0.276153081924,7.37406848093,0.501648007889,7.30403016336,-10.453453668,0.294004068879,0.0123397284201,0.500157156508,0,5.93125548676e-10,0.620281131081,19.0578097022,0.501648007889,0.589718277439,0.275520542309,0,1854.03834897,2.1981114845e-17,True
case3,3003,0.2,0.005,-1,93.5591195464,95.5591195464,95.5591195464,1917.67770804,2168.04719063,10.5375087922,358.225160936,3738.03724653,4.26268798037e-10,2.46764414458e-17,0.567559050435,0.275911567461,7.43518600465,0.506222560445,7.32665001033,-10.4413292598,0.294043032072,0.0123401817561,0.500157156508,0,8.63298765807e-10,0.635885794831,19.0677358639,0.506222560445,0.589828548424,0.275302183342,0,1856.86947286,2.46764414458e-17,True
case3,3004,0.2,0.005,-1,93.3101866066,95.3101866066,95.3101866066,1911.80328709,2159.95408007,10.6398481332,356.683116188,3725.71409911,3.80282472179e-10,2.00094931943e-17,0.567342821859,0.276290949914,7.35791693997,0.4786412436,7.26879710391,-10.4967263279,0.294380046186,0.012330482916,0.500157156508,0,6.378044759e-10,0.648578570237,18.993055982,0.4786412436,0.589656104453,0.275550117923,0,1850.1643322,2.00094931943e-17,True
case3,3005,0.2,0.005,-1,93.4864855528,95.4864855528,95.4864855528,1919.40255367,2165.58387289,10.5293242811,357.996024526,3737.51972632,4.24449808634e-10,2.23492014825e-17,0.567697621096,0.27566444254,7.41776390597,0.496664561758,7.33046231858,-10.4370178758,0.294172536188,0.0123373268674,0.500131082725,0,6.24634566293e-10,0.642607509058,19.0459456658,0.496664561758,0.589746567897,0.275179330691,0,1859.37077621,2.23492014825e-17,True
case3,3006,0.2,0.005,-1,93.8626140952,95.8626140952,95.8626140952,1925.43404002,2177.990864,10.446224114,360.223773521,3753.64735461,4.82884843223e-10,2.46721046371e-17,0.567490600291,0.275602673285,7.38200481001,0.481130600229,7.38450944564,-10.3652041484,0.293685201536,0.0123533058757,0.500102061286,0,6.3029048647e-10,0.629702444126,19.1587842286,0.481130600229,0.589823867642,0.275150792638,0,1865.68529161,2.46975833881e-17,True
case3,3007,0.2,0.005,-1,93.7667951643,95.7667951643,95.7667951643,1924.71070177,2174.77512325,10.452777711,359.661930146,3750.27667258,4.14445366914e-10,2.49225553389e-17,0.567664838666,0.275516029328,7.4034889956,0.5117056084,7.38207627653,-10.392602677,0.293783518507,0.0123488824462,0.500066406783,0,6.39296615645e-10,0.618974622423,19.1300385493,0.5117056084,0.589875414361,0.275029220881,0,1865.0206384,2.49225553389e-17,True
case3,3008,0.2,0.005,-1,93.2362153172,95.2362153172,95.2362153172,1907.05941971,2157.54473576,10.6599353636,356.21289953,3719.05119131,4.16832790506e-10,1.95080496895e-17,0.567427487899,0.27628677085,7.32809891762,0.375897700934,7.24058211182,-10.5146703333,0.29446228697,0.0123298844927,0.500085888007,0,6.54981846537e-10,0.638828699236,18.9708645952,0.375897700934,0.58939273844,0.275692082872,0,1847.4175521,1.95432862601e-17,True
case3,3009,0.2,0.005,-1,93.7382950783,95.7382950783,95.7382950783,1920.62943038,2173.93039774,10.4798832363,359.212656814,3745.82705454,3.83010956284e-10,2.53247943449e-17,0.567429058397,0.275738168342,7.38655409445,0.421942474382,7.37460006419,-10.4078254819,0.293763510242,0.012350152972,0.500048940934,0,3.9071323954e-10,0.618789962463,19.1214885235,0.421942474382,0.589615220361,0.275342415321,0,1862.20582607,2.53605730166e-17,True
case3,3000,0.2,0.005,0,92.3741869152,94.3741869152,94.3741869152,1770.75051731,2123.17289148,9.68673157743,361.731065053,3541.87907531,1.09196207632e-10,2.13896825599e-17,0.570090320426,0.2644324119,7.49799788046,0.366916625252,7.33093357435,-10.1762522112,0.297773854939,0.0122781847254,0.510218626672,0,5.99690963554e-10,0.591663025034,18.7122560745,0.366916625252,0.591179687749,0.263914302661,0,1716.19317332,2.13896825599e-17,True
case3,3001,0.2,0.005,0,93.0768211305,95.0768211305,95.0768211305,1784.01537938,2146.02730652,9.50259945338,365.798981339,3573.74630401,9.53832568484e-11,2.86088427254e-17,0.570491844875,0.264551060804,7.50429018503,0.461458308557,7.44843320597,-10.04502877,0.296825857843,0.0123053858039,0.510302048479,0,6.33296082242e-10,0.610734842978,18.9230463392,0.461458308557,0.591502527085,0.264079152448,0,1729.25941632,2.86088427254e-17,True
case3,3002,0.2,0.005,0,92.9374164224,94.9374164224,94.9374164224,1779.61224861,2141.72691542,9.5803652432,364.732932786,3566.18659649,9.87370185612e-11,2.69982603981e-17,0.570414875072,0.264676498479,7.46749998789,0.474089381167,7.40992876179,-10.0746301451,0.29694620853,0.0122998404511,0.510362262906,0,5.7644200524e-10,0.576676576291,18.8812249267,0.474089381167,0.59142277255,0.264099278498,0,1724.0155266,2.70004288025e-17,True
case3,3003,0.2,0.005,0,93.1035717189,95.1035717189,95.1035717189,1786.43352342,2146.96371882,9.48954370752,365.974508836,3576.91227712,1.56035184773e-10,2.6657820916e-17,0.570138213677,0.264381401708,7.53870053076,0.489535883958,7.46136282001,-10.0337121341,0.296796890936,0.0123057258697,0.510362262906,0,8.27981239127e-10,0.593099569819,18.9310715157,0.489535883958,0.59160379674,0.263817958472,0,1729.99193906,2.6657820916e-17,True
case3,3004,0.2,0.005,0,92.7433058858,94.7433058858,94.7433058858,1777.91393518,2135.2528737,9.62303139621,363.747128274,3559.042712,8.63451532496e-11,2.56245762456e-17,0.569912022774,0.264839743908,7.45943824003,0.45518682521,7.37803095262,-10.1111032803,0.297292593486,0.0122916960236,0.510362262906,0,6.1178795363e-10,0.604617115113,18.8229917657,0.45518682521,0.591376839733,0.264206951973,0,1720.83944083,2.56825810618e-17,True
case3,3005,0.2,0.005,0,92.9328617692,94.9328617692,94.9328617692,1785.96676146,2141.29333215,9.50994705021,365.143584121,3571.62645654,1.08457243186e-10,2.68350879712e-17,0.5702695706,0.264142906734,7.52420315122,0.460976040863,7.44213053979,-10.0512302385,0.297053156314,0.0122991341558,0.510325355074,0,5.9876015257e-10,0.598801967782,18.8798585308,0.460976040863,0.591445620439,0.263706471317,0,1730.03562803,2.68350879712e-17,True
case3,3006,0.2,0.005,0,93.223201257,95.223201257,95.223201257,1788.65121031,2150.89737771,9.45351889811,366.857681907,3582.14442501,9.18021214602e-11,3.0869404255e-17,0.570057231897,0.264027189198,7.49094687157,0.419136822926,7.4809048387,-10.0009881141,0.296656351439,0.0123122615706,0.510299115981,0,6.04433836315e-10,0.587755297677,18.9669603771,0.419136822926,0.591442964766,0.2636540022,0,1733.96590963,3.0869404255e-17,True
case3,3007,0.2,0.005,0,93.0855381012,95.0855381012,95.0855381012,1786.73001026,2146.32687062,9.47285613795,366.038965058,3576.49077197,9.16315912036e-11,2.91813014724e-17,0.570239782132,0.263959123238,7.51121580755,0.426729616832,7.46941737995,-10.0352520127,0.296820743968,0.0123064455182,0.510254013759,0,6.13319173226e-10,0.575162631086,18.9256614304,0.426729616832,0.591425811606,0.263578100705,0,1732.37037898,2.91813014724e-17,True
case3,3008,0.2,0.005,0,92.6738946319,94.6738946319,94.6738946319,1774.09063345,2132.99912377,9.64025546587,363.311902942,3553.41810975,1.15960574476e-10,2.50526595996e-17,0.570003719319,0.264823325334,7.42785866426,0.379902308436,7.35211911084,-10.1265781416,0.297357215882,0.0122907128397,0.510279517811,0,6.28880059139e-10,0.59683069259,18.8021683896,0.379902308436,0.591183371643,0.264307611446,0,1718.58274582,2.50526595996e-17,True
case3,3009,0.2,0.005,0,93.1679729164,95.1679729164,95.1679729164,1786.34924775,2149.10287181,9.46627591529,366.271523747,3578.64687173,1.22213350551e-10,3.02552037243e-17,0.570000677581,0.264185615897,7.48661030172,0.392314058918,7.48634431971,-10.0252221437,0.296680240661,0.012311130484,0.510189130157,0,3.75568021127e-10,0.576349516207,18.9503918749,0.392314058918,0.591331634071,0.263807200868,0,1732.65756083,3.0347360909e-17,True
case3,3000,0.2,0.005,1,91.6056732178,93.6056732178,93.6056732178,1635.82482756,2092.03695317,8.71743344173,367.561370096,3369.01784408,2.33058017329e-12,2.43435913788e-17,0.572670522783,0.252861644988,7.61055871777,0.339136097423,7.4133059049,-9.81961430738,0.300925469394,0.0122318008523,0.520464704676,0,5.73727731989e-10,0.549034675648,18.4817019653,0.339136097423,0.592843272999,0.252438372794,0,1585.0788771,2.43435913788e-17,True
case3,3001,0.2,0.005,1,92.5167579591,94.5167579591,94.5167579591,1652.6294447,2121.63086663,8.47709076532,372.908087472,3409.82931462,9.66338120634e-13,3.37745239762e-17,0.573074523587,0.252852809726,7.6050160108,0.457125040369,7.57482744661,-9.65075010346,0.299720383487,0.0122669339835,0.520604049461,0,6.07023764587e-10,0.567571169424,18.7550273877,0.457125040369,0.593243781283,0.252421007579,0,1602.48983487,3.38227709729e-17,True
case3,3002,0.2,0.005,1,92.3792334378,94.3792334378,94.3792334378,1648.53092083,2117.39115627,8.55442100146,371.848119723,3402.62837838,-2.08615347219e-11,3.28144629524e-17,0.57299447585,0.253035960685,7.5686911221,0.456885483199,7.53557019247,-9.67936083793,0.299805731112,0.0122618252742,0.520692133952,0,5.59641222253e-10,0.535862995136,18.7137700313,0.456885483199,0.593173015019,0.252491356092,0,1597.05219096,3.28144629524e-17,True
case3,3003,0.2,0.005,1,92.5457302094,94.5457302094,94.5457302094,1654.40605485,2122.61595346,8.4629896542,373.092136657,3412.39286131,-1.08570930024e-11,3.33028960312e-17,0.572722276866,0.252672259853,7.64665506334,0.456240886883,7.58793936194,-9.63989730668,0.299671778865,0.012268214243,0.520692133952,0,7.92649501591e-10,0.550260828621,18.7637190628,0.456240886883,0.5933204325,0.252192645422,0,1603.00507482,3.33028960312e-17,True
case3,3004,0.2,0.005,1,92.1808479607,94.1808479607,94.1808479607,1646.66260118,2110.80069433,8.59878465753,370.828307319,3395.23377285,1.36424205266e-11,3.0379344873e-17,0.572487304206,0.253222731818,7.56490110581,0.455157198149,7.50191696994,-9.71478776276,0.300151529976,0.0122530867895,0.520692133952,0,5.85778536788e-10,0.560622131557,18.6542543882,0.455157198149,0.593162192254,0.25266599074,0,1593.88215762,3.0379344873e-17,True
case3,3005,0.2,0.005,1,92.4173517764,94.4173517764,94.4173517764,1655.70911073,2118.34956634,8.47420602821,372.513584432,3410.01929867,2.81374923361e-11,3.34817893896e-17,0.572847088102,0.25245360572,7.63447916469,0.457545350609,7.5745937515,-9.6478133821,0.299880826591,0.0122627715389,0.520642242032,0,5.72896396989e-10,0.554891358085,18.7252055329,0.457545350609,0.593241475711,0.252029310417,0,1603.97640527,3.34817893896e-17,True
case3,3006,0.2,0.005,1,92.5038843036,94.5038843036,94.5038843036,1652.48925247,2121.31474254,8.47391610456,372.998787824,3409.27912329,-9.54969436862e-12,3.32080283411e-17,0.572634559121,0.252300368213,7.60386526822,0.359852531655,7.57681645518,-9.64219222099,0.29972106377,0.012268423745,0.520619142388,0,5.78555869879e-10,0.528189374261,18.7511652911,0.359852531655,0.593059553204,0.251977444489,0,1603.17317877,3.32953066159e-17,True
case3,3007,0.2,0.005,1,92.3286045372,94.3286045372,94.3286045372,1650.40940881,2115.51261225,8.50318623227,371.948291751,3402.47691555,-1.36424205266e-12,3.189993842e-17,0.572818873784,0.252266183354,7.62318486333,0.370412868397,7.55675573145,-9.68151072037,0.29993870683,0.0122612039175,0.520565820129,0,5.87316861811e-10,0.538413923725,18.6985813612,0.370412868397,0.593032564851,0.25194946777,0,1600.95422647,3.189993842e-17,True
case3,3008,0.2,0.005,1,92.2288980842,94.2288980842,94.2288980842,1646.33860289,2112.35591672,8.58058599193,371.113766165,3396.16133944,-1.44382283906e-11,3.12678485534e-17,0.572585883871,0.253183575856,7.5382531654,0.417679818873,7.50075061511,-9.70434349298,0.300093290043,0.0122559850679,0.520591133763,0,6.02771166314e-10,0.551943029995,18.6686694252,0.417679818873,0.593095381528,0.252678661329,0,1594.70496589,3.12678485534e-17,True
case3,3009,0.2,0.005,1,92.6037278473,94.6037278473,94.6037278473,1654.84640148,2124.56176312,8.44320544066,373.357839218,3414.49353082,-1.99520400201e-11,3.47779530868e-17,0.572579746517,0.252472532208,7.59069721692,0.3942276322,7.61228183534,-9.63152943422,0.299546159057,0.0122723281561,0.520423063228,0,3.60437013569e-10,0.532598722587,18.7811183542,0.3942276322,0.593130928226,0.252089859424,0,1605.4067222,3.47779530868e-17,True
