cell,x_um,time_s,T_C,vapor_kg_m3,liquid_kg_m3,ice_kg_m3,ice_bulk
1,4.6875,156.653560126,2.20079826266,1.58494915866e-07,0,0,0
1,14.0625,156.653560126,2.20079826266,4.75484748203e-07,0,0,0
1,23.4375,156.653560126,2.20079826266,7.92474582356e-07,0,0,0
1,32.8125,156.653560126,2.20079826266,1.10946441954e-06,0,0,0
1,42.1875,156.653560126,2.20079826266,1.42645426095e-06,0,0,0
1,51.5625,156.653560126,2.20079826266,1.74344410782e-06,0,0,0
1,60.9375,156.653560126,2.20079826266,2.06043396135e-06,0,0,0
1,70.3125,156.653560126,2.20079826266,2.37742382274e-06,0,0,0
1,79.6875,156.653560126,2.20079826266,2.69441369322e-06,0,0,0
1,89.0625,156.653560126,2.20079826266,3.01140357399e-06,0,0,0
1,98.4375,156.653560126,2.20079826266,3.32839346626e-06,0,0,0
1,107.8125,156.653560126,2.20079826266,3.64538337124e-06,0,0,0
1,117.1875,156.653560126,2.20079826266,3.96237329015e-06,0,0,0
1,126.5625,156.653560126,2.20079826266,4.27936322419e-06,0,0,0
1,135.9375,156.653560126,2.20079826266,4.59635317458e-06,0,0,0
1,145.3125,156.653560126,2.20079826266,4.91334314252e-06,0,0,0
1,150.283333333,156.653560126,2.20079826266,2.49635767236e-06,0,0,0
1,150.85,156.653560126,2.20079826266,2.5237434821e-06,0,0,0
1,151.416666667,156.653560126,2.20079826266,2.55112929189e-06,0,0,0
1,151.983333333,156.653560126,2.20079826266,2.57851510173e-06,0,0,0
1,152.55,156.653560126,2.20079826266,2.60590091162e-06,0,0,0
1,153.116666667,156.653560126,2.20079826266,2.63328672157e-06,0,0,0
1,153.9,156.653560126,2.20079826266,0,391.189029487,109.377251398,0.118888316737
1,154.9,156.653560126,2.20079826266,0,402.972410023,120.2493153,0.1307057775
1,155.9,156.653560126,2.20079826266,0,415.050055904,131.690577093,0.143141931623
1,156.9,156.653560126,2.20079826266,0,427.478557104,143.800323967,0.156304699964
1,157.9,156.653560126,2.20079826266,0,440.25558543,156.618890001,0.170237923914
1,158.9,156.653560126,2.20079826266,0,453.378467146,170.19201122,0.184991316544
1,159.9,156.653560126,2.20079826266,0,466.84449738,184.574291244,0.200624229614
1,160.9,156.653560126,2.20079826266,0,480.651301239,199.82604244,0.217202220043
1,161.9,156.653560126,2.20079826266,0,494.797232468,215.968196308,0.234748039466
1,162.9,156.653560126,2.20079826266,0,509.281847431,233.056286649,0.253322050705
1,163.9,156.653560126,2.20079826266,0,524.106403356,251.162149765,0.273002336701
1,164.9,156.653560126,2.20079826266,0,539.287885757,273.853423213,0.297666764362
1,166.10625,156.653560126,2.20079826266,3.76303418978e-05,138.832842325,65.0743832403,0.0707330252612
1,167.51875,156.653560126,2.20079826266,3.66870011346e-05,138.87865028,68.4239843193,0.0743738959993
1,168.93125,156.653560126,2.20079826266,3.6342725916e-05,138.877560757,68.7280112461,0.0747043600501
1,170.34375,156.653560126,2.20079826266,3.60348882319e-05,138.875830041,68.8425658611,0.0748288759359
1,171.75625,156.653560126,2.20079826266,3.57551193968e-05,138.873467844,68.8093843251,0.074792809049
1,173.16875,156.653560126,2.20079826266,3.55012113139e-05,138.870479637,68.6383806792,0.0746069355209
