time_s,input_current_density_A_m2,experiment_voltage_V,model_voltage_V,voltage_relative_error_percent,experiment_temperature_C,model_mean_temperature_full_domain_C,temperature_relative_error_percent_C_basis,model_max_ice_volume_fraction,voltage_absolute_error_V,temperature_absolute_error_C,model_mean_temperature_MEA_C,missing_value_reason
0.0,66.006600660066,0.799,0.758763916674119,5.035805172200378,-24.9954164846888,-24.999999999999993,0.018337423239179605,0.0,0.04023608332588102,0.004583515311193054,-24.999999999999993,
5.0,66.006600660066,0.8,0.7586758833215942,5.165514584800732,-24.9621280589219,-24.961449432545752,0.002718623887131642,3.942413367205535e-25,0.04132411667840585,0.0006786263761462408,-24.957265515053653,
10.0,1079.20792079208,0.537,0.6121915516105267,14.002151137900691,-24.6452668796771,-24.653842397106516,0.03479579860621678,3.7862205387516514e-24,0.07519155161052671,0.00857551742941709,-24.571803727678443,
15.0,2049.50495049505,0.518,0.5790431469190013,11.784391297104488,-23.3805827491521,-23.468085025144408,0.37425190351801757,3.800514618366563e-11,0.06104314691900126,0.08750227599230698,-23.305850100935654,
20.0,2042.90429042904,0.592,0.5923125507644043,0.05279573723045349,-22.0325550832597,-22.121081839921015,0.40179977459162475,1.0843883981497924e-10,0.00031255076440428464,0.08852675666131304,-21.961439908467774,
25.0,2310.23102310231,0.618,0.5895903673777402,4.597027932404501,-20.8460744945177,-20.855827649555,0.04678653067206218,4.845470475386813e-10,0.028409632622259817,0.009753155037298455,-20.674840931376657,
30.0,3059.40594059406,0.621,0.5718044424067964,7.9219899505963935,-19.2012196511554,-19.083199947457853,0.6146469122363637,1.59786066970708e-09,0.0491955575932036,0.11801970369754855,-18.838290002124086,
35.0,3072.60726072607,0.644,0.5784141262202246,10.184141891269476,-17.587998536091767,-17.26533360652771,1.834574462250069,2.469290843349927e-09,0.06558587377977543,0.32266492956405557,-17.02088276726072,
