工况,策略,t_plan_s,feasible,first_success_s,E_aux_J,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C
工况1_完全冷却,动态控制,25.0,True,,3565.726455939755,0.6368362399930921,0.018354884137115394,22.72020198998548,0.06405990616292485,19.896944553197788
工况1_完全冷却,恒功率(问题3基准),,True,25.75000000000023,2977.0293159594553,0.662065528997869,0.012646978868562128,25.178254030630033,0.002153657512551072,25.180407688142584
工况2_预冷20min,动态控制,14.47996756969434,True,,1161.1424835984835,0.67552764192929,0.0004735031779238677,13.88901742939547,0.8328903593989991,14.247001104298644
工况2_预冷20min,恒功率(问题3基准),,True,5.649999999999988,653.2122576765403,0.7470900524018056,9.752116739295916e-05,6.3413038341248775,0.04333039746477416,6.384634231589652
工况3_预冷40min,动态控制,21.02572470874257,True,,2612.9804457637965,0.6546321426424968,0.0053831552019720525,19.40797244164487,1.3511751718944411,20.090250016915316
工况3_预冷40min,恒功率(问题3基准),,True,17.100000000000108,1976.978691374999,0.6867540848224154,0.0029945375953759723,17.526953378402062,0.045448975573393044,17.572402353975455
