case,strategy,initial_shift_K,G_factor,G_EP_factor,h_factor,seed,noise_T_K,noise_V_V,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C
case1,constant_hold,0,1,1,1,6000,0.2,0.005,25.7412287951,28,28,3237.15809114,192.2112091,-1.09727930608,103.758006339,3324.5140146,2.85723444904e-10,3.20449504605e-19,0.661853243545,0.0121298600029,26.8610352757,1.77211000753,28.6331452832,-23.4485563725,0.3916,0.00471532530496,0.433085516812,0,2.54800625044e-11,1,1.6565271497,1.77211000753,0.661853243545,0.0120418489006,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.96,1,2.25877120495,0.638937013369,6.07177554999e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6001,0.2,0.005,25.7412287951,28.4,28.4,3283.40320673,197.725720781,-1.13673044436,106.312894482,3373.67930258,2.86902945845e-10,3.41523684333e-19,0.661845759968,0.0121298600029,27.1433364425,2.08055674691,29.2238931894,-23.2987378388,0.3916,0.00478240653268,0.433085516812,0,2.5870861009e-11,1,1.6565271497,2.08055674691,0.661845759968,0.0120080978995,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,2.0164,1,2.65877120495,0.694242746463,5.21470368381e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6002,0.2,0.005,25.7412287951,28.4,28.4,3283.40320673,197.725720781,-1.13673044436,106.312894482,3373.67930258,2.86902945845e-10,3.41523684333e-19,0.661845759968,0.0121298600029,27.1433364425,2.08055674691,29.2238931894,-23.2987378388,0.3916,0.00478240653268,0.433085516812,0,2.5870861009e-11,1,1.6565271497,2.08055674691,0.661845759968,0.0120080978995,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,2.0164,1,2.65877120495,0.710165065464,7.24476332053e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6003,0.2,0.005,25.7412287951,28.2,28.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,1.92652829922,0.661848503837,0.0120256405072,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0.626993647082,9.31148160444e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6004,0.2,0.005,25.7412287951,28.4,28.4,3283.40320673,197.725720781,-1.13673044436,106.312894482,3373.67930258,2.86902945845e-10,3.41523684333e-19,0.661845759968,0.0121298600029,27.1433364425,2.08055674691,29.2238931894,-23.2987378388,0.3916,0.00478240653268,0.433085516812,0,2.5870861009e-11,1,1.6565271497,2.08055674691,0.661845759968,0.0120080978995,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,2.0164,1,2.65877120495,0.6484727639,5.54641613371e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6005,0.2,0.005,25.7412287951,28.6,28.6,3306.52576452,200.511610787,-1.15679723341,107.599574932,3398.28100314,2.90270918413e-10,3.43421038135e-19,0.661844962256,0.0121298600029,27.2828375981,2.23419726363,29.5170348617,-23.2234380869,0.3916,0.00481596022029,0.433085516812,0,2.60662602614e-11,1,1.6565271497,2.23419726363,0.6618449689,0.0119892304157,0,2976.01525249,3.5344990823e-19,0.662058326818,0.0121298600029,25.1812762622,2.0449,1,2.85877120495,0.622448122569,4.31991769872e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6006,0.2,0.005,25.7412287951,28.2,28.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,1.92652829922,0.661848503837,0.0120256405072,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0.592424131324,0.000101955452699,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6007,0.2,0.005,25.7412287951,28.2,28.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,1.92652829922,0.661848503837,0.0120256405072,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0.606713195796,9.27648192937e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6008,0.2,0.005,25.7412287951,28.2,28.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,1.92652829922,0.661848503837,0.0120256405072,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0.612787291074,5.85434483935e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,6009,0.2,0.005,25.7412287951,28.4,28.4,3283.40320673,197.725720781,-1.13673044436,106.312894482,3373.67930258,2.86902945845e-10,3.41523684333e-19,0.661845759968,0.0121298600029,27.1433364425,2.08055674691,29.2238931894,-23.2987378388,0.3916,0.00478240653268,0.433085516812,0,2.5870861009e-11,1,1.6565271497,2.08055674691,0.661845759968,0.0120080978995,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,2.0164,1,2.65877120495,0.682952223836,7.17522490081e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,6000,0.2,0.005,24.5715685487,27.2,27.2,3144.66785997,180.846967594,-1.0976676019,103.924509047,3220.49265091,2.35417019212e-10,3.55618312575e-19,0.664579775537,0.0103486986193,26.2993742509,2.0889100881,28.388284339,-22.7620276706,0.3916,0.00457229111502,0.442435445386,0,2.46203057941e-11,1,1.50940495236,2.0889100881,0.664579775537,0.0102455722622,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8496,1,2.62843145132,0.638937297788,6.10149741056e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,6001,0.2,0.005,24.5715685487,27.2,27.2,3144.66785997,180.846967594,-1.0976676019,103.924509047,3220.49265091,2.35417019212e-10,3.55618312575e-19,0.664579775537,0.0103486986193,26.2993742509,2.0889100881,28.388284339,-22.7620276706,0.3916,0.00457229111502,0.442435445386,0,2.46203057941e-11,1,1.50940495236,2.0889100881,0.664579775537,0.0102455722622,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8496,1,2.62843145132,0.6942446696,4.42342771712e-05,0,98.6666666667,True,sensor,0.2
