case,candidate,stage,seed,noise_T_K,noise_V_V,initial_shift_K,G_factor,G_EP_factor,h_factor,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C
case1,1,training,2005,0.2,0.005,1,1,0.8,1,92.277416265,96.6,96.6,2419.83596503,2230.61710127,14.6055620306,315.416526718,4349.64210162,3.46744855051e-11,2.72384111794e-17,0.555990320929,0.320958082625,6.71651046991,0.57623576373,7.29274623364,-14.5931777776,0.282680921714,0.0124593926003,0.442382767417,0,3.55301343902e-10,0.868967950091,18.6832248795,0.57623576373,0.583558364852,0.318338946325,0,2265.48761624,2.77853911754e-17,0.555990320929,0.320958082625,6.70110701563,19.98,1,4.32258373499,2.0286548264,0.00132324321504,0,98.6666666667,True,sensor,0.2
case1,2,training,2000,0.2,0.005,-1,1,1.2,1.2,92.6621832728,95.6,95.6,3536.70352102,2205.15912498,15.5266286021,353.870695277,5403.51857933,-9.83391146292e-12,2.61471616927e-17,0.553351164931,0.327832230458,6.33934462171,0.810633519981,7.07069737711,-11.7158000832,0.280839608581,0.0124355953745,0.423858397741,0,3.66740415814e-10,1,18.7986549819,0.810633519981,0.582175623565,0.326430651093,0,3389.81268466,2.61471616927e-17,0.553351164931,0.327832230458,6.33934462171,19.68,1,2.93781672716,1.7833282779,0.00176732626506,0,98.6666666667,True,sensor,0.2
case1,2,training,2001,0.2,0.005,0,1,1.2,1,90.3106920004,93.8,93.8,3310.79129631,2139.42210495,14.7329238035,295.38829272,5169.55803234,-5.19548848388e-11,2.24955687758e-17,0.555639370828,0.312905914886,6.37803116967,1.0148253077,7.10153614505,-11.7040103997,0.285595105064,0.0123330791201,0.433085516812,0,3.52073037391e-10,1,18.0932076001,1.0148253077,0.584618833648,0.310858767286,0,3136.32589633,2.24955687758e-17,0.555639370828,0.312905914886,6.37803116967,19.14,1,3.48930799961,1.73648650546,0.000571174006055,0,98.6666666667,True,sensor,0.2
case1,2,training,2002,0.2,0.005,1,0.8,1,0.8,89.3106457829,92.2,92.2,2760.37439861,2077.27679487,12.9889960946,236.91691305,4613.72327653,-6.01971805736e-11,2.68258722527e-17,0.558364276727,0.30316161319,7.8553505811,0.913003673792,8.32035724748,-13.3947072745,0.289766807177,0.012252010797,0.442435445386,0,3.63225893807e-10,0.955055194178,17.7931937349,0.913003673792,0.585548283996,0.301622780843,0,2628.40749788,2.68258722527e-17,0.558364276727,0.30316161319,7.8553505811,18.66,1,2.88935421706,0.772453764242,0.000655993172715,0,98.6666666667,True,sensor,0.2
case1,2,training,2003,0.2,0.005,-1,1,1,1,90.0716778398,93.2,93.2,3087.75485583,2124.48570379,15.6511798829,283.385618541,4944.50612096,-1.25055521494e-12,1.97845212435e-17,0.553963861582,0.320168961662,6.32055902169,1.00245024543,6.87793172455,-14.0542045204,0.284548804896,0.0123225002882,0.423858397741,0,3.66916275141e-10,1,18.0215033519,1.00245024543,0.583118398426,0.318266384641,0,2931.37230885,1.97845212435e-17,0.553963861582,0.320168961662,6.32055902169,18.96,1,3.12832216025,0.667057279633,0.000633436692166,0,98.6666666667,True,sensor,0.2
case1,2,training,2004,0.2,0.005,0,1.2,1,1.2,89.5204866052,93.2,93.2,3001.52877653,2121.82532532,15.8214439813,351.698919698,4787.47662614,-4.61000126961e-11,1.62581536775e-17,0.556481709652,0.310636938693,5.53203590371,1.15532133655,6.05741539741,-13.5597155377,0.286718643595,0.0123017363683,0.433085516812,0,3.39567485241e-10,1,17.8561459815,1.15532133655,0.585139315871,0.308302260609,0,2819.4029668,1.62581536775e-17,0.556481709652,0.310636938693,5.53203590371,18.96,1,3.67951339484,0.691691893867,0.000823807867668,0,98.6666666667,True,sensor,0.2
case1,2,training,2005,0.2,0.005,1,1,0.8,1,89.5002708077,93.4,93.4,2452.88060911,2119.51926066,13.6348911548,304.88322333,4281.1515376,2.36468622461e-11,2.56890862749e-17,0.558712402189,0.300612581044,6.5391892273,1.29577371898,7.26885324439,-15.0187401275,0.288802997631,0.0122883658761,0.442435445386,0,3.41125794279e-10,0.899014790848,17.8500812423,1.29577371898,0.587294856861,0.297841906129,0,2291.34069331,2.56890862749e-17,0.558712402189,0.300612581044,6.5391892273,19.02,1,3.89972919226,2.02174179539,0.00108199189493,0,98.6666666667,True,sensor,0.2
case1,3,training,2000,0.2,0.005,-1,1,1.2,1.2,90.2770879984,93.6,93.6,3604.9051962,2131.53549373,13.8550533539,352.475026653,5397.82071663,-7.1452177508e-11,2.42031871975e-17,0.55726075064,0.304950670591,6.44908943966,0.910494007525,7.29483872702,-11.7781855372,0.286081581027,0.0123233855378,0.423858397741,0,3.71916719644e-10,1,18.0831263995,0.910494007525,0.585360082966,0.303292524365,0,3438.75959612,2.42031871975e-17,0.55726075064,0.304950670591,6.44908943966,19.08,1,3.32291200161,1.80386429571,0.00163072291319,0,98.6666666667,True,sensor,0.2
case1,3,training,2001,0.2,0.005,0,1,1.2,1,87.443583703,91.2,91.2,3370.2624215,2046.19276198,13.0887641326,291.069439624,5138.47450799,-7.16795511835e-11,2.0315780308e-17,0.559575689393,0.288088726086,6.25535975001,1.06627703988,7.31284659157,-11.8831936814,0.291607513622,0.0121994416398,0.433085516812,0,3.57936791318e-10,1,17.2330751109,1.06627703988,0.587731601327,0.286011186567,0,3182.44160665,2.0315780308e-17,0.559575689393,0.288088726086,6.25314292829,18.36,1,3.75641629696,1.74997445037,0.000506152353124,0,98.6666666667,True,sensor,0.2
case1,3,training,2002,0.2,0.005,1,0.8,1,0.8,85.3202264786,88.4,88.4,2796.56662341,1945.39083078,11.7533802323,228.206069893,4525.50476453,-5.07327513333e-11,1.77055635778e-17,0.562397188418,0.275734797623,7.56464389011,1.08061704442,8.32649737736,-13.8600368346,0.297401766662,0.0120687377193,0.442435445386,0,3.68668207074e-10,0.998771866295,16.5960679436,1.08061704442,0.588857788966,0.274126643776,0,2649.76239599,1.77055635778e-17,0.562397188418,0.275734797623,7.56464389011,17.52,1,3.07977352143,0.772453732475,0.000705773899691,0,98.6666666667,True,sensor,0.2
case1,3,training,2003,0.2,0.005,-1,1,1,1,86.6240911722,89.8,89.8,3113.75275234,2004.56259815,14.1512666809,274.696619208,4857.76999796,1.81898940355e-11,1.2502477352e-17,0.557971936182,0.294083625896,6.06836960188,0.94355315127,6.9377547203,-14.4939617775,0.291610868842,0.0121584229029,0.423858397741,0,3.72445185803e-10,1,16.9872273517,0.94355315127,0.58588543856,0.292482017414,0,2954.95731095,1.2502477352e-17,0.557971936182,0.294083625896,6.06836960188,17.94,1,3.17590882778,0.667057280191,0.000593420637694,0,98.6666666667,True,sensor,0.2
