case,seed,noise_T_K,noise_V_V,initial_shift_K,G_factor,G_EP_factor,h_factor,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C
case2,6006,0.2,0.005,0,1,1,1,74.2896415293,79.8,79.8,295.398837718,1584.64169591,-2.33045489169,404.085708159,1473.62437058,1.77919901034e-11,6.2889147015e-18,0.604912454996,0.0873281379843,9.07347857202,0.608177902965,9.68165647498,-4.94568926513,0.34189224324,0.01155669669,0.640427880975,0,9.5941032896e-10,0.14988552332,13.2868924588,0.608177902965,0.61452715608,0.0867913268869,0,295.398837718,1.7348861063e-17,0.604912454996,0.0873281379843,8.95194225165,14.94,1,5.51035847068,0.59241377333,0.000555913170394,0,98.6666666667,True,sensor,0.2
case2,6007,0.2,0.005,0,1,1,1,74.3277139604,80.4,80.4,295.375608089,1603.73906933,-2.43767905373,407.799925903,1488.87707246,3.50723894371e-11,3.24610130442e-18,0.604883618955,0.0875412203074,9.08165591864,0.667919901443,9.74957582008,-4.88784331601,0.341081168561,0.0115778788478,0.640670964632,0,9.40909572478e-10,0.14738481962,13.2983141881,0.667919901443,0.614765809825,0.0868897276923,0,295.370385206,1.64858361337e-17,0.604883618955,0.0875412203074,8.95442867951,15.12,1,6.07228603959,0.756436909906,0.000490116151831,0,98.6666666667,True,sensor,0.2
case2,6008,0.2,0.005,0,1,1,1,74.3706675827,79.2,79.2,293.629444745,1565.57270935,-2.20042344614,400.334174338,1456.66755631,3.41628947353e-11,7.13784500256e-18,0.604870388564,0.0877242104051,9.06179763572,0.534667335074,9.5964649708,-5.01208870272,0.342682906944,0.0115360664075,0.640651108009,0,9.76910996542e-10,0.149949396143,13.3112002748,0.534667335074,0.614186645631,0.0873095335057,0,293.625942685,1.68035073703e-17,0.604870388564,0.0877242104051,8.94939783824,14.76,1,4.82933241725,0.766638239721,0.000414762395839,0,98.6666666667,True,sensor,0.2
case2,6009,0.2,0.005,0,1,1,1,74.4005083621,80.2,80.2,293.754342154,1597.45518542,-2.38331109161,406.435377185,1482.39083929,3.72892827727e-11,3.57515666377e-18,0.604800495128,0.0879146942807,9.07954873489,0.638891880943,9.71844061583,-4.91503861763,0.341318610409,0.0115711551921,0.640339287681,0,9.47645517613e-10,0.151906393686,13.3201525086,0.638891880943,0.614611471659,0.0873172446013,0,293.746093863,1.6984027032e-17,0.604800495128,0.0879146942807,8.95710608079,15.06,1,5.79949163795,0.687540029054,0.000470531032393,0,98.6666666667,True,sensor,0.2
case2,6000,0.2,0.005,1,1,1,1,68.7781790733,73.6,73.6,250.433379768,1382.33693003,-2.40402347368,377.385736899,1252.98054942,3.92788024328e-11,1.60564920734e-17,0.60783041009,0.0713164111449,8.88073880213,0.59783171766,9.47857051979,-4.80108764081,0.352040008465,0.0113226838179,0.652328192543,0,9.32384836005e-10,0.136038966025,11.633453722,0.59783171766,0.6153391234,0.0709382235855,0,250.433379768,1.7119281253e-17,0.60783041009,0.0713164111449,8.61566131107,13.08,1,4.82182092667,0.638938463342,0.000585869317858,0,98.6666666667,True,sensor,0.2
case2,6001,0.2,0.005,1,1,1,1,68.6900360525,74,74,252.563557723,1395.02793734,-2.49072238396,379.975262701,1265.12550998,4.66116034659e-11,1.66563269254e-17,0.607915808788,0.0709146627527,8.8987120319,0.656303511153,9.55501554305,-4.75726196245,0.351566272249,0.0113354875967,0.652262425692,0,9.32512733698e-10,0.137682707891,11.6070108157,0.656303511153,0.615622123831,0.0704595321898,0,252.563557723,1.74456261069e-17,0.607915808788,0.0709146627527,8.61174884429,13.2,1,5.30996394754,0.694209485085,0.000464665403673,0,98.6666666667,True,sensor,0.2
case2,6002,0.2,0.005,1,1,1,1,68.617911768,74.4,74.4,253.796572318,1407.74372606,-2.5684216577,382.52321091,1276.44866581,4.09272615798e-11,1.56341953272e-17,0.607973309936,0.0706684880003,8.91303616009,0.710989493598,9.62402565369,-4.71542757532,0.351068657832,0.0113484890932,0.652207525359,0,9.55616030751e-10,0.138372427853,11.5853735304,0.710989493598,0.615874151914,0.0701331427583,0,253.796572318,1.71387968921e-17,0.607973309936,0.0706684880003,8.60428482947,13.32,1,5.78208823204,0.719047223801,0.000830993757861,0,98.6666666667,True,sensor,0.2
case2,6003,0.2,0.005,1,1,1,1,68.7352674782,74,74,250.92627225,1395.08606159,-2.4747990358,379.861162363,1263.67637244,4.42241798737e-11,1.65525145673e-17,0.607875827216,0.0711451452257,8.89577346987,0.650267816161,9.54604128603,-4.76320402021,0.351538916739,0.0113357161937,0.652190278224,0,9.26585030925e-10,0.137343755153,11.6205802435,0.650267816161,0.61557793685,0.0706966704126,0,250.92627225,1.79145435465e-17,0.607875827216,0.0711451452257,8.61106212506,13.2,1,5.26473252177,0.726463080445,0.000525538000718,0,98.6666666667,True,sensor,0.2
case2,6004,0.2,0.005,1,1,1,1,68.6289823174,73.4,73.4,253.576779482,1375.85869273,-2.39787177965,376.389539155,1250.64806128,5.51949597138e-11,1.76001249165e-17,0.607959278482,0.0706591811597,8.87149299628,0.5917458288,9.46323882508,-4.81706520766,0.352366978002,0.0113154089374,0.652342638718,0,9.3582208649e-10,0.135130015634,11.5886946952,0.5917458288,0.61536369968,0.0702923389298,0,253.576779482,1.78885226944e-17,0.607959278482,0.0706591811597,8.60350700664,13.02,1,4.77101768255,0.731006205658,0.000747788466704,0,98.6666666667,True,sensor,0.2
case2,6005,0.2,0.005,1,1,1,1,68.7066717684,73.4,73.4,252.753590099,1375.90783597,-2.38621350383,376.358174708,1249.91703786,5.61044544156e-11,1.71333758812e-17,0.60788742269,0.0710286353059,8.87333038856,0.583548895139,9.4568792837,-4.81460512713,0.352354890311,0.0113156790774,0.65249848039,0,9.85661330333e-10,0.138042306113,11.6120015305,0.583548895139,0.615303733197,0.0706708674066,0,252.753590099,1.74231289118e-17,0.60788742269,0.0710286353059,8.61191064116,13.02,1,4.69332823157,0.761549378876,0.00101663768958,0,98.6666666667,True,sensor,0.2
case2,6006,0.2,0.005,1,1,1,1,68.664228338,72.8,72.8,251.645994242,1356.82484859,-2.27971326202,372.535718464,1233.65541111,7.12816472515e-11,1.70726605596e-17,0.607944064605,0.0708767364357,8.84506608132,0.513821207056,9.35888728837,-4.88358410823,0.353092437575,0.0112959864323,0.65207902416,0,9.61174251302e-10,0.13778392296,11.5992685014,0.513821207056,0.615003918602,0.070600265969,0,251.645994242,1.76551481768e-17,0.607944064605,0.0708767364357,8.60425659093,12.84,1,4.135771662,0.592414797653,0.000607627419968,0,98.6666666667,True,sensor,0.2
case2,6007,0.2,0.005,1,1,1,1,68.7037215471,74,74,251.806030855,1395.05357322,-2.4835756625,379.922693884,1264.45333453,4.81463757751e-11,1.65519724662e-17,0.607901739925,0.0710148763815,8.89818226454,0.653064575122,9.55124683966,-4.76972466461,0.351532817471,0.0113356629627,0.65227811116,0,9.76164926669e-10,0.137033401781,11.6111164641,0.653064575122,0.615595359766,0.0705626944819,0,251.806030855,1.74404761466e-17,0.607901739925,0.0710148763815,8.61044700577,13.2,1,5.29627845287,0.756498764729,0.000571832967305,0,98.6666666667,True,sensor,0.2
case2,6008,0.2,0.005,1,1,1,1,68.7335942149,75.8,75.8,250.409903773,1452.43942565,-2.77989222463,390.897778578,1309.17165862,4.52473614132e-11,1.31519144533e-17,0.607880644071,0.0710909559001,8.95541716232,0.860609720435,9.81602688275,-4.59008782981,0.349207153029,0.011395780265,0.652264122079,0,9.76164926669e-10,0.137518516807,11.6200782645,0.860609720435,0.616488010187,0.0702924508508,0,250.409903773,1.74014448684e-17,0.607880644071,0.0710909559001,8.60751930579,13.74,1,7.06640578509,0.766648828396,0.000367571764186,0,98.6666666667,True,sensor,0.2
case2,6009,0.2,0.005,1,1,1,1,68.7619070351,75,75,250.358113566,1426.98209635,-2.640775824,385.942815789,1288.75661831,4.22915036324e-11,1.5286708531e-17,0.607828624862,0.0713179116135,8.93473573225,0.763936546559,9.69867227881,-4.67721174315,0.350211759829,0.0113691643943,0.651973987554,0,9.52965706347e-10,0.139724550082,11.6285721105,0.763936546559,0.616048979152,0.0706910287753,0,250.358113566,1.72878746908e-17,0.607828624862,0.0713179116135,8.61485530058,13.5,1,6.23809296489,0.687572981795,0.000408885548806,0,98.6666666667,True,sensor,0.2
case3,6000,0.2,0.005,-1,1,1,1,88.9175917387,92,92,1986.97251774,2045.41534639,9.23120973222,347.147078259,3694.47199561,2.83705503534e-10,7.34059080881e-18,0.570781540662,0.250714680073,7.21095467267,0.773343595205,7.53386762664,-10.7069363485,0.300853444748,0.0121678139646,0.500157156508,0,3.95147026211e-10,0.668989314766,17.6752775216,0.773343595205,0.593160128472,0.249658696509,0,1888.63015854,1.2754012256e-17,0.570781540662,0.250714680073,7.21095467267,18.6,1,3.0824082613,0.638934474942,0.000797377394449,0,98.6666666667,True,sensor,0.2
case3,6001,0.2,0.005,-1,1,1,1,88.913519156,91.6,91.6,1977.16236454,2032.36270909,9.3245084385,344.892463847,3673.95711822,2.77395884041e-10,7.02671427988e-18,0.570748428387,0.250416919205,7.17433015669,0.686836698685,7.46628390915,-10.791248969,0.301389571592,0.0121528954321,0.500157156508,0,3.92834209606e-10,0.659109073954,17.6740557468,0.686836698685,0.592936341817,0.249527193958,0,1891.48414148,1.25387981248e-17,0.570748428387,0.250416919205,7.17433015669,18.48,1,2.68648084402,0.694175463157,0.000534691214763,0,98.6666666667,True,sensor,0.2
case3,6002,0.2,0.005,-1,1,1,1,89.0484622955,92.6,92.6,2011.28429763,2064.77351833,8.98146098443,351.243839043,3733.7954379,2.31466401601e-10,1.10409728235e-17,0.570782154063,0.250502299719,7.14591592608,0.952166377697,7.69731027863,-10.5400690632,0.300206717749,0.0121865131271,0.500157156508,0,9.27258270167e-10,0.688581818405,17.7145386887,0.952166377697,0.593915216159,0.248934826154,0,1897.09841999,1.23864677196e-17,0.570782154063,0.250502299719,7.14591592608,18.78,1,3.55153770447,0.718651728573,0.00103239357078,0,98.6666666667,True,sensor,0.2
case3,6003,0.2,0.005,-1,1,1,1,89.1906525731,93.2,93.2,2029.95222709,2084.40775559,8.80977036225,354.750866193,3768.41888685,3.27531779476e-10,1.64234945088e-17,0.570788363083,0.250283400181,7.13728229964,1.10068188876,7.83701499586,-10.4059276464,0.299434242873,0.0122081316046,0.500157156508,0,9.86766224287e-10,0.697547153975,17.7571957719,1.10068188876,0.594408593746,0.24836074302,0,1899.96050646,1.64234945088e-17,0.570788363083,0.250283400181,7.13728229964,18.96,1,4.00934742689,0.726284608175,0.00119090421818,0,98.6666666667,True,sensor,0.2
case3,6004,0.2,0.005,-1,1,1,1,88.9371050477,93.2,93.2,2029.2663574,2084.35075244,8.8132820843,354.905638042,3767.52475388,2.6443558454e-10,1.72285146219e-17,0.570732930665,0.250286229918,7.17661120757,1.06997218946,7.82811066384,-10.4202785712,0.299547583636,0.0122080332457,0.500157156508,0,3.79799303118e-10,0.677108697401,17.6811315143,1.06997218946,0.594464964734,0.24798126267,0,1892.87718795,1.72285146219e-17,0.570732930665,0.250286229918,7.17661120757,18.96,1,4.2628949523,0.730953709997,0.000656813933448,0,98.6666666667,True,sensor,0.2
case3,6005,0.2,0.005,-1,1,1,1,89.1836200953,92.6,92.6,2006.94534161,2065.07109552,9.05735411216,350.98261407,3730.09117717,2.98825852951e-10,1.13358758144e-17,0.570768968549,0.251039984899,7.15612008813,0.947110320347,7.68045789419,-10.5562860202,0.300113386108,0.0121879097779,0.500157156508,0,9.66412727621e-10,0.690714173913,17.7550860286,0.947110320347,0.593738631513,0.249606918576,0,1897.36088863,1.27084757648e-17,0.570768968549,0.251039984899,7.15612008813,18.78,1,3.41637990475,0.761475672327,0.00106844088429,0,98.6666666667,True,sensor,0.2
case3,6006,0.2,0.005,-1,1,1,1,89.261864692,92.6,92.6,2007.38968045,2064.85385188,9.00966944491,351.008677431,3730.24452434,2.78589595837e-10,1.06333128067e-17,0.570588573791,0.25012116651,7.21711195168,0.874110829519,7.68124169678,-10.567294253,0.300200190149,0.0121890310769,0.500157156508,0,3.86165766031e-10,0.670196592411,17.7785594076,0.874110829519,0.593717925796,0.248519304971,0,1900.80401229,1.33023475048e-17,0.570588573791,0.25012116651,7.21711195168,18.78,1,3.33813530803,0.668642954706,0.000519797376246,0,98.6666666667,True,sensor,0.2
case3,6007,0.2,0.005,-1,1,1,1,89.0558808506,92.4,92.4,2001.08332047,2058.40028526,9.08539243557,349.761595815,3718.80740235,2.70631517196e-10,1.14703168838e-17,0.57084663766,0.250347965977,7.21772880785,0.878051051363,7.63400777301,-10.6201403596,0.300439313159,0.0121807902834,0.500157156508,0,8.62947047153e-10,0.673858758296,17.7167642552,0.878051051363,0.593647787304,0.248980417163,0,1893.97972541,1.27027837034e-17,0.57084663766,0.250347965977,7.21772880785,18.72,1,3.34411914945,0.756161661273,0.00115791219512,0,98.6666666667,True,sensor,0.2
case3,6008,0.2,0.005,-1,1,1,1,89.204092133,92,92,1988.02389755,2045.43442964,9.21581787404,347.211355356,3695.4627897,3.29123395204e-10,8.37166707485e-18,0.570802515797,0.250356553262,7.16795671724,0.764960063638,7.54737525808,-10.7050048002,0.300889100738,0.0121677760508,0.500157156508,0,3.98468813501e-10,0.669242891834,17.7612276399,0.764960063638,0.593183380706,0.249370225281,0,1898.48228368,1.28998374482e-17,0.570802515797,0.250356553262,7.16795671724,18.6,1,2.79590786695,0.766573538378,0.000488090702509,0,98.6666666667,True,sensor,0.2
case3,6009,0.2,0.005,-1,1,1,1,89.0554587364,92.6,92.6,2008.94299544,2064.88580187,8.9915305568,351.019262582,3731.80106529,2.87116108666e-10,1.15489215413e-17,0.570725657986,0.249746514387,7.15141656545,0.918102863394,7.6961428885,-10.5624481877,0.300168380465,0.0121876677462,0.500157156508,0,9.94244686581e-10,0.664698004211,17.7166376209,0.918102863394,0.59386040447,0.248249322016,0,1896.01191429,1.27418149816e-17,0.570725657986,0.249746514387,7.15141656545,18.78,1,3.54454126358,0.687153692021,0.000463564599811,0,98.6666666667,True,sensor,0.2
case3,6000,0.2,0.005,0,1,1,1,88.5856160283,92,92,1861.95945191,2039.99065023,8.25006687548,356.767713555,3553.43245546,5.40012479178e-12,1.52276195126e-17,0.573104771379,0.241161326721,7.32939136421,0.822365096073,7.71594104253,-10.2108163325,0.30283504573,0.0121531798998,0.510362262906,0,3.79440479037e-10,0.622028215122,17.5756848085,0.822365096073,0.594914975142,0.23995809161,0,1761.10394335,1.52276195126e-17,0.573104771379,0.241161326721,7.32939136421,18.6,1,3.41438397169,0.638934715543,0.000802145978807,0,98.6666666667,True,sensor,0.2
case3,6001,0.2,0.005,0,1,1,1,88.5888496459,91.6,91.6,1853.05192385,2026.97987535,8.34154150742,354.508364419,3533.86497629,2.22826201934e-11,1.05921131241e-17,0.57307473569,0.240861823127,7.29440260652,0.739445756208,7.6520524051,-10.2912997171,0.303372635963,0.012138231519,0.510362262906,0,3.77468722945e-10,0.612547931745,17.5766548938,0.739445756208,0.594703012692,0.239835781383,0,1764.06203405,1.27423570827e-17,0.57307473569,0.240861823127,7.29440260652,18.48,1,3.01115035415,0.694176909506,0.00054459112836,0,98.6666666667,True,sensor,0.2
case3,6002,0.2,0.005,0,1,1,1,88.7481872201,92.6,92.6,1884.8595306,2059.30891438,8.00480962778,360.869352718,3591.30390188,7.84439180279e-12,2.10438220669e-17,0.573113284201,0.240931941991,7.26317028873,0.994598728176,7.87354391639,-10.0498887669,0.302180858213,0.0121720528243,0.510362262906,0,8.86334561301e-10,0.641687608162,17.624456166,0.994598728176,0.595648489965,0.239226401844,0,1770.22595911,2.10438220669e-17,0.573113284201,0.240931941991,7.26317028873,18.78,1,3.8518127799,0.718660796371,0.00105491047239,0,98.6666666667,True,sensor,0.2
case3,6003,0.2,0.005,0,1,1,1,88.8464527011,92,92,1865.21610728,2039.98085523,8.21136166022,356.935898422,3556.47242575,-6.02540239925e-12,1.39135664795e-17,0.573107175097,0.240693908353,7.25693867642,0.795078895272,7.74216510159,-10.1963759021,0.302830146221,0.012153840452,0.510362262906,0,9.45874489844e-10,0.650706393522,17.6539358103,0.795078895272,0.594895464823,0.239635057794,0,1771.4490608,1.39135664795e-17,0.573107175097,0.240693908353,7.25693867642,18.6,1,3.15354729891,0.726288740071,0.00117872995887,0,98.6666666667,True,sensor,0.2
case3,6004,0.2,0.005,0,1,1,1,88.6238846421,92.8,92.8,1889.46851885,2065.87581803,7.96737714827,362.047951785,3601.26376225,-1.01749719761e-11,1.98343945434e-17,0.57305647582,0.240733092611,7.29126531145,1.00151425867,7.90979799146,-10.0274338838,0.301984311871,0.0121801391825,0.510362262906,0,6.09758465941e-10,0.631077867114,17.5871653926,1.00151425867,0.595786305504,0.238673973032,0,1765.74497455,1.98343945434e-17,0.57305647582,0.240733092611,7.29126531145,18.84,1,4.17611535788,0.73095547352,0.000668788461934,0,98.6666666667,True,sensor,0.2
case3,6005,0.2,0.005,0,1,1,1,88.9046811581,92.4,92.4,1874.36264735,2053.12274084,8.14212494741,359.369517032,3576.25799611,2.96154212265e-11,1.84704682105e-17,0.573092022033,0.241474278913,7.27296049887,0.926328922346,7.81237561705,-10.1114976938,0.302327809996,0.0121670448922,0.510362262906,0,9.25105325678e-10,0.630937931544,17.6714043474,0.926328922346,0.595247795233,0.240074247959,0,1770.74001288,1.84704682105e-17,0.573092022033,0.241474278913,7.27296049887,18.72,1,3.49531884193,0.761478152612,0.00109360147604,0,98.6666666667,True,sensor,0.2
case3,6006,0.2,0.005,0,1,1,1,88.9344154,92.6,92.6,1880.95227159,2059.40066182,8.03376818508,360.634018536,3587.75268305,-1.03455022327e-11,1.89811274337e-17,0.572916498316,0.240550718857,7.33493282153,0.917036441447,7.85729696901,-10.0771014095,0.302171730766,0.0121745811347,0.510362262906,0,3.70778963088e-10,0.623313334604,17.68032462,0.917036441447,0.595453717844,0.238806765226,0,1772.63697895,1.89811274337e-17,0.572916498316,0.240550718857,7.33493282153,18.78,1,3.66558459997,0.668677121284,0.000532559661458,0,98.6666666667,True,sensor,0.2
case3,6007,0.2,0.005,0,1,1,1,88.7564258695,92,92,1863.14038296,2039.97796564,8.22998722378,356.914226121,3554.43410971,7.19637682778e-11,1.34685014877e-17,0.573170955869,0.240774282717,7.33467779765,0.822372808994,7.7239404393,-10.2189791172,0.302891001144,0.0121525438397,0.510362262906,0,8.21810175466e-10,0.62711448443,17.6269277608,0.822372808994,0.59502099978,0.239579990336,0,1766.98849095,1.34685014877e-17,0.573170955869,0.240774282717,7.33467779765,18.6,1,3.24357413054,0.756170412172,0.00115989056603,0,98.6666666667,True,sensor,0.2
case3,6008,0.2,0.005,0,1,1,1,88.8952240288,91.4,91.4,1844.92088929,2020.53575734,8.41430032651,353.139955564,3520.73099139,5.51949597138e-11,9.76107215889e-18,0.573112152299,0.240770740718,7.28580456813,0.656498061157,7.59666229023,-10.3451762719,0.303592976238,0.0121329162358,0.510362262906,0,3.82822662459e-10,0.623077725168,17.6685672086,0.656498061157,0.594365028409,0.240043452222,0,1770.92880022,1.27071205121e-17,0.573112152299,0.240770740718,7.28580456813,18.42,1,2.50477597117,0.766575701404,0.000496650599692,0,98.6666666667,True,sensor,0.2
case3,6009,0.2,0.005,0,1,1,1,88.7321456909,92,92,1864.47285988,2039.95816002,8.19942468561,356.936060677,3555.6943839,5.34328137292e-11,1.53588079754e-17,0.573044939927,0.240163358888,7.27062917395,0.805821277926,7.7411892023,-10.2085465423,0.302856656088,0.0121528321255,0.510362262906,0,9.52560696987e-10,0.618188839885,17.6196437073,0.805821277926,0.595020351167,0.238985283314,0,1768.31171884,1.53588079754e-17,0.573044939927,0.240163358888,7.27062917395,18.6,1,3.26785430908,0.68716638951,0.000457942005235,0,98.6666666667,True,sensor,0.2
case3,6000,0.2,0.005,1,1,1,1,88.2216570258,92,92,1736.88824031,2034.58846019,7.2679642283,366.388358379,3412.35630635,-2.09752215596e-11,2.04366688503e-17,0.575430327747,0.231474147372,7.45111221492,0.871450828579,7.90125703169,-9.71521110819,0.304795331709,0.0121390340228,0.520692133952,0,3.63726826436e-10,0.57504476018,17.4664971077,0.871450828579,0.596673006249,0.23011517208,0,1634.12438592,2.04366688503e-17,0.575430327747,0.231474147372,7.45111221492,18.6,1,3.77834297419,0.638934961964,0.000806477190547,0,98.6666666667,True,sensor,0.2
case3,6001,0.2,0.005,1,1,1,1,88.2096734047,91.6,91.6,1728.89917454,2021.60049919,7.35606519465,364.124241683,3393.73149725,-1.97246663447e-11,1.91123158966e-17,0.575407636942,0.231170264069,7.41795089641,0.792096489074,7.84104756176,-9.79188070258,0.305334585288,0.0121240475474,0.520692133952,0,3.62110341712e-10,0.566016493654,17.4629020214,0.792096489074,0.596473246412,0.229998938503,0,1636.89254654,1.91123158966e-17,0.575407636942,0.231170264069,7.41795089641,18.48,1,3.39032659531,0.6941784825,0.00055535984128,0,98.6666666667,True,sensor,0.2
case3,6002,0.2,0.005,1,1,1,1,88.4115197003,91.6,91.6,1730.21292163,2021.48044474,7.32430499856,364.309060335,3394.70861104,-5.16138243256e-11,2.07191035162e-17,0.575450365888,0.231225400726,7.384448599,0.793016598595,7.84189507599,-9.77699849841,0.305335396933,0.012124643365,0.520692133952,0,8.45417957862e-10,0.56585934528,17.5234559101,0.793016598595,0.596391267876,0.230157722752,0,1643.63484169,2.07191035162e-17,0.575450365888,0.231225400726,7.384448599,18.48,1,3.18848029971,0.718671971267,0.00107910534518,0,98.6666666667,True,sensor,0.2
case3,6003,0.2,0.005,1,1,1,1,88.5208215415,91.8,91.8,1734.46873569,2028.08710147,7.2869219851,365.320103506,3404.52265564,-4.94537744089e-12,2.11175478146e-17,0.575431976565,0.230967916676,7.38048385411,0.803168255209,7.88520095172,-9.74449271253,0.305031273447,0.0121325884729,0.520692133952,0,9.04989860828e-10,0.574433680094,17.5562464625,0.803168255209,0.596491274603,0.229907617418,0,1644.94076787,2.11175478146e-17,0.575431976565,0.230967916676,7.38048385411,18.54,1,3.27917845845,0.726293569324,0.00117647683967,0,98.6666666667,True,sensor,0.2
case3,6004,0.2,0.005,1,1,1,1,88.2775370836,92.8,92.8,1762.54836815,2060.41229177,6.9909825861,371.675131995,3458.27651051,1.07434061647e-11,2.96545557207e-17,0.575384356098,0.231044653042,7.40911918459,1.04327266186,8.08707514039,-9.53965346738,0.303935818526,0.0121662252931,0.520692133952,0,9.91910553694e-10,0.585032059493,17.4832611251,1.04327266186,0.597518606141,0.22882900273,0,1639.14609817,2.96545557207e-17,0.575384356098,0.231044653042,7.40911918459,18.84,1,4.52246291637,0.730957437721,0.000681657175885,0,98.6666666667,True,sensor,0.2
case3,6005,0.2,0.005,1,1,1,1,88.5542959034,92.4,92.4,1748.39233398,2047.6717195,7.16092274846,368.993405504,3434.23157072,-2.84217094304e-11,2.4954539303e-17,0.575421099079,0.231771049974,7.39379792841,0.971717820152,7.99349099119,-9.61979084626,0.304285140086,0.0121529768639,0.520692133952,0,8.83815687303e-10,0.584245363192,17.566288771,0.971717820152,0.596993514146,0.230231491065,0,1643.59174694,2.4954539303e-17,0.575421099079,0.231771049974,7.39379792841,18.72,1,3.84570409656,0.761480922461,0.00112064939278,0,98.6666666667,True,sensor,0.2
case3,6006,0.2,0.005,1,1,1,1,88.5939059913,91.8,91.8,1732.3755643,2028.05508894,7.293787726,365.313481,3402.41095997,2.54658516496e-11,1.98181315109e-17,0.575250665294,0.230846165004,7.45689628827,0.773059007921,7.86940124816,-9.76019775473,0.305091676627,0.0121328848238,0.520692133952,0,3.55392160145e-10,0.568527231146,17.5781717974,0.773059007921,0.596486343657,0.229590319162,0,1645.65950076,1.98181315109e-17,0.575250665294,0.230846165004,7.45689628827,18.54,1,3.20609400868,0.668711653009,0.000545961528145,0,98.6666666667,True,sensor,0.2
case3,6007,0.2,0.005,1,1,1,1,88.387203747,91.8,91.8,1732.28968044,2028.09504662,7.30658051556,365.299957966,3402.39134961,5.11590769747e-13,2.03553536873e-17,0.57550129933,0.231062267695,7.45519070242,0.812355648946,7.86708635881,-9.76688827982,0.30508890369,0.012131868163,0.520692133952,0,7.80683961921e-10,0.569446272237,17.5161611241,0.812355648946,0.596574612308,0.229871057286,0,1639.91153421,2.03553536873e-17,0.57550129933,0.231062267695,7.45519070242,18.54,1,3.41279625297,0.75618156066,0.00114123588024,0,98.6666666667,True,sensor,0.2
case3,6008,0.2,0.005,1,1,1,1,88.5614391744,91.4,91.4,1721.22915111,2015.17371629,7.42787304835,362.753441519,3381.07729894,-2.16004991671e-12,1.63291689198e-17,0.575428786446,0.231046939519,7.40680600127,0.711283087375,7.78750339337,-9.84375593339,0.305553730832,0.0121186627726,0.520692133952,0,3.67183616845e-10,0.576899219203,17.5684317523,0.711283087375,0.596142974811,0.230196593983,0,1643.99658144,1.63291689198e-17,0.575428786446,0.231046939519,7.40680600127,18.42,1,2.83856082559,0.766578169862,0.000505950371643,0,98.6666666667,True,sensor,0.2
case3,6009,0.2,0.005,1,1,1,1,88.4059191406,92,92,1739.41558663,2034.55689231,7.21801386059,366.556040233,3414.63445257,-3.48450157617e-11,2.24890635628e-17,0.575372363834,0.230441951915,7.39290074964,0.855225581196,7.92646669815,-9.71286149063,0.304814012649,0.0121387188957,0.520692133952,0,9.10883812821e-10,0.571652726559,17.5217757422,0.855225581196,0.596779486495,0.229120884416,0,1642.07499482,2.24890635628e-17,0.575372363834,0.230441951915,7.39290074964,18.6,1,3.59408085942,0.687181749929,0.000466997611967,0,98.6666666667,True,sensor,0.2
