case,seed,noise_T_K,noise_V_V,initial_shift_K,G_factor,G_EP_factor,h_factor,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C
case1,6000,0.2,0.005,0,1,1,1,85.7273353875,89,89,2967.59787692,1973.43467196,13.2477192009,279.330478372,4674.94978971,1.84343207366e-10,1.00847065074e-17,0.560047630224,0.279818846823,6.22600396313,1.06871246984,6.94874959088,-14.187936063,0.294596197488,0.0121073163626,0.433085516812,0,8.85314932475e-10,1,16.7182006162,1.06871246984,0.587331896889,0.278019743943,0,2804.37590518,1.31351093197e-17,0.560047630224,0.279818846823,6.22600396313,17.7,1,3.27266461253,0.638933026178,0.00072676255397,0,98.6666666667,True,sensor,0.2
case1,6001,0.2,0.005,0,1,1,1,85.6862523079,89.2,89.2,2978.72929281,1979.97713566,13.1729470792,280.649704991,4691.22967056,2.05488959182e-10,9.69439372528e-18,0.559948452589,0.27986544767,6.18188549248,1.14004177179,7.0165772541,-14.1213374274,0.294430441704,0.0121131218516,0.433085516812,0,8.48174863677e-10,1,16.7058756924,1.14004177179,0.587604345598,0.277797115792,0,2803.13298484,1.29125768238e-17,0.559948452589,0.27986544767,6.18188549248,17.76,1,3.51374769211,0.694168401596,0.000501923027847,0,98.6666666667,True,sensor,0.2
case1,6002,0.2,0.005,0,1,1,1,85.7907472849,88.4,88.4,2940.67030949,1953.64071501,13.4298974775,275.809711483,4631.9312105,1.83490556083e-10,1.11049407517e-17,0.559798169782,0.279830918918,6.18233362409,0.867576182185,6.77709469096,-14.3567341107,0.295278063729,0.0120885675407,0.433085516812,0,6.85403733769e-10,1,16.7372241855,0.867576182185,0.586571558367,0.27867665698,0,2810.37618768,1.31914878326e-17,0.559798169782,0.279830918918,6.18233362409,17.52,1,2.60925271511,0.718633051714,0.000987648409752,0,98.6666666667,True,sensor,0.2
case1,6003,0.2,0.005,0,1,1,1,85.8263373852,89.6,89.6,2999.83300995,1993.06776382,13.006602724,283.314132542,4722.59324395,1.7013235265e-10,1.13087707601e-17,0.560070716765,0.279672835249,6.14057270628,1.24708985851,7.14617472116,-13.9929253027,0.294005784037,0.0121260778479,0.433085516812,0,7.19271753269e-10,1,16.7479012156,1.24708985851,0.588065096726,0.277238151602,0,2811.33641101,1.37352152221e-17,0.560070716765,0.279672835249,6.14057270628,17.88,1,3.77366261482,0.726272378952,0.000890089378295,0,98.6666666667,True,sensor,0.2
case1,6004,0.2,0.005,0,1,1,1,85.6907481492,88.8,88.8,2960.3163596,1966.81898172,13.305928617,278.391272562,4662.04999738,2.36411779042e-10,1.19885655223e-17,0.559963074605,0.279654297526,6.16922677278,1.01973855532,6.89297021312,-14.2587565721,0.294891043798,0.0121001750937,0.433085516812,0,8.20584489247e-10,1,16.7072244447,1.01973855532,0.587161737908,0.278020085588,0,2804.88432384,1.38387565296e-17,0.559963074605,0.279654297526,6.16922677278,17.64,1,3.10925185084,0.730947093144,0.000620893979999,0,98.6666666667,True,sensor,0.2
case1,6005,0.2,0.005,0,1,1,1,85.7324189782,88.6,88.6,2946.88747359,1960.39663041,13.4267455232,276.900121465,4643.81072805,2.6346924642e-10,1.15684371804e-17,0.56001053747,0.280342401056,6.15548502899,0.925490881686,6.81834203631,-14.3115306127,0.2949962965,0.0120955031575,0.433085516812,0,7.15520087624e-10,1,16.7197256935,0.925490881686,0.586725033297,0.278996118624,0,2803.86063974,1.37354862727e-17,0.56001053747,0.280342401056,6.15548502899,17.58,1,2.86758102179,0.761466001898,0.00103592160597,0,98.6666666667,True,sensor,0.2
case1,6006,0.2,0.005,0,1,1,1,85.8136361182,89,89,2968.6992698,1973.30838868,13.2208856271,279.434312261,4675.79423185,2.6244606488e-10,1.07823906054e-17,0.559897123587,0.279347546653,6.22357451381,1.05739919801,6.95315777424,-14.1945062853,0.294667528299,0.0121069461842,0.433085516812,0,8.44011083245e-10,1,16.7440908355,1.05739919801,0.587400689156,0.277531245323,0,2809.70604292,1.31679064354e-17,0.559897123587,0.279347546653,6.22357451381,17.7,1,3.18636388183,0.668524699014,0.00047561555927,0,98.6666666667,True,sensor,0.2
case1,6007,0.2,0.005,0,1,1,1,85.7182570815,88.2,88.2,2927.40682066,1947.04313724,13.5208069019,274.444656414,4613.52610839,2.61366039922e-10,1.18411140268e-17,0.559967099326,0.279648074862,6.20687794628,0.797476195934,6.69470442312,-14.4545713428,0.295498666446,0.0120823416954,0.433085516812,0,6.7088024025e-10,1,16.7154771245,0.797476195934,0.586343924039,0.278648451445,0,2804.47855398,1.33890836786e-17,0.559967099326,0.279648074862,6.20687794628,17.46,1,2.48174291849,0.756152119788,0.00110993543001,0,98.6666666667,True,sensor,0.2
case1,6008,0.2,0.005,0,1,1,1,85.8718870282,88.8,88.8,2957.38336478,1966.7882556,13.3202230982,278.129646006,4659.36219747,3.31056071445e-10,1.00012229401e-17,0.560135645422,0.279603298145,6.16600483737,0.986383931396,6.88088212832,-14.2579159642,0.29485690965,0.0121011184164,0.433085516812,0,8.81851036638e-10,1,16.7615661085,0.986383931396,0.587083300531,0.277975247759,0,2811.01999779,1.28114749712e-17,0.560135645422,0.279603298145,6.16600483737,17.64,1,2.92811297178,0.766566560097,0.00049136380504,0,98.6666666667,True,sensor,0.2
case1,6009,0.2,0.005,0,1,1,1,85.6829206884,88.6,88.6,2950.49159272,1960.21674242,13.3460314426,276.945616576,4647.10875001,2.50224729825e-10,1.11434299288e-17,0.559884297796,0.279037305573,6.10626074005,0.962268983703,6.84784546927,-14.3126898432,0.295079374295,0.0120936092583,0.433085516812,0,7.43341388443e-10,1,16.7048762065,0.962268983703,0.587021232812,0.277595757801,0,2804.87862882,1.32825608151e-17,0.559884297796,0.279037305573,6.10626074005,17.58,1,2.91707931161,0.687127698176,0.000473230131651,0,98.6666666667,True,sensor,0.2
case1,6000,0.2,0.005,1,1,1,1,85.2827751398,88.4,88.4,2824.89112094,1948.62080762,12.535952386,285.185124091,4500.86275686,2.13503881241e-10,1.11488509397e-17,0.562332205877,0.270516562993,6.33257160804,1.07714943122,6.97245490696,-13.8384059622,0.297335363226,0.012068325449,0.442435445386,0,8.6696161361e-10,1,16.5848325419,1.07714943122,0.588746633511,0.268890929181,0,2673.42790137,1.33430050862e-17,0.562332205877,0.270516562993,6.33257160804,17.52,1,3.11722486019,0.638933239365,0.00073711534228,0,98.6666666667,True,sensor,0.2
case1,6001,0.2,0.005,1,1,1,1,85.3016814947,88.4,88.4,2825.82190866,1948.61121822,12.5366051616,285.243523199,4501.72620883,2.60058641288e-10,9.76866157409e-18,0.562212658966,0.27061663432,6.2851544348,1.08824364609,6.97751617756,-13.8349437225,0.297377381043,0.0120679258549,0.442435445386,0,8.2867046558e-10,1,16.5905044484,1.08824364609,0.588764821219,0.268915594715,0,2674.77032561,1.27938566859e-17,0.562212658966,0.27061663432,6.2851544348,17.52,1,3.09831850529,0.694169367248,0.000508939248183,0,98.6666666667,True,sensor,0.2
case1,6002,0.2,0.005,1,1,1,1,85.3338953614,88,88,2808.59066316,1935.42151726,12.6380946141,282.914790305,4473.73548473,1.83320025826e-10,1.0516218972e-17,0.562099182632,0.270418601606,6.28046982249,0.935912074702,6.86937244071,-13.9419930168,0.297810969684,0.0120561309602,0.442435445386,0,6.63387567101e-10,1,16.6001686084,0.935912074702,0.588223006363,0.26922913392,0,2679.22542708,1.24875695721e-17,0.562099182632,0.270418601606,6.28046982249,17.4,1,2.66610463858,0.71863475183,0.00100517666609,0,98.6666666667,True,sensor,0.2
case1,6003,0.2,0.005,1,1,1,1,85.4057678163,88,88,2807.2960001,1935.46047344,12.6599877466,282.937745089,4472.4787162,2.74155809166e-10,1.10615726648e-17,0.562323768963,0.270466856619,6.24687200472,0.921747301217,6.85929299145,-13.9504258683,0.297799927273,0.0120565026337,0.442435445386,0,6.97720992093e-10,1,16.6217303449,0.921747301217,0.588180900012,0.269298107771,0,2681.84910508,1.27117283713e-17,0.562323768963,0.270466856619,6.24687200472,17.4,1,2.59423218369,0.72627355479,0.000644368108465,0,98.6666666667,True,sensor,0.2
case1,6004,0.2,0.005,1,1,1,1,85.3252834737,88.6,88.6,2836.76613734,1955.13380567,12.4528435515,286.703412627,4517.64937393,2.0907009457e-10,1.02939575267e-17,0.562234105268,0.270454721899,6.27314839346,1.13824442416,7.04068324011,-13.7845361249,0.297209025982,0.012074273909,0.442435445386,0,8.0055784224e-10,1,16.5975850421,1.13824442416,0.589006518642,0.268498735263,0,2677.51309074,1.30136786763e-17,0.562234105268,0.270454721899,6.27314839346,17.58,1,3.27471652627,0.730947902903,0.000629283305857,0,98.6666666667,True,sensor,0.2
case1,6005,0.2,0.005,1,1,1,1,85.2723273277,88,88,2804.36156661,1935.61508518,12.7100664346,282.738104842,4469.94861339,3.17584181175e-10,1.0189332017e-17,0.562274630212,0.271113107024,6.2585650629,0.920983282864,6.84591266486,-13.9575974318,0.297730700648,0.0120570666888,0.442435445386,0,6.93919588457e-10,1,16.5816981983,0.920983282864,0.58808488226,0.269920219168,0,2672.6077379,1.25032905036e-17,0.562274630212,0.271113107024,6.2585650629,17.4,1,2.72767267227,0.761467196189,0.00104474832,0,98.6666666667,True,sensor,0.2
case1,6006,0.2,0.005,1,1,1,1,85.4697006643,88.2,88.2,2815.48158858,1941.95259281,12.5828712839,284.024686925,4485.99236574,2.55170107266e-10,9.96002325754e-18,0.562153239563,0.270156570638,6.32921284339,0.956163405773,6.91328049933,-13.9065395764,0.297603384627,0.0120631382402,0.442435445386,0,8.24609713845e-10,1,16.6409101993,0.956163405773,0.588425145306,0.268689037127,0,2683.04395546,1.26385447247e-17,0.562153239563,0.270156570638,6.32921284339,17.46,1,2.73029933572,0.668553490773,0.000485926191008,0,98.6666666667,True,sensor,0.2
case1,6007,0.2,0.005,1,1,1,1,85.225583005,88.2,88.2,2814.16615601,1941.98248347,12.5922523996,283.999018252,4484.74187363,2.50452103501e-10,1.06891492185e-17,0.562232271723,0.270325910496,6.30451331894,0.923212198985,6.91378397942,-13.9135369144,0.297589190014,0.0120637241591,0.442435445386,0,6.49087894544e-10,1,16.5676749015,0.923212198985,0.588372447424,0.268905104723,0,2672.55786554,1.28911638309e-17,0.562232271723,0.270325910496,6.30451331894,17.46,1,2.97441699505,0.756153593779,0.00112428139338,0,98.6666666667,True,sensor,0.2
case1,6008,0.2,0.005,1,1,1,1,85.4599169612,88.4,88.4,2825.09621615,1948.55007439,12.5322128598,285.231938588,4500.94656481,2.73189471045e-10,1.10041099496e-17,0.562391619835,0.270330157186,6.27262413908,1.05308472436,6.97122181213,-13.8425154203,0.297367967431,0.0120688238069,0.442435445386,0,8.63256133243e-10,1,16.6379750884,1.05308472436,0.588695080981,0.26873499445,0,2681.642865,1.28290932565e-17,0.562391619835,0.270330157186,6.27262413908,17.52,1,2.94008303881,0.76656732683,0.000499780289503,0,98.6666666667,True,sensor,0.2
case1,6009,0.2,0.005,1,1,1,1,85.2834661663,88,88,2807.99239636,1935.45131111,12.6349813564,282.773059375,4473.30562945,2.32489583141e-10,1.11174090767e-17,0.562145054959,0.26985881313,6.21124863201,0.955838789782,6.87351613406,-13.959765477,0.297806215406,0.0120554350832,0.442435445386,0,9.82339543043e-10,1,16.5850398499,0.955838789782,0.588372964822,0.268554036619,0,2676.15822036,1.32272665043e-17,0.562145054959,0.26985881313,6.21124863201,17.4,1,2.71653383374,0.687130206126,0.00045630723691,0,98.6666666667,True,sensor,0.2
case2,6000,0.2,0.005,-1,1,1,1,80.3528305709,86.6,86.6,346.354953289,1806.76854178,-2.26842476395,433.849290962,1717.00577934,1.91562321561e-11,3.49546780409e-17,0.601846212393,0.10620099445,9.12678968333,0.629441604353,9.73469160489,-4.94825240385,0.330653468032,0.0118264030701,0.629139115494,0,9.29574639486e-10,0.159146586383,15.1058491713,0.629441604353,0.613383041938,0.105436137396,0,346.178730285,3.49909988137e-17,0.601846212393,0.10620099445,9.12046869537,16.98,1,6.24716942906,0.638937768208,0.00107495246743,0,98.6666666667,True,sensor,0.2
case2,6001,0.2,0.005,-1,1,1,1,80.2739200056,86.2,86.2,347.895096767,1793.93882364,-2.20980958478,431.541078348,1708.08303247,3.20596882375e-11,3.35419626102e-17,0.601929596787,0.105871473456,9.12612636668,0.597290760887,9.70474347424,-4.9873662729,0.331239997686,0.0118111867678,0.629163659548,0,9.31738242116e-10,0.163030045621,15.0821760017,0.597290760887,0.61327748082,0.105188334171,0,347.779868292,3.35419626102e-17,0.601929596787,0.105871473456,9.11756765424,16.86,1,5.92607999444,0.694202452688,0.00074522012547,0,98.6666666667,True,sensor,0.2
case2,6002,0.2,0.005,-1,1,1,1,80.2053562105,86,86,350.146602976,1787.51655859,-2.1959716487,430.465148404,1705.00204152,7.26458893041e-11,3.17129135452e-17,0.601976788171,0.105442057849,9.13209012668,0.587500666575,9.70088523203,-5.00137262238,0.331533715163,0.0118034237922,0.629025162442,0,9.35846955485e-10,0.161753323749,15.0616068631,0.587500666575,0.613267761519,0.104784209384,0,350.011391735,3.17129135452e-17,0.601976788171,0.105442057849,9.12543818577,16.8,1,5.79464378953,0.718977135208,0.00133589736355,0,98.6666666667,True,sensor,0.2
case2,6003,0.2,0.005,-1,1,1,1,80.2565608323,88,88,347.232653116,1851.36696422,-2.54651738913,442.497805401,1753.55529454,5.36033439857e-11,4.69730591229e-17,0.601872347962,0.106004620169,9.12697680734,0.775181081136,9.86334864184,-4.79731125173,0.328766414113,0.0118787264459,0.629081785577,0,9.96854154778e-10,0.163289129059,15.0769682497,0.775181081136,0.61400474378,0.104848439276,0,347.072565527,4.69730591229e-17,0.601872347962,0.106004620169,9.11562788904,17.4,1,7.74343916774,0.726406479574,0.000722984931882,0,98.6666666667,True,sensor,0.2
