case,strategy,initial_shift_K,G_factor,G_EP_factor,h_factor,seed,noise_T_K,noise_V_V,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C
case1,constant_hold,0,1,1,1,3000,0.2,0.005,25.7412287951,28.2,28.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,1.92652829922,0.661848503837,0.0120256405072,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0.604227830812,9.8488916039e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3001,0.2,0.005,25.7412287951,28.2,28.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,1.92652829922,0.661848503837,0.0120256405072,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0.582270769542,4.58248210744e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3002,0.2,0.005,25.7412287951,28.2,28.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,1.92652829922,0.661848503837,0.0120256405072,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0.60310575044,8.80672764428e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3003,0.2,0.005,25.7412287951,28.4,28.4,3283.40320673,197.725720781,-1.13673044436,106.312894482,3373.67930258,2.86902945845e-10,3.41523684333e-19,0.661845759968,0.0121298600029,27.1433364425,2.08055674691,29.2238931894,-23.2987378388,0.3916,0.00478240653268,0.433085516812,0,2.5870861009e-11,1,1.6565271497,2.08055674691,0.661845759968,0.0120080978995,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,2.0164,1,2.65877120495,0.57211406286,9.66536493118e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3004,0.2,0.005,25.7412287951,28.4,28.4,3283.40320673,197.725720781,-1.13673044436,106.312894482,3373.67930258,2.86902945845e-10,3.41523684333e-19,0.661845759968,0.0121298600029,27.1433364425,2.08055674691,29.2238931894,-23.2987378388,0.3916,0.00478240653268,0.433085516812,0,2.5870861009e-11,1,1.6565271497,2.08055674691,0.661845759968,0.0120080978995,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,2.0164,1,2.65877120495,0.634761583328,5.38859047279e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3005,0.2,0.005,25.7412287951,28.4,28.4,3283.40320673,197.725720781,-1.13673044436,106.312894482,3373.67930258,2.86902945845e-10,3.41523684333e-19,0.661845759968,0.0121298600029,27.1433364425,2.08055674691,29.2238931894,-23.2987378388,0.3916,0.00478240653268,0.433085516812,0,2.5870861009e-11,1,1.6565271497,2.08055674691,0.661845759968,0.0120080978995,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,2.0164,1,2.65877120495,0.704331803748,3.77783257656e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3006,0.2,0.005,25.7412287951,28.2,28.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,1.92652829922,0.661848503837,0.0120256405072,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0.672199099081,3.43167338695e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3007,0.2,0.005,25.7412287951,28,28,3237.15809114,192.2112091,-1.09727930608,103.758006339,3324.5140146,2.85723444904e-10,3.20449504605e-19,0.661853243545,0.0121298600029,26.8610352757,1.77211000753,28.6331452832,-23.4485563725,0.3916,0.00471532530496,0.433085516812,0,2.54800625044e-11,1,1.6565271497,1.77211000753,0.661853243545,0.0120418489006,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.96,1,2.25877120495,0.625951813622,8.98856437932e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3008,0.2,0.005,25.7412287951,28,28,3237.15809114,192.2112091,-1.09727930608,103.758006339,3324.5140146,2.85723444904e-10,3.20449504605e-19,0.661853243545,0.0121298600029,26.8610352757,1.77211000753,28.6331452832,-23.4485563725,0.3916,0.00471532530496,0.433085516812,0,2.54800625044e-11,1,1.6565271497,1.77211000753,0.661853243545,0.0120418489006,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.96,1,2.25877120495,0.614478694348,6.14020383273e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,0,1,1,1,3009,0.2,0.005,25.7412287951,28,28,3237.15809114,192.2112091,-1.09727930608,103.758006339,3324.5140146,2.85723444904e-10,3.20449504605e-19,0.661853243545,0.0121298600029,26.8610352757,1.77211000753,28.6331452832,-23.4485563725,0.3916,0.00471532530496,0.433085516812,0,2.54800625044e-11,1,1.6565271497,1.77211000753,0.661853243545,0.0120418489006,0,2976.01525249,3.47554558917e-19,0.662058326818,0.0121298600029,25.1812762622,1.96,1,2.25877120495,0.65956561125,4.84365607421e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3000,0.2,0.005,24.5715685487,27.2,27.2,3144.66785997,180.846967594,-1.0976676019,103.924509047,3220.49265091,2.35417019212e-10,3.55618312575e-19,0.664579775537,0.0103486986193,26.2993742509,2.0889100881,28.388284339,-22.7620276706,0.3916,0.00457229111502,0.442435445386,0,2.46203057941e-11,1,1.50940495236,2.0889100881,0.664579775537,0.0102455722622,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8496,1,2.62843145132,0.595166350541,6.98817751565e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3001,0.2,0.005,24.5715685487,27,27,3121.54530217,178.203020859,-1.07906719611,102.643687108,3196.02556873,2.34805952459e-10,3.61581424524e-19,0.664595593829,0.0103486986193,26.1521866311,1.93257775094,28.0847643821,-22.8352772824,0.3916,0.00453886491529,0.442435445386,0,2.44320119691e-11,1,1.50940495236,1.93257775094,0.664595593829,0.0102605930247,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8225,1,2.42843145132,0.582271420371,4.64756470552e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3002,0.2,0.005,24.5715685487,27,27,3121.54530217,178.203020859,-1.07906719611,102.643687108,3196.02556873,2.34805952459e-10,3.61581424524e-19,0.664595593829,0.0103486986193,26.1521866311,1.93257775094,28.0847643821,-22.8352772824,0.3916,0.00453886491529,0.442435445386,0,2.44320119691e-11,1,1.50940495236,1.93257775094,0.664595593829,0.0102605930247,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8225,1,2.42843145132,0.60310847419,6.76260727783e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3003,0.2,0.005,24.5715685487,27.4,27.4,3167.79041776,183.509994577,-1.11662089629,105.211575043,3244.9722164,2.38713937506e-10,3.42472361234e-19,0.664566088471,0.0103486986193,26.445416384,2.24483247055,28.6902488546,-22.6885090422,0.3916,0.00460572517289,0.442435445386,0,2.48192577601e-11,1,1.50940495236,2.24483247055,0.664566088471,0.0102294040684,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8769,1,2.82843145132,0.57211406783,9.71044827779e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3004,0.2,0.005,24.5715685487,27,27,3121.54530217,178.203020859,-1.07906719611,102.643687108,3196.02556873,2.34805952459e-10,3.61581424524e-19,0.664595593829,0.0103486986193,26.1521866311,1.93257775094,28.0847643821,-22.8352772824,0.3916,0.00453886491529,0.442435445386,0,2.44320119691e-11,1,1.50940495236,1.93257775094,0.664595593829,0.0102605930247,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8225,1,2.42843145132,0.634761663117,5.39802356368e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3005,0.2,0.005,24.5715685487,26.8,26.8,3098.42274438,175.57816218,-1.06070690342,101.369125694,3171.57107396,2.34692265622e-10,3.43827613949e-19,0.664613587018,0.0103486986193,26.0038509873,1.77583139209,27.7796823794,-22.9082562488,0.3916,0.00450544641576,0.442435445386,0,2.42224018621e-11,1,1.50940495236,1.77583139209,0.664613587018,0.01027445812,0,2840.78756926,3.4992625117e-19,0.664974764662,0.0103486986193,24.2715056042,1.7956,1,2.22843145132,0.704338936982,2.63993149729e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3006,0.2,0.005,24.5715685487,27.2,27.2,3144.66785997,180.846967594,-1.0976676019,103.924509047,3220.49265091,2.35417019212e-10,3.55618312575e-19,0.664579775537,0.0103486986193,26.2993742509,2.0889100881,28.388284339,-22.7620276706,0.3916,0.00457229111502,0.442435445386,0,2.46203057941e-11,1,1.50940495236,2.0889100881,0.664579775537,0.0102455722622,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8496,1,2.62843145132,0.672199105673,3.46448962996e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3007,0.2,0.005,24.5715685487,26.8,26.8,3098.42274438,175.57816218,-1.06070690342,101.369125694,3171.57107396,2.34692265622e-10,3.43827613949e-19,0.664613587018,0.0103486986193,26.0038509873,1.77583139209,27.7796823794,-22.9082562488,0.3916,0.00450544641576,0.442435445386,0,2.42224018621e-11,1,1.50940495236,1.77583139209,0.664613587018,0.01027445812,0,2840.78756926,3.4992625117e-19,0.664974764662,0.0103486986193,24.2715056042,1.7956,1,2.22843145132,0.62595271099,9.06930865324e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3008,0.2,0.005,24.5715685487,27,27,3121.54530217,178.203020859,-1.07906719611,102.643687108,3196.02556873,2.34805952459e-10,3.61581424524e-19,0.664595593829,0.0103486986193,26.1521866311,1.93257775094,28.0847643821,-22.8352772824,0.3916,0.00453886491529,0.442435445386,0,2.44320119691e-11,1,1.50940495236,1.93257775094,0.664595593829,0.0102605930247,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8225,1,2.42843145132,0.614480106292,6.19447248855e-05,0,98.6666666667,True,sensor,0.2
case1,constant_hold,1,1,1,1,3009,0.2,0.005,24.5715685487,27.2,27.2,3144.66785997,180.846967594,-1.0976676019,103.924509047,3220.49265091,2.35417019212e-10,3.55618312575e-19,0.664579775537,0.0103486986193,26.2993742509,2.0889100881,28.388284339,-22.7620276706,0.3916,0.00457229111502,0.442435445386,0,2.46203057941e-11,1,1.50940495236,2.0889100881,0.664579775537,0.0102455722622,0,2840.78756926,3.61581424524e-19,0.664974764662,0.0103486986193,24.2715056042,1.8496,1,2.62843145132,0.659567241449,4.0080109871e-05,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3000,0.2,0.005,30.8317382455,33.2,33.2,3380.42416548,275.553048964,-1.14941133853,122.639003101,3532.1888,3.47824880009e-10,1.57344840282e-19,0.650799546849,0.0194092986567,20.0910356166,1.53735973379,21.6283953504,-23.0217612712,0.389299459313,0.00563852948306,0.423858397741,0,2.77431411178e-11,0.997588127302,2.3764902081,1.53735973379,0.650799546849,0.0192812641794,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.7556,1,2.36826175451,0.604220705743,0.000103513911301,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3001,0.2,0.005,30.8317382455,33.4,33.4,3400.78816647,278.880412128,-1.17104103044,123.90338537,3554.5941522,3.485496336e-10,1.54769860122e-19,0.65079789422,0.0194092986567,20.1620738017,1.66567661372,21.8277504154,-22.9479163888,0.389196893016,0.00567286120154,0.423858397741,0,2.79207768017e-11,0.997588127302,2.3764902081,1.66567661372,0.65079789422,0.0192587821236,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.7889,1,2.56826175451,0.582265798819,6.70443458032e-05,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3002,0.2,0.005,30.8317382455,33.4,33.4,3400.78816647,278.880412128,-1.17104103044,123.90338537,3554.5941522,3.485496336e-10,1.54769860122e-19,0.65079789422,0.0194092986567,20.1620738017,1.66567661372,21.8277504154,-22.9479163888,0.389196893016,0.00567286120154,0.423858397741,0,2.79207768017e-11,0.997588127302,2.3764902081,1.66567661372,0.65079789422,0.0192587821236,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.7889,1,2.56826175451,0.60309818289,0.000207512138012,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3003,0.2,0.005,30.8317382455,33.4,33.4,3400.78816647,278.880412128,-1.17104103044,123.90338537,3554.5941522,3.485496336e-10,1.54769860122e-19,0.65079789422,0.0194092986567,20.1620738017,1.66567661372,21.8277504154,-22.9479163888,0.389196893016,0.00567286120154,0.423858397741,0,2.79207768017e-11,0.997588127302,2.3764902081,1.66567661372,0.65079789422,0.0192587821236,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.7889,1,2.56826175451,0.572114057394,9.62189368577e-05,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3004,0.2,0.005,30.8317382455,33.6,33.6,3421.15216747,282.227365273,-1.1928531345,125.172895186,3577.01378442,3.49203332917e-10,1.50704101975e-19,0.650797672588,0.0194092986567,20.2325625061,1.7937657765,22.0263282826,-22.8738759056,0.389095671576,0.00570720849812,0.423858397741,0,2.8094859772e-11,0.997588127302,2.3764902081,1.7937657765,0.650797849208,0.0192345207267,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.8224,1,2.76826175451,0.634761456937,5.41717960383e-05,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3005,0.2,0.005,30.8317382455,33.6,33.6,3421.15216747,282.227365273,-1.1928531345,125.172895186,3577.01378442,3.49203332917e-10,1.50704101975e-19,0.650797672588,0.0194092986567,20.2325625061,1.7937657765,22.0263282826,-22.8738759056,0.389095671576,0.00570720849812,0.423858397741,0,2.8094859772e-11,0.997588127302,2.3764902081,1.7937657765,0.650797849208,0.0192345207267,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.8224,1,2.76826175451,0.704325171088,0.000110186611411,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3006,0.2,0.005,30.8317382455,33.4,33.4,3400.78816647,278.880412128,-1.17104103044,123.90338537,3554.5941522,3.485496336e-10,1.54769860122e-19,0.65079789422,0.0194092986567,20.1620738017,1.66567661372,21.8277504154,-22.9479163888,0.389196893016,0.00567286120154,0.423858397741,0,2.79207768017e-11,0.997588127302,2.3764902081,1.66567661372,0.65079789422,0.0192587821236,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.7889,1,2.56826175451,0.672199090715,0.00011431611624,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3007,0.2,0.005,30.8317382455,33.8,33.8,3441.51616847,285.593902093,-1.21486191627,126.447523463,3599.44768518,3.50226514456e-10,1.46502818557e-19,0.650797672588,0.0194092986567,20.3025058106,1.92162811423,22.2241339248,-22.7996406392,0.388995759081,0.00574157147581,0.423858397741,0,2.82689427422e-11,0.997588127302,2.3764902081,1.92162811423,0.650799382208,0.0192084899988,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.8561,1,2.96826175451,0.704833319368,8.89140532346e-05,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3008,0.2,0.005,30.8317382455,33.4,33.4,3400.78816647,278.880412128,-1.17104103044,123.90338537,3554.5941522,3.485496336e-10,1.54769860122e-19,0.65079789422,0.0194092986567,20.1620738017,1.66567661372,21.8277504154,-22.9479163888,0.389196893016,0.00567286120154,0.423858397741,0,2.79207768017e-11,0.997588127302,2.3764902081,1.66567661372,0.65079789422,0.0192587821236,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.7889,1,2.56826175451,0.614469064319,0.000111420137521,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,-1,1,1,1,3009,0.2,0.005,30.8317382455,33.4,33.4,3400.78816647,278.880412128,-1.17104103044,123.90338537,3554.5941522,3.485496336e-10,1.54769860122e-19,0.65079789422,0.0194092986567,20.1620738017,1.66567661372,21.8277504154,-22.9479163888,0.389196893016,0.00567286120154,0.423858397741,0,2.79207768017e-11,0.997588127302,2.3764902081,1.66567661372,0.65079789422,0.0192587821236,0,3139.28774183,2.18670025663e-19,0.650951096179,0.0194092986567,19.2065564243,2.7889,1,2.56826175451,0.785709042288,9.72152562511e-05,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,0,1,1,1,3000,0.2,0.005,29.4155884743,32,32,3258.24015949,255.197128838,-1.15116648608,121.260565815,3391.02555603,3.4131630855e-10,1.87973551655e-19,0.653720589121,0.0166040694048,19.6648319319,1.69911229495,21.3639442268,-22.4827812471,0.390974304706,0.0054216558268,0.433085516812,0,2.65814037448e-11,0.997588127302,2.16319211322,1.69911229495,0.653720589121,0.0164718611662,0,2995.09536506,2.25107476062e-19,0.654038748855,0.0166040694048,18.6511115888,2.56,1,2.58441152573,0.604222028727,0.000101179456339,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,0,1,1,1,3001,0.2,0.005,29.4155884743,32,32,3258.24015949,255.197128838,-1.15116648608,121.260565815,3391.02555603,3.4131630855e-10,1.87973551655e-19,0.653720589121,0.0166040694048,19.6648319319,1.69911229495,21.3639442268,-22.4827812471,0.390974304706,0.0054216558268,0.433085516812,0,2.65814037448e-11,0.997588127302,2.16319211322,1.69911229495,0.653720589121,0.0164718611662,0,2995.09536506,2.25107476062e-19,0.654038748855,0.0166040694048,18.6511115888,2.56,1,2.58441152573,0.582266931235,6.79533633568e-05,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,0,1,1,1,3002,0.2,0.005,29.4155884743,32,32,3258.24015949,255.197128838,-1.15116648608,121.260565815,3391.02555603,3.4131630855e-10,1.87973551655e-19,0.653720589121,0.0166040694048,19.6648319319,1.69911229495,21.3639442268,-22.4827812471,0.390974304706,0.0054216558268,0.433085516812,0,2.65814037448e-11,0.997588127302,2.16319211322,1.69911229495,0.653720589121,0.0164718611662,0,2995.09536506,2.25107476062e-19,0.654038748855,0.0166040694048,18.6511115888,2.56,1,2.58441152573,0.603100438329,0.000192779105578,0,98.6666666667,True,sensor,0.2
case1,constant_optimized,0,1,1,1,3003,0.2,0.005,29.4155884743,32.2,32.2,3278.60416049,258.396708781,-1.17188444706,122.531449762,3413.29753506,3.44982709066e-10,1.89057753827e-19,0.6537088061,0.0166040694048,19.7391884732,1.82883019131,21.5680186645,-22.4103601667,0.390871507563,0.00545581522659,0.433085516812,0,2.6755486715e-11,0.997588127302,2.16319211322,1.82883019131,0.6537088061,0.0164506993355,0,2995.09536506,2.25107476062e-19,0.654038748855,0.0166040694048,18.6511115888,2.5921,1,2.78441152573,0.572114062732,9.61601308091e-05,0,98.6666666667,True,sensor,0.2
