cell,x_um,time_s,T_C,vapor_kg_m3,liquid_kg_m3,ice_kg_m3,ice_bulk
1,4.6875,79.4,-3.89385635467,9.66496492124e-08,0,0,0
1,14.0625,79.4,-3.89385635467,2.8994894871e-07,0,0,0
1,23.4375,79.4,-3.89385635467,4.83248251427e-07,0,0,0
1,32.8125,79.4,-3.89385635467,6.76547559509e-07,0,0,0
1,42.1875,79.4,-3.89385635467,8.69846875103e-07,0,0,0
1,51.5625,79.4,-3.89385635467,1.06314620035e-06,0,0,0
1,60.9375,79.4,-3.89385635467,1.25644553741e-06,0,0,0
1,70.3125,79.4,-3.89385635467,1.44974488841e-06,0,0,0
1,79.6875,79.4,-3.89385635467,1.64304425551e-06,0,0,0
1,89.0625,79.4,-3.89385635467,1.83634364085e-06,0,0,0
1,98.4375,79.4,-3.89385635467,2.02964304658e-06,0,0,0
1,107.8125,79.4,-3.89385635467,2.22294247484e-06,0,0,0
1,117.1875,79.4,-3.89385635467,2.41624192778e-06,0,0,0
1,126.5625,79.4,-3.89385635467,2.60954140755e-06,0,0,0
1,135.9375,79.4,-3.89385635467,2.80284091629e-06,0,0,0
1,145.3125,79.4,-3.89385635467,2.99614045614e-06,0,0,0
1,150.283333333,79.4,-3.89385635467,1.5222707174e-06,0,0,0
1,150.85,79.4,-3.89385635467,1.53897050469e-06,0,0,0
1,151.416666667,79.4,-3.89385635467,1.55567029207e-06,0,0,0
1,151.983333333,79.4,-3.89385635467,1.57237007954e-06,0,0,0
1,152.55,79.4,-3.89385635467,1.5890698671e-06,0,0,0
1,153.116666667,79.4,-3.89385635467,1.60576965475e-06,0,0,0
1,153.9,79.4,-3.89385635467,0,231.579328545,80.2512901121,0.0872296631653
1,154.9,79.4,-3.89385635467,0,239.225450345,85.9185619429,0.0933897412423
1,155.9,79.4,-3.89385635467,0,247.255129968,91.8507772183,0.0998378013242
1,156.9,79.4,-3.89385635467,0,255.728237437,98.1023087921,0.106632944339
1,157.9,79.4,-3.89385635467,0,264.671391567,104.696383375,0.113800416712
1,158.9,79.4,-3.89385635467,0,274.111923291,111.658329462,0.121367749415
1,159.9,79.4,-3.89385635467,0,284.077600342,119.01743911,0.129366781642
1,160.9,79.4,-3.89385635467,0,294.596279563,126.810825697,0.137837854019
1,161.9,79.4,-3.89385635467,0,305.695486717,135.046860822,0.146790066111
1,162.9,79.4,-3.89385635467,0,317.401930854,143.742211355,0.156241534082
1,163.9,79.4,-3.89385635467,0,329.740970012,152.925882878,0.166223785737
1,164.9,79.4,-3.89385635467,0,344.226416622,164.223221275,0.178503501386
1,166.10625,79.4,-3.89385635467,3.97386724435e-05,41.6099420843,31.5148981113,0.034255324034
1,167.51875,79.4,-3.89385635467,3.92199994167e-05,42.6982399195,33.112825843,0.0359922020032
1,168.93125,79.4,-3.89385635467,3.90113448171e-05,42.6973006319,33.240751562,0.0361312516978
1,170.34375,79.4,-3.89385635467,3.88131911425e-05,42.6902550275,33.2884673657,0.0361831167018
1,171.75625,79.4,-3.89385635467,3.8622243743e-05,42.6770936448,33.282034712,0.0361761246869
1,173.16875,79.4,-3.89385635467,3.84376576041e-05,42.6578079588,33.2278924093,0.036117274358
1,174.58125,79.4,-3.89385635467,3.82596294946e-05,42.6323900102,33.1240333069,0.0360043840292
1,175.99375,79.4,-3.89385635467,3.80896403381e-05,42.6008344567,32.9578592246,0.0358237600267
1,181.3875,79.4,-3.89385635467,7.99166248777e-05,42.4444567589,31.3560935489,0.0340827103792
1,190.7625,79.4,-3.89385635467,7.92532058067e-05,42.1632448707,29.6669198634,0.0322466520254
1,200.1375,79.4,-3.89385635467,7.85119419231e-05,41.8968415868,28.5064436192,0.0309852648035
1,209.5125,79.4,-3.89385635467,7.7739818419e-05,41.645645563,27.4822288893,0.0298719879232
1,218.8875,79.4,-3.89385635467,7.69648390497e-05,41.4104221602,26.3540140859,0.0286456674846
1,228.2625,79.4,-3.89385635467,7.61944038027e-05,41.1920630524,25.054387242,0.0272330296109
1,237.6375,79.4,-3.89385635467,7.54215987177e-05,40.9914039654,23.6406502707,0.0256963589899
1,247.0125,79.4,-3.89385635467,7.46390186459e-05,40.8091581932,22.176428672,0.0241048137739
1,256.3875,79.4,-3.89385635467,7.38414459159e-05,40.645926313,20.7076444548,0.02250830919
1,265.7625,79.4,-3.89385635467,7.30250533091e-05,40.5022114124,19.269048252,0.0209446176652
1,275.1375,79.4,-3.89385635467,7.21868986686e-05,40.3784275647,17.8884189458,0.0194439336368
1,284.5125,79.4,-3.89385635467,7.13245708429e-05,40.2749045647,16.5895871697,0.0180321599671
1,293.8875,79.4,-3.89385635467,7.04358932872e-05,40.1918908508,15.3950943888,0.0167337982487
1,303.2625,79.4,-3.89385635467,6.95185661604e-05,40.1295559559,14.3296223541,0.0155756764718
1,312.6375,79.4,-3.89385635467,6.8569433239e-05,40.0879936365,13.4273598331,0.0145949563403
1,322.0125,79.4,-3.89385635467,6.75815477528e-05,40.0672272962,12.761964035,0.0138717000381
2,4.6875,79.4,3.39088964646,1.30029239205e-07,0,0,0
2,14.0625,79.4,3.39088964646,3.90087719097e-07,0,0,0
2,23.4375,79.4,3.39088964646,6.50146203438e-07,0,0,0
2,32.8125,79.4,3.39088964646,9.10204695193e-07,0,0,0
2,42.1875,79.4,3.39088964646,1.17026319733e-06,0,0,0
2,51.5625,79.4,3.39088964646,1.43032171281e-06,0,0,0
2,60.9375,79.4,3.39088964646,1.6903802446e-06,0,0,0
2,70.3125,79.4,3.39088964646,1.95043879567e-06,0,0,0
2,79.6875,79.4,3.39088964646,2.21049736898e-06,0,0,0
2,89.0625,79.4,3.39088964646,2.4705559675e-06,0,0,0
2,98.4375,79.4,3.39088964646,2.7306145942e-06,0,0,0
2,107.8125,79.4,3.39088964646,2.99067325204e-06,0,0,0
2,117.1875,79.4,3.39088964646,3.25073194398e-06,0,0,0
2,126.5625,79.4,3.39088964646,3.51079067299e-06,0,0,0
2,135.9375,79.4,3.39088964646,3.77084944204e-06,0,0,0
2,145.3125,79.4,3.39088964646,4.03090825409e-06,0,0,0
2,150.283333333,79.4,3.39088964646,2.0480126668e-06,0,0,0
2,150.85,79.4,3.39088964646,2.07048000878e-06,0,0,0
2,151.416666667,79.4,3.39088964646,2.09294735087e-06,0,0,0
2,151.983333333,79.4,3.39088964646,2.11541469309e-06,0,0,0
2,152.55,79.4,3.39088964646,2.13788203543e-06,0,0,0
2,153.116666667,79.4,3.39088964646,2.16034937791e-06,0,0,0
2,153.9,79.4,3.39088964646,0,323.232726525,0.000133906905412,1.45550984143e-07
2,154.9,79.4,3.39088964646,0,332.484805302,0.00044189894632,4.80324941652e-07
2,155.9,79.4,3.39088964646,0,342.047124104,0.00105065694477,1.14201841823e-06
2,156.9,79.4,3.39088964646,0,351.975950572,0.00214081965117,2.3269778817e-06
