case,strategy,q1_W_cm2,q2_W_cm2,q3_W_cm2,q4_W_cm2,q5_W_cm2,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C
case1,constant_optimized,0.997588127302,0.975031349666,0.127561245432,0.975031349666,0.997588127302,29.4155884743,31.8,91.8,3237.8761585,252.017128639,-1.13072346144,119.994874875,3368.7676888,3.42197381542e-10,1.88651178012e-19,0.65373409285,0.0166040694048,19.5898975101,1.56914878421,21.1590462943,-22.5550000185,0.391078243843,0.00538751131369,0.433085516812,0,2.63931099198e-11,0.997588127302,2.16319211322,-7.9962685438,0.575672820141,0.291774068387,0,2995.09536506,9.11402030235e-17,0.654038748855,0.0166040694048,18.6511115888,2.5281,1,2.38441152573,0,0,4.64730476324e-11,98.6666666667,True,sensor,0.2
case2,constant_optimized,0,0,0,0,0,84.7245963216,88.8,148.8,0,1884.83525926,-0.658759870069,435.267847879,1448.90865152,1.06922470877e-10,5.0952623197e-17,0.59647254395,0.135272828288,8.83425937547,0.42266791534,9.25230113271,-5.00403355691,0.325131886787,0.0119293700523,0.63677214954,0,9.73757963152e-10,0,16.4173788965,0.42266791534,0.609721748167,0.134847430757,0,0,8.23906914915e-16,0.59647254395,0.135272828288,8.82917371192,17.64,1,4.07540367842,0,0,6.84963197273e-12,98.6666666667,True,sensor,0.2
case3,constant_optimized,0.396465140573,0.00236781549411,0.00739281424319,0.00236781549411,0.396465140573,95.2874546468,98.6,158.6,1984.46976052,2249.78441822,6.30021843058,405.40491922,3835.14947795,1.27784005599e-10,7.90193648362e-17,0.576300286022,0.241856591637,8.05024360088,0.549854127622,8.39392477886,-8.81532804058,0.29609251316,0.0124255702481,0.501287739942,0,6.59955645688e-10,0.396465140573,19.586236394,-1.05334984629,0.592968112647,0.263231600922,0,1917.79992194,3.85198600447e-16,0.576300286022,0.241856591637,8.05024360088,20.58,1,3.31254535317,0,0,2.15368833878e-11,98.6666666667,True,sensor,0.2
