case,strategy,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C
case1,dynamic,95.6692941904,98.4,158.4,2855.408349,2305.65427423,17.258784163,303.880556632,4874.44085076,2.84273937723e-10,5.00250882385e-18,0.550510620303,0.348858819881,6.65193783244,0.216731721228,6.74893703871,-13.0607313049,0.275184783326,0.0125931649745,0.432387824316,0,9.13594533358e-10,0.914325588895,19.7007882571,-3.84409894253,0.556538476943,0.527039517197,0,2749.26452906,2.29009519681e-16,0.550510620303,0.348858819881,6.65193783244,20.52,1,2.73070580959,0,0,4.71065131347e-11,98.6666666667,True,sensor,0.2
case1,constant_hold,25.7412287951,28.2,88.2,3260.28064893,194.958917671,-1.11690298892,105.032366434,3349.09029718,2.87357693196e-10,3.35831622927e-19,0.661848503837,0.0121298600029,27.0027386611,1.92652829922,28.9292669603,-23.373777761,0.3916,0.00474886162692,0.433085516812,0,2.56754617567e-11,1,1.6565271497,-7.98618650575,0.576875966233,0.272359221609,0,2976.01525249,6.38427028257e-17,0.662058326818,0.0121298600029,25.1812762622,1.9881,1,2.45877120495,0,0,3.40278916156e-11,98.6666666667,True,sensor,0.2
case1,constant_first,25.7412287951,25.7412287951,85.7412287951,2976.01525249,162.506988392,-0.892996623755,89.7986937278,3047.83055053,2.67547761723e-10,2.78368907786e-19,0.662058326818,0.0121298600029,25.1812762622,1.0284218288e-07,25.181276365,-24.2744751926,0.3916,0.00433719369772,0.433085516812,0,2.32205366046e-11,1,1.6565271497,-9.57145499732,0.568611070311,0.293492970975,0,2976.01525249,4.00769912048e-17,0.662058326818,0.0121298600029,25.1812762622,1.6565271497,1,0,0,0,2.78710388102e-11,96.6666666667,True,ideal,0
case2,dynamic,84.7245963216,88.8,148.8,0,1884.83525926,-0.658759870069,435.267847879,1448.90865152,1.06922470877e-10,5.0952623197e-17,0.59647254395,0.135272828288,8.83425937547,0.42266791534,9.25230113271,-5.00403355691,0.325131886787,0.0119293700523,0.63677214954,0,9.73757963152e-10,0,16.4173788965,0.42266791534,0.609721748167,0.134847430757,0,0,8.23906914915e-16,0.59647254395,0.135272828288,8.82917371192,17.64,1,4.07540367842,0,0,6.84963197273e-12,98.6666666667,True,sensor,0.2
case2,constant_hold,5.60608956814,8,68,924.902311754,14.3768565031,-0.333088835478,44.0037620074,894.942317415,3.42765815731e-11,7.77576245579e-20,0.736206492297,9.52752847762e-05,8.7155083412,3.02677532202,11.7422836632,-8.50792841393,0.3916,0.00131838323618,0.654533343384,0,3.95061761083e-12,1,0.078570600615,-2.67679685597,0.617949638296,0.0301606907308,0,648.135650184,1.99590777933e-17,0.7473794167,9.52752847762e-05,6.29774785598,0.16,1,2.39391043186,0,0,1.86499704569e-11,98.6666666667,True,sensor,0.2
case2,constant_first,5.60608956814,5.60608956814,65.6060895681,648.135650184,6.96222528985,-0.227268912663,28.8937428891,625.976863672,2.09112727134e-11,7.23874356724e-20,0.7473794167,9.52752847762e-05,6.29774785598,1.03082217677e-07,6.29774795907,-8.86126928451,0.3916,0.000927947028208,0.654533343384,0,2.07567296684e-12,1,0.078570600615,-4.54137266766,0.611225485762,0.0581342302546,0,648.135650184,1.22333241627e-17,0.7473794167,9.52752847762e-05,6.29774785598,0.078570600615,1,0,0,0,2.08864037177e-11,96.6666666667,True,ideal,0
case3,dynamic,95.3638499737,98.4,158.4,1767.14601028,2258.64354988,9.90311334985,380.096967271,3655.59570624,1.54898316396e-10,5.06490465887e-17,0.568727083017,0.278548860846,7.49214822543,0.301922531028,7.57667121886,-9.61936134499,0.291401459944,0.0124598460021,0.50852935439,0,8.72596217505e-10,0.53667338345,19.6091549921,-1.69662481655,0.585204215218,0.324355803302,0,1697.18477964,4.9467916742e-16,0.568727083017,0.278548860846,7.49214822543,20.52,1,3.03615002632,0,0,2.62740385004e-11,98.6666666667,True,sensor,0.2
case3,constant_hold,17.0368783891,19.4,79.4,2242.888106,89.9825341991,-0.808890786744,84.4851585086,2247.57659091,1.44169121086e-10,3.22279095771e-19,0.684860638151,0.00281760782854,19.8523300948,2.1200792275,21.9724093223,-18.6183212226,0.3916,0.00323040539459,0.510362262906,0,1.60760293966e-11,1,0.725638063114,-6.55629160646,0.592335773727,0.17850366198,0,1969.6810259,1.33381261765e-17,0.686835744721,0.00281760782854,17.4686355894,0.9409,1,2.36312161088,0,0,1.6402879055e-11,98.6666666667,True,sensor,0.2
case3,constant_first,17.0368783891,17.0368783891,77.0368783891,1969.6810259,69.3061885875,-0.659696142562,69.7961234719,1968.53139487,1.26604504658e-10,2.47536908506e-19,0.686835744721,0.00281760782854,17.4686355894,1.02573699305e-07,17.468635692,-19.3063402658,0.3916,0.00284224602174,0.510362262906,0,1.34967592658e-11,1,0.725638063114,-8.16285282438,0.584926550983,0.20147600307,0,1969.6810259,1.3238108526e-17,0.686835744721,0.00281760782854,17.4686355894,0.725638063114,1,0,0,0,1.29443122887e-11,96.6666666667,True,ideal,0
