case,stage,evaluation_dt_s,evaluation_scale,J,T_target_C,t_plan_s,K_P,K_I,taper_K,hold_s,q_boost_min,ice_warn,delta_V,risk_warn,L_obs,rate_gain,ff_factor,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C,selected
case3,DE_seed_260927,0.1,1,0.911377699864,2.20092557317,67.1803213849,0.0546525550446,0.0209156980844,0.542443584883,2,0.6,0.8,0.1,0.7,0.02,0.263199072436,1,61.0430112362,63.8,63.8,2044.1182031,1092.13897923,4.11970611528,248.613887663,2891.76300078,-1.3869794202e-11,-1.9976425028e-19,0.602120317969,0.104262000851,5.02604028998,0.995570673976,6.02161096395,-13.4192179745,0.352252962638,0.011021695194,0.510362262906,0,9.94523574605e-10,0.858746439367,9.31290337086,0.995570673976,0.606917401503,0.103758296095,0,1927.22088235,2.1277467635e-19,0.602120317969,0.104262000851,4.66417301549,10.14,1,2.75698876381,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.6717331917,3.38450210578,123.317886523,0.242481346799,0.0248740119497,1.76605257369,2,0.6,0.8,0.1,0.7,0.02,0.0739446394958,1,-1,-1,98.6666666667,1379.52288675,2281.7053823,16.4028085441,357.63427766,3319.99679993,-1.98951966013e-12,3.46294173892e-18,0.563097108936,0.333380123275,7.83146599562,-1.70003352816,5.3953841016,-10.8246015477,0.287088076449,0.0125576784295,0.509181437978,0,9.97683713422e-10,0.425504599841,-1,,,,,,3.50522562365e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.7969546777,3.31088635536,108.900887923,0.100017676514,0.0692287208339,0.494849812174,2,0.6,0.8,0.1,0.7,0.02,0.223222997113,1,94.6528274298,97.6,97.6,1787.48016764,2229.98832951,10.4009490559,377.074724129,3650.79472208,-1.86446413863e-11,1.10734988887e-17,0.569938322638,0.268761201871,7.44694031968,0.687286178751,7.5702916401,-9.6920377654,0.293838967816,0.0124020261457,0.510304262526,0,9.99480942454e-10,0.552873344263,19.3958482289,0.687286178751,0.592227443023,0.267800313226,0,1706.95407526,1.10734988887e-17,0.569938322638,0.268761201871,7.44694031968,20.28,1,2.94717257023,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.913693606998,2.04366721349,58.8404448498,0.0391230541007,0.0480940460722,0.39652711952,2,0.6,0.8,0.1,0.7,0.02,0.221025254268,1,53.8270364046,56.4,56.4,2049.31252367,849.171804522,3.08251159035,220.206248379,2681.3605914,1.70530256582e-12,-1.35525271561e-20,0.612597090226,0.0776325824904,3.16875936091,1.06275573014,4.23151509105,-14.3159206141,0.36315567708,0.0101169368171,0.510362262906,0,9.94781146346e-10,0.987773224815,7.24337462026,1.06275573014,0.612974578903,0.0772603645674,0,1923.27536573,6.70850094225e-20,0.612597090226,0.0776325824904,2.75421255306,7.9524,1,2.57296359539,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.632051381,4.11096028521,133.005035835,0.35704026684,0.0503108441708,0.571979567074,2,0.6,0.8,0.1,0.7,0.02,0.0193997432208,1,-1,-1,98.6666666667,1220.00253856,2287.97494391,18.7533765505,348.274012675,3178.45684635,-7.90123522165e-12,1.08420217249e-18,0.560610650373,0.354654084656,7.9697469691,-2.64326141415,4.53559322865,-11.3271004257,0.284939272303,0.0126020763328,0.5088000086,0,9.97644356016e-10,0.375560946861,-1,,,,,,2.80401786859e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.861436692176,4.58925018249,96.4101591908,0.439150421378,0.0234914426865,1.66828533099,2,0.6,0.8,0.1,0.7,0.02,0.380497019462,1,79.7854008675,82.6,82.6,1932.10611096,1722.53068895,7.20395210249,319.976571951,3341.86418006,-6.53699316899e-12,2.34567140017e-18,0.580984275502,0.188866816243,6.85369530613,0.778474664361,7.57577338077,-11.2647069723,0.320050351923,0.0117459986385,0.510362262906,0,9.97346205622e-10,0.665037185037,14.9356202602,0.778474664361,0.599906009626,0.188137756198,0,1839.76564864,3.12006280187e-18,0.580984275502,0.188866816243,6.85369530613,15.78,1,2.81459913254,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.869281901632,4.29309256739,93.1172894629,0.376997093046,0.0763814904695,0.901336869766,2,0.6,0.8,0.1,0.7,0.02,0.389888749387,1,77.9080311537,80.8,80.8,1949.70203794,1661.83701952,6.83607901599,313.302004507,3305.07313197,1.41540112963e-11,2.68611088233e-18,0.582644903631,0.179560087351,6.76171657987,0.819706236329,7.55613034328,-11.45431977,0.323235178496,0.0116714491896,0.510362262906,0,9.97722793272e-10,0.681670448771,14.3724093461,0.819706236329,0.600828134388,0.178809665973,0,1852.5099058,3.14608365401e-18,0.582644903631,0.179560087351,6.76171657987,15.24,1,2.89196884632,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.853415693139,1.33922297398,87.905925625,0.120167233559,0.0669999178094,1.41470704697,2,0.6,0.8,0.1,0.7,0.02,0.235499977504,1,82.8280999422,86.6,86.6,1914.11590762,1856.18365176,7.56693097778,337.16162949,3440.70486087,-5.45696821064e-12,6.04984812247e-19,0.578404613998,0.20445627289,7.44246608034,0.359687261221,7.80215334156,-10.7342975649,0.313472816362,0.0119193657886,0.510362262906,0,9.96063675984e-10,0.623754304493,15.8484299827,0.359687261221,0.597836051317,0.203870404428,0,1816.38851054,2.77501546048e-18,0.578404613998,0.20445627289,6.98860591345,16.98,1,3.77190005779,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.95835498763,2.84097531894,38.6456990811,0.297889759808,0.0174538960248,0.805790830172,2,0.6,0.8,0.1,0.7,0.02,0.311465404882,1,39.4341635227,42.2,42.2,2149.48300309,461.669390003,-0.0352221801824,175.178235295,2435.93893561,7.78754838393e-12,6.76271105088e-20,0.635417456205,0.0301264897569,3.37738659361,0.935197477577,4.31258407118,-15.5474227836,0.382411688425,0.00729305323314,0.510362262906,0,9.97011362358e-10,1,3.88763313184,0.935197477577,0.635417456205,0.0299863912771,0,2011.19117922,9.41900637347e-20,0.63659517289,0.0301264897569,3.17785232397,4.4521,1,2.76583647728,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.93345601463,1.22144874629,46.7179204967,0.268918667777,0.042783993673,0.689940885,2,0.6,0.8,0.1,0.7,0.02,0.240312418675,1,46.9447023392,49.6,49.6,2093.63739269,648.564536848,1.4229691274,199.551596708,2544.07330196,-5.68434188608e-13,1.02728155843e-19,0.622923172905,0.0505372751505,2.59391028466,0.638735839263,3.23264612392,-14.8574822635,0.373109405779,0.00873182155526,0.510362262906,0,9.96935867192e-10,1,5.50951269428,0.638735839263,0.622923172905,0.0503409195304,0,1968.10688476,1.02728155843e-19,0.62408759008,0.0505372751505,1.77470283684,6.1504,1,2.65529766083,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.93636035538,4.9316839365,55.4995327096,0.345134140885,0.0149784508358,1.7419950983,2,0.6,0.8,0.1,0.7,0.02,0.188021367823,1,47.5857418776,50.4,50.4,2100.15150402,670.678585677,1.59032655045,202.184797763,2570.23561848,3.63797880709e-12,8.78203759713e-20,0.622489498335,0.0531153974961,2.36653989296,0.984954086036,3.351493979,-14.7802248397,0.372050726412,0.00888472891238,0.510362262906,0,9.984377769e-10,1,5.66100707509,0.984954086036,0.622489498335,0.0528557521836,0,1959.43859789,9.98821251402e-20,0.622951726819,0.0531153974961,1.78064468282,6.3504,1,2.81425812244,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.6084299132,2.30939548282,127.518736601,0.281471293899,0.0455896794789,1.88042497953,2,0.6,0.8,0.1,0.7,0.02,0.268304213175,1,-1,-1,98.6666666667,1125.31556723,2291.722814,20.1749353751,342.762176741,3094.45113986,1.00612851384e-11,1.80682292045e-18,0.559145170601,0.366662020177,8.0540502148,-3.20111352425,4.02690930562,-11.6258577509,0.283609341185,0.0126289933979,0.50879767951,0,9.99548888103e-10,0.345304571832,-1,,,,,,3.12656801491e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.4943124102,1.85202303155,145.589463622,0.48048524512,0.0295809769964,0.774592412825,2,0.6,0.8,0.1,0.7,0.02,0.172766687706,1,-1,-1,98.6666666667,670.899245301,2309.6183549,27.3904664505,316.532926897,2691.37513975,-1.02318153949e-12,2.11527843852e-18,0.551467077807,0.419124528682,8.45947113634,-5.85568462777,1.60974948988,-13.0657816337,0.276641635756,0.0127643872552,0.5074899712,0,9.95065363441e-10,0.229386369972,-1,,,,,,2.63732178457e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.95051496874,2.42009018738,43.3788734701,0.413628821933,0.0563119250129,1.12212031279,2,0.6,0.8,0.1,0.7,0.02,0.0645377812077,1,43.0827967644,45.8,45.8,2131.89871797,548.409493084,0.568974671304,187.263767854,2493.61341787,1.36424205266e-12,-2.16840434497e-21,0.629639988864,0.0390989909519,2.75024251989,0.937686786739,3.68792930663,-15.1991334525,0.378053848282,0.00798058304454,0.510362262906,0,9.98046090217e-10,1,4.6403184426,0.937686786739,0.629639988864,0.0389212668775,0,1995.62706426,5.04831636564e-20,0.630445895214,0.0390989909519,2.28704651559,5.2441,1,2.71720323563,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.6678934173,1.00109055659,112.289238908,0.399660669652,0.0307186762005,1.05003555572,2,0.6,0.8,0.1,0.7,0.02,0.181722691445,1,-1,-1,98.6666666667,1364.14395811,2282.32196676,16.6281237427,356.724271534,3306.36977708,1.61435309565e-11,2.71213173447e-18,0.562852697619,0.335492480049,7.84414549676,-1.79054287158,5.31269764163,-10.8730264543,0.28688190686,0.0125619189708,0.509213170978,0,9.99979099525e-10,0.420841517794,-1,,,,,,2.85578852233e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.909107627517,4.50944807075,75.2527555908,0.333701817386,0.00144332832035,1.81422882226,2,0.6,0.8,0.1,0.7,0.02,0.033721531163,1,62.4413517237,65.2,65.2,2039.02668484,1138.91456807,4.32720332342,253.89312873,2928.3753275,-5.17275111633e-12,-6.55942314354e-20,0.600151979453,0.109784769204,5.29690789215,0.971924599278,6.26883249143,-13.2548270007,0.349976677078,0.0110723477647,0.510362262906,0,9.96314142299e-10,0.83949750388,9.7324055171,0.971924599278,0.606498978503,0.109266739476,0,1924.7133391,3.61310373981e-19,0.600151979453,0.109784769204,4.98718598941,10.56,1,2.75864827633,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.960929136773,3.86674691916,25.38725547,0.464354356358,0.0362134792368,1.19502452201,2,0.6,0.8,0.1,0.7,0.02,0.0979715143715,1,30.6641381741,33.6,33.6,2155.25653158,285.585032984,-0.898813223552,147.107367863,2292.83538348,-8.55493453855e-12,7.26415455565e-20,0.650207898096,0.0132473923019,5.68244078346,0.823311378718,5.24279162027,-16.3336001703,0.3916,0.00571184173922,0.510362262906,0,9.33117583202e-10,1,2.35072342489,0.823311378718,0.650207898096,0.013189683258,0,2008.28682745,9.45966395494e-20,0.652979851373,0.0132473923019,5.68244078346,2.8224,1,2.93586182594,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.4735704605,0.824778791611,143.552434986,0.145054026363,0.0558209756493,0.286794292649,2,0.6,0.8,0.1,0.7,0.02,0.04778399995,1,-1,-1,98.6666666667,588.817193964,2312.86056174,28.7119241701,311.812741845,2618.57693803,1.22213350551e-11,4.03160577839e-18,0.548855778578,0.427876064135,8.53145128461,-6.33132376882,1.17985658782,-13.3272826421,0.275269777942,0.0127901394702,0.50720919138,0,9.99827776127e-10,0.181448165449,-1,,,,,,4.05545822618e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.904025141073,2.65983407215,72.943529674,0.238626715758,0.0783935562315,0.657905678195,2,0.6,0.8,0.1,0.7,0.02,0.303908342642,1,65.0481013298,67.8,67.8,2027.62723644,1225.87016253,4.72526615058,263.742891525,2994.4797736,-7.16227077646e-12,7.13676080039e-19,0.596638383148,0.120547670859,5.7074093167,0.934988734536,6.64239805123,-12.9515926462,0.345632907284,0.0111678542215,0.510362262906,0,9.9512753593e-10,0.808435660524,10.5144303989,0.934988734536,0.605665197426,0.120001857278,0,1917.87985538,7.13676080039e-19,0.596638383148,0.120547670859,5.49057605489,11.34,1,2.7518986702,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.622214434,1.15953035044,119.449305728,0.0792074730628,0.0656257330089,0.445402885863,2,0.6,0.8,0.1,0.7,0.02,0.349809105272,1,-1,-1,98.6666666667,1180.56442349,2289.61348585,19.3469602696,345.980503156,3143.54436645,2.02362571144e-11,1.31025832545e-18,0.559973838333,0.359704417868,8.00130162088,-2.87566191141,4.32487178688,-11.4512721589,0.28438425329,0.0126132720876,0.509222073341,0,9.99234472943e-10,0.368380725092,-1,,,,,,2.6381349362e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.7075061131,0.673487657831,105.709348713,0.315138941415,0.0632632490799,1.55832504935,2,0.6,0.8,0.1,0.7,0.02,0.0849969795743,1,-1,-1,98.6666666667,1524.7060977,2276.04778081,14.2934442077,366.183439415,3448.8638833,1.66551217262e-11,8.18952110987e-18,0.565345684742,0.312737856417,7.70239073076,-0.831306941564,6.18396251528,-10.3692044056,0.288937104064,0.0125181853721,0.509482945173,0,9.98728877377e-10,0.470706657142,-1,,,,,,8.36299345747e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.832188305556,3.7276432525,102.214450579,0.165282505843,0.0114046711125,0.962400773789,2,0.6,0.8,0.1,0.7,0.02,0.00824415179628,1,87.4545229673,90.4,90.4,1866.50525249,1985.62431762,8.71338624405,349.919129515,3510.92382684,-5.68434188608e-13,2.2421300927e-18,0.57489400202,0.228713842726,7.18814473679,0.742382333977,7.64606788801,-10.4128009513,0.306494307811,0.0120762797994,0.510362262906,0,9.9763397543e-10,0.604946834971,17.2363568902,0.742382333977,0.596264666182,0.227831272729,0,1778.55761797,2.88045412175e-18,0.57489400202,0.228713842726,7.18814473679,18.12,1,2.94547703266,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.915484595499,3.24290612681,61.217657267,0.197239674355,0.0393036403848,1.29755054168,2,0.6,0.8,0.1,0.7,0.02,0.12967260418,1,53.3208302975,56,56,2053.32951048,836.638085373,2.99181980526,218.884982677,2674.07443298,-7.67386154621e-13,3.06287113727e-20,0.613334252335,0.0759965734084,3.05135041128,1.10858619486,4.15993660614,-14.3519160635,0.363745631366,0.0100318780879,0.510362262906,0,9.93732207633e-10,0.996576175726,7.10777735903,1.10858619486,0.613705477912,0.0755999353372,0,1920.88653451,6.96599895822e-20,0.613334252335,0.0759965734084,2.61342110307,7.84,1,2.67916970253,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.865767628052,1.69948085936,85.2096237548,0.485925559648,0.0707226393511,0.301753233735,2,0.6,0.8,0.1,0.7,0.02,0.201126548379,1,79.0641090155,82,82,1941.81991552,1702.17353695,7.03910873082,317.953114767,3333.07944643,6.8212102633e-12,2.32832416541e-18,0.581603951589,0.185300667172,6.81768485588,0.819972311548,7.59292326153,-11.3164355095,0.32116675727,0.0117200372372,0.510362262906,0,9.9938191056e-10,0.672170170791,14.7192327046,0.819972311548,0.600353756661,0.184513650166,0,1844.53289941,3.00595052322e-18,0.581603951589,0.185300667172,6.81768485588,15.6,1,2.93589098454,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,10.5097532542,1.56816908883,140.764737774,0.186164096878,0.0513058372244,1.32084280073,2,0.6,0.8,0.1,0.7,0.02,0.110784940795,1,-1,-1,98.6666666667,732.267527995,2307.20133227,26.3876017515,320.052081309,2745.8043807,1.47224454849e-11,2.0963049005e-18,0.553081903946,0.412460365356,8.40370166679,-5.4980716379,1.93309948042,-12.8707654881,0.277641824537,0.0127454026466,0.507634937819,0,9.995448913e-10,0.216306251693,-1,,,,,,3.16532824257e-18,,,,-1,0,0,0,0,0,98.6666666667,False,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.955038682616,4.7252092332,19.8629010627,0.142685798897,0.0346135347913,1.04085492477,2,0.6,0.8,0.1,0.7,0.02,0.335410936447,1,27.0707615614,30,30,2142.04490201,224.889070956,-0.996533304945,134.59543979,2231.34199987,-1.02318153949e-12,9.21571846613e-21,0.657084316788,0.00859841170214,7.53350778178,0.793591510305,5.81704592802,-16.7048562953,0.3916,0.00507101019233,0.510362262906,0,7.72369279645e-10,1,1.83206532878,0.793591510305,0.657084316788,0.00856225719882,0,1992.43021835,1.00830802041e-19,0.660584735522,0.00859841170214,7.53350778178,2.25,1,2.92923843861,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.95846537445,4.00399030537,28.8289605987,0.103518028435,0.00583490505785,0.174444335565,2,0.6,0.8,0.1,0.7,0.02,0.364141562012,1,32.161450243,35,35,2149.73058837,311.471529027,-0.758093498615,150.480442775,2309.96358112,-4.54747350886e-13,9.85268724246e-20,0.647548028343,0.0162000724387,5.37765018823,0.860501891093,5.43651080029,-16.2724561929,0.39047968324,0.00596439392598,0.510362262906,0,9.98925830942e-10,1,2.58589720433,0.860501891093,0.647548028343,0.0161284386253,0,2007.80310052,1.13570177568e-19,0.64985038178,0.0162000724387,5.37765018823,3.0625,1,2.838549757,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.887383289655,3.00487586067,81.6527109162,0.219797381055,0.0740440938657,1.97320609341,2,0.6,0.8,0.1,0.7,0.02,0.150792128686,1,71.8165082932,74.6,74.6,1990.30142583,1453.63687597,5.79615585806,289.560043403,3160.17441426,3.12638803734e-12,3.18457283113e-18,0.588673015185,0.150433113052,6.41774837246,0.855949898676,7.27369827114,-12.1641518184,0.333976745514,0.0114258754305,0.510362262906,0,9.9632480044e-10,0.736114846053,12.5449524879,0.855949898676,0.603259612681,0.149801994096,0,1889.26066688,3.18457283113e-18,0.588673015185,0.150433113052,6.3597189591,13.38,1,2.78349170685,0,0,0,98.6666666667,True,sensor,0.2,
case3,DE_seed_260927,0.1,1,0.957485271924,3.1400737079,37.0785514811,0.431900922069,0.0607414905429,1.49801592098,2,0.6,0.8,0.1,0.7,0.02,0.28760635916,1,38.1350295782,40.8,40.8,2147.53232807,430.125075878,-0.204091235279,170.211104812,2407.2422079,3.12638803734e-12,2.54787510534e-20,0.637573464057,0.0271869106447,3.56266015191,0.88771803891,4.45037819082,-15.6979255654,0.383996316127,0.00703076776922,0.510362262906,0,9.96214222226e-10,1,3.63570120233,0.88771803891,0.637573464057,0.0270713554036,0,2014.27682002,8.96499671374e-20,0.638867172788,0.0271869106447,3.45972762969,4.1616,1,2.66497042179,0,0,0,98.6666666667,True,sensor,0.2,
