case,candidate,stage,seed,noise_T_K,noise_V_V,initial_shift_K,G_factor,G_EP_factor,h_factor,first_success_s,stop_s,elapsed_s,E_aux_J,E_gen_J,E_phase_J,E_loss_J,E_sensible_J,energy_residual_J,water_residual_kg,min_voltage_V,max_ice_bulk,dTmax_K,final_min_T_C,final_max_T_C,final_left_EP_C,min_gas_porosity,max_j_over_jlim,min_kappa_S_m,min_inventory,max_iteration_error_K,max_power_W_cm2,charge_at_success_C_cm2,post_min_T_C,post_min_voltage_V,post_max_ice_bulk,post_energy_J,first_success_energy_J,max_water_residual_kg,first_min_voltage_V,first_max_ice_bulk,first_dTmax_K,charge_at_stop_C_cm2,physical_hold_completed,physical_hold_s,observer_max_temperature_error_K,observer_max_ice_error,post_max_iteration_error_K,startup_window_end_s,feasible,shutdown_mode,sensor_stop_margin_C
case1,14,training,2000,0.2,0.005,-1,1,1.2,1.2,82.1532058477,85.8,85.8,3801.4733877,1847.89377392,8.98742730517,345.501918764,5312.85267017,-6.81552592141e-11,1.71284969715e-17,0.57281074942,0.229651859596,6.73242143076,0.98849487246,7.69282501752,-12.2599041113,0.3062080793,0.0119250923065,0.423858397741,0,3.4595837306e-10,1,15.6459617543,0.98849487246,0.594719765366,0.228163209926,0,3619.13368009,1.71732203111e-17,0.57281074942,0.229651859596,6.73242143076,16.74,1,3.64679415226,1.82871236947,0.00118362423408,0,98.6666666667,True,sensor,0.2
case1,14,training,2001,0.2,0.005,0,1,1.2,1,78.338893795,81.2,81.2,3509.02134939,1691.54423555,8.42148748361,272.906365643,4936.08070679,-3.60387275578e-11,7.01343280327e-18,0.576738888545,0.207944705379,6.6008728065,0.800519361308,7.40139216781,-12.8749371612,0.314490464801,0.0117347690132,0.433085516812,0,3.50253936965e-10,1,14.5016681385,0.800519361308,0.596051157616,0.207090046771,0,3365.96603915,7.01343280327e-18,0.576738888545,0.207944705379,6.5704808067,15.36,1,2.86110620499,1.75416609076,0.000506186252778,0,98.6666666667,True,sensor,0.2
case1,14,training,2002,0.2,0.005,1,0.8,1,0.8,70.8896619201,74,74,2900.58612506,1448.14952061,7.34918902908,197.120809991,4158.96402471,-3.91935373045e-11,4.81141819095e-18,0.583142780983,0.176209665486,6.88733796952,0.952154115754,7.83949208527,-15.6430010125,0.326816947913,0.0114431013693,0.442435445386,0,3.94175692087e-10,1,12.266898576,0.952154115754,0.598787282305,0.175269262875,0,2745.06922106,5.9501015226e-18,0.583142780983,0.176209665486,6.52954855768,13.2,1,3.11033807993,0.772367833282,0.000502542909749,0,98.6666666667,True,sensor,0.2
case1,14,training,2003,0.2,0.005,-1,1,1,1,75.4334950209,78.2,78.2,3265.76672097,1593.83079721,8.51599814443,253.331678161,4614.78183816,-8.92441676115e-12,3.85894658242e-18,0.578216968209,0.199234429398,6.38260059135,0.78705958934,7.16966018069,-15.7242455977,0.318039055823,0.0116218993589,0.423858397741,0,3.7676639586e-10,1,13.6300485063,0.78705958934,0.596170040582,0.198455244328,0,3127.44147201,5.97476712202e-18,0.578216968209,0.199234429398,6.26815248212,14.46,1,2.76650497914,0.667057283215,0.000467879227091,0,98.6666666667,True,sensor,0.2
case1,14,training,2004,0.2,0.005,0,1.2,1,1.2,73.6482678175,77,77,3160.27848326,1551.8484185,8.26192502058,305.965899652,4414.42292714,-4.18367562816e-11,4.55473332661e-18,0.580701096528,0.187985716923,5.45286102661,0.946208916449,6.39906994306,-15.4385423386,0.32138023404,0.0115626004882,0.433085516812,0,3.60159291279e-10,1,13.0944803452,0.946208916449,0.597954896588,0.186910675491,0,2992.69187414,6.23389144125e-18,0.580701096528,0.187985716923,5.3281565578,14.1,1,3.3517321825,0.69274890807,0.000488335624761,0,98.6666666667,True,sensor,0.2
case1,14,training,2005,0.2,0.005,1,1,0.8,1,68.2745976448,71.6,71.6,2516.67136272,1369.68060759,7.85012573857,234.517016151,3659.6850799,2.67164068646e-12,5.94034370305e-18,0.584031123237,0.170766931834,5.00606904308,1.33060833521,6.33667737829,-18.0697460701,0.330291303873,0.0113460333966,0.442435445386,0,3.77028741561e-10,1,11.4823792934,1.33060833521,0.59969175496,0.169417918345,0,2353.11660576,6.11300289902e-18,0.584031123237,0.170766931834,4.81082275513,12.48,1,3.3254023552,1.84188699786,0.000722089702765,0,98.6666666667,True,sensor,0.2
case1,15,training,2000,0.2,0.005,-1,1,1.2,1.2,80.646279335,84.6,84.6,3834.05758537,1804.54455399,8.28285875142,344.199103418,5302.68589469,-5.0249582273e-11,1.6066249893e-17,0.574559242697,0.219826372366,6.97756778385,1.05606081105,7.95352397281,-12.3476679307,0.309203251334,0.0118666779319,0.423858397741,0,4.48546533249e-10,1,15.1938838005,1.05606081105,0.596054804344,0.218175675681,0,3636.37155212,1.6066249893e-17,0.574559242697,0.219826372366,6.97756778385,16.38,1,3.95372066498,1.8322584616,0.00118534477815,0,98.6666666667,True,sensor,0.2
case1,15,training,2001,0.2,0.005,0,1,1.2,1,77.1903379321,80.4,80.4,3553.44470802,1661.64808886,7.72163978264,274.295996368,4948.51844029,-3.05249159283e-11,5.82487617168e-18,0.578738506358,0.198467583053,6.62047004361,0.8986785939,7.51914863751,-12.8365972807,0.317047352433,0.0116926099786,0.433085516812,0,3.38975125747e-10,1,14.1571013796,0.8986785939,0.597527087754,0.19743878756,0,3392.96160462,5.82487617168e-18,0.578738506358,0.198467583053,6.57814686997,15.12,1,3.20966206789,1.76199318399,0.000516296061418,0,98.6666666667,True,sensor,0.2
case1,15,training,2002,0.2,0.005,1,0.8,1,0.8,69.0895122766,72.2,72.2,2932.56288712,1385.24310134,6.58095482324,194.895671333,4129.49127195,-9.76854153123e-11,5.95145677532e-18,0.586881414107,0.162379331333,6.8360886408,0.949681980976,7.78577062178,-15.7907338301,0.331008798361,0.011367376008,0.442435445386,0,3.89815291157e-10,1,11.726853683,0.949681980976,0.600283943534,0.161515407439,0,2777.03850096,6.62149371791e-18,0.586881414107,0.162379331333,6.43778753379,12.66,1,3.11048772335,0.772374193763,0.000490390059726,0,98.6666666667,True,sensor,0.2
case1,15,training,2003,0.2,0.005,-1,1,1,1,74.0633249998,77.4,77.4,3322.13236444,1563.52433701,7.65759007408,255.69258793,4637.6217036,-1.35003119794e-11,3.33690323637e-18,0.580813416358,0.187809165277,6.40414523887,0.950506698156,7.35465193703,-15.6423198592,0.320911549042,0.0115771471171,0.423858397741,0,3.62638447049e-10,1,13.2189974999,0.950506698156,0.598106875417,0.186736519193,0,3155.29861443,6.08237418764e-18,0.580813416358,0.187809165277,6.25579610223,14.22,1,3.33667500019,0.667057283794,0.000474652330375,0,98.6666666667,True,sensor,0.2
case1,15,training,2004,0.2,0.005,0,1.2,1,1.2,72.1892436147,75.4,75.4,3183.18244428,1495.38554647,7.53758808974,303.078564206,4383.02701464,-4.1666226025e-11,5.11499479924e-18,0.583433720348,0.176383403644,5.46344641791,0.909654958757,6.37310137667,-15.5868188115,0.325140368852,0.0114944618175,0.433085516812,0,3.44735351376e-10,1,12.6567730844,0.909654958757,0.599117246223,0.175454780519,0,3022.64462501,6.37537982476e-18,0.583433720348,0.176383403644,5.32834351062,13.62,1,3.21075638533,0.692816873677,0.000441445304894,0,98.6666666667,True,sensor,0.2
case1,15,training,2005,0.2,0.005,1,1,0.8,1,65.2466640711,68.4,68.4,2515.28034351,1260.60686326,7.11542507543,224.290907023,3558.71172482,-1.13402620627e-11,6.69982732487e-18,0.588901596606,0.154043138529,4.70252460501,1.23374236667,5.93626697168,-18.533059151,0.336216885743,0.0112238490777,0.442435445386,0,3.84394960307e-10,1,10.5739992213,1.23374236667,0.600884433439,0.152911722789,0,2357.74385161,6.69982732487e-18,0.588901596606,0.154043138529,4.3511349408,11.52,1,3.15333592892,1.79724801347,0.000653491862901,0,98.6666666667,True,sensor,0.2
case1,3,fine_confirmation,2000,0.2,0.005,-1,1,1.2,1.2,90.2741832018,93.6,93.6,3604.30367401,2131.91148653,13.6180799022,352.385759862,5397.44748058,-2.82511791738e-11,5.86661795532e-18,0.557073717156,0.300069530847,6.45219139812,0.911324695047,7.29842670154,-11.7805254574,0.286009560091,0.0123228780691,0.423858397741,0,9.78534586693e-10,1,18.0822549605,0.911324695047,0.58512607497,0.298422588024,0,3438.0128341,1.33085816673e-17,0.557073717156,0.300069530847,6.45219139812,19.08,1,3.32581679821,1.80634185888,0.00169910244283,0,98.6666666667,True,sensor,0.2
case1,3,fine_confirmation,2001,0.2,0.005,0,1,1.2,1,87.4414581537,91.2,91.2,3369.65584302,2046.53554243,12.8573762423,290.995712827,5138.05304886,4.28030944022e-11,7.77752428432e-18,0.559396869866,0.283428964059,6.25815275305,1.06691357899,7.31617900796,-11.8857129193,0.291542748275,0.012198950162,0.433085516812,0,8.68194405257e-10,1,17.2324374461,1.06691357899,0.58751265915,0.281368852141,0,3181.7287507,1.28800507586e-17,0.559396869866,0.283428964059,6.25596130905,18.36,1,3.75854184628,1.75203212016,0.000494151163758,0,98.6666666667,True,sensor,0.2
case1,3,fine_confirmation,2002,0.2,0.005,1,0.8,1,0.8,85.320444113,88.4,88.4,2795.88551783,1945.6948497,11.5289756777,228.146916236,4524.96242697,4.07482048104e-10,7.80733984407e-18,0.562226346978,0.27126899875,7.56864467504,1.08055198306,8.32967316723,-13.8630550553,0.297342211819,0.0120683762003,0.442435445386,0,6.22279117124e-10,0.998624858931,16.5961332339,1.08055198306,0.588649743233,0.269673692883,0,2649.11534387,1.29372424232e-17,0.562226346978,0.27126899875,7.56864467504,17.52,1,3.07955588698,0.778655966635,0.000715934223403,0,98.6666666667,True,sensor,0.2
case1,3,fine_confirmation,2003,0.2,0.005,-1,1,1,1,86.6219761074,89.8,89.8,3113.04035455,2004.91184584,13.9236502693,274.619407104,4857.25644355,2.68641997536e-10,1.05747658893e-17,0.557786102969,0.289311047296,6.07223028247,0.944448867309,6.94103573781,-14.4969458803,0.291539193754,0.012157956569,0.423858397741,0,5.99996496931e-10,1,16.9865928322,0.944448867309,0.58565723854,0.287720145843,0,2954.13915992,1.31172199838e-17,0.557786102969,0.289311047296,6.07223028247,17.94,1,3.17802389264,0.670600716882,0.000580727565598,0,98.6666666667,True,sensor,0.2
case1,3,fine_confirmation,2004,0.2,0.005,0,1.2,1,1.2,85.9148222685,89,89,2999.76360082,1975.62595394,14.1173093714,335.437132056,4654.06973208,-3.62376795238e-10,1.29345319178e-17,0.560317108336,0.278973315588,5.32800868902,0.954107166191,5.97261661638,-14.193850494,0.294669728359,0.0121093047293,0.433085516812,0,7.18230808161e-10,1,16.7744466805,0.954107166191,0.587156183152,0.277466007323,0,2845.51789718,1.39184453893e-17,0.560317108336,0.278973315588,5.32800868902,17.7,1,3.08517773151,0.697577736532,0.000772196057918,0,98.6666666667,True,sensor,0.2
case1,3,fine_confirmation,2005,0.2,0.005,1,1,0.8,1,85.3034015059,88.2,88.2,2433.17254541,1941.36725444,12.4455458154,285.255002222,4101.73034344,3.4577851693e-10,1.06501179403e-17,0.562591666502,0.268568014722,6.30077538839,0.983588260157,6.95337908576,-15.8543225084,0.297920284785,0.0120602661463,0.442435445386,0,9.98166882482e-10,0.91338747014,16.5910204518,0.983588260157,0.588732734252,0.267210653281,0,2309.30882575,1.27732568446e-17,0.562591666502,0.268568014722,6.30077538839,17.46,1,2.89659849405,1.97664826649,0.000983990319396,0,98.6666666667,True,sensor,0.2
case1,7,fine_confirmation,2000,0.2,0.005,-1,1,1.2,1.2,89.7705690622,92.8,92.8,3596.27567622,2103.9541546,13.4112521549,349.362154601,5364.27892838,1.02318153949e-12,6.34095640578e-18,0.557969052981,0.295343921673,6.58094219715,0.666997115285,7.24793931244,-11.9108984396,0.287535780357,0.0122905811847,0.423858397741,0,9.33216171006e-10,1,17.9311707187,0.666997115285,0.585009003683,0.2941339758,0,3448.99551166,1.34210676427e-17,0.557969052981,0.295343921673,6.4820730802,18.84,1,3.02943093777,1.80186565769,0.00171138978124,0,98.6666666667,True,sensor,0.2
case1,7,fine_confirmation,2001,0.2,0.005,0,1,1.2,1,87.0043856144,91.2,91.2,3379.12064254,2045.29114574,12.4789241941,292.769933378,5144.12077909,1.80193637789e-11,8.25619954348e-18,0.560083767892,0.279560593327,7.10389658477,0.335430547165,7.43932713193,-11.7994342361,0.291961407545,0.0122138411637,0.433085516812,0,8.69505356604e-10,1,17.1013156843,0.335430547165,0.586469164951,0.277705069748,0,3189.4375877,1.282584065e-17,0.560083767892,0.279560593327,6.27823314269,18.36,1,4.1956143856,1.75849124057,0.000482603806528,0,98.6666666667,True,sensor,0.2
case1,7,fine_confirmation,2002,0.2,0.005,1,0.8,1,0.8,84.9205490649,87.6,87.6,2772.20839346,1918.76655023,11.5506309352,225.235934913,4477.28963971,3.73631792172e-10,8.04965902962e-18,0.562671975176,0.268456935494,7.61668486548,0.617893305874,8.20021936022,-14.0355183642,0.298574486524,0.0120454336188,0.442435445386,0,6.23121110266e-10,1,16.4761647195,0.617893305874,0.587791264344,0.267277964701,0,2651.98726488,1.161316052e-17,0.562671975176,0.268456935494,7.53611248609,17.28,1,2.67945093513,0.778656744486,0.000719197460354,0,98.6666666667,True,sensor,0.2
case1,7,fine_confirmation,2003,0.2,0.005,-1,1,1,1,85.9587075651,89.2,89.2,3112.03346429,1983.48646789,13.5781670718,273.508437743,4835.58966151,2.1208279577e-10,1.189261363e-17,0.558707681427,0.28385450987,6.58269323138,0.398029447665,6.98072267905,-14.5577709063,0.292881128517,0.0121407114375,0.423858397741,0,6.01744432061e-10,1,16.7876122695,0.398029447665,0.585072248625,0.282514435651,0,2962.04564752,1.40599337728e-17,0.558707681427,0.28385450987,6.01415097525,17.76,1,3.24129243493,0.670600716947,0.000569422705896,0,98.6666666667,True,sensor,0.2
case1,7,fine_confirmation,2004,0.2,0.005,0,1.2,1,1.2,85.3322450817,88,88,2980.82306931,1941.43364438,13.9994235475,330.414542521,4605.84159471,-3.66014774045e-10,1.37086522689e-17,0.560999798549,0.274724873247,5.29198213154,0.730642108785,5.85994813185,-14.3979446847,0.296312554684,0.012071153636,0.433085516812,0,7.19541759509e-10,1,16.5996735245,0.730642108785,0.586918969992,0.273642752292,0,2849.55581859,1.38246619014e-17,0.560999798549,0.274724873247,5.29198213154,17.4,1,2.66775491834,0.697605823157,0.000761668411032,0,98.6666666667,True,sensor,0.2
case1,7,fine_confirmation,2005,0.2,0.005,1,1,0.8,1,84.8888890982,87.8,87.8,2429.94158649,1927.44771153,12.3003156578,284.084294925,4085.60531875,3.50723894371e-10,1.11553561527e-17,0.563038101473,0.265760849957,6.29739943472,0.661456442288,6.95885587701,-15.9053518577,0.298703579392,0.012049818556,0.442435445386,0,9.91381199356e-10,0.918337706181,16.4666667295,0.661456442288,0.588318318293,0.264455601352,0,2312.02623293,1.30871333735e-17,0.563038101473,0.265760849957,6.2739535209,17.34,1,2.91111090183,1.97402255753,0.000967128409653,0,98.6666666667,True,sensor,0.2
case1,5,fine_confirmation,2000,0.2,0.005,-1,1,1.2,1.2,90.4170738101,93.8,93.8,3604.13965558,2138.9559166,13.6875765628,353.055625811,5403.72752293,-2.16004991671e-12,5.91269654765e-18,0.556823921921,0.301414478272,6.44363738964,0.92733746033,7.30517860489,-11.7521571994,0.285605692098,0.0123322473658,0.423858397741,0,9.79166969728e-10,1,18.125122143,0.92733746033,0.585023506505,0.299702092796,0,3434.99334608,1.34712119931e-17,0.556823921921,0.301414478272,6.44363738964,19.14,1,3.3829261899,1.80585956699,0.00169462787027,0,98.6666666667,True,sensor,0.2
case1,5,fine_confirmation,2001,0.2,0.005,0,1,1.2,1,87.6806735277,91.2,91.2,3353.5055667,2047.21891021,13.0783139187,289.966001899,5123.83678893,1.94972926693e-11,8.79396382103e-18,0.559040871928,0.285519144468,6.24525436989,1.00036070324,7.23805052916,-11.941238569,0.29126794163,0.0122029129371,0.433085516812,0,8.67487415235e-10,1,17.3042020583,1.00036070324,0.586999681432,0.283696992385,0,3177.53924308,1.3178206356e-17,0.559040871928,0.285519144468,6.2433461683,18.36,1,3.51932647228,1.74702609802,0.000500573473883,0,98.6666666667,True,sensor,0.2
case1,5,fine_confirmation,2002,0.2,0.005,1,0.8,1,0.8,85.7983599603,89,89,2799.62583566,1966.17382926,11.6082003301,229.950831308,4547.45703394,5.22334175912e-10,5.51099964274e-18,0.561742919058,0.274355432959,7.60348260226,1.12516351465,8.38118461783,-13.7595625971,0.296288209551,0.0120942106155,0.442435445386,0,6.2134830614e-10,0.999497620402,16.7395079881,1.12516351465,0.588467898485,0.272603979424,0,2647.32701864,1.19256817963e-17,0.561742919058,0.274355432959,7.60348260226,17.7,1,3.20164003968,0.778655535201,0.000715458521858,0,98.6666666667,True,sensor,0.2
case1,5,fine_confirmation,2003,0.2,0.005,-1,1,1,1,86.8135734499,89.8,89.8,3101.39399678,2005.39727489,14.0871364646,273.866641562,4847.01176657,2.66766164714e-10,1.05140505677e-17,0.55752811769,0.29087386078,6.089046932,0.891203263197,6.87716458076,-14.5354410831,0.291331390136,0.0121610267352,0.423858397741,0,5.99506222443e-10,1,17.044072035,0.891203263197,0.585261975109,0.289452371419,0,2952.07266927,1.3181187912e-17,0.55752811769,0.29087386078,6.089046932,17.94,1,2.98642655015,0.670600716864,0.000583580971164,0,98.6666666667,True,sensor,0.2
case1,5,fine_confirmation,2004,0.2,0.005,0,1.2,1,1.2,86.2303957462,89.2,89.2,2991.71576694,1982.90958695,14.3011913554,335.615987097,4653.31055815,-3.27133875544e-10,1.24650723771e-17,0.559960423575,0.281284658515,5.34705297908,0.924702154032,5.92914240735,-14.1893511466,0.294154047339,0.0121203585993,0.433085516812,0,7.17527370853e-10,1,16.8691187239,0.924702154032,0.586777611798,0.279866563058,0,2843.285687,1.36484790483e-17,0.559960423575,0.281284658515,5.34705297908,17.76,1,2.96960425377,0.697562030614,0.000776961716261,0,98.6666666667,True,sensor,0.2
case1,5,fine_confirmation,2005,0.2,0.005,1,1,0.8,1,85.8574436903,88.4,88.4,2418.09146717,1948.82417144,12.6961836871,285.015605016,4094.59621727,2.97802671412e-10,1.02798628984e-17,0.562101808847,0.271686369114,6.32983816737,0.878003113089,6.8713826432,-15.8675083853,0.297294519422,0.0120738134473,0.442435445386,0,9.80239889259e-10,0.908054095697,16.7572331071,0.878003113089,0.588031993561,0.270577197689,0,2310.19829351,1.28017171516e-17,0.562101808847,0.271686369114,6.32983816737,17.52,1,2.5425563097,1.97186838104,0.000973146835527,0,98.6666666667,True,sensor,0.2
case1,6,fine_confirmation,2000,0.2,0.005,-1,1,1.2,1.2,88.2136649728,91.2,91.2,3630.40402861,2046.28140413,12.4672020057,346.54220662,5342.61042813,-5.67865754419e-11,8.5706181735e-18,0.560906584991,0.280741034224,6.5578203924,0.814226258168,7.31413110938,-12.042999559,0.291374980606,0.0122053605035,0.423858397741,0,9.58124246608e-10,1,17.4640994918,0.814226258168,0.58712601397,0.279505397975,0,3481.08727725,1.32543715586e-17,0.560906584991,0.280741034224,6.5578203924,18.36,1,2.98633502722,1.8073581002,0.00172912914401,0,98.6666666667,True,sensor,0.2
case1,6,fine_confirmation,2001,0.2,0.005,0,1,1.2,1,85.1743049741,88.4,88.4,3384.8940846,1948.18356608,11.7852754692,283.690526034,5061.17240011,1.05671915662e-10,1.09179158769e-17,0.563139780946,0.263372126108,6.37507530116,0.909299716827,7.27920350294,-12.2477253991,0.297335513387,0.0120701613013,0.433085516812,0,8.75456152016e-10,1,16.5522914922,0.909299716827,0.589285854835,0.261972768805,0,3223.6093333,1.27732568446e-17,0.563139780946,0.263372126108,6.37161917052,17.52,1,3.22569502592,1.7516294977,0.000510243496174,0,98.6666666667,True,sensor,0.2
case1,6,fine_confirmation,2002,0.2,0.005,1,0.8,1,0.8,81.8346056104,85.2,85.2,2822.21890602,1834.95490396,10.5530652594,220.829572493,4446.89730274,4.29338342656e-10,9.35287004095e-18,0.565938431045,0.249059275024,7.29854630318,1.16369242463,8.29335332432,-14.2627238221,0.303805624492,0.0119204040784,0.442435445386,0,6.29338359204e-10,1,15.5503816831,1.16369242463,0.591247105942,0.247284652006,0,2657.09500848,1.19332712115e-17,0.565938431045,0.249059275024,7.29854630318,16.56,1,3.36539438963,0.778653634665,0.000675040538373,0,98.6666666667,True,sensor,0.2
case1,6,fine_confirmation,2003,0.2,0.005,-1,1,1,1,83.9348145664,87.2,87.2,3150.71575765,1912.53350775,12.5446856812,269.448032007,4806.34591907,2.04920524993e-10,1.20026601505e-17,0.561693561706,0.267035713389,6.12661650268,0.944620037019,7.0712365397,-14.7679174993,0.297351543199,0.0120315443032,0.423858397741,0,6.07446537515e-10,1,16.1804443699,0.944620037019,0.588286661962,0.265539464322,0,2987.45648597,1.2797922444e-17,0.561693561706,0.267035713389,6.05705694579,17.16,1,3.26518543363,0.670600717148,0.00053666442165,0,98.6666666667,True,sensor,0.2
case1,6,fine_confirmation,2004,0.2,0.005,0,1.2,1,1.2,82.8601623476,85.8,85.8,3014.59896446,1863.59382707,12.7923056576,324.597801721,4566.38729546,-2.90981461148e-10,1.4381941818e-17,0.564104450691,0.256642834544,5.13551883819,0.861882086215,5.9974009244,-14.6254310875,0.301110107023,0.0119638043906,0.433085516812,0,7.25506765775e-10,1,15.8580487043,0.861882086215,0.589332588302,0.255452673102,0,2867.60708184,1.43841102224e-17,0.564104450691,0.256642834544,5.13543357969,16.74,1,2.93983765244,0.697726714305,0.000709351072467,0,98.6666666667,True,sensor,0.2
case1,6,fine_confirmation,2005,0.2,0.005,1,1,0.8,1,81.6031684995,84.6,84.6,2447.01158207,1817.02885527,11.4065165738,273.661889097,4001.78506482,3.12923020829e-10,1.22151637763e-17,0.56630971502,0.246431819443,6.07988967572,0.968541400435,6.87624588045,-16.3522623762,0.304791899048,0.0118996392964,0.442435445386,0,9.99225591158e-10,0.953062380454,15.4809505498,0.968541400435,0.590958250701,0.245023072838,0,2316.55356621,1.22704580871e-17,0.56630971502,0.246431819443,6.07988967572,16.38,1,2.99683150053,1.95311277694,0.000890858325475,0,98.6666666667,True,sensor,0.2
case2,0,training,2000,0.2,0.005,-1,1,1.2,1.2,-1,-1,98.6666666667,0,2216.63617632,2.94324523262,559.358209505,1660.22121205,1.06865627458e-11,-2.61715562416e-17,0.5887363101,0.21347417419,8.88134391047,-0.647109507484,7.99772401105,-4.8971601155,0.307002949536,0.0123948676915,0.624114895867,0,5.08823205791e-10,0,-1,,,,,,3.63782354934e-17,,,,-1,0,0,0.705441762106,0.00195432378007,0,98.6666666667,False,sensor,0.2
case2,0,training,2001,0.2,0.005,0,1,1.2,1,91.278540194,-1,98.6666666667,0,2202.94296871,-1.11359799612,489.943184325,1711.88618639,3.75166564481e-12,1.28044276571e-17,0.594775673465,0.156257379679,8.89551699052,0.725730890416,9.42759031972,-3.73206734335,0.31075324565,0.0123408158477,0.637155227287,0,4.50237180871e-10,0,18.3835620582,,,,,0,3.10645606461e-17,0.594775673465,0.156257379679,8.89551699052,-1,0,0,0.686107198794,0.000726695195689,0,98.6666666667,False,sensor,0.2
case2,0,training,2002,0.2,0.005,1,0.8,1,0.8,74.9052947283,80.4,80.4,0,1604.71515197,-1.60996552173,321.941903068,1281.16328338,-6.48014975013e-12,3.45410549121e-17,0.601913844884,0.103254131188,10.6321246696,0.671155959841,11.3032806294,-4.85519536136,0.339687453069,0.0115836071655,0.650082987823,0,3.79609232937e-10,0,13.4715884185,0.671155959841,0.613099499331,0.102558207113,0,0,3.45741230784e-17,0.601913844884,0.103254131188,10.3368195167,15.12,1,5.49470527172,0.773033832057,0.000441000828735,0,98.6666666667,True,sensor,0.2
case2,0,training,2003,0.2,0.005,-1,1,1,1,93.3674371123,-1,98.6666666667,0,2209.51803428,0.0792352222797,478.416791782,1731.18047772,1.34150468512e-11,3.44938921176e-18,0.592067034774,0.1714848962,8.77721585989,0.517129882629,9.15359693267,-4.81351060877,0.308710493355,0.0123551815104,0.625232365143,0,4.22241797082e-10,0,19.0102311337,,,,,0,3.2057147735e-17,0.592067034774,0.1714848962,8.77721585989,-1,0,0,0.667057546152,0.000591917723451,0,98.6666666667,False,sensor,0.2
case2,0,training,2004,0.2,0.005,0,1.2,1,1.2,88.1131626725,95.4,95.4,0,2101.05240843,-0.660224682671,566.138385491,1534.25379826,7.16227077646e-12,-1.26076449627e-17,0.595516627993,0.146356922318,7.48405246388,0.682301000342,8.05757824498,-4.49184354859,0.315420110928,0.012200010623,0.63574637949,0,5.1987925076e-10,0,17.4339488018,0.682301000342,0.61043772555,0.145030995099,0,0,3.02833929808e-17,0.595516627993,0.146356922318,7.48405246388,19.62,1,7.28683732748,0.691286350417,0.000597698326215,0,98.6666666667,True,sensor,0.2
case2,0,training,2005,0.2,0.005,1,1,0.8,1,70.410341692,76.4,76.4,0,1478.95048479,-1.05290850665,379.782490729,1098.11508556,-9.03810359887e-12,1.72520960191e-17,0.603229390439,0.0951740343639,8.501148868,0.822345299919,9.32349416792,-5.60863487296,0.345202894368,0.0114310401685,0.648526585851,0,4.534133069e-10,0,12.1231025076,0.822345299919,0.613486248843,0.0943087105289,0,0,1.72520960191e-17,0.603229390439,0.0951740343639,8.14250900965,13.92,1,5.98965830803,0.800753610178,0.000592001775096,0,98.6666666667,True,sensor,0.2
case2,1,training,2000,0.2,0.005,-1,1,1.2,1.2,66.46411587,73.6,73.6,710.633005516,1386.69876876,-1.57940212654,437.777555995,1657.97481615,9.32232069317e-12,1.17961196366e-17,0.60668631375,0.0790860144013,8.96627078216,0.501790705347,9.46806148751,-5.21357319318,0.349793307422,0.0113327020341,0.628480888634,0,4.81986006662e-10,0.259741274441,10.939234761,0.501790705347,0.613954779556,0.0784438557835,0,663.095575091,1.17961196366e-17,0.60668631375,0.0790860144013,7.94874950585,13.08,1,7.13588413,0.705465717411,0.000556094051923,0,98.6666666667,True,sensor,0.2
case2,1,training,2001,0.2,0.005,0,1,1.2,1,63.5763878703,68.6,68.6,543.637738746,1223.20561949,-1.62185082073,344.424603938,1420.79690348,3.80850906367e-12,2.39310524522e-18,0.609409344249,0.0671397958506,8.49623166723,0.479812957008,8.97604462424,-5.12740670722,0.358045289783,0.0111506587675,0.640983064812,0,3.88707732668e-10,0.215552551737,10.0729163611,0.479812957008,0.614385975271,0.066823557924,0,516.704539179,8.23858125817e-18,0.609409344249,0.0671397958506,7.69620291302,11.58,1,5.02361212969,0.686303035334,0.000541689080269,0,98.6666666667,True,sensor,0.2
case2,1,training,2002,0.2,0.005,1,0.8,1,0.8,60.1902943492,66.4,66.4,360.654461416,1147.81976533,-2.37065181064,273.651844253,1232.45173069,5.68434188608e-13,3.86274129002e-18,0.61280778829,0.0530583613371,9.79211518629,0.704956167496,10.4970713538,-5.03330924053,0.362933577848,0.0110624084538,0.65381144923,0,9.01144048271e-10,0.164909496731,9.05708830476,0.704956167496,0.616343989484,0.0525915141157,0,349.405042124,8.44701912583e-18,0.61280778829,0.0530583613371,8.47482160653,10.92,1,6.20970565081,0.772775766694,0.000378564357299,0,98.6666666667,True,sensor,0.2
case2,1,training,2003,0.2,0.005,-1,1,1,1,64.5882911205,71.2,71.2,559.482796799,1308.90582418,-1.50268583989,353.138714142,1513.747221,4.83169060317e-12,5.713745449e-18,0.607871188248,0.0741336584203,8.68171543732,0.584852368714,9.26656780603,-5.94520015955,0.353472008375,0.0112437465282,0.629500070691,0,9.78799263862e-10,0.211372202563,10.3764873362,0.584852368714,0.614207400603,0.0735293123149,0,529.537678363,8.22258927613e-18,0.607871188248,0.0741336584203,7.68100821882,12.36,1,6.61170887947,0.667057547364,0.000616984432619,0,98.6666666667,True,sensor,0.2
