cell,x_m,dx_m,porosity,vapor_kg_m3,liquid_kg_m3,ice_kg_m3
1,0.00016981406250000025,3.53125e-07,0.4207,1.1851516293884165e-05,17.292020149820388,6.848645075372627
1,0.00017016718750000024,3.53125e-07,0.4207,1.1826233184531964e-05,17.293038735869075,6.8680055546671674
1,0.00017052031250000023,3.53125e-07,0.4207,1.1801119170480127e-05,17.292195816361083,6.882980430715842
1,0.00017087343750000022,3.53125e-07,0.4207,1.1776166218129965e-05,17.289529377775143,6.893763224480283
1,0.0001712265625000002,3.53125e-07,0.4207,1.1751368520055546e-05,17.285068279968026,6.900488234968089
1,0.0001715796875000002,3.53125e-07,0.4207,1.172672219083551e-05,17.27883381767752,6.903238021578063
1,0.0001719328125000002,3.53125e-07,0.4207,1.1702225079513056e-05,17.270840962284495,6.902047644035282
1,0.00017228593750000018,3.53125e-07,0.4207,1.1677876678089944e-05,17.26109934762786,6.896906200816247
1,0.00017263906250000017,3.53125e-07,0.4207,1.1653678118360235e-05,17.249614050662757,6.887755824741082
1,0.00017299218750000016,3.53125e-07,0.4207,1.1629632261012925e-05,17.236386207432055,6.874487943346082
1,0.00017334531250000015,3.53125e-07,0.4207,1.1605743894235389e-05,17.221413496668195,6.8569362001816945
1,0.00017369843750000014,3.53125e-07,0.4207,1.1582020077871627e-05,17.204690516972292,6.834864840029866
1,0.00017405156250000013,3.53125e-07,0.4207,1.1558470700187146e-05,17.186209078675965,6.807950373656251
1,0.00017440468750000012,3.53125e-07,0.4207,1.153510937109008e-05,17.16595842809231,6.775752519350842
1,0.0001747578125000001,3.53125e-07,0.4207,1.1511954889372431e-05,17.14392542009009,6.737666770334623
1,0.0001751109375000001,3.53125e-07,0.4207,1.148903377093018e-05,17.120094655540413,6.692842930148705
1,0.0001754640625000001,3.53125e-07,0.4207,1.1466384934804836e-05,17.094448605438135,6.640034374314127
1,0.00017581718750000008,3.53125e-07,0.4207,1.1444069365048145e-05,17.066967760279287,6.577287533125521
1,0.00017617031250000007,3.53125e-07,0.4207,1.1422193538497425e-05,17.037630896562714,6.501189374067969
1,0.00017652343750000006,3.53125e-07,0.4207,1.1400984693109001e-05,17.006415768001613,6.404450851909226
1,0.00017787187500000007,2.34375e-06,0.8,2.2251723237219267e-05,16.857479220554207,5.572583496881168
1,0.00018021562500000009,2.34375e-06,0.8,2.2169654180301076e-05,16.539858773742523,4.608532862561395
1,0.0001825593750000001,2.34375e-06,0.8,2.20805117497029e-05,16.212352405211597,3.8187352485523087
1,0.0001849031250000001,2.34375e-06,0.8,2.1985964994027954e-05,15.873951551622254,3.1511296175486514
1,0.00018724687500000012,2.34375e-06,0.8,2.1886623464410775e-05,15.523418404537841,2.587792927353392
1,0.00018959062500000014,2.34375e-06,0.8,2.1783027494196245e-05,15.159299854557252,2.1130201989023254
1,0.00019193437500000015,2.34375e-06,0.8,2.1675668138909005e-05,14.779887880103873,1.7127363437386272
1,0.00019427812500000016,2.34375e-06,0.8,2.1564966485869535e-05,14.383147633750589,1.3752749085749099
1,0.00019662187500000018,2.34375e-06,0.8,2.1451281291852287e-05,13.966613634685535,1.0912580813094133
1,0.0001989656250000002,2.34375e-06,0.8,2.1334927615462988e-05,13.527242259018273,0.853141929867827
1,0.0002013093750000002,2.34375e-06,0.8,2.1216196525654472e-05,13.061196851143345,0.6547719508606213
1,0.00020365312500000022,2.34375e-06,0.8,2.1095374457572775e-05,12.563523290102863,0.4910344273653995
1,0.00020599687500000023,2.34375e-06,0.8,2.097276441188112e-05,12.027638946259653,0.35759884980631346
1,0.00020834062500000024,2.34375e-06,0.8,2.084871355270149e-05,11.444485791344693,0.2507287295123186
1,0.00021068437500000025,2.34375e-06,0.8,2.07236558390863e-05,10.801036137137311,0.16713946033973826
1,0.00021302812500000027,2.34375e-06,0.8,2.059818847458945e-05,10.077435468396292,0.10388669213455665
1,0.00021537187500000028,2.34375e-06,0.8,2.0473230184383925e-05,9.240917745320145,0.05827137294117225
1,0.0002177156250000003,2.34375e-06,0.8,2.0350409557009326e-05,8.230699759545333,0.02774681440634728
1,0.0002200593750000003,2.34375e-06,0.8,2.023328185140071e-05,6.91041827987503,0.00980296794535712
1,0.00022240312500000032,2.34375e-06,0.8,2.0133016375042058e-05,4.8452391193692605,0.0017530272125818051
1,0.00022474687500000033,2.34375e-06,0.8,2.0079501364122228e-05,0.8595061698587837,4.1964782434189996e-05
1,0.00022709062500000034,2.34375e-06,0.8,1.9943133078840806e-05,1.2018385413076485e-05,4.119264023090998e-13
1,0.00022943437500000036,2.34375e-06,0.8,6.568921823315895e-06,0.0,0.0
1,0.00023177812500000037,2.34375e-06,0.8,6.4097977999069785e-06,0.0,0.0
1,0.00023412187500000038,2.34375e-06,0.8,6.2507355296373285e-06,0.0,0.0
1,0.0002364656250000004,2.34375e-06,0.8,6.091733422386201e-06,0.0,0.0
1,0.0002388093750000004,2.34375e-06,0.8,5.932789892974531e-06,0.0,0.0
1,0.00024115312500000042,2.34375e-06,0.8,5.773903361034716e-06,0.0,0.0
1,0.00024349687500000043,2.34375e-06,0.8,5.6150722508807836e-06,0.0,0.0
1,0.0002458406250000005,2.34375e-06,0.8,5.456294991378958e-06,0.0,0.0
1,0.0002481843750000005,2.34375e-06,0.8,5.29757001581859e-06,0.0,0.0
1,0.0002505281250000005,2.34375e-06,0.8,5.138895761783455e-06,0.0,0.0
1,0.0002528718750000005,2.34375e-06,0.8,4.980270671023412e-06,0.0,0.0
1,0.0002552156250000005,2.34375e-06,0.8,4.821693189326398e-06,0.0,0.0
1,0.00025755937500000054,2.34375e-06,0.8,4.663161766390753e-06,0.0,0.0
1,0.00025990312500000055,2.34375e-06,0.8,4.504674855697884e-06,0.0,0.0
1,0.00026224687500000057,2.34375e-06,0.8,4.346230914385218e-06,0.0,0.0
1,0.0002645906250000006,2.34375e-06,0.8,4.18782840311947e-06,0.0,0.0
1,0.0002669343750000006,2.34375e-06,0.8,4.029465785970208e-06,0.0,0.0
1,0.0002692781250000006,2.34375e-06,0.8,3.871141530283678e-06,0.0,0.0
1,0.0002716218750000006,2.34375e-06,0.8,3.7128541065569235e-06,0.0,0.0
1,0.00027396562500000063,2.34375e-06,0.8,3.5546019883121446e-06,0.0,0.0
1,0.00027630937500000064,2.34375e-06,0.8,3.3963836519713167e-06,0.0,0.0
1,0.00027865312500000066,2.34375e-06,0.8,3.238197576731048e-06,0.0,0.0
1,0.00028099687500000067,2.34375e-06,0.8,3.0800422444376633e-06,0.0,0.0
1,0.0002833406250000007,2.34375e-06,0.8,2.9219161394625064e-06,0.0,0.0
1,0.0002856843750000007,2.34375e-06,0.8,2.763817748577452e-06,0.0,0.0
1,0.0002880281250000007,2.34375e-06,0.8,2.605745560830616e-06,0.0,0.0
1,0.0002903718750000007,2.34375e-06,0.8,2.4476980674222503e-06,0.0,0.0
1,0.00029271562500000073,2.34375e-06,0.8,2.289673761580818e-06,0.0,0.0
